"Time"	flhD	hdfR	qseB	lrhA	flhC	ompR	rcsB	rcsA	csgD	bolA	rstA	gadE	ydeO	evgA	gadW	gadX	rutR	nemR	torR	phoP	mdtF	mdtE	csgF	csgG	csgE	yhiD	hdeB	hdeA	gadA	gadB	gadC	sra	flgM	flgJ	fliR	rprA	wcaB	flhE	fliQ	fliM	fliH	flgE	flgN	wzc	flgH	fliK	gltI	yhjH	osmB	flhB	fliN	recC	flgD	flgI	fliG	fliF	fliT	fliD	bdm	flhA	ppdC	gadY	flgA	flgG
180	0,6891019	0,3068853	0,0365767	0,0457008	0,1309271	1,0000000	0,4886109	0,8280692	0,3525975	0,0086608	0,8205362	0,7712867	0,8114173	0,9985547	0,8943743	0,7375664	0,2780538	0,3634996	0,4443780	0,9902928	0,9078690	0,7621810	0,9436383	0,1933277	0,3441476	0,6750845	0,7651127	0,7197627	0,7954955	0,4363229	0,7215483	0,6776313	0,3188676	0,0956888	0,8601230	0,3447216	0,3922582	0,4593471	0,0195979	0,3859120	0,6693541	0,4123498	0,1304199	0,2357957	0,0573360	0,5293066	0,0687925	0,0510147	0,8263532	0,5157636	0,3262034	0,0168855	0,5456479	0,0739948	0,1120374	0,9867252	0,8438818	0,2362000	0,4857310	0,0393744	0,0055351	0,9658766	0,0162305	0,0379807
200	0,6808670	0,3003208	0,0365767	0,0457145	0,1738414	1,0000000	0,4696103	0,8201707	0,3772334	0,0065657	0,8208931	0,7713668	0,8114173	0,9985547	0,8942517	0,7381619	0,2781018	0,3638643	0,4448928	0,9905995	0,9080678	0,7751372	0,9494403	0,1974586	0,3651012	0,6747059	0,7632919	0,7175274	0,8029915	0,4363571	0,7362896	0,6721705	0,3791657	0,0975397	0,8973388	0,3330157	0,3669823	0,4483229	0,0316444	0,3689793	0,6697425	0,3979375	0,1313488	0,2082886	0,0573690	0,5180601	0,0978060	0,0711654	0,8246301	0,5312119	0,4505873	0,0551534	0,5544963	0,0740437	0,2032311	0,9909846	0,8516775	0,3330436	0,4664879	0,0395615	0,0091692	0,9659318	0,0223887	0,0507642
220	0,6751083	0,2964627	0,0365767	0,0457271	0,2138094	1,0000000	0,4555356	0,8136157	0,4019984	0,0051643	0,8212012	0,7714389	0,8114173	0,9985547	0,8941401	0,7385996	0,2781813	0,3639538	0,4454363	0,9908388	0,9082385	0,7839239	0,9546289	0,2028945	0,3831194	0,6744199	0,7620908	0,7161716	0,8082118	0,4363902	0,7471065	0,6658723	0,4537177	0,1009992	0,9264682	0,3212681	0,3422764	0,4413414	0,0551355	0,3547012	0,6712472	0,3865078	0,1340661	0,1852710	0,0575122	0,5100323	0,1482833	0,0993301	0,8229920	0,5460779	0,5677098	0,1364369	0,5642395	0,0741815	0,3118834	0,9942255	0,8564018	0,4290069	0,4478561	0,0399776	0,0169491	0,9659837	0,0377766	0,0740943
240	0,6711146	0,2942141	0,0365767	0,0457388	0,2489974	1,0000000	0,4451833	0,8083159	0,4256835	0,0042283	0,8214611	0,7715014	0,8114173	0,9985547	0,8940427	0,7389160	0,2782108	0,3639024	0,4458536	0,9910241	0,9083799	0,7898498	0,9590983	0,2095889	0,3981918	0,6742054	0,7613103	0,7153644	0,8118147	0,4364210	0,7549864	0,6591924	0,5292119	0,1063108	0,9481991	0,3099362	0,3193103	0,4420529	0,0909609	0,3431962	0,6744405	0,3787087	0,1399330	0,1665638	0,0579346	0,5065161	0,2173408	0,1335492	0,8215021	0,5615142	0,6683071	0,2537264	0,5769144	0,0744753	0,4230249	0,9963947	0,8594499	0,5146578	0,4305336	0,0407182	0,0302869	0,9660306	0,0664755	0,1085918
260	0,6683641	0,2929124	0,0365767	0,0457496	0,2787971	1,0000000	0,4376112	0,8041177	0,4474287	0,0036038	0,8216760	0,7715539	0,8114173	0,9985547	0,8939608	0,7391424	0,2782029	0,3638145	0,4461239	0,9911666	0,9084937	0,7938298	0,9628289	0,2173301	0,4105387	0,6740443	0,7608112	0,7148853	0,8142832	0,4364490	0,7606933	0,6525197	0,5968628	0,1133402	0,9639003	0,2993613	0,2988124	0,4535567	0,1363106	0,3343623	0,6796234	0,3747721	0,1499780	0,1517010	0,0588673	0,5080050	0,2969115	0,1710407	0,8201962	0,5777141	0,7498448	0,3850222	0,5932016	0,0749840	0,5262850	0,9977487	0,8616648	0,5860123	0,4149673	0,0418315	0,0496024	0,9660718	0,1092274	0,1521811
280	0,6664807	0,2921632	0,0365767	0,0457596	0,3033380	1,0000000	0,4320975	0,8008457	0,4667396	0,0031875	0,8218510	0,7715969	0,8114173	0,9985547	0,8938939	0,7393038	0,2781895	0,3637452	0,4462768	0,9912757	0,9085831	0,7964943	0,9658633	0,2257755	0,4204934	0,6739225	0,7604977	0,7145967	0,8159646	0,4364736	0,7648069	0,6461523	0,6529804	0,1216547	0,9749962	0,2897643	0,2811119	0,4763666	0,1862440	0,3279366	0,6866848	0,3744780	0,1643681	0,1401007	0,0605212	0,5141341	0,3781698	0,2090706	0,8190865	0,5942591	0,8134142	0,5102588	0,6124975	0,0757344	0,6163161	0,9985631	0,8635160	0,6427351	0,4013750	0,0433013	0,0742088	0,9661070	0,1629655	0,2011813
300	0,6651975	0,2917340	0,0365767	0,0457688	0,3231320	1,0000000	0,4280972	0,7983285	0,4834319	0,0029099	0,8219918	0,7716313	0,8114173	0,9985547	0,8938407	0,7394189	0,2781845	0,3637088	0,4463517	0,9913588	0,9086520	0,7982740	0,9682804	0,2345180	0,4284232	0,6738294	0,7603050	0,7144169	0,8171046	0,4364948	0,7677604	0,6402930	0,6972598	0,1306824	0,9827151	0,2812591	0,2662341	0,5082116	0,2358218	0,3235572	0,6951593	0,3772507	0,1823276	0,1311732	0,0629997	0,5239357	0,4543862	0,2454620	0,8181676	0,6105015	0,8616407	0,6181018	0,6334514	0,0767122	0,6914455	0,9990448	0,8652273	0,6863826	0,3897916	0,0450556	0,1026294	0,9661365	0,2224670	0,2516595
320	0,6643269	0,2914891	0,0365767	0,0457774	0,3388455	1,0000000	0,4252032	0,7964123	0,4975478	0,0027250	0,8221037	0,7716583	0,8114173	0,9985547	0,8937996	0,7395012	0,2781858	0,3636977	0,4463815	0,9914219	0,9087042	0,7994605	0,9701743	0,2431591	0,4346820	0,6737576	0,7601896	0,7142994	0,8178746	0,4365128	0,7698740	0,6350582	0,7310674	0,1398597	0,9880238	0,2738732	0,2540035	0,5453876	0,2814359	0,3208237	0,7044038	0,3823221	0,2024655	0,1243789	0,0662609	0,5361890	0,5216734	0,2787606	0,8174229	0,6258310	0,8975097	0,7049128	0,6545652	0,0778677	0,7522040	0,9993288	0,8668741	0,7192120	0,3801226	0,0469888	0,1330652	0,9661607	0,2824248	0,3003483
340	0,6637385	0,2913499	0,0365767	0,0457853	0,3511655	1,0000000	0,4231148	0,7949660	0,5092737	0,0026018	0,8221919	0,7716792	0,8114173	0,9985547	0,8937683	0,7395602	0,2781880	0,3636996	0,4463885	0,9914696	0,9087434	0,8002506	0,9716391	0,2513644	0,4395871	0,6737020	0,7601229	0,7142188	0,8183934	0,4365276	0,7713825	0,6304944	0,7563261	0,1487216	0,9916448	0,2675709	0,2441328	0,5841960	0,3211242	0,3193446	0,7137752	0,3888896	0,2232362	0,1192544	0,0701374	0,5497023	0,5785399	0,3081833	0,8168303	0,6398035	0,9237984	0,7716721	0,6745956	0,0791307	0,8002205	0,9994974	0,8684545	0,7435165	0,3721937	0,0489873	0,1637905	0,9661803	0,3387499	0,3450109
360	0,6633420	0,2912709	0,0365767	0,0457927	0,3607298	1,0000000	0,4216106	0,7938823	0,5188729	0,0025197	0,8222608	0,7716952	0,8114173	0,9985547	0,8937450	0,7396028	0,2781889	0,3637052	0,4463860	0,9915056	0,9087725	0,8007761	0,9727605	0,2588931	0,4434100	0,6736588	0,7600864	0,7141612	0,8187421	0,4365398	0,7724567	0,6265962	0,7749334	0,1569384	0,9940998	0,2622746	0,2362884	0,6217466	0,3542771	0,3187701	0,7227483	0,3962291	0,2433020	0,1154173	0,0743913	0,5634771	0,6250937	0,3334724	0,8163658	0,6521697	0,9428537	0,8214186	0,6927143	0,0804270	0,8375159	0,9995989	0,8699370	0,7613174	0,3657904	0,0509491	0,1933923	0,9661960	0,3889567	0,3844205
380	0,6630756	0,2912263	0,0365767	0,0457995	0,3680956	1,0000000	0,4205290	0,7930751	0,5266365	0,0024650	0,8223144	0,7717073	0,8114173	0,9985547	0,8937280	0,7396335	0,2781887	0,3637102	0,4463810	0,9915327	0,9087939	0,8011254	0,9736124	0,2656027	0,4463763	0,6736252	0,7600681	0,7141189	0,8189762	0,4365496	0,7732202	0,6233238	0,7885204	0,1643130	0,9957574	0,2578830	0,2301351	0,6561665	0,3811606	0,3188086	0,7309619	0,4037553	0,2617124	0,1125612	0,0787727	0,5767704	0,6623228	0,3547319	0,8160064	0,6628495	0,9565506	0,8576891	0,7084998	0,0816910	0,8661047	0,9996613	0,8712876	0,7742658	0,3606872	0,0527949	0,2208630	0,9662084	0,4319735	0,4181541
400	0,6628971	0,2912011	0,0365767	0,0458058	0,3737314	1,0000000	0,4197523	0,7924769	0,5328521	0,0024286	0,8223557	0,7717164	0,8114173	0,9985547	0,8937157	0,7396559	0,2781883	0,3637131	0,4463763	0,9915531	0,9088097	0,8013575	0,9742558	0,2714370	0,4486696	0,6735992	0,7600604	0,7140876	0,8191331	0,4365574	0,7737621	0,6206172	0,7983908	0,1707591	0,9968734	0,2542840	0,2253613	0,6864837	0,4024946	0,3192306	0,7382157	0,4110390	0,2779278	0,1104456	0,0830625	0,5890899	0,6915833	0,3722849	0,8157313	0,6718879	0,9663339	0,8837454	0,7218506	0,0828725	0,8877989	0,9997006	0,8724828	0,7836474	0,3566669	0,0544717	0,2455912	0,9662182	0,4677384	0,4463422
420	0,6627778	0,2911869	0,0365767	0,0458116	0,3780201	1,0000000	0,4191951	0,7920354	0,5377861	0,0024044	0,8223875	0,7717232	0,8114173	0,9985547	0,8937070	0,7396722	0,2781882	0,3637143	0,4463729	0,9915684	0,9088212	0,8015117	0,9747396	0,2764057	0,4504372	0,6735792	0,7600586	0,7140644	0,8192384	0,4365635	0,7741463	0,6184071	0,8055433	0,1762724	0,9976235	0,2513653	0,2216927	0,7123932	0,4191604	0,3198653	0,7444395	0,4177969	0,2917524	0,1088851	0,0870948	0,6001563	0,7142865	0,3865644	0,8155226	0,6794095	0,9732890	0,9022843	0,7328789	0,0839387	0,9041329	0,9997259	0,8735129	0,7904332	0,3535314	0,0559512	0,2672999	0,9662257	0,4967969	0,4694466
440	0,6626982	0,2911789	0,0365767	0,0458170	0,3812691	1,0000000	0,4187959	0,7917109	0,5416740	0,0023882	0,8224118	0,7717282	0,8114173	0,9985547	0,8937010	0,7396841	0,2781882	0,3637145	0,4463709	0,9915799	0,9088296	0,8016141	0,9751023	0,2805638	0,4517958	0,6735639	0,7600598	0,7140472	0,8193089	0,4365683	0,7744185	0,6166222	0,8107226	0,1809035	0,9981273	0,2490203	0,2188964	0,7340253	0,4320303	0,3205919	0,7496559	0,4238675	0,3032355	0,1077378	0,0907612	0,6098541	0,7317336	0,3980389	0,8153655	0,6855813	0,9782166	0,9153998	0,7418184	0,0848732	0,9163572	0,9997427	0,8743803	0,7953416	0,3511077	0,0572248	0,2859639	0,9662316	0,5199906	0,4880907
460	0,6626451	0,2911745	0,0365767	0,0458220	0,3837210	1,0000000	0,4185100	0,7914732	0,5447181	0,0023774	0,8224303	0,7717319	0,8114173	0,9985547	0,8936968	0,7396927	0,2781883	0,3637143	0,4463697	0,9915884	0,9088357	0,8016821	0,9753735	0,2839921	0,4528376	0,6735522	0,7600625	0,7140345	0,8193562	0,4365719	0,7746111	0,6151945	0,8144752	0,1847350	0,9984656	0,2471517	0,2167800	0,7517575	0,4418848	0,3213302	0,7539446	0,4291824	0,3125754	0,1068970	0,0940058	0,6181836	0,7450455	0,4071645	0,8152480	0,6905861	0,9816994	0,9246538	0,7489553	0,0856723	0,9254634	0,9997541	0,8750962	0,7988962	0,3492487	0,0582986	0,3017309	0,9662361	0,5382491	0,5029446
480	0,6626099	0,2911719	0,0365767	0,0458266	0,3855653	1,0000000	0,4183054	0,7912994	0,5470883	0,0023703	0,8224444	0,7717347	0,8114173	0,9985547	0,8936939	0,7396991	0,2781883	0,3637139	0,4463692	0,9915949	0,9088402	0,8017273	0,9755760	0,2867832	0,4536348	0,6735434	0,7600656	0,7140253	0,8193879	0,4365748	0,7747474	0,6140623	0,8171976	0,1878641	0,9986930	0,2456740	0,2151881	0,7660810	0,4493822	0,3220303	0,7574152	0,4337395	0,3200441	0,1062822	0,0968132	0,6252200	0,7551478	0,4143587	0,8151607	0,6946037	0,9841573	0,9311811	0,7545831	0,0863415	0,9322230	0,9997620	0,8756772	0,8014757	0,3478328	0,0591880	0,3148531	0,9662395	0,5524672	0,5146550
500	0,6625864	0,2911705	0,0365767	0,0458308	0,3869489	1,0000000	0,4181591	0,7911728	0,5489247	0,0023655	0,8224550	0,7717367	0,8114173	0,9985547	0,8936920	0,7397037	0,2781883	0,3637137	0,4463690	0,9915996	0,9088435	0,8017573	0,9757270	0,2890313	0,4542434	0,6735367	0,7600686	0,7140186	0,8194092	0,4365769	0,7748438	0,6131710	0,8191764	0,1903917	0,9988460	0,2445133	0,2139972	0,7775141	0,4550584	0,3226647	0,7601867	0,4375797	0,3259345	0,1058338	0,0991975	0,6310816	0,7627833	0,4199879	0,8150961	0,6978014	0,9858904	0,9357916	0,7589762	0,0868920	0,9372271	0,9997676	0,8761418	0,8033525	0,3467610	0,0599137	0,3256349	0,9662422	0,5634444	0,5238064
520	0,6625709	0,2911698	0,0365767	0,0458348	0,3879842	1,0000000	0,4180545	0,7910808	0,5503411	0,0023623	0,8224631	0,7717382	0,8114173	0,9985547	0,8936907	0,7397070	0,2781883	0,3637136	0,4463690	0,9916032	0,9088458	0,8017772	0,9758396	0,2908252	0,4547072	0,6735318	0,7600712	0,7140137	0,8194235	0,4365785	0,7749120	0,6124740	0,8206175	0,1924140	0,9989492	0,2436071	0,2131105	0,7865515	0,4593395	0,3232210	0,7623755	0,4407688	0,3305280	0,1055073	0,1011908	0,6359070	0,7685364	0,4243642	0,8150484	0,7003275	0,9871123	0,9390570	0,7623772	0,0873382	0,9409245	0,9997716	0,8765088	0,8047217	0,3459542	0,0604981	0,3343962	0,9662442	0,5718614	0,5309055
540	0,6625606	0,2911693	0,0365767	0,0458385	0,3887574	1,0000000	0,4179798	0,7910140	0,5514293	0,0023602	0,8224692	0,7717394	0,8114173	0,9985547	0,8936898	0,7397095	0,2781883	0,3637135	0,4463690	0,9916059	0,9088476	0,8017905	0,9759234	0,2922453	0,4550600	0,6735281	0,7600735	0,7140103	0,8194332	0,4365798	0,7749603	0,6119322	0,8216693	0,1940187	0,9990189	0,2429037	0,2124531	0,7936376	0,4625582	0,3236970	0,7640880	0,4433843	0,3340771	0,1052700	0,1028353	0,6398389	0,7728608	0,4277473	0,8150135	0,7023102	0,9879740	0,9413780	0,7649919	0,0876951	0,9436523	0,9997744	0,8767957	0,8057234	0,3453497	0,0609635	0,3414471	0,9662457	0,5782794	0,5363783
560	0,6625538	0,2911691	0,0365767	0,0458419	0,3893338	1,0000000	0,4179264	0,7909656	0,5522623	0,0023588	0,8224737	0,7717402	0,8114173	0,9985547	0,8936893	0,7397112	0,2781883	0,3637135	0,4463691	0,9916079	0,9088488	0,8017993	0,9759858	0,2933617	0,4553279	0,6735255	0,7600754	0,7140078	0,8194396	0,4365807	0,7749944	0,6115131	0,8224385	0,1952827	0,9990661	0,2423604	0,2119675	0,7991561	0,4649721	0,3240965	0,7654172	0,4455065	0,3367983	0,1050979	0,1041767	0,6430145	0,7761050	0,4303497	0,8149879	0,7038576	0,9885822	0,9430342	0,7669906	0,0879774	0,9456629	0,9997765	0,8770180	0,8064583	0,3448989	0,0613305	0,3470738	0,9662468	0,5831510	0,5405749
580	0,6885110	0,3866141	0,0365767	0,0458450	0,3887478	1,0000000	0,4559165	0,7910433	0,5517855	0,0180689	0,8224713	0,7717408	0,8114173	0,9985547	0,8936885	0,7396693	0,2934663	0,3847470	0,4863953	0,9912457	0,9088497	0,7405776	0,9759476	0,2942243	0,4552711	0,6735633	0,7712952	0,7146590	0,7958555	0,4365814	0,7433718	0,6070944	0,8231057	0,1964027	0,9990232	0,2420373	0,2122266	0,8035420	0,4678255	0,3247513	0,7664478	0,4474142	0,3391835	0,1052710	0,1052722	0,6458022	0,7794125	0,4323365	0,8151042	0,6753176	0,9890235	0,9442686	0,7391569	0,0882108	0,9472209	0,9980043	0,7748844	0,8074951	0,3450317	0,0616527	0,3515264	0,9662477	0,5879664	0,5444693
600	0,7404756	0,5495503	0,0365767	0,0458479	0,3730120	1,0000000	0,5345143	0,7922046	0,5421613	0,0452656	0,8224153	0,7717402	0,8114173	0,9985547	0,8936854	0,7392205	0,3106538	0,4162465	0,5548980	0,9904524	0,9088466	0,6251878	0,9751482	0,2945499	0,4526583	0,6738739	0,7914166	0,7201394	0,7488729	0,4365816	0,6783019	0,6007259	0,8243312	0,1983403	0,9989116	0,2426614	0,2181327	0,8075671	0,4759669	0,3281995	0,7669800	0,4506571	0,3423349	0,1083888	0,1058143	0,6500178	0,7885090	0,4334277	0,8159400	0,6204377	0,9894226	0,9453133	0,6918394	0,0884309	0,9489749	0,9958431	0,6008543	0,8121155	0,3492878	0,0621387	0,3545087	0,9662479	0,5998170	0,5528939
620	0,7955957	0,6949797	0,0365767	0,0458506	0,3332801	1,0000000	0,6215033	0,7956909	0,5185603	0,0703085	0,8222554	0,7717338	0,8114173	0,9985547	0,8936857	0,7380074	0,3150400	0,4349190	0,6104416	0,9895191	0,9088223	0,5097778	0,9729067	0,2930401	0,4444799	0,6745057	0,8106293	0,7324113	0,6990057	0,4365799	0,6067887	0,5977990	0,8256897	0,2010733	0,9987899	0,2450131	0,2341530	0,8094075	0,4809382	0,3367751	0,7651406	0,4559548	0,3401334	0,1180750	0,1036840	0,6561058	0,8043151	0,4311516	0,8173415	0,5633840	0,9897823	0,9446954	0,6494420	0,0882945	0,9510627	0,9946135	0,4435234	0,8212159	0,3606752	0,0624938	0,3527949	0,9662450	0,6168308	0,5662857
640	0,8441937	0,8032001	0,0365767	0,0458531	0,2829859	1,0000000	0,7021222	0,8019877	0,4847926	0,0898573	0,8219817	0,7717130	0,8114173	0,9985547	0,8937040	0,7362027	0,3123350	0,4404403	0,6429360	0,9885997	0,9087491	0,4130419	0,9691524	0,2880769	0,4294083	0,6752890	0,8261018	0,7483563	0,6547954	0,4365737	0,5410202	0,5991837	0,8249677	0,2024807	0,9986423	0,2493008	0,2589366	0,8032169	0,4647973	0,3503345	0,7585422	0,4620645	0,3231903	0,1360434	0,0977165	0,6615609	0,8206430	0,4215370	0,8188901	0,5080729	0,9899128	0,9381856	0,6082099	0,0873105	0,9526947	0,9939528	0,3197976	0,8312800	0,3784692	0,0619067	0,3412169	0,9662345	0,6246604	0,5769338
660	0,8834123	0,8770187	0,0365767	0,0458554	0,2326700	1,0000000	0,7707776	0,8106979	0,4472109	0,1040659	0,8216167	0,7716711	0,8114173	0,9985547	0,8937531	0,7342727	0,3093891	0,4393817	0,6566604	0,9877676	0,9086099	0,3384091	0,9642628	0,2790916	0,4082356	0,6760657	0,8376340	0,7635691	0,6188835	0,4365606	0,4854414	0,6037200	0,8191387	0,2002334	0,9984204	0,2553924	0,2881157	0,7833090	0,4191436	0,3673386	0,7470934	0,4676908	0,2914080	0,1614470	0,0897123	0,6635732	0,8304282	0,4021609	0,8204208	0,4523839	0,9895253	0,9183739	0,5581310	0,0854914	0,9526781	0,9932434	0,2263182	0,8378331	0,4000552	0,0600101	0,3172979	0,9662121	0,6084128	0,5755843
