"Time"	flhD	hdfR	qseB	lrhA	flhC	ompR	rcsB	rcsA	csgD	bolA	rstA	gadE	ydeO	evgA	gadW	gadX	rutR	nemR	torR	phoP	mdtF	mdtE	csgF	csgG	csgE	yhiD	hdeB	hdeA	gadA	gadB	gadC	sra	flgM	flgJ	fliR	rprA	wcaB	flhE	fliQ	fliM	fliH	flgE	flgN	wzc	flgH	fliK	gltI	yhjH	osmB	flhB	fliN	recC	flgD	flgI	fliG	fliF	fliT	fliD	bdm	flhA	ppdC	gadY	flgA	flgG
180	0,4065343	0,1625714	0,0488280	0,0467621	0,1118703	0,8235780	0,3660871	0,6485146	0,3179123	0,0030546	0,4964306	0,6352760	0,5359286	0,6564018	0,6389605	0,4902215	0,1970820	0,1897963	0,3064468	0,6282945	0,7406085	0,5488098	0,6089397	0,1693276	0,2134032	0,5318625	0,4210650	0,4996578	0,5297648	0,2535590	0,4562864	0,4775411	0,3213011	0,0688169	0,6378155	0,2492630	0,2767107	0,3447874	0,0427490	0,2438861	0,4800716	0,2340981	0,1087605	0,1383022	0,0741879	0,4490655	0,0615341	0,1432505	0,6564185	0,3912929	0,3815905	0,0876235	0,3768330	0,0582051	0,1583378	0,7473730	0,6643846	0,3185239	0,2901659	0,0250160	0,0048698	0,6668971	0,0361328	0,0324779
200	0,4528135	0,2271938	0,0551583	0,0226163	0,1721667	0,6825506	0,2834703	0,6310509	0,2447599	0,0044981	0,5744070	0,5650227	0,5785709	0,6729689	0,7268487	0,4420637	0,2776616	0,2096702	0,3207589	0,5905207	0,6035755	0,4565490	0,7373952	0,1990401	0,2818819	0,4885586	0,5502121	0,3801043	0,5882368	0,2916410	0,3645624	0,4929419	0,3701224	0,1214796	0,7742671	0,1908240	0,2558775	0,3349777	0,0797635	0,2520613	0,4328478	0,3730319	0,1307109	0,1238027	0,0625128	0,5348495	0,2742902	0,0776360	0,5862006	0,3846392	0,5477136	0,1214827	0,4519537	0,0487994	0,2613704	0,7725060	0,6421180	0,3949851	0,3631207	0,0295574	0,0070271	0,6902325	0,0388467	0,0594131
220	0,4502172	0,2046418	0,0272429	0,0305569	0,1923260	0,7026021	0,3147094	0,6472273	0,2832474	0,0031382	0,5975001	0,5258633	0,5940627	0,7417230	0,6321245	0,4546240	0,2050385	0,2123982	0,2848974	0,5517744	0,6356493	0,5094142	0,6857768	0,1584086	0,2590904	0,4895802	0,4301845	0,4708187	0,5605355	0,2221460	0,5242619	0,4776526	0,3623456	0,0941419	0,6327172	0,2415979	0,2081048	0,3252245	0,1389947	0,2823115	0,5011871	0,2808299	0,0911629	0,1011270	0,0421663	0,4556350	0,1678529	0,1140474	0,6510127	0,4142314	0,4954681	0,2381993	0,4599265	0,0420396	0,4001063	0,7087934	0,6251976	0,4460401	0,2495875	0,0592285	0,0337574	0,6786982	0,0801703	0,1301768
240	0,5396819	0,2971871	0,0275117	0,0155407	0,2979292	0,6390635	0,2928172	0,5941737	0,2840893	0,0087099	0,5205241	0,4399474	0,5830554	0,7462406	0,6936551	0,4971773	0,2183341	0,3034448	0,3141467	0,6461141	0,8135668	0,5439631	0,6766694	0,1440768	0,3059822	0,4919017	0,4966782	0,6219959	0,5321089	0,2178444	0,4674226	0,4126164	0,4256155	0,1845831	0,5599902	0,3007213	0,2226886	0,2715677	0,1053343	0,2885129	0,4424117	0,2263583	0,1076111	0,1385870	0,0328797	0,4035353	0,2132944	0,1600177	0,5306523	0,4214679	0,6280017	0,3277565	0,4365561	0,0486498	0,4401269	0,6787468	0,5699538	0,3794343	0,3253166	0,0496521	0,0668698	0,6707121	0,1478259	0,2012837
260	0,5155128	0,1642132	0,0362242	0,0351689	0,2106347	0,6078315	0,2124825	0,5402536	0,3126292	0,0105526	0,5544632	0,5436970	0,5713637	0,7310806	0,6651213	0,4871992	0,2201067	0,2444377	0,3876669	0,6179239	0,7017249	0,5586848	0,6327110	0,1451643	0,2286198	0,4551061	0,6251739	0,5625073	0,5192670	0,2723992	0,3940856	0,4694043	0,6180519	0,1290048	0,7313583	0,2649450	0,1861801	0,4176654	0,1638098	0,2868850	0,6621016	0,2598861	0,1434145	0,1474548	0,0233600	0,3667974	0,2972894	0,1515928	0,5665048	0,4036249	0,5326838	0,3590116	0,4195614	0,0262510	0,3930290	0,5176898	0,6586913	0,4528678	0,2238358	0,0432816	0,0719166	0,7139883	0,1552843	0,2011669
280	0,4605297	0,1676567	0,0236424	0,0069915	0,2385537	0,7084598	0,2497752	0,6319079	0,4028191	0,0034869	0,6188533	0,5746046	0,6406561	0,7232900	0,5843529	0,5607542	0,1514651	0,2498138	0,3094558	0,7614416	0,7219011	0,5834353	0,7585539	0,1624656	0,3694932	0,5065635	0,5056553	0,4361416	0,3934791	0,3054708	0,3932819	0,5623995	0,5624024	0,1235314	0,7820868	0,1811813	0,2322492	0,3910056	0,2554870	0,2920469	0,4480664	0,1890371	0,1612895	0,0955306	0,0495935	0,5259743	0,3528222	0,1666367	0,6373868	0,4157774	0,5322618	0,4832713	0,4133822	0,0924687	0,4783933	0,5518259	0,6655444	0,4234248	0,3305355	0,0207329	0,0512413	0,6474197	0,1416565	0,2341600
300	0,4208440	0,1827992	0,0356359	0,0201211	0,2365163	0,6475786	0,2133868	0,5151663	0,4538721	0,0033578	0,5656311	0,4746928	0,5882948	0,6656129	0,7173895	0,4560785	0,1361329	0,2582838	0,2878213	0,7439450	0,8045975	0,5072894	0,7673377	0,1860452	0,3565701	0,4257685	0,5220994	0,4766188	0,5096843	0,2775321	0,5439720	0,5177482	0,5793520	0,1309217	0,6820402	0,2677487	0,1879180	0,3851368	0,2981535	0,3154345	0,4783960	0,2315270	0,1606460	0,0861205	0,0304585	0,4038394	0,4410316	0,1939756	0,5630590	0,3585363	0,6435423	0,6603371	0,3780879	0,0860840	0,4871000	0,5061556	0,5507599	0,5163601	0,2433968	0,0356436	0,0650519	0,8425298	0,2255802	0,3085140
320	0,4371891	0,1717651	0,0192400	0,0208169	0,2962069	0,7947589	0,2135962	0,5879222	0,2992518	0,0248502	0,5517853	0,5546882	0,5357780	0,6691013	0,6116344	0,4036444	0,1796055	0,2288110	0,3462974	0,7090908	0,6792007	0,5042799	0,7781206	0,1687999	0,3431890	0,5068772	0,5753218	0,4627496	0,5004089	0,2735011	0,5261082	0,4717516	0,5825159	0,1356598	0,8025606	0,2034923	0,1515477	0,4657648	0,2907963	0,2526070	0,5754968	0,3269734	0,1354214	0,1289812	0,0737438	0,3912043	0,5097876	0,2236904	0,5183628	0,5343239	0,6205993	0,5352666	0,4777729	0,0854750	0,5930262	0,6692489	0,5650303	0,5994842	0,2533979	0,0427603	0,1188664	0,7823354	0,2917131	0,1942428
340	0,4292696	0,2220179	0,0345626	0,0249976	0,2634716	0,6761418	0,2617213	0,5300713	0,3657149	0,0028097	0,4746834	0,5927012	0,5498328	0,6856748	0,5735896	0,5398208	0,2612698	0,2128026	0,4022700	0,8045423	0,7053834	0,5139370	0,6812469	0,1755641	0,3674041	0,4846386	0,5358965	0,6399406	0,4669138	0,3329803	0,4571634	0,4201362	0,5949863	0,1293705	0,6883512	0,1598864	0,1078893	0,5097293	0,2835209	0,3327525	0,5053258	0,3070780	0,1327900	0,1164768	0,0789495	0,4492741	0,3967962	0,3136118	0,4509053	0,3892311	0,6012818	0,7554063	0,4938278	0,0950515	0,6730709	0,6692083	0,5529503	0,5849420	0,2691915	0,0354646	0,1492206	0,6054548	0,2274369	0,3023470
360	0,4466623	0,2082621	0,0302899	0,0334658	0,2173755	0,7857841	0,2712109	0,5755976	0,3634128	0,0051846	0,4968955	0,5645772	0,4736657	0,6119364	0,5365990	0,5097412	0,1805891	0,2462692	0,2749852	0,6347080	0,6468877	0,5030308	0,5923750	0,2436510	0,3635362	0,5570648	0,5758269	0,4793213	0,4580913	0,2900073	0,5258623	0,4325054	0,4489125	0,1724350	0,5099500	0,1671568	0,1330633	0,5488374	0,2377257	0,3158089	0,6066702	0,3220915	0,2268611	0,0594569	0,0792336	0,4384425	0,5298403	0,2729316	0,4783786	0,4387150	0,6526054	0,7954513	0,5154235	0,0589408	0,6188804	0,7650113	0,5859179	0,5820344	0,2655852	0,0438767	0,1260189	0,6730931	0,3047026	0,3272877
380	0,4567778	0,2806897	0,0243648	0,0286595	0,2791397	0,6934155	0,2196853	0,6801491	0,4387023	0,0250573	0,6400377	0,5756566	0,5777994	0,6553228	0,5547911	0,5860928	0,1935201	0,2508806	0,3262453	0,6891698	0,8065667	0,5131892	0,6472050	0,1732302	0,3707204	0,4865950	0,6515189	0,4974488	0,6150500	0,3202189	0,5340785	0,3983427	0,5509714	0,1018772	0,6272318	0,1751412	0,1250685	0,5395205	0,2300687	0,2123993	0,5357323	0,3384026	0,2144080	0,0638929	0,0667624	0,5512620	0,5154109	0,2636525	0,5350249	0,4781910	0,7810639	0,7489574	0,4790833	0,0810090	0,5960667	0,8469131	0,6476659	0,6206536	0,3338424	0,0638208	0,1751270	0,6188606	0,4033989	0,3831954
400	0,4103496	0,2224989	0,0185862	0,0624166	0,2333652	0,6993226	0,2945607	0,5294821	0,4267536	0,0037794	0,7171599	0,5695538	0,6028265	0,7505974	0,5299807	0,4848449	0,1479261	0,3045292	0,3531246	0,6718823	0,7379930	0,4651291	0,7238700	0,1944313	0,3114916	0,5474461	0,6437749	0,4434749	0,6113455	0,2669384	0,5380313	0,3479433	0,5930503	0,0676112	0,7571725	0,1761376	0,1327231	0,5229698	0,3411210	0,2955153	0,4435003	0,3713138	0,1862178	0,0898823	0,0697190	0,3636750	0,4698440	0,3844998	0,5366435	0,5525232	0,6983510	0,6592684	0,4838023	0,0910605	0,6415571	0,7632001	0,6376809	0,5087586	0,2519702	0,0514376	0,1774585	0,5859902	0,4302423	0,3803304
420	0,3625560	0,1851138	0,0351702	0,0227970	0,2166804	0,5557113	0,2714683	0,5227908	0,4714022	0,0013832	0,6093056	0,5579543	0,6816215	0,6031507	0,6572321	0,4782566	0,1941138	0,2930224	0,2797366	0,5829056	0,6475265	0,5513697	0,6635376	0,1216292	0,4172313	0,5411855	0,5011944	0,5062353	0,5151711	0,3577181	0,5465100	0,3722949	0,5978006	0,1118986	0,6750497	0,1692901	0,0919226	0,6121080	0,3438365	0,2331154	0,4732038	0,3141443	0,1816017	0,0712028	0,0605844	0,4761065	0,4728252	0,2972305	0,5637814	0,5721290	0,8131927	0,6702612	0,5514167	0,0599933	0,5848673	0,7605393	0,5571678	0,4456750	0,2463175	0,0435784	0,2511026	0,5715470	0,3447300	0,3726798
440	0,4061683	0,2002482	0,0439261	0,0281179	0,2793237	0,5159584	0,2056825	0,4966389	0,4953476	0,0022556	0,5336698	0,6503788	0,6868068	0,6862691	0,5999084	0,5212651	0,1741790	0,2581619	0,3150064	0,7595208	0,6857756	0,5158059	0,7331672	0,1456731	0,4346610	0,6524537	0,5279722	0,4355934	0,6388436	0,3768302	0,5528782	0,4202392	0,5216914	0,0984038	0,6459777	0,1995575	0,1402445	0,5193837	0,2418779	0,2732455	0,6342074	0,3442599	0,1297551	0,1318939	0,0646899	0,5361194	0,5059316	0,2754734	0,5825030	0,5068422	0,7496288	0,7727823	0,6073691	0,0688922	0,7194592	0,6364238	0,6937376	0,5130709	0,2974782	0,0497059	0,2162161	0,5565721	0,3903174	0,3722331
460	0,4751488	0,1772277	0,0165354	0,0204422	0,2637282	0,8730180	0,2920972	0,5064184	0,3887319	0,0000172	0,6531094	0,4967930	0,6133236	0,6571021	0,5553622	0,5908711	0,1561416	0,4108837	0,3223119	0,6249101	0,7040706	0,4716525	0,6556593	0,1491699	0,3487948	0,4889254	0,5357304	0,4618932	0,6552739	0,3165188	0,5290233	0,4703730	0,5146687	0,1086431	0,7018174	0,1716443	0,0914747	0,4726146	0,2354750	0,1717514	0,4153066	0,3977515	0,2095153	0,0612868	0,0739578	0,4673450	0,4549220	0,1979556	0,5198086	0,5209544	0,7274328	0,6429458	0,5571114	0,0950621	0,4977924	0,6594524	0,5268833	0,4658138	0,2384970	0,0371017	0,2701881	0,7800776	0,2421473	0,3381463
480	0,3894005	0,1804346	0,0299971	0,0335155	0,3188541	0,7022090	0,2674713	0,4677762	0,5135894	0,0152376	0,6706489	0,5252092	0,6477337	0,8221999	0,6880727	0,5548875	0,2420555	0,2363301	0,2552398	0,6091697	0,6356182	0,4713240	0,6189171	0,1893703	0,3271745	0,5676755	0,5495186	0,5873981	0,5214619	0,2381403	0,5218683	0,5057076	0,5336304	0,1337516	0,8346896	0,1600785	0,1101891	0,5027875	0,4677878	0,2575583	0,5232761	0,2826742	0,1829648	0,0410816	0,0575187	0,4531023	0,5377028	0,2482912	0,7692289	0,5627933	0,7656810	0,7024594	0,3676609	0,1214618	0,6173285	0,6632107	0,5791661	0,4816708	0,2512528	0,0386295	0,2412929	0,7803312	0,4704530	0,3401848
500	0,3768027	0,1884066	0,0124116	0,0191471	0,2964697	0,8367790	0,3614606	0,5354915	0,4636159	0,0001788	0,5575010	0,5687714	0,4755078	0,7881059	0,5801368	0,5122958	0,1960853	0,2154102	0,3324661	0,6645949	0,6967610	0,6395241	0,6180595	0,2100794	0,3516447	0,4937592	0,5542981	0,6101486	0,5810035	0,4436049	0,5116282	0,4622146	0,5232246	0,1459363	0,6982048	0,1459223	0,1095265	0,5178275	0,2510877	0,1914821	0,5487539	0,3038375	0,2014795	0,0966035	0,0872435	0,4193270	0,4490003	0,3968744	0,6108838	0,6164958	0,7429977	0,7032629	0,4641971	0,0782289	0,5656048	0,7239174	0,5691145	0,4850206	0,2099681	0,0751724	0,2105780	0,6842453	0,3791781	0,3621369
520	0,5040595	0,1779976	0,0476646	0,0289524	0,3066577	0,7125164	0,1811278	0,6075371	0,4603651	0,0007821	0,5877768	0,4685576	0,6000100	0,7326117	0,6245969	0,5039393	0,1837396	0,2116404	0,3616002	0,5815271	0,7090308	0,5395933	0,5846828	0,1602923	0,3706614	0,4861863	0,5256169	0,4445865	0,6034763	0,3597352	0,5109248	0,3701629	0,4359322	0,1778575	0,6939013	0,1362720	0,1610831	0,4799260	0,3150067	0,2034376	0,5226887	0,2012711	0,2748693	0,0899452	0,0785856	0,3749915	0,3365708	0,3223647	0,6521011	0,6253446	0,7025193	0,8084200	0,4709323	0,0677107	0,6432691	0,6390276	0,5743755	0,4594159	0,2362345	0,0701761	0,2346518	0,6431226	0,3204990	0,4268300
540	0,4112550	0,2008225	0,0312421	0,0475126	0,3020689	0,7241100	0,2779465	0,6481520	0,4304728	0,0009906	0,4379666	0,5019219	0,5249637	0,6639281	0,7178349	0,5885358	0,1651921	0,1975456	0,2900977	0,5785235	0,7471626	0,5300166	0,7234221	0,1860721	0,2972686	0,4782990	0,5284019	0,5853517	0,5453523	0,3754101	0,5709156	0,4674541	0,6238601	0,1521033	0,6187829	0,1488697	0,1117844	0,4985235	0,2367983	0,2386360	0,5047169	0,2100979	0,2867860	0,0789703	0,0839025	0,3968559	0,4829755	0,2647788	0,5134487	0,4871638	0,6370780	0,7296968	0,5166605	0,0659183	0,6646824	0,7587508	0,6447088	0,5626842	0,2321250	0,0583647	0,3165569	0,6713136	0,3664791	0,3584032
560	0,4945427	0,2287969	0,0568364	0,0205028	0,3298435	0,8398469	0,2829576	0,5459859	0,3695136	0,0025243	0,5472375	0,4154954	0,5224540	0,5830772	0,5491127	0,4390070	0,1548445	0,3058077	0,2773135	0,6524818	0,5908992	0,5395692	0,6387148	0,2577596	0,2779131	0,4548151	0,5075582	0,3570118	0,5423161	0,3578713	0,4791030	0,4068020	0,4956790	0,1108676	0,7922900	0,1822272	0,1402627	0,5675377	0,2811313	0,2261565	0,5295067	0,2062790	0,2623179	0,0850053	0,0648139	0,5654356	0,4323144	0,5339265	0,6807584	0,5512024	0,6387860	0,6712640	0,5276908	0,0535061	0,6207126	0,7646076	0,6822220	0,4817182	0,2947298	0,0598912	0,2953509	0,6929668	0,3670595	0,4035356
580	0,3659129	0,3156265	0,0139880	0,0337162	0,3057122	0,8335061	0,3030781	0,5971721	0,4244334	0,0029471	0,4883796	0,4578634	0,6215054	0,6940430	0,6810863	0,5114452	0,1250736	0,2193149	0,3104516	0,6900011	0,6590145	0,5434330	0,6829034	0,2725162	0,3093952	0,5087386	0,4639832	0,5029849	0,6538830	0,3869024	0,5932396	0,4189048	0,6139493	0,1771208	0,6058796	0,1716861	0,1674099	0,5095734	0,2860977	0,2473435	0,6092796	0,1549815	0,2493934	0,0465454	0,0810409	0,4390401	0,5091654	0,2359354	0,5011968	0,4311710	0,6083439	0,6184691	0,5530562	0,0599675	0,5947943	0,7174141	0,5123324	0,5731497	0,1645809	0,0357992	0,2567179	0,8375031	0,3238458	0,3542908
600	0,6041503	0,4388651	0,0127411	0,0338198	0,3033945	0,7483346	0,3924659	0,6149962	0,4171053	0,0189359	0,7348579	0,4927768	0,4159245	0,8160582	0,7654208	0,5219251	0,3062929	0,3229643	0,4230807	0,6427587	0,6347807	0,4537506	0,7897361	0,2517298	0,2903923	0,5082644	0,5007571	0,4879986	0,5204128	0,4309166	0,4275540	0,4116467	0,6023643	0,2088138	0,6395836	0,1152548	0,1233112	0,5768827	0,2359224	0,2247330	0,5906074	0,2276603	0,2307815	0,0575279	0,0585952	0,4604312	0,5199513	0,2530036	0,5387636	0,5305006	0,7555752	0,7011396	0,4697038	0,0446307	0,6512956	0,7880816	0,3535163	0,4840277	0,2036041	0,0383362	0,3375748	0,6604432	0,4051348	0,3350419
620	0,5612122	0,4294344	0,0091944	0,0448565	0,2791872	0,8419057	0,3478883	0,5522552	0,3293396	0,0268696	0,5437772	0,4213240	0,5544176	0,7503974	0,6401513	0,5461160	0,2401506	0,3577535	0,5176985	0,6573947	0,5984927	0,3363134	0,6590104	0,2666805	0,3518524	0,4631415	0,5575962	0,5216111	0,4899430	0,3166492	0,3772211	0,5260112	0,5538275	0,1493041	0,7221884	0,1755973	0,1416474	0,5175886	0,4302127	0,2390844	0,4982905	0,2007529	0,2513524	0,0271708	0,0749305	0,5719382	0,5151895	0,2077631	0,5333384	0,3690540	0,7736166	0,7525576	0,4169633	0,0209032	0,5984591	0,7445536	0,3216499	0,6727576	0,1483573	0,0368570	0,2323922	0,7766392	0,3931356	0,4038769
640	0,6930773	0,4995772	0,0131929	0,0312597	0,1906610	0,7784821	0,3816957	0,6553595	0,3354178	0,0545604	0,5720017	0,4816074	0,5063682	0,7952259	0,7139578	0,5043948	0,3676371	0,2451440	0,4446022	0,6257944	0,6001969	0,2583993	0,6967829	0,2721360	0,3179353	0,4252709	0,6090512	0,5542102	0,4250023	0,3094559	0,3855979	0,3922126	0,6317454	0,1478511	0,8151997	0,1917709	0,1603242	0,5214896	0,3352757	0,3535910	0,6529568	0,2048852	0,2693484	0,1194552	0,0517207	0,5169259	0,5464467	0,2132543	0,5166144	0,3139762	0,5382650	0,7217574	0,2978442	0,0724484	0,8314372	0,7369330	0,2492938	0,5777811	0,2280337	0,0673812	0,2608476	0,6857581	0,4288368	0,3796905
660	0,6269893	0,8071643	0,0183671	0,0607310	0,1590671	0,7488797	0,5540560	0,6098070	0,2772246	0,0710025	0,5305458	0,5282581	0,4741385	0,6378033	0,6282800	0,4486440	0,2431149	0,2759992	0,4182035	0,6140188	0,5734094	0,1760075	0,6501711	0,2024333	0,3076429	0,4574354	0,6283526	0,5823818	0,3780135	0,4448640	0,3189610	0,5431517	0,4471096	0,2145157	0,7353268	0,1376287	0,1709217	0,5087748	0,3183546	0,2860992	0,6134474	0,2441476	0,3116678	0,1194757	0,0606388	0,5282564	0,5591578	0,2295956	0,6439971	0,2835311	0,6949159	0,6735341	0,3003930	0,0563568	0,7128939	0,6786248	0,1071635	0,5149469	0,2939440	0,0652130	0,2543953	0,7833971	0,4977696	0,4488012
