"Time"	bolA	ompR	csgD	rstA	rcsB	rcsA	flhD	hdfR	flhC	qseB	lrhA	gadE	ydeO	evgA	gadW	gadX	rutR	nemR	torR	phoP	mdtE	mdtF	csgF	csgE	csgG	hdeA	hdeB	yhiD	gadA	gadB	gadC	sra	flgH	fliM	ppdA	flgM	fliT	fliF	osmB	fliK	wcaB	ygdB	gltJ	flgA	flgE	wzb	fliJ	flgG	wzc	wcaA	fliQ	fliE	fliG	recC	flgC	fliO	flgD	ygbK	fliR	fliN	yhjH	fliP	gltI	flgF
180	0,0509351	0,6842739	0,0543964	0,0154246	0,7207421	0,7368187	0,0127770	0,5115280	0,0525156	0,0419032	0,0312785	0,1662147	0,0124931	0,0091968	0,6493893	0,2730093	0,1655698	0,6690154	0,3939444	0,1073621	0,3562352	0,0070325	0,0169953	0,5305439	0,7347905	0,4670114	0,1111404	0,7140348	0,0572133	0,1204193	0,1752150	0,4267301	0,0082984	0,5428770	0,0045981	0,0063662	0,0545616	0,1061532	0,9382478	0,4847491	0,5916073	0,0856019	0,0013010	0,0126909	0,0345494	0,6945538	0,1682225	0,0952449	0,7046309	0,7113146	0,2143340	0,0191152	0,0078605	0,0098942	0,0503153	0,0086182	0,0677427	0,6884658	0,0253921	0,0110334	0,0624644	0,1042160	0,0141384	0,0464224
200	0,0295422	0,7450677	0,0507832	0,0477423	0,6568235	0,7241907	0,0039432	0,5832203	0,1058282	0,0449664	0,0570516	0,2479609	0,0156492	0,0026983	0,7532789	0,2424509	0,1672542	0,9489927	0,3229134	0,0857982	0,3528758	0,0067537	0,0159082	0,5766268	0,7051712	0,6122859	0,0893210	0,6359444	0,0794440	0,2112027	0,1849281	0,4238501	0,0023208	0,6144565	0,0137143	0,0003236	0,0345114	0,0807719	0,7908887	0,4094500	0,5589635	0,0561073	0,0000865	0,0233260	0,0271045	0,8038994	0,1863827	0,1655603	0,5892438	0,7966655	0,1106808	0,0176117	0,0196917	0,0026508	0,0093601	0,0022659	0,0536608	0,7003907	0,0070930	0,0156494	0,0725498	0,0961977	0,0188798	0,0558579
220	0,0301861	0,6160192	0,0974797	0,0325524	0,6802733	0,6710859	0,0089929	0,6022945	0,0704321	0,0251720	0,0580174	0,2677739	0,0082912	0,0084214	0,6907788	0,2863173	0,1528570	0,7510688	0,3984934	0,0634955	0,3063378	0,0195561	0,0130686	0,5279332	0,7099665	0,5320660	0,1992047	0,7289811	0,0658935	0,1781656	0,2358357	0,4088907	0,0131110	0,5646862	0,0267531	0,0024005	0,0355126	0,0416205	0,7293726	0,6414321	0,4670637	0,0934887	0,0000744	0,0232317	0,0367412	0,7184454	0,2256168	0,1120372	0,6252592	0,6013164	0,0689323	0,0269688	0,0037946	0,0003211	0,0157414	0,0130765	0,0557470	0,6360187	0,0023381	0,0124414	0,0539219	0,0627569	0,0050879	0,0575080
240	0,0794657	0,6939441	0,1148716	0,0300065	0,6841784	0,5878429	0,0045848	0,4776640	0,1127996	0,0294164	0,0879987	0,3278271	0,0246533	0,0072987	0,6904593	0,2590060	0,1065546	0,5932970	0,3208575	0,1078261	0,3372377	0,0333452	0,0153983	0,4688658	0,6114239	0,4315376	0,2002534	0,5868350	0,1281359	0,2100618	0,2408462	0,3901601	0,0038104	0,5995907	0,0276022	0,0017031	0,0658208	0,0781410	0,6861666	0,3717447	0,5129793	0,1445282	0,0000000	0,0066357	0,0575244	0,6696223	0,2145056	0,0685493	0,6661568	0,6554716	0,0644493	0,0151564	0,0063618	0,0052526	0,0155123	0,0096062	0,0304438	0,6423064	0,0017007	0,0208669	0,0604612	0,0672372	0,0195989	0,0625385
260	0,0171109	0,6455256	0,0898047	0,0206484	0,6683596	0,5670681	0,0095811	0,5632262	0,0681904	0,0256247	0,0872739	0,2781411	0,0139571	0,0090480	0,5952246	0,3768661	0,1755692	0,6775590	0,3993366	0,0634175	0,3685011	0,0241053	0,0155724	0,4998084	0,6497521	0,5316376	0,2644360	0,5814606	0,1008217	0,1677986	0,2816919	0,4225266	0,0058690	0,5012636	0,0112351	0,0068108	0,0587652	0,0477402	0,9113281	0,4579628	0,6112344	0,0733861	0,0001276	0,0539428	0,0504691	0,7086524	0,2143508	0,0496666	0,7419714	0,6159204	0,0360304	0,0056296	0,0114997	0,0097560	0,0190504	0,0186568	0,0265615	0,7627775	0,0045074	0,0376690	0,0530604	0,0900926	0,0240608	0,0484450
280	0,0265217	0,6173543	0,0949813	0,0382451	0,6648683	0,6604110	0,0076277	0,5251909	0,0679282	0,0253811	0,0642165	0,3538112	0,0133877	0,0015295	0,6328670	0,2871266	0,1581514	0,7088953	0,3543820	0,0656580	0,3179702	0,0904841	0,0259659	0,5756489	0,6077644	0,5813802	0,2938632	0,5620451	0,1817427	0,1681991	0,3673678	0,4169004	0,0021025	0,6798214	0,0357024	0,0011347	0,0409631	0,0604550	0,7802019	0,4410175	0,4987724	0,0833560	0,0000220	0,0568587	0,0525548	0,6861813	0,1872419	0,0583544	0,7799546	0,5932869	0,0466225	0,0105353	0,0133648	0,0042048	0,0178512	0,0037040	0,0553204	0,7390980	0,0042078	0,0192311	0,0768376	0,0656924	0,0219030	0,0618294
300	0,0388290	0,6573848	0,0991298	0,0391146	0,6367122	0,5940839	0,0022409	0,5714044	0,0649741	0,0543324	0,0756791	0,3433014	0,0078039	0,0100343	0,5489813	0,3191995	0,1861389	0,6583116	0,3621570	0,1105093	0,3933377	0,0127381	0,0259398	0,4915468	0,6950383	0,6138734	0,2818099	0,6399475	0,1079959	0,1765514	0,4056446	0,3521451	0,0089030	0,5226496	0,0205995	0,0087364	0,1057212	0,0421803	0,8018143	0,4760972	0,4326275	0,1122107	0,0000460	0,0527526	0,0369176	0,6883674	0,2044742	0,0288083	0,6317077	0,5759912	0,0422848	0,0253280	0,0078763	0,0083497	0,0152874	0,0138186	0,0944951	0,8074839	0,0074019	0,0163777	0,0656219	0,0737919	0,0131261	0,0828413
320	0,0410313	0,5922853	0,1138332	0,0377866	0,5501018	0,6038205	0,0008136	0,6794488	0,0493817	0,0283221	0,0726825	0,3321430	0,0365045	0,0056380	0,5395871	0,2402709	0,1158494	0,7439474	0,3774247	0,1213381	0,3436486	0,0202583	0,0221127	0,4614582	0,8004646	0,4381703	0,2940262	0,6028969	0,1970817	0,2183313	0,4193124	0,4810719	0,0030613	0,5941278	0,0613863	0,0004044	0,0295664	0,0477461	0,8154624	0,3952536	0,4607855	0,0696247	0,0000442	0,0499221	0,0264564	0,6507141	0,1823423	0,0428729	0,7266643	0,7194508	0,0474141	0,0124262	0,0090335	0,0017110	0,0107073	0,0082387	0,0258252	0,7167041	0,0235167	0,0050993	0,0378202	0,0880376	0,0222935	0,0682503
340	0,0365178	0,7814335	0,1176458	0,0277422	0,6080966	0,6817273	0,0066397	0,5039193	0,0650987	0,0101494	0,0395137	0,3471493	0,0227128	0,0145895	0,6606729	0,2422348	0,1339241	0,5301229	0,3253373	0,1663030	0,3210398	0,0303692	0,0157115	0,5999752	0,8333763	0,5162035	0,3166621	0,5807770	0,1460830	0,2233839	0,4603248	0,4832504	0,0033518	0,5743878	0,0167721	0,0022697	0,0265153	0,0475221	0,6954198	0,3211919	0,4871859	0,0784387	0,0000000	0,0950698	0,0380315	0,5836867	0,1900520	0,0330819	0,6932133	0,6903728	0,0466564	0,0106935	0,0026831	0,0021056	0,0212886	0,0068129	0,0458385	0,8117614	0,0084951	0,0004768	0,0556341	0,0740031	0,0410150	0,0673874
360	0,0532513	0,7937395	0,1048240	0,0340693	0,7555867	0,6694496	0,0065850	0,5849803	0,0200408	0,0556993	0,0322929	0,2759658	0,0188103	0,0056118	0,5799417	0,2368346	0,1338271	0,6838688	0,3976713	0,1380299	0,3869964	0,0138986	0,0098370	0,5175622	0,7255600	0,5984690	0,3751587	0,6872039	0,2062340	0,2307716	0,4197333	0,4610284	0,0061033	0,5796334	0,0429514	0,0049134	0,0599397	0,0275840	0,7149468	0,3990585	0,5170722	0,0927891	0,0000302	0,0306901	0,0329688	0,7482400	0,2948101	0,0393679	0,7088706	0,6433314	0,0294520	0,0279431	0,0027873	0,0143196	0,0216887	0,0050088	0,0544627	0,7819973	0,0009748	0,0063653	0,0344693	0,0831571	0,0276845	0,0562826
380	0,0296778	0,7473701	0,1119729	0,0385968	0,6718423	0,5987645	0,0073768	0,5748267	0,0486576	0,0643334	0,0694586	0,3127585	0,0041747	0,0077822	0,7342844	0,2773698	0,1463449	0,5701670	0,4022862	0,0792338	0,3868239	0,0503112	0,0169090	0,5362991	0,6949602	0,4676564	0,4122699	0,7206826	0,2026235	0,1607297	0,4259541	0,4427747	0,0016123	0,6790438	0,0280331	0,0046060	0,0219199	0,0349631	0,8058977	0,3963837	0,5350899	0,0563336	0,0000308	0,0706144	0,0338011	0,8142696	0,2173218	0,0722778	0,6026358	0,5961447	0,0308889	0,0107694	0,0011759	0,0035411	0,0068842	0,0065160	0,0391415	0,7413970	0,0065829	0,0267443	0,0474364	0,1561258	0,0460177	0,0464324
400	0,0592137	0,7056436	0,0965747	0,0338608	0,6189358	0,5766862	0,0017434	0,5822155	0,0384544	0,0261515	0,0441260	0,2798434	0,0117795	0,0047026	0,5455494	0,2893609	0,1412742	0,6687314	0,2964333	0,1080886	0,3427251	0,0341194	0,0272433	0,5228651	0,6396090	0,4957375	0,3656126	0,6382478	0,1518244	0,2272234	0,4196674	0,4429307	0,0053557	0,5798570	0,0178492	0,0072478	0,0245988	0,0435144	0,8008786	0,3931163	0,5404376	0,0910482	0,0004848	0,0577483	0,0437898	0,8490413	0,1913488	0,0968825	0,7482432	0,6079627	0,0356122	0,0048641	0,0015698	0,0013226	0,0064215	0,0061175	0,0220990	0,6314034	0,0023602	0,0087874	0,0338346	0,0845292	0,0260201	0,0654798
420	0,0515273	0,7262142	0,0892313	0,0350508	0,7215053	0,5976954	0,0023156	0,5441363	0,0387881	0,0400512	0,0776761	0,3255721	0,0068750	0,0017041	0,7201609	0,2956937	0,1526568	0,7032872	0,2950650	0,0636324	0,3745538	0,0306398	0,0195233	0,4965025	0,6379437	0,5626867	0,4033098	0,5721341	0,1329360	0,1922141	0,3537918	0,4843638	0,0019325	0,5992015	0,0360277	0,0117000	0,0200029	0,0177063	0,7753103	0,3443128	0,4490004	0,0702833	0,0000204	0,0354387	0,0712495	0,8391155	0,2177935	0,0218338	0,6062016	0,5475739	0,0610606	0,0150561	0,0015755	0,0038807	0,0137232	0,0045874	0,0293335	0,7921976	0,0043310	0,0124800	0,0299321	0,0744486	0,0345681	0,0432988
440	0,0779940	0,7176562	0,0983028	0,0352421	0,6915506	0,7974643	0,0046595	0,5465120	0,0586236	0,0086511	0,0572087	0,4325769	0,0079847	0,0065179	0,7152332	0,2597376	0,1627491	0,6846074	0,2867042	0,0568076	0,3212021	0,0215331	0,0348358	0,6211238	0,6252058	0,4771244	0,3817292	0,5655763	0,1565932	0,1965112	0,4339293	0,4068574	0,0033186	0,5893826	0,0093258	0,0013305	0,0312205	0,0251106	0,8066392	0,4527987	0,4975060	0,0706306	0,0001165	0,0468802	0,0346041	0,7858879	0,2570728	0,0218625	0,5353938	0,7190598	0,0475870	0,0186139	0,0003830	0,0011816	0,0148271	0,0289908	0,0303262	0,7268427	0,0052917	0,0184694	0,0140895	0,1006659	0,0213103	0,0763248
460	0,0693317	0,6968339	0,0639154	0,0637863	0,7149678	0,6181551	0,0045197	0,6409650	0,0583293	0,0039819	0,0530426	0,3321794	0,0088239	0,0066163	0,5644035	0,2335999	0,1220141	0,7289989	0,3245426	0,0531133	0,3543892	0,0430168	0,0249973	0,5542089	0,6956490	0,5228111	0,4139488	0,5515423	0,1866502	0,2199376	0,3686600	0,3760161	0,0005697	0,6215387	0,0092642	0,0008354	0,0209117	0,0464594	0,8221021	0,3857966	0,4788655	0,0528449	0,0001125	0,0424599	0,0277786	0,6683815	0,2075159	0,0663594	0,7239240	0,7569000	0,0362175	0,0168445	0,0021178	0,0006665	0,0133318	0,0058228	0,0196665	0,7273141	0,0084493	0,0047150	0,0433534	0,0795396	0,0183467	0,0964164
480	0,0325964	0,6724934	0,0685451	0,0501186	0,7403764	0,8085831	0,0004740	0,6320704	0,0333897	0,0263123	0,0391704	0,3131487	0,0231819	0,0022030	0,7061063	0,2222139	0,0802520	0,7141495	0,3560896	0,0541215	0,3963486	0,0232699	0,0225561	0,6226066	0,7152486	0,4295018	0,3279441	0,5630184	0,1844468	0,2163733	0,5359186	0,4436364	0,0088572	0,5845185	0,0167187	0,0030322	0,0161465	0,0381791	0,8451661	0,4036262	0,5563757	0,0893371	0,0000404	0,0177445	0,0400286	0,9175823	0,2266120	0,0718593	0,5632164	0,5954601	0,0344697	0,0157075	0,0028024	0,0027034	0,0112532	0,0186657	0,0589454	0,7336311	0,0137113	0,0062155	0,0442372	0,1250295	0,0283819	0,0419543
500	0,0576775	0,6788044	0,0909307	0,0513463	0,7251368	0,6410854	0,0028941	0,5935114	0,0593908	0,0264278	0,0537653	0,2988190	0,0065759	0,0053185	0,6160393	0,2756082	0,1156082	0,6429049	0,4669001	0,0745025	0,3770524	0,0578114	0,0426399	0,5179604	0,6677433	0,5891143	0,4833862	0,6530372	0,2045619	0,1881512	0,4252528	0,4683677	0,0052137	0,6332796	0,0052083	0,0021604	0,0142255	0,0367283	0,7119835	0,3876642	0,4405691	0,0781003	0,0001085	0,0178543	0,0271082	0,7477936	0,1847946	0,0585286	0,6562968	0,5496822	0,0531946	0,0041787	0,0110606	0,0004792	0,0128952	0,0029928	0,0274191	0,7050380	0,0061206	0,0075137	0,0413667	0,1497004	0,0651446	0,0617975
520	0,0387066	0,6838782	0,0998153	0,0486657	0,6261135	0,5563905	0,0022997	0,4646428	0,0519068	0,0251572	0,0530873	0,3306968	0,0189455	0,0077459	0,6203239	0,2672511	0,1514126	0,6287541	0,4991545	0,1077535	0,3872072	0,0572820	0,0062604	0,5122244	0,7537937	0,5498003	0,3821484	0,6111883	0,1666542	0,1572925	0,4300003	0,5607444	0,0092695	0,5105884	0,0187354	0,0022605	0,0264644	0,0691068	0,6669434	0,3464644	0,4815328	0,1045211	0,0000965	0,0232213	0,0324834	0,6434285	0,1961939	0,0688450	0,8032503	0,5336678	0,0592022	0,0061215	0,0091136	0,0002510	0,0234127	0,0191179	0,0364455	0,6974160	0,0006678	0,0026928	0,0334479	0,1056357	0,0329011	0,0368246
540	0,0569660	0,6661730	0,0860644	0,0204282	0,6834006	0,6176978	0,0051553	0,5294873	0,0310921	0,0259888	0,0671712	0,3108221	0,0196384	0,0086917	0,8043228	0,2458069	0,0835757	0,6581430	0,3375499	0,0829760	0,3754776	0,1015902	0,0629002	0,6142166	0,7198450	0,4791151	0,5168020	0,5431179	0,1683846	0,2236289	0,4344146	0,3887981	0,0214693	0,6133777	0,0127376	0,0096276	0,0267505	0,1071588	0,8271488	0,4414076	0,4728760	0,0842603	0,0000314	0,0210761	0,0356615	0,5693446	0,1312710	0,0469622	0,7477050	0,5970126	0,0661677	0,0076211	0,0055255	0,0057082	0,0061376	0,0048995	0,0790620	0,6894051	0,0068508	0,0122686	0,0646588	0,1107829	0,0436543	0,1067459
560	0,0483502	0,6364514	0,0596786	0,0374639	0,6105248	0,6682505	0,0049298	0,5785168	0,0525874	0,0423754	0,0957003	0,3246164	0,0162957	0,0038221	0,7768186	0,2499796	0,1455608	0,7766215	0,3463625	0,1054379	0,3348309	0,0216763	0,0401555	0,5397061	0,8289498	0,4165120	0,4474644	0,5979670	0,1725171	0,1610562	0,4424092	0,5200692	0,0192780	0,6813625	0,0197622	0,0030038	0,0309155	0,0252089	0,6440429	0,4670517	0,4491746	0,1007405	0,0007621	0,0235225	0,0506823	0,6120638	0,2994735	0,0582757	0,6621165	0,6001590	0,0458382	0,0149543	0,0038465	0,0008558	0,0177784	0,0076763	0,0316636	0,8342021	0,0056442	0,0083144	0,0625657	0,1183551	0,0228443	0,0496081
580	0,0999289	0,7103259	0,0740752	0,0279573	0,5964836	0,6662208	0,0241956	0,5525412	0,0423630	0,0263731	0,0409067	0,3394621	0,0275168	0,0054733	0,6944359	0,2901790	0,2611283	0,8769062	0,3293058	0,0746790	0,3327266	0,0324303	0,0176754	0,6408974	0,6355779	0,5256624	0,4398024	0,6187700	0,1927926	0,1902727	0,4230696	0,4574696	0,0012651	0,3671122	0,0244255	0,0036629	0,0687622	0,0423825	0,6393439	0,2393503	0,4859365	0,0723419	0,0000000	0,0353811	0,0315102	0,8110243	0,1914995	0,0590971	0,6944347	0,5211289	0,0724923	0,0304436	0,0017118	0,0001719	0,0145600	0,0174063	0,0326945	0,6924145	0,0255830	0,0120176	0,0550401	0,0692427	0,0187164	0,0615744
600	0,1723977	0,6101353	0,0492875	0,0207190	0,5815708	0,6024628	0,0374377	0,6697093	0,0574869	0,0171662	0,0443988	0,2589518	0,0309511	0,0002310	0,6307836	0,1794441	0,3281670	0,7536511	0,5072700	0,1211860	0,4030057	0,0159786	0,0171074	0,3692639	0,6225849	0,5760798	0,4296396	0,6352882	0,1732985	0,1176407	0,3363751	0,4747059	0,0023557	0,2740740	0,0077440	0,0056610	0,0284564	0,0638131	0,4963710	0,1481004	0,5334749	0,0709300	0,0000000	0,0311002	0,0404928	0,7572089	0,1348578	0,0836460	0,6382448	0,5730539	0,0526406	0,0252338	0,0003102	0,0005293	0,0169414	0,0103398	0,0214603	0,5887711	0,0056382	0,0074862	0,0739652	0,0947203	0,0163854	0,0262964
620	0,1590612	0,6796363	0,0803962	0,0245935	0,6751652	0,6194180	0,0626816	0,6077868	0,0258405	0,0560971	0,0756532	0,2091038	0,0314308	0,0005123	0,7020676	0,1416287	0,4223668	0,7985801	0,4284043	0,1303442	0,3897349	0,0428891	0,0255223	0,3722456	0,7574608	0,4817130	0,3734341	0,5814922	0,1669631	0,0665515	0,3990391	0,4420131	0,0086868	0,1346058	0,0207949	0,0055740	0,0434702	0,0745282	0,6850340	0,1030119	0,6641948	0,0433600	0,0000596	0,0160571	0,0439828	0,7067043	0,1010815	0,2031582	0,7263946	0,5708846	0,0753358	0,0189877	0,0080689	0,0015827	0,0146372	0,0091793	0,0195230	0,4586501	0,0042478	0,0174392	0,0666580	0,0999761	0,0228324	0,0315466
640	0,1795768	0,8025641	0,1305497	0,0335025	0,6853758	0,6550457	0,0674311	0,8024306	0,0381174	0,0309117	0,1180793	0,1877119	0,0705516	0,0037698	0,6722876	0,1456720	0,3437739	0,6567136	0,4176076	0,0886947	0,4558046	0,0725641	0,0205050	0,2974431	0,5514942	0,5671659	0,3545339	0,5306577	0,2187347	0,0662859	0,3869553	0,3836998	0,0062181	0,0565452	0,0100222	0,0023071	0,0517160	0,0828094	0,5640488	0,0818295	0,5133038	0,0845328	0,0000039	0,0856355	0,0291330	0,6226526	0,1041782	0,2643410	0,6064905	0,6013056	0,1059058	0,0158528	0,0018629	0,0217624	0,0075390	0,0141432	0,0264513	0,5843834	0,0017322	0,0083875	0,0655097	0,0738008	0,0435242	0,0497381
660	0,2046639	0,8250476	0,0731911	0,0196316	0,7364148	0,6933086	0,0839886	0,6905869	0,0973708	0,0473300	0,0862288	0,2446364	0,0438663	0,0030828	0,6375203	0,1207935	0,3498117	0,8173781	0,3834869	0,1119070	0,5305081	0,0926178	0,0134176	0,2700104	0,7015500	0,6207645	0,4453102	0,5233192	0,1954707	0,0833101	0,3949853	0,3464182	0,0042456	0,0393493	0,0255758	0,0011896	0,0552852	0,0931825	0,5370448	0,1157121	0,4961721	0,0906612	0,0000859	0,0326398	0,0412499	0,7778556	0,0765585	0,2667972	0,5659945	0,5835032	0,1104432	0,0110866	0,0033670	0,0321196	0,0137531	0,0206707	0,0351196	0,5503025	0,0114693	0,0216165	0,0734365	0,0835639	0,0209123	0,0771413
