"Time"	betI	arcA	lldR	xylR	gadX	torR	rutR	gadW	nemR	gadE	ydeO	evgA	rcsA	csgD	rcsB	rstA	ompR	bolA	phoP	treR	mdtE	mdtF	csgE	csgG	csgF	gadA	hdeA	yhiD	hdeB	rutF	rutE	rutA	rutG	rutD	rutB	rutC	gadC	cadA	gadB	fadL	cadB	sra	wza	wcaA	wzb	wzc	osmB	nemA	lldP	wcaB	betA	betB	lldD	rprA	bdm	betT	gadY	treB	hdeD	slp	treC	dctR	yjbE	yjbF
340	0,0006792	0,9450367	0,4279090	0,4795665	1,0397795	0,6020942	0,2933556	0,6130246	0,6591247	0,9499556	0,9848356	1,0429320	1,0432938	0,0419684	0,8917938	0,9709520	0,9583079	0,2489828	0,6559041	0,5491008	1,0504195	0,8510301	0,5004200	0,3077964	0,0329550	0,6522329	0,8788609	0,0490587	0,8265427	0,8252611	0,9009767	0,8597139	0,7850551	0,9129332	0,8916514	0,9452119	0,4007778	0,2077429	0,9964015	0,2446206	0,7630518	0,8801987	0,7400219	0,4135481	0,9856375	0,8658998	1,0141992	1,0112829	0,5996849	0,6295609	0,6835417	0,3930947	0,1996141	1,0003100	0,6194044	0,9531478	0,8953559	0,6418222	0,8438803	0,6174400	0,2306085	0,5144937	1,0374165	0,9800257
360	0,0000003	1,0334956	0,4104805	0,4593407	0,9978745	0,5433690	0,2594800	0,5797820	0,6648420	0,9639780	0,9675235	1,0379885	1,0849151	0,0228849	0,8811706	0,9704837	0,9824193	0,2253866	0,6562234	0,6161295	1,0382516	0,9070551	0,5342978	0,3041557	0,0495636	0,6461624	0,7926490	0,0230350	0,7562107	0,8104957	0,8766188	0,7723543	0,7524477	0,9509470	0,9346964	0,9612472	0,4218668	0,2309178	0,9809473	0,2130771	0,8111215	0,8596919	0,7513042	0,4367804	0,9293756	0,7869516	1,0309971	0,9750110	0,5700466	0,6424542	0,6570686	0,4036845	0,3132407	1,0915066	0,6036137	0,9483074	0,7791746	0,6099696	0,8481124	0,6709015	0,2450370	0,4995875	1,0229650	0,9444903
380	0,0002358	1,0211100	0,4582216	0,4891683	0,9278716	0,5220019	0,2533675	0,6254559	0,7017203	0,9725920	0,9321220	1,0674273	1,0529374	0,0194403	0,8806316	1,0168545	1,0311488	0,2452173	0,6420126	0,6183481	1,0450719	0,9492950	0,5006863	0,3108234	0,0403247	0,6776982	0,8352846	0,0322174	0,7755874	0,7686194	0,9657572	0,8306394	0,7507823	0,9425540	0,9002985	0,9881641	0,4391478	0,2057507	0,9333074	0,2035929	0,8903739	0,8578314	0,7437740	0,4078255	0,9336374	0,8076057	1,0493233	1,0503223	0,5109501	0,7019347	0,7309083	0,4138617	0,3734917	1,0556613	0,5835017	0,8972791	0,8470885	0,6280989	0,8791862	0,6213156	0,2172267	0,4613457	0,9860641	0,9247887
400	0,0018647	1,0480753	0,4349649	0,4326852	0,9985632	0,5315307	0,2555911	0,6205835	0,6568180	0,9725781	0,9481969	1,0675053	1,0544906	0,0259996	0,8615230	1,0148073	1,0085347	0,2646335	0,6705934	0,6235024	1,0621434	0,9505853	0,5552145	0,2313960	0,0342279	0,6579941	0,9257692	0,0371161	0,8230847	0,8432504	1,0049021	0,8130000	0,7501341	0,9400600	0,8854066	1,0126281	0,4104871	0,2075954	0,9120414	0,1874874	0,8324248	0,8644011	0,7501599	0,4038164	0,9872844	0,8114021	1,0529714	1,0656406	0,4705451	0,6164146	0,5510009	0,3823760	0,2965148	1,0488537	0,6147902	0,8865587	0,8967971	0,5891482	0,9651795	0,5852736	0,2587269	0,5534405	1,0309942	0,8825014
420	0,0011727	1,0552457	0,3998206	0,4681732	0,9814179	0,5434300	0,2619394	0,5923002	0,7171816	0,8764279	0,9533657	1,0383716	1,0341940	0,0201033	0,8518336	0,9916298	1,0632936	0,2694247	0,7432406	0,6437368	0,9417450	0,8750399	0,5974290	0,2557760	0,0335111	0,7219554	0,8588920	0,0206748	0,8324232	0,8586744	1,0082771	0,8416416	0,7951096	0,9586656	0,9154893	1,0036309	0,3917941	0,2328727	0,9995337	0,1944212	0,8835942	0,8490918	0,6576775	0,3705106	0,9824933	0,8409077	0,9790012	1,0940801	0,4643008	0,6346268	0,3256239	0,3728842	0,3334355	1,0699630	0,6079128	0,8962598	0,8769143	0,5659258	0,9082982	0,5978572	0,2337218	0,5403937	1,0941432	0,8177137
440	0,0014882	1,0163929	0,4068271	0,4753063	0,9823996	0,5883761	0,2531399	0,6267567	0,6713344	0,8831915	0,9643960	1,0467234	0,9276154	0,0365271	0,7978855	0,9944543	1,0528791	0,2087238	0,7236508	0,6511134	1,0168769	0,9089531	0,6669225	0,2594082	0,0267275	0,7151930	0,7680000	0,0311099	0,8582888	0,8586400	0,9644599	0,9121669	0,8122403	0,9571739	0,9701201	0,9554052	0,4107989	0,2634146	0,9543920	0,1968991	0,8812860	0,8739382	0,6517736	0,3197231	0,8987370	0,8511899	1,0458205	1,0978130	0,4401056	0,6251833	0,2510051	0,3778345	0,3175296	0,9693862	0,5433876	0,9224059	0,8531773	0,6095383	0,9184693	0,6738959	0,2592031	0,5209649	1,0910645	0,7757162
460	0,0002997	1,0164942	0,4867946	0,4367967	0,9492395	0,6655481	0,2590886	0,5956413	0,6531945	0,9034490	0,9772363	0,9014650	0,8781391	0,0281268	0,8434131	0,9331288	1,0240934	0,2123375	0,7190328	0,6119900	0,9621461	0,8376354	0,6759440	0,2917287	0,0269493	0,6774603	0,8127194	0,0479123	0,8519384	0,8710445	0,9719051	0,8986663	0,8222641	0,9134052	0,9565012	0,9610011	0,4201011	0,2817578	0,9594113	0,1902961	0,8375421	0,8569265	0,6425804	0,3329248	1,0060364	0,8691510	1,0529122	1,1211290	0,4503074	0,6581897	0,2317152	0,4270450	0,4150371	1,0075662	0,5786068	0,9960178	0,8081794	0,5936676	0,9093128	0,6589042	0,2289825	0,5172501	1,0050173	0,8093950
480	0,0004748	0,9821120	0,4557817	0,4475124	0,9648850	0,6627835	0,2649033	0,5868362	0,6487056	0,8865764	0,9865309	0,9285743	0,8421478	0,0419771	0,8190726	1,0325059	1,0171931	0,2067178	0,6870431	0,5914665	1,0434625	0,8027210	0,6115345	0,3035498	0,0288677	0,7056346	0,7754375	0,0445829	0,8504617	0,8827010	0,9250087	0,8972158	0,7880260	0,8731930	0,9491315	0,9354821	0,4368800	0,2400871	0,9237000	0,2206512	0,7804226	0,7749231	0,6501421	0,3701189	0,9822600	0,8474203	1,0059936	1,1367186	0,5103080	0,6928734	0,3560269	0,3737286	0,3491067	1,0993300	0,5782188	0,9736927	0,8144798	0,5876000	0,8985680	0,6696864	0,2546390	0,4702357	1,0264391	0,7628676
500	0,0000316	0,9969087	0,4825311	0,4598138	0,9826980	0,6045523	0,2682776	0,6441774	0,6734029	0,9441449	0,9349438	0,9955519	0,9167706	0,0440357	0,8203529	1,0380493	1,0312472	0,2500347	0,6279463	0,5667844	0,9938823	0,8113953	0,5502021	0,3247896	0,0332041	0,7103700	0,8891263	0,0368363	0,8493981	0,8034038	0,8902584	0,8579448	0,8134454	0,8321989	1,0258453	0,9348702	0,4321331	0,2407132	0,9015856	0,2128828	0,7766415	0,7769305	0,6492871	0,3204989	1,0387690	0,8749027	1,0039594	1,1238726	0,5020814	0,6668630	0,3271984	0,3601633	0,3024171	1,0800574	0,5167337	0,9785851	0,8305538	0,6037075	0,8721559	0,6316144	0,2052566	0,5192547	1,0440805	0,8191160
520	0,0000246	0,9862797	0,4524772	0,4315478	0,9127926	0,5820715	0,2852810	0,5850107	0,6792200	0,9220450	0,8703508	1,0969030	0,9370174	0,0412226	0,9083807	1,0453840	1,0268112	0,2400803	0,6961281	0,5290226	1,0507807	0,8116514	0,4816387	0,2970779	0,0360955	0,7338499	0,8404312	0,0476130	0,8403076	0,8023114	0,9011763	0,8000089	0,8185929	0,8303040	0,9594799	0,8982491	0,3695369	0,2028093	0,9154398	0,2034550	0,8084929	0,8290075	0,6009749	0,3387185	0,9406802	0,8681249	1,0461938	1,1416651	0,5297523	0,6021535	0,4445730	0,3459629	0,2808375	0,9990112	0,5242127	1,0171068	0,8765596	0,5768008	0,9199708	0,6283221	0,1919007	0,4745994	1,0477338	0,8897638
540	0,0000184	1,0840766	0,4299825	0,4437055	0,9536827	0,5850830	0,2656374	0,5940677	0,7545769	0,8965498	0,9107465	1,0527602	0,9973153	0,0606871	0,9267588	1,0677384	0,9783434	0,2558803	0,7101207	0,5742564	0,9963219	0,8507862	0,5036447	0,3240419	0,0352536	0,7172875	0,8522163	0,0377037	0,8457306	0,7347149	0,9354849	0,8282456	0,8270853	0,9210196	0,9161625	0,8548707	0,3330269	0,2230457	0,8547018	0,2059620	0,8065223	0,7887342	0,6235834	0,3019199	0,9360160	0,8238007	0,9704836	1,0889045	0,5871876	0,6621293	0,4864088	0,3563630	0,3086427	0,9475522	0,5214076	1,0190406	0,8844558	0,5455229	0,8692756	0,6374888	0,2171993	0,5300181	1,0377477	0,9303956
560	0,0000000	1,0010182	0,4494738	0,4222247	1,0001685	0,5696687	0,2944827	0,5597914	0,7605422	0,8598925	0,9061955	1,0290728	1,0105406	0,0479392	0,9113689	1,0054415	1,0157246	0,2456182	0,7056245	0,6848620	1,1021750	0,8494834	0,4855530	0,3027621	0,0489766	0,7249682	0,8243172	0,0436956	0,8365879	0,8026289	0,9540464	0,9165472	0,8370375	0,8817121	0,9238854	0,8880672	0,3609496	0,2184407	0,8304959	0,2259248	0,8720500	0,8196475	0,6496394	0,2897908	0,9866090	0,8193162	1,0848966	1,0857179	0,5299812	0,5274222	0,4419743	0,3589402	0,3727800	0,9200916	0,5503529	0,9623809	0,8667947	0,5238200	0,8671309	0,5713012	0,2064712	0,4313598	0,9505393	0,9526823
580	0,1366755	0,9170730	0,4286344	0,4521876	1,0442822	0,5870391	0,4091608	0,5198191	0,7330383	0,7786136	0,8720202	0,9293315	1,0131944	0,0225936	0,9806893	1,0289036	1,0630072	0,2369766	0,6716275	0,6531419	0,9999570	0,8507354	0,5164911	0,2762066	0,0512817	0,6025426	0,7282187	0,0439484	0,8049449	0,8064659	0,9567010	0,6885865	0,8416075	0,8903825	0,9001218	0,8982003	0,3567300	0,2027854	0,8882901	0,2098610	0,7011090	0,7989398	0,6803053	0,3241606	1,0225520	0,8378518	1,0104922	1,0904817	0,4853313	0,6051773	0,2655254	0,3556928	0,3910424	0,9964112	0,5419925	0,9005807	0,8476062	0,5867465	0,8469481	0,5752845	0,2106487	0,4935901	1,0053013	0,9369954
600	0,1842911	0,9019045	0,4243156	0,4372746	0,9749650	0,6775671	0,4022275	0,4813722	0,7447499	0,7628391	0,9046590	0,9591639	1,0153134	0,0296976	0,9362173	1,0241920	1,0561084	0,2407059	0,6179956	0,6727504	0,9528094	0,7507978	0,5247580	0,3266773	0,0414733	0,5451192	0,7267139	0,0407889	0,7716628	0,7313778	0,9703483	0,5761413	0,8061851	0,9171371	0,8590925	0,9056686	0,3744678	0,2476410	0,9335203	0,2621601	0,7367661	0,8104484	0,6716409	0,3781652	0,9481932	0,7900218	1,0356554	1,0436765	0,5020687	0,6667746	0,2178237	0,3971284	0,3147197	0,9660535	0,5677028	0,8049312	0,7908550	0,5771352	0,9268467	0,5908767	0,2089070	0,4959437	1,0006042	0,8887922
620	0,2614416	0,9515575	0,4005124	0,4230488	0,9711542	0,6571359	0,3700565	0,4587160	0,7186584	0,7777644	0,9145508	0,9700032	0,9846410	0,0474420	0,9251299	0,9760081	1,1170991	0,2071290	0,6992713	0,6589549	0,9651486	0,7572532	0,5138851	0,3041224	0,0314305	0,4716478	0,6942376	0,0425038	0,7635010	0,7122070	1,0286828	0,5335390	0,7711374	0,9172260	0,8742118	0,9748553	0,3737843	0,2213111	0,9219785	0,2234818	0,7580656	0,8543939	0,6927742	0,3405375	0,9340555	0,8455652	1,0921151	1,0527083	0,4748131	0,7293550	0,2272884	0,3811535	0,3687182	0,9666498	0,5470255	0,7450413	0,7345092	0,5992654	0,9300646	0,5604110	0,2036278	0,4676107	1,0059514	0,8966469
640	0,2864163	0,9555484	0,4496631	0,3598282	0,9411399	0,6861498	0,3652440	0,4607696	0,6655066	0,7375566	0,8820539	1,0171542	1,0042058	0,0529059	0,9905011	0,9912260	1,0592599	0,2182645	0,7159559	0,6659590	0,9874608	0,7248551	0,5227769	0,3228587	0,0383387	0,5027761	0,7215084	0,0479270	0,7659092	0,7564185	0,9665440	0,4797858	0,7767208	0,8541489	0,8422793	0,9496978	0,3508002	0,1780094	0,9375565	0,2127452	0,6480609	0,9049000	0,7357975	0,3595304	0,9589438	0,8284599	0,9687905	1,1217699	0,4554901	0,6700882	0,2309122	0,3761973	0,3867389	0,9100393	0,5762013	0,6326029	0,6542349	0,6231537	0,9336226	0,5324298	0,2082693	0,5373968	1,1047044	0,9171903
660	0,3069747	0,9392431	0,4323450	0,3796386	1,0191209	0,7237439	0,3826981	0,4277508	0,5564743	0,7489283	0,8819896	1,0991935	1,0198981	0,0459355	0,9262536	0,9622738	1,0692358	0,2321728	0,6991309	0,6153253	0,9503156	0,7604338	0,4790630	0,3248336	0,0391538	0,4929333	0,7749764	0,0522928	0,6749060	0,7488412	0,9405503	0,4574846	0,7832875	0,8854992	0,8302360	0,9121643	0,3750919	0,2004995	0,9302320	0,2197239	0,6672563	0,8573920	0,7162951	0,3973137	1,0289966	0,9449131	1,0515615	1,0970587	0,4493218	0,6756713	0,2549431	0,3610720	0,3926815	0,8432539	0,6337029	0,5608371	0,6793688	0,6095098	0,9038415	0,5596348	0,2163090	0,5016134	1,0503011	0,8779462
