"Time"	hupB	fis	mtlR	marR	marA	rob	putA	xylR	glcC	hupA	soxS	soxR	gadX	torR	rutR	gadW	nemR	gadE	ydeO	evgA	marB	mdtE	mdtF	hdeB	yhiD	hdeA	gadA	micF	gadB	fumC	gadC	zwf	dctR	slp	inaA	nfo	ygiA	ygiC	ygiB	tolC	acrA	acrB	sodA	fpr	gadY	rfaY	poxB	rfaZ	seqA	pqiB	pgm	nemA	pqiA	xylH	hdeD	purA	xylG	xylF	mtlA	mtlD	cadB	cadA	tyrP	ptsG
200	0,1447809	0,6186157	0,5317281	0,6496077	0,8014935	0,5183186	0,4744572	0,7412826	0,5267116	0,3920661	0,0648072	0,1400908	0,7744404	0,2271865	0,7232217	0,0829493	0,5834693	0,1468281	0,1064665	0,1103076	0,1290165	0,8477722	0,4897201	0,3023339	0,5604305	0,5949351	0,9942230	0,2662743	0,1832583	0,2362466	0,5528107	0,5078037	0,2512065	0,2056822	0,3656502	0,0366805	0,4327155	0,4659085	0,9949989	0,1147408	0,7449615	0,4771840	0,9618767	0,1824488	0,0446113	0,5519299	0,5454264	0,9989723	0,3488874	0,3841903	0,9877286	0,0821405	0,7471887	0,3811665	0,9832627	0,0723450	0,2504538	0,2310049	0,6023763	0,9702015	0,4982706	0,8872562	0,4673915	0,3471849
220	0,1434740	0,6186157	0,5317281	0,6494442	0,8014803	0,5182328	0,4744568	0,7412826	0,5267116	0,3920661	0,0622618	0,1404088	0,7823305	0,2272425	0,7232217	0,0781846	0,5834693	0,1218495	0,1068439	0,1103143	0,1254005	0,8561307	0,4969723	0,2980769	0,5522237	0,5601431	0,9953291	0,2565689	0,1858420	0,2314051	0,5441519	0,5093049	0,2444494	0,2039211	0,3655403	0,0365501	0,4281552	0,4247530	0,9938093	0,1052074	0,7445685	0,4757513	0,9606900	0,1820636	0,0408833	0,5518279	0,5436502	0,9985487	0,3561831	0,3564722	0,9895074	0,0817736	0,7471798	0,3813744	0,9813581	0,0561080	0,2504538	0,2308700	0,6023763	0,9702015	0,4724172	0,8784964	0,4674767	0,3459964
240	0,1426803	0,6186157	0,5317281	0,6493770	0,8014711	0,5181951	0,4744567	0,7412826	0,5267116	0,3920661	0,0605086	0,1407340	0,7804938	0,2271676	0,7232217	0,0746725	0,5834693	0,1054123	0,1070850	0,1103183	0,1227008	0,8630798	0,5026865	0,2941520	0,5463259	0,5268349	0,9960554	0,2498700	0,1814661	0,2282520	0,5390353	0,5102269	0,2409523	0,2028593	0,3654664	0,0364555	0,4248581	0,3894051	0,9926424	0,0984216	0,7442958	0,4744497	0,9597507	0,1818025	0,0382211	0,5517522	0,5423828	0,9980808	0,3613839	0,3336638	0,9906715	0,0815439	0,7471733	0,3815067	0,9801207	0,0455744	0,2504538	0,2308031	0,6023763	0,9702015	0,4518942	0,8668472	0,4675178	0,3452287
260	0,1421984	0,6186157	0,5317281	0,6493510	0,8014647	0,5181810	0,4744567	0,7412826	0,5267116	0,3920661	0,0593039	0,1410010	0,7685584	0,2270597	0,7232217	0,0721662	0,5834693	0,0950668	0,1072389	0,1103207	0,1207117	0,8684750	0,5067471	0,2907760	0,5415321	0,4966641	0,9965284	0,2452995	0,1722878	0,2262142	0,5369437	0,5107933	0,2392049	0,2022200	0,3654168	0,0363876	0,4225052	0,3608111	0,9915645	0,0936592	0,7441083	0,4733452	0,9590240	0,1816269	0,0363223	0,5516964	0,5414936	0,9976063	0,3650575	0,3154490	0,9914270	0,0814002	0,7471685	0,3815908	0,9793695	0,0390744	0,2504538	0,2307699	0,6023763	0,9702015	0,4362286	0,8515527	0,4675387	0,3447278
280	0,1419056	0,6186157	0,5317281	0,6493411	0,8014602	0,5181777	0,4744566	0,7412826	0,5267116	0,3920660	0,0584777	0,1411972	0,7483565	0,2269669	0,7232217	0,0705375	0,5834693	0,0887924	0,1073373	0,1103221	0,1192611	0,8721307	0,5090088	0,2881037	0,5364558	0,4710998	0,9968350	0,2422081	0,1606264	0,2249009	0,5369740	0,5111412	0,2380621	0,2018354	0,3653837	0,0363393	0,4208419	0,3386680	0,9906189	0,0903469	0,7439801	0,4724464	0,9584721	0,1815089	0,0349690	0,5516556	0,5408758	0,9971592	0,3676343	0,3012506	0,9919139	0,0813102	0,7471651	0,3816444	0,9788523	0,0351964	0,2504538	0,2307535	0,6023763	0,9702015	0,4245700	0,8318799	0,4675497	0,3443973
300	0,1417279	0,6186157	0,5317281	0,6493370	0,8014570	0,5181790	0,4744566	0,7412826	0,5267116	0,3920660	0,0579119	0,1413313	0,7233889	0,2269048	0,7232217	0,0697077	0,5834693	0,0850959	0,1074001	0,1103231	0,1182116	0,8739136	0,5093896	0,2861469	0,5297734	0,4511948	0,9970329	0,2401309	0,1483881	0,2240539	0,5381604	0,5113549	0,2367236	0,2016041	0,3653615	0,0363050	0,4196744	0,3220520	0,9898243	0,0880562	0,7438926	0,4717357	0,9580594	0,1814298	0,0340048	0,5516257	0,5404491	0,9967629	0,3694314	0,2903995	0,9922259	0,0812539	0,7471627	0,3816785	0,9783552	0,0329268	0,2504539	0,2307453	0,6023763	0,9702015	0,4160331	0,8073820	0,4675558	0,3441772
320	0,1416199	0,6186157	0,5317282	0,6493349	0,8014548	0,5181818	0,4744565	0,7412826	0,5267116	0,3920660	0,0575250	0,1414180	0,6973707	0,2268714	0,7232217	0,0696009	0,5834693	0,0829640	0,1074402	0,1103237	0,1174573	0,8738136	0,5079307	0,2848197	0,5208847	0,4374115	0,9971594	0,2387422	0,1368724	0,2235058	0,5396579	0,5114861	0,2347202	0,2014651	0,3653466	0,0362809	0,4188591	0,3098646	0,9891802	0,0864776	0,7438330	0,4711851	0,9577545	0,1813766	0,0333182	0,5516041	0,5401553	0,9964287	0,3706789	0,2822402	0,9924249	0,0812186	0,7471609	0,3817002	0,9777381	0,0316072	0,2504539	0,2307413	0,6023763	0,9702015	0,4098467	0,7782075	0,4675593	0,3440293
340	0,1415544	0,6186157	0,5317282	0,6493334	0,8014533	0,5181848	0,4744564	0,7412826	0,5267116	0,3920660	0,0572606	0,1414714	0,6730437	0,2268585	0,7232217	0,0701198	0,5834693	0,0817510	0,1074658	0,1103240	0,1169181	0,8719725	0,5048151	0,2840015	0,5103081	0,4295750	0,9972387	0,2378174	0,1267933	0,2231493	0,5408304	0,5115668	0,2318760	0,2013815	0,3653366	0,0362640	0,4182921	0,3010734	0,9886733	0,0853920	0,7437923	0,4707652	0,9575316	0,1813408	0,0328293	0,5515883	0,5399534	0,9961581	0,3715415	0,2761873	0,9925513	0,0811966	0,7471597	0,3817140	0,9769341	0,0308372	0,2504539	0,2307393	0,6023763	0,9702015	0,4053933	0,7452702	0,4675613	0,3439295
360	0,1415145	0,6186157	0,5317282	0,6493322	0,8014522	0,5181875	0,4744564	0,7412826	0,5267116	0,3920660	0,0570802	0,1415029	0,6518478	0,2268572	0,7232217	0,0711431	0,5834693	0,0810644	0,1074821	0,1103243	0,1165343	0,8686688	0,5003483	0,2835739	0,4991947	0,4269703	0,9972863	0,2372034	0,1184070	0,2229159	0,5412787	0,5116163	0,2282397	0,2013314	0,3653299	0,0362521	0,4178992	0,2948101	0,9882839	0,0846465	0,7437646	0,4704489	0,9573700	0,1813166	0,0324813	0,5515769	0,5398148	0,9959462	0,3721358	0,2717473	0,9926313	0,0811828	0,7471588	0,3817228	0,9759355	0,0303825	0,2504539	0,2307383	0,6023763	0,9702015	0,4022016	0,7101345	0,4675625	0,3438617
380	0,1414904	0,6186157	0,5317282	0,6493312	0,8014514	0,5181897	0,4744564	0,7412826	0,5267116	0,3920660	0,0569570	0,1415206	0,6341873	0,2268610	0,7232217	0,0725344	0,5834693	0,0806736	0,1074926	0,1103244	0,1162624	0,8642697	0,4949135	0,2834341	0,4885887	0,4285415	0,9973121	0,2367965	0,1116721	0,2227620	0,5408272	0,5116467	0,2240001	0,2013012	0,3653254	0,0362438	0,4176275	0,2903891	0,9879906	0,0841350	0,7437457	0,4702130	0,9572536	0,1813003	0,0322335	0,5515687	0,5397198	0,9957844	0,3725441	0,2685214	0,9926817	0,0811741	0,7471582	0,3817284	0,9747752	0,0301093	0,2504539	0,2307378	0,6023763	0,9702015	0,3999208	0,6746565	0,4675633	0,3438156
400	0,1414757	0,6186157	0,5317282	0,6493304	0,8014509	0,5181915	0,4744563	0,7412826	0,5267116	0,3920660	0,0568730	0,1415300	0,6198544	0,2268658	0,7232217	0,0741570	0,5834693	0,0804473	0,1074992	0,1103245	0,1160703	0,8591724	0,4889160	0,2834978	0,4791118	0,4331191	0,9973227	0,2365274	0,1063924	0,2226598	0,5394836	0,5116654	0,2194060	0,2012832	0,3653223	0,0362381	0,4174402	0,2872908	0,9877733	0,0837844	0,7437329	0,4700384	0,9571704	0,1812891	0,0320573	0,5515628	0,5396547	0,9956636	0,3728239	0,2661964	0,9927134	0,0811687	0,7471578	0,3817320	0,9735082	0,0299420	0,2504539	0,2307375	0,6023763	0,9702015	0,3982942	0,6405659	0,4675637	0,3437842
420	0,1414668	0,6186157	0,5317282	0,6493298	0,8014505	0,5181928	0,4744563	0,7412826	0,5267116	0,3920660	0,0568158	0,1415347	0,6083722	0,2268697	0,7232217	0,0758876	0,5834693	0,0803119	0,1075035	0,1103246	0,1159350	0,8537499	0,4827322	0,2836973	0,4710059	0,4396061	0,9973225	0,2363495	0,1023169	0,2225915	0,5373833	0,5116769	0,2147054	0,2012723	0,3653202	0,0362340	0,4173112	0,2851313	0,9876144	0,0835442	0,7437241	0,4699101	0,9571111	0,1812816	0,0319319	0,5515585	0,5396101	0,9955749	0,3730151	0,2645323	0,9927333	0,0811653	0,7471574	0,3817342	0,9721963	0,0298374	0,2504539	0,2307374	0,6023763	0,9702015	0,3971358	0,6091697	0,4675640	0,3437628
440	0,1414613	0,6186157	0,5317282	0,6493293	0,8014502	0,5181937	0,4744563	0,7412826	0,5267116	0,3920660	0,0567767	0,1415368	0,5992052	0,2268723	0,7232217	0,0776248	0,5834693	0,0802272	0,1075062	0,1103246	0,1158400	0,8483143	0,4766728	0,2839797	0,4642739	0,4470899	0,9973147	0,2362319	0,0991987	0,2225455	0,5347296	0,5116839	0,2101079	0,2012659	0,3653188	0,0362313	0,4172226	0,2836326	0,9874996	0,0833797	0,7437180	0,4698165	0,9570691	0,1812764	0,0318428	0,5515554	0,5395796	0,9955106	0,3731456	0,2633483	0,9927457	0,0811632	0,7471572	0,3817357	0,9708968	0,0297707	0,2504539	0,2307374	0,6023763	0,9702015	0,3963119	0,5812445	0,4675642	0,3437482
460	0,1414580	0,6186157	0,5317282	0,6493289	0,8014500	0,5181944	0,4744563	0,7412826	0,5267116	0,3920660	0,0567500	0,1415376	0,5918638	0,2268737	0,7232217	0,0792933	0,5834693	0,0801715	0,1075079	0,1103247	0,1157734	0,8430993	0,4709644	0,2843050	0,4587969	0,4548817	0,9973014	0,2361543	0,0968220	0,2225144	0,5317433	0,5116882	0,2057686	0,2012620	0,3653178	0,0362293	0,4171618	0,2825961	0,9874173	0,0832671	0,7437139	0,4697484	0,9570394	0,1812729	0,0317795	0,5515532	0,5395587	0,9954646	0,3732344	0,2625101	0,9927535	0,0811619	0,7471571	0,3817366	0,9696555	0,0297276	0,2504539	0,2307373	0,6023763	0,9702015	0,3957262	0,5570817	0,4675643	0,3437382
480	0,1414561	0,6186157	0,5317282	0,6493287	0,8014499	0,5181949	0,4744563	0,7412826	0,5267116	0,3920660	0,0567318	0,1415378	0,5859426	0,2268742	0,7232217	0,0808434	0,5834693	0,0801331	0,1075090	0,1103247	0,1157269	0,8382598	0,4657492	0,2846442	0,4544067	0,4625064	0,9972843	0,2361029	0,0950103	0,2224932	0,5286264	0,5116909	0,2017865	0,2012597	0,3653172	0,0362280	0,4171200	0,2818810	0,9873587	0,0831900	0,7437111	0,4696991	0,9570185	0,1812705	0,0317345	0,5515516	0,5395444	0,9954319	0,3732948	0,2619193	0,9927583	0,0811611	0,7471570	0,3817372	0,9685046	0,0296993	0,2504539	0,2307373	0,6023763	0,9702015	0,3953101	0,5366097	0,4675643	0,3437314
500	0,1414548	0,6186157	0,5317282	0,6493285	0,8014498	0,5181953	0,4744563	0,7412826	0,5267116	0,3920660	0,0567194	0,1415377	0,5811239	0,2268742	0,7232217	0,0822472	0,5834693	0,0801055	0,1075098	0,1103247	0,1156944	0,8338821	0,4610961	0,2849773	0,4509260	0,4696665	0,9972648	0,2360690	0,0936251	0,2224788	0,5255416	0,5116925	0,1982121	0,2012584	0,3653167	0,0362270	0,4170914	0,2813888	0,9873174	0,0831373	0,7437092	0,4696636	0,9570038	0,1812689	0,0317027	0,5515505	0,5395346	0,9954089	0,3733358	0,2615045	0,9927613	0,0811605	0,7471569	0,3817375	0,9674623	0,0296805	0,2504539	0,2307373	0,6023763	0,9702015	0,3950148	0,5195300	0,4675644	0,3437267
520	0,1414541	0,6186157	0,5317282	0,6493284	0,8014497	0,5181956	0,4744563	0,7412826	0,5267116	0,3920660	0,0567109	0,1415375	0,5771658	0,2268740	0,7232217	0,0834940	0,5834693	0,0800854	0,1075102	0,1103247	0,1156718	0,8299988	0,4570186	0,2852915	0,4481888	0,4761998	0,9972440	0,2360465	0,0925604	0,2224689	0,5226061	0,5116935	0,1950586	0,2012576	0,3653164	0,0362264	0,4170718	0,2810506	0,9872883	0,0831013	0,7437079	0,4696381	0,9569935	0,1812678	0,0316801	0,5515497	0,5395280	0,9953928	0,3733636	0,2612142	0,9927631	0,0811602	0,7471568	0,3817378	0,9665360	0,0296679	0,2504539	0,2307373	0,6023763	0,9702015	0,3948052	0,5054317	0,4675644	0,3437236
540	0,1414537	0,6186157	0,5317282	0,6493283	0,8014497	0,5181957	0,4744563	0,7412826	0,5267116	0,3920660	0,0567051	0,1415374	0,5738865	0,2268738	0,7232217	0,0845850	0,5834693	0,0800704	0,1075105	0,1103247	0,1156561	0,8266049	0,4534923	0,2855799	0,4460485	0,4820388	0,9972226	0,2360316	0,0917363	0,2224621	0,5198944	0,5116941	0,1923130	0,2012572	0,3653162	0,0362260	0,4170584	0,2808184	0,9872679	0,0830766	0,7437070	0,4696198	0,9569863	0,1812670	0,0316642	0,5515491	0,5395234	0,9953816	0,3733824	0,2610117	0,9927643	0,0811600	0,7471568	0,3817379	0,9657245	0,0296595	0,2504539	0,2307373	0,6023763	0,9702015	0,3946565	0,4938723	0,4675644	0,3437214
560	0,1414534	0,6186157	0,5317282	0,6493283	0,8014496	0,5181959	0,4744563	0,7412826	0,5267116	0,3920660	0,0567012	0,1415373	0,5711498	0,2268736	0,7232217	0,0855291	0,5834693	0,0800593	0,1075107	0,1103247	0,1156451	0,8236715	0,4504712	0,2858392	0,4443813	0,4871789	0,9972014	0,2360217	0,0910933	0,2224575	0,5174454	0,5116945	0,1899466	0,2012570	0,3653161	0,0362256	0,4170493	0,2806592	0,9872537	0,0830598	0,7437064	0,4696068	0,9569813	0,1812665	0,0316531	0,5515487	0,5395203	0,9953738	0,3733952	0,2608707	0,9927650	0,0811599	0,7471568	0,3817380	0,9650213	0,0296537	0,2504539	0,2307373	0,6023763	0,9702015	0,3945510	0,4844282	0,4675644	0,3437199
580	0,3329568	0,6186157	0,5317282	0,4592604	0,8014586	0,5797519	0,4744563	0,7412826	0,5267116	0,3920660	0,0569910	0,3970420	0,5638827	0,2606271	0,7232217	0,3463701	0,5834693	0,0779250	0,0699760	0,0399627	0,1163340	0,6555813	0,4472222	0,1834149	0,4442462	0,4926964	0,9969918	0,1876997	0,0905380	0,1288461	0,4175837	0,3152252	0,1879817	0,2012585	0,3653176	0,0362260	0,4172092	0,2816571	0,9874138	0,0832010	0,7437061	0,3501389	0,9574506	0,1812663	0,0316497	0,5515484	0,2580710	0,9953696	0,5003707	0,2607854	0,9916168	0,1209231	0,7471568	0,3626819	0,7661220	0,0296489	0,2504539	0,3805448	0,6023763	0,9702015	0,2842697	0,4154350	0,8045488	0,3437199
600	0,4492574	0,6186157	0,5317282	0,4038664	0,8015112	0,6129025	0,4744566	0,7412826	0,5267116	0,3920660	0,0604535	0,5249761	0,5408119	0,2783616	0,7232217	0,5132941	0,5834693	0,0724416	0,0464919	0,0155722	0,1194279	0,5427681	0,4393936	0,1192473	0,4503957	0,5021730	0,9957118	0,1798082	0,0896767	0,0937132	0,3510013	0,1945454	0,1871981	0,2013059	0,3653261	0,0362292	0,4180084	0,2875738	0,9881649	0,0839758	0,7437104	0,2718121	0,9593785	0,1812704	0,0317279	0,5515491	0,1304148	0,9954096	0,5672139	0,2611710	0,9855712	0,1458111	0,7471574	0,3505546	0,6438323	0,0296332	0,2504539	0,4548426	0,6023763	0,9702015	0,2066926	0,3704745	0,9255631	0,3437508
620	0,5198870	0,6186157	0,5317282	0,3978346	0,8016320	0,6307443	0,4744581	0,7412826	0,5267116	0,3920660	0,0737160	0,5738892	0,5080049	0,2852171	0,7232217	0,6201606	0,5834693	0,0883410	0,0318070	0,0071150	0,1245591	0,4649623	0,4145694	0,0801305	0,4660297	0,5168614	0,9923810	0,1999597	0,0882132	0,0918166	0,3089796	0,1204188	0,1917129	0,2017619	0,3653481	0,0362397	0,4198791	0,3040312	0,9895313	0,0861496	0,7437467	0,2213397	0,9621438	0,1813006	0,0322780	0,5515539	0,0729801	0,9957174	0,5799657	0,2647639	0,9743227	0,1613886	0,7471604	0,3428368	0,5673406	0,0296065	0,2504539	0,4916909	0,6023763	0,9702015	0,1521144	0,3349903	0,9586423	0,3439944
640	0,5627806	0,6186157	0,5317282	0,4040756	0,8018110	0,6403233	0,4744620	0,7412826	0,5267116	0,3920660	0,0992197	0,5843989	0,4789579	0,2861930	0,7232217	0,6894308	0,5834693	0,1682558	0,0226583	0,0041843	0,1308424	0,4084728	0,3512096	0,0589029	0,4926291	0,5354749	0,9864434	0,2325594	0,0868256	0,1053139	0,2820474	0,0748872	0,2089477	0,2037321	0,3654015	0,0362714	0,4240299	0,3436715	0,9914593	0,0920557	0,7438936	0,1896215	0,9649608	0,1814171	0,0341440	0,5515694	0,0487226	0,9965402	0,5591018	0,2781646	0,9606316	0,1711387	0,7471684	0,3379252	0,5176484	0,0296943	0,2504539	0,5099660	0,6023763	0,9702015	0,1137758	0,3095808	0,9456287	0,3449528
660	0,5888300	0,6186157	0,5317282	0,4106984	0,8020067	0,6454329	0,4744687	0,7412826	0,5267116	0,3920660	0,1309159	0,5798166	0,4721357	0,2846819	0,7232217	0,7361724	0,5834693	0,3028050	0,0169744	0,0031694	0,1378736	0,3653296	0,2584997	0,0516127	0,5333754	0,5567432	0,9780603	0,2667728	0,0863843	0,1246183	0,2643148	0,0469198	0,2419623	0,2086700	0,3655269	0,0363525	0,4320737	0,4134557	0,9935845	0,1054094	0,7442823	0,1707372	0,9674478	0,1817323	0,0381684	0,5516068	0,0418762	0,9975978	0,5255531	0,3074767	0,9473259	0,1772413	0,7471831	0,3347994	0,4841185	0,0304264	0,2504539	0,5190296	0,6023763	0,9702015	0,0872249	0,3087879	0,9070770	0,3474950
