"Time"	bolA	ompR	csgD	rstA	rcsB	rcsA	flhD	hdfR	flhC	qseB	lrhA	gadE	ydeO	evgA	gadW	gadX	rutR	nemR	torR	phoP	mdtE	mdtF	csgF	csgE	csgG	hdeA	hdeB	yhiD	gadA	gadB	gadC	sra	flgH	fliM	ppdA	flgM	fliT	fliF	osmB	fliK	wcaB	ygdB	gltJ	flgA	flgE	wzb	fliJ	flgG	wzc	wcaA	fliQ	fliE	fliG	recC	flgC	fliO	flgD	ygbK	fliR	fliN	yhjH	fliP	gltI	flgF
180	0,0477756	0,9968272	0,1156353	0,0474343	0,9967911	0,9637047	0,0115397	0,7449756	0,1053856	0,0796257	0,0685097	0,3082268	0,0096570	0,0113008	0,9709167	0,3776179	0,2249340	0,9832037	0,4977160	0,1348712	0,5293253	0,0111708	0,0203216	0,7182862	0,9737675	0,7035623	0,1428559	0,9251938	0,1091500	0,2381202	0,2501803	0,5049651	0,0042186	0,8373220	0,0232097	0,0028601	0,0566476	0,1131024	1,1290155	0,6758952	0,7761428	0,1231070	0,0009039	0,0188053	0,0640473	0,9519121	0,3294749	0,1683481	0,9681814	0,9584891	0,1625370	0,0268813	0,0118188	0,0047822	0,0369075	0,0072493	0,0504482	1,0390518	0,0147957	0,0151937	0,0530131	0,1103646	0,0230983	0,0538859
200	0,0464616	1,0070363	0,1057944	0,0345648	0,9219986	0,9360970	0,0104753	0,7208073	0,1064202	0,0543174	0,0939586	0,3666040	0,0206737	0,0090815	1,0154410	0,4028841	0,1932130	1,0474052	0,4924182	0,1137153	0,4940364	0,0145315	0,0238289	0,7500910	1,0248941	0,6939265	0,2013359	0,9256312	0,1089407	0,2364134	0,2847655	0,5347277	0,0061356	0,8708745	0,0179509	0,0012041	0,0572361	0,1116917	1,0450356	0,6460226	0,7399173	0,1215485	0,0001962	0,0265445	0,0625152	0,9647480	0,3000986	0,1799556	0,9124311	1,0083115	0,1442077	0,0308951	0,0108318	0,0016919	0,0230818	0,0100859	0,0569012	0,9898676	0,0073362	0,0163902	0,0620123	0,1067337	0,0233681	0,0718207
220	0,0510987	0,9253669	0,1013943	0,0340577	0,9303123	0,9368839	0,0057160	0,7795709	0,1145880	0,0368962	0,1051659	0,4119252	0,0196525	0,0090320	1,0279626	0,3889989	0,2000606	0,9842110	0,5088751	0,1113366	0,5048560	0,0259747	0,0248679	0,7374425	1,0002962	0,7053185	0,2528663	0,8963557	0,1377036	0,2737443	0,3937463	0,5186370	0,0124236	0,7794484	0,0215702	0,0065570	0,0491676	0,0927513	1,0011658	0,6143150	0,7559976	0,1293173	0,0001902	0,0240365	0,0698191	0,9791841	0,2988331	0,1603121	0,9489850	0,9678067	0,1031784	0,0322667	0,0103875	0,0003516	0,0264075	0,0129671	0,0603058	1,0237582	0,0033197	0,0217920	0,0660793	0,1090275	0,0221168	0,0681775
240	0,0561851	0,9823220	0,1133998	0,0314876	0,9361386	0,9277116	0,0046707	0,7826298	0,1262161	0,0405893	0,1114850	0,4019629	0,0122018	0,0088953	0,9796306	0,3979699	0,1948000	0,9471797	0,4881868	0,1260159	0,5083362	0,0296213	0,0318917	0,7449253	0,9862315	0,7216134	0,2629062	0,8470787	0,1848672	0,2599876	0,4250430	0,5555891	0,0103125	0,8140748	0,0179774	0,0082148	0,0583421	0,0870301	1,0976683	0,6175429	0,7742148	0,1337979	0,0000000	0,0166086	0,0755636	0,9979234	0,3275331	0,1050085	1,0068927	0,9454895	0,0884023	0,0205761	0,0099265	0,0034788	0,0220381	0,0175735	0,0708735	0,9964358	0,0033536	0,0242599	0,1029515	0,1118380	0,0289841	0,0752309
260	0,0540743	1,0069932	0,1257126	0,0256441	0,9302371	0,8536660	0,0062212	0,8295075	0,1284778	0,0417811	0,0981898	0,3951337	0,0127496	0,0111710	0,9763136	0,4104008	0,2148827	1,0385323	0,4796424	0,1128758	0,5131630	0,0340482	0,0242883	0,7246637	1,0168492	0,7186304	0,3039838	0,8527131	0,1847621	0,2442975	0,4757496	0,5602889	0,0092767	0,8221964	0,0261670	0,0077828	0,0748574	0,0681146	1,1304759	0,6604730	0,7572698	0,1095476	0,0000814	0,0432655	0,0777009	1,0302791	0,3039144	0,0740234	1,0121099	0,9029363	0,0706906	0,0201447	0,0095713	0,0039832	0,0245794	0,0189507	0,0570433	1,0357050	0,0045825	0,0225820	0,0915877	0,1196304	0,0259090	0,0796647
280	0,0555236	0,9977664	0,1082136	0,0405119	0,9100537	0,8483390	0,0068222	0,8037268	0,1015809	0,0448034	0,0708899	0,4364598	0,0193743	0,0077800	0,9409997	0,4325239	0,2177668	1,0103347	0,4575247	0,1204111	0,5026167	0,0385787	0,0282592	0,7690118	1,0093150	0,7888570	0,3236026	0,7775758	0,1903992	0,2920357	0,5103249	0,6235495	0,0046238	0,8028482	0,0306761	0,0040673	0,0692909	0,0795652	1,0884486	0,6335216	0,7653554	0,1279027	0,0000417	0,0735904	0,0664173	1,0236530	0,3002517	0,0586650	1,0043359	0,8898945	0,0717422	0,0213397	0,0077508	0,0033502	0,0106458	0,0128095	0,0735179	1,0282982	0,0090570	0,0220743	0,0949134	0,1201223	0,0212895	0,1032038
300	0,0817013	0,9323020	0,1125025	0,0421222	0,9853661	0,8792226	0,0017234	0,8040595	0,0877996	0,0461007	0,0861713	0,4515804	0,0164307	0,0087847	0,8843958	0,4167726	0,2409083	1,0279884	0,5197775	0,1233363	0,5618856	0,0464883	0,0291392	0,8124264	1,0447205	0,6728990	0,4012192	0,8204749	0,2009778	0,3109384	0,5895822	0,5820468	0,0075249	0,8153824	0,0364172	0,0090743	0,0850053	0,0712995	1,0752538	0,6350377	0,6848987	0,1284326	0,0001942	0,0627304	0,0578270	1,0311997	0,3086463	0,0429887	0,9260702	0,8533792	0,0746047	0,0169199	0,0058752	0,0055271	0,0253429	0,0199635	0,0721209	1,0511426	0,0128288	0,0210275	0,0812945	0,1360753	0,0257123	0,1041047
320	0,0716234	0,9588877	0,1510724	0,0490201	0,9365633	0,9239865	0,0055478	0,8193069	0,0755392	0,0564196	0,0904414	0,4595165	0,0245973	0,0073616	0,8637686	0,3705428	0,2185000	1,0077473	0,5417376	0,1323881	0,5426889	0,0310314	0,0270677	0,7275204	1,1045383	0,6865581	0,4386460	0,8385762	0,2409641	0,3043533	0,6498580	0,6310409	0,0077932	0,8602432	0,0403313	0,0017103	0,0558367	0,0831752	1,0538939	0,6329000	0,7092842	0,1108642	0,0000606	0,0710730	0,0615518	0,9132228	0,3150489	0,0416915	0,9776626	0,8901058	0,0605581	0,0115617	0,0049487	0,0053446	0,0155521	0,0123158	0,0485270	1,0653275	0,0311126	0,0152953	0,0715330	0,1248051	0,0359530	0,0831746
340	0,0570960	0,9548360	0,1364725	0,0553193	0,9229185	0,9353321	0,0071143	0,8582571	0,0716612	0,0307653	0,0805971	0,5138480	0,0245440	0,0127701	0,8719086	0,3746715	0,2105801	0,9528062	0,5074156	0,2115115	0,5648238	0,0219713	0,0160639	0,7596720	1,0400974	0,7035957	0,4321213	0,9046500	0,2457011	0,2958112	0,6303568	0,6182425	0,0061724	0,8241631	0,0284466	0,0046633	0,0409226	0,0611831	1,0287131	0,5739253	0,6722489	0,1024717	0,0000000	0,0703989	0,0556005	0,9420972	0,2979289	0,0378190	1,0362037	0,9035354	0,0560791	0,0192957	0,0074557	0,0034373	0,0180158	0,0068054	0,0417816	1,0408669	0,0120660	0,0010659	0,0909421	0,1268313	0,0341884	0,0797000
360	0,0765240	1,0638457	0,1120832	0,0595655	0,9892602	0,9301694	0,0071099	0,8418319	0,0601390	0,0359324	0,0746407	0,4562168	0,0176140	0,0111637	0,9268084	0,3609911	0,1920634	1,0261933	0,5093203	0,1855203	0,5715403	0,0370358	0,0244212	0,7705359	0,9928683	0,7167062	0,4512796	0,9224583	0,2626118	0,2818544	0,6215014	0,6350963	0,0100690	0,8650348	0,0338668	0,0117813	0,0432317	0,0416126	1,1345289	0,5851531	0,6936809	0,1136003	0,0000523	0,0616281	0,0466009	0,9565571	0,3035321	0,0429011	0,9880861	0,8846848	0,0601059	0,0249872	0,0039813	0,0054458	0,0319471	0,0065614	0,0534415	1,0372426	0,0045537	0,0089407	0,0690578	0,1204423	0,0336827	0,0916548
380	0,0659174	1,1395969	0,1194945	0,0736251	0,9647859	0,8857518	0,0095928	0,8908589	0,0718588	0,0484590	0,0877350	0,4496663	0,0103695	0,0097293	0,9851297	0,4102284	0,2149964	0,9266798	0,4670050	0,1433322	0,5434913	0,0438778	0,0203481	0,7527675	0,9887327	0,6785885	0,5421610	0,9497370	0,2506906	0,2863390	0,6248382	0,6032289	0,0051631	0,9457691	0,0287646	0,0087158	0,0436905	0,0470818	1,1284981	0,5678946	0,6772408	0,1052897	0,0000515	0,0488086	0,0629435	1,0224861	0,3228157	0,0766791	0,9626346	0,9000465	0,0573456	0,0171735	0,0018274	0,0017811	0,0173114	0,0071236	0,0445196	1,0540001	0,0103636	0,0187833	0,0638053	0,1261646	0,0410386	0,0838984
400	0,0707551	1,0225125	0,1230119	0,0451331	0,9735720	0,8569760	0,0025669	0,8533524	0,0811662	0,0349037	0,1080158	0,4552088	0,0083404	0,0103377	0,9301137	0,4190562	0,1974886	0,9367203	0,4622252	0,1277868	0,4940778	0,0592040	0,0238533	0,7602360	1,0097149	0,7483274	0,5054784	0,9638014	0,2807243	0,2655219	0,5774299	0,6389222	0,0096999	0,8089567	0,0309099	0,0099083	0,0465912	0,0527665	1,0959141	0,5620438	0,6449811	0,1060574	0,0002326	0,0634878	0,0529762	1,0843704	0,3220913	0,0922741	0,9448103	0,8812202	0,0586477	0,0104304	0,0044214	0,0019697	0,0138148	0,0135439	0,0433909	1,0315663	0,0128548	0,0119870	0,0607822	0,1252038	0,0415006	0,0932057
420	0,0536857	1,0475334	0,1129698	0,0479105	0,9859590	0,9184335	0,0021243	0,8452774	0,0873051	0,0365951	0,1083424	0,4703750	0,0153713	0,0121619	0,9580512	0,3708848	0,2074271	0,9579624	0,4925223	0,1091509	0,5297286	0,0535503	0,0319052	0,7442458	1,0367041	0,7031562	0,5345918	0,8752435	0,2483174	0,2988806	0,5805582	0,6533736	0,0057368	0,8455955	0,0237574	0,0153651	0,0398722	0,0409028	1,0944136	0,5364841	0,6438082	0,1037727	0,0000521	0,0575962	0,0566488	1,0949268	0,3334376	0,0666941	0,8817448	0,9026275	0,0615409	0,0157231	0,0020799	0,0026192	0,0204154	0,0155652	0,0561797	0,9755432	0,0176730	0,0178467	0,0628391	0,1383515	0,0410438	0,0909834
440	0,0666794	0,9907018	0,1547287	0,0393124	1,0896771	0,9312962	0,0041467	0,8284987	0,0666825	0,0252627	0,1064906	0,5374997	0,0101186	0,0159222	0,9343738	0,3727140	0,2241737	1,0559386	0,4857971	0,0949803	0,5295220	0,0389384	0,0257959	0,7486979	0,9269338	0,6988120	0,5319709	0,7836821	0,2530948	0,2973438	0,6259376	0,6521311	0,0025303	0,8968209	0,0250942	0,0028378	0,0463584	0,0481093	1,0562762	0,5658315	0,6691887	0,1143338	0,0000961	0,0639511	0,0355308	1,0554100	0,3005124	0,0667396	0,8948033	0,9602305	0,0609244	0,0225332	0,0011478	0,0036073	0,0178433	0,0073235	0,0443751	1,0305254	0,0167424	0,0172195	0,0312686	0,1278332	0,0346189	0,0984815
460	0,0581126	1,0060975	0,1252988	0,0705034	1,0278741	0,9729493	0,0032325	0,8807246	0,0761328	0,0109457	0,0992954	0,5091466	0,0100767	0,0082194	0,9229550	0,3600710	0,1465458	0,9881026	0,4549264	0,1093007	0,5394589	0,0393105	0,0301251	0,7944371	0,9664069	0,7222086	0,5565545	0,8333824	0,3108653	0,2830419	0,6105553	0,5974259	0,0013221	0,9002281	0,0219056	0,0009392	0,0303828	0,0637252	1,0331795	0,5371133	0,6489738	0,1040908	0,0001248	0,0627011	0,0426370	1,0432055	0,2739117	0,0716529	0,9548946	0,9790148	0,0603742	0,0123875	0,0017401	0,0033415	0,0310982	0,0077109	0,0459481	1,0585216	0,0170063	0,0087842	0,0504603	0,1156996	0,0303136	0,0824055
480	0,0554972	0,9918783	0,1157041	0,0689680	1,0586810	0,9496903	0,0022415	0,8808998	0,0598784	0,0289977	0,0742197	0,4731131	0,0160787	0,0043457	0,9769444	0,3539412	0,1405221	1,0306063	0,5110489	0,1116680	0,5728389	0,0366959	0,0337513	0,8215128	1,0382578	0,7479922	0,5321712	0,8964171	0,3077214	0,3096650	0,6508390	0,6113675	0,0086491	0,9152860	0,0208846	0,0113079	0,0316414	0,0575295	1,0694651	0,6167855	0,6725203	0,1198814	0,0000399	0,0403487	0,0441944	1,0770442	0,2416164	0,0610761	0,9682296	0,9548733	0,0557765	0,0142288	0,0046607	0,0022111	0,0278144	0,0097795	0,0304655	1,0287526	0,0173440	0,0120077	0,0519302	0,1359685	0,0394372	0,0584338
500	0,0615033	0,9956062	0,1154347	0,0640244	1,1198699	0,9664400	0,0033007	0,8635947	0,0549274	0,0425560	0,0756167	0,4211500	0,0163677	0,0069714	0,9423225	0,3748018	0,1639749	1,0654142	0,5424465	0,1067405	0,5782724	0,0386782	0,0329851	0,7799702	1,0252771	0,8067495	0,5289963	0,8929456	0,3031075	0,2532378	0,6557060	0,6180257	0,0069831	0,8523622	0,0138111	0,0032143	0,0383299	0,0656538	1,0590564	0,5779551	0,6775052	0,1267925	0,0001682	0,0286835	0,0559376	1,0682566	0,2400049	0,0640413	0,9753235	0,8514905	0,0762048	0,0084765	0,0051478	0,0011504	0,0213854	0,0076057	0,0292895	0,9939531	0,0036035	0,0142640	0,0667819	0,1330795	0,0391392	0,0693674
520	0,0762264	0,9705361	0,1051156	0,0589707	1,0597488	0,8774055	0,0021941	0,7965496	0,0476536	0,0472194	0,0932768	0,3762397	0,0238565	0,0036925	0,9614401	0,3809416	0,1815469	1,0255565	0,5062847	0,1290341	0,5837263	0,0475662	0,0250935	0,7069574	1,0194759	0,7966576	0,5309384	0,8987469	0,3223818	0,2650603	0,6355674	0,5539952	0,0068823	0,8648874	0,0177501	0,0065813	0,0432100	0,0685973	1,0832013	0,5513729	0,7145081	0,1063271	0,0000889	0,0294936	0,0544436	0,9103662	0,2656355	0,0548061	1,0178330	0,8690506	0,0992005	0,0066182	0,0047557	0,0005941	0,0134112	0,0123530	0,0328584	0,9955051	0,0033433	0,0058795	0,0582205	0,1403558	0,0447782	0,0805452
540	0,0718590	0,9492626	0,1120642	0,0503241	0,9480190	0,8880452	0,0068759	0,7957940	0,0489761	0,0666557	0,0872661	0,3765995	0,0268581	0,0064422	0,9548687	0,3930397	0,1792573	1,0020789	0,4727114	0,1477291	0,5429661	0,0497053	0,0319181	0,7736871	1,0109247	0,7510885	0,5223640	0,8751014	0,2871835	0,2576055	0,5874692	0,5577638	0,0058674	0,8813430	0,0215462	0,0113139	0,0496599	0,0704073	0,9983804	0,6323729	0,6772220	0,1269095	0,0000309	0,0217450	0,0644301	0,9242330	0,2695221	0,0708229	1,0468687	0,8950955	0,0857316	0,0042586	0,0107548	0,0015877	0,0163021	0,0095090	0,0361284	0,9986534	0,0097503	0,0070014	0,0758234	0,1462763	0,0415062	0,0902404
560	0,0668656	0,9435506	0,1047134	0,0461455	0,9057104	0,9469560	0,0114776	0,7837862	0,0535859	0,0540951	0,1190642	0,4357688	0,0260744	0,0075648	0,9869497	0,3553863	0,1777709	1,0738753	0,5057947	0,1112907	0,5469050	0,0332118	0,0341145	0,8016089	1,0358051	0,6763458	0,5236673	0,9219452	0,2863349	0,2692076	0,5925281	0,5822999	0,0140998	0,8840190	0,0285883	0,0048361	0,0539324	0,0592575	0,9699382	0,5874954	0,7538401	0,1130745	0,0005281	0,0256746	0,0642674	0,9535564	0,2991363	0,0784440	1,0052038	0,8572239	0,0779749	0,0127455	0,0094954	0,0008613	0,0298914	0,0120512	0,0365649	1,0186289	0,0100545	0,0064843	0,0665981	0,1428653	0,0360674	0,0768813
580	0,1460799	0,9991483	0,1001055	0,0520815	0,9089176	0,9501590	0,0632435	0,8809935	0,0693903	0,0482499	0,0844494	0,4102151	0,0446065	0,0032549	0,9155733	0,3574540	0,3736007	1,0724445	0,5318254	0,1287215	0,5660480	0,0504918	0,0285540	0,6954849	1,0385472	0,7652085	0,5319304	0,9214063	0,2578135	0,1891185	0,5404368	0,6173214	0,0051134	0,5294152	0,0239298	0,0029856	0,0627991	0,0666756	0,8665910	0,3447283	0,7217310	0,1026194	0,0000000	0,0282828	0,0577411	1,0119749	0,2602480	0,0774824	0,9563058	0,9055233	0,0838682	0,0330273	0,0053438	0,0004984	0,0177111	0,0170331	0,0400646	0,8402894	0,0176353	0,0104730	0,0912135	0,1154043	0,0364137	0,0760276
600	0,2198328	0,9484441	0,1054238	0,0258360	0,9237425	0,9110272	0,0800838	0,8985157	0,0898291	0,0438387	0,0832738	0,4002851	0,0522526	0,0013105	0,9794220	0,3039939	0,4600218	1,0727918	0,5397631	0,1276010	0,5705532	0,0458290	0,0272630	0,5510861	0,9817079	0,7716380	0,5081337	0,8701186	0,2696806	0,1484931	0,5781978	0,5982563	0,0062282	0,3411397	0,0198497	0,0071737	0,0480997	0,0740535	0,8073411	0,1964939	0,7095401	0,0945170	0,0000000	0,0330113	0,0584942	0,9496276	0,2159546	0,1317714	0,9440287	0,8660035	0,0876752	0,0251924	0,0005843	0,0009299	0,0179308	0,0178510	0,0419251	0,7202571	0,0164255	0,0088428	0,0908457	0,1393153	0,0379522	0,0621202
620	0,2246704	0,9863302	0,1200589	0,0382921	0,8849170	0,8988639	0,0758669	0,8470561	0,0753218	0,0442214	0,0918947	0,3266620	0,0695590	0,0005687	0,9116979	0,2722851	0,4635135	1,0757764	0,6000246	0,1373985	0,5874897	0,0450295	0,0218378	0,4938294	1,0534841	0,6901621	0,4779015	0,8756393	0,2692557	0,1342023	0,5523127	0,5850714	0,0070540	0,1903513	0,0218398	0,0080451	0,0570077	0,0784913	0,7982632	0,1390157	0,7400186	0,0925790	0,0000667	0,0323812	0,0557807	0,9529752	0,1766199	0,2705311	0,9556656	0,8217794	0,0881842	0,0302894	0,0060665	0,0037974	0,0146827	0,0130589	0,0475444	0,6968037	0,0150319	0,0200571	0,0693210	0,1509578	0,0350334	0,0539213
640	0,2585817	1,0290043	0,1483409	0,0494327	0,9669597	0,9224973	0,1072623	0,9476607	0,0632616	0,0520885	0,1119915	0,3045203	0,0982486	0,0057660	0,9522055	0,2363383	0,5147619	1,0221509	0,6461007	0,1360297	0,6162358	0,0954044	0,0312193	0,4627271	0,9826102	0,7398219	0,4829355	0,8502031	0,2877171	0,1047137	0,5846669	0,5058170	0,0111516	0,1272463	0,0176038	0,0029179	0,0663918	0,1064580	0,7792699	0,1071432	0,7386885	0,1137319	0,0000103	0,0587736	0,0545336	0,9410702	0,1429777	0,3466291	0,9266283	0,8456729	0,1693485	0,0225193	0,0018764	0,0094299	0,0211395	0,0124832	0,0472334	0,8102544	0,0048598	0,0158513	0,0665609	0,1496051	0,0373616	0,0747722
660	0,2853806	1,0571985	0,1393674	0,0412229	1,0261274	0,9421879	0,1024600	0,9235774	0,0940498	0,0496428	0,1179284	0,3022536	0,0759873	0,0064754	0,9521544	0,2112429	0,5340753	1,0342293	0,5976702	0,1152212	0,6035698	0,1725973	0,0294750	0,4504975	1,0113747	0,8509682	0,5025497	0,8526958	0,2728524	0,1084037	0,6428324	0,5242026	0,0116234	0,0860031	0,0251855	0,0033380	0,0566272	0,1151958	0,7905113	0,1324372	0,7376339	0,1417003	0,0000828	0,0482872	0,0424978	1,0609775	0,1397108	0,4812105	0,9497641	0,8388895	0,2144120	0,0235171	0,0012384	0,0171780	0,0250557	0,0161513	0,0658549	0,7837552	0,0155439	0,0205932	0,0893821	0,1431783	0,0345744	0,0783967
