hns	cspA	bolA	bglJ	leuO	cadC	stpA	nhaR	gutM	srlR	appY	caiF	gadW	gadX	rutR	nemR	gadE	rcsA	ydeO	evgA	mdtF	mdtE	cadA	cadB	bglG	bglB	bglF	yhiD	hdeA	hdeB	gadA	hdeD	gutQ	srlD	srlB	srlE	srlA	gadB	osmC	gadC	nhaA	fliC	gadY	yjjQ	nemA	dctR	slp	yjjP	ampC	pgaC	gmr	yegR	proW	leuA	leuL	hchA	ybaS	leuC	cspD	mukE	evgS	yciE	gnd	proV	Time	Experiment
0	1	0	1	0	1	1	1	1	1	1	1	1	0	0	1	1	0	0	0	1	0	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	0	0	0	1	0	0	0	1	0	1	1	1	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	220	0
0	1	0	1	0	1	1	0	1	1	1	1	1	0	0	0	1	0	0	0	1	0	1	1	1	0	0	1	1	1	1	1	0	0	0	1	1	0	0	0	1	0	1	0	1	0	1	1	1	0	1	0	0	0	1	0	0	0	1	0	0	1	0	1	240	0
0	1	0	1	0	1	1	0	1	1	1	0	1	0	1	0	1	0	0	0	1	0	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	260	0
0	1	0	1	0	1	1	1	1	1	1	1	1	0	0	0	1	0	0	0	0	0	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	0	0	0	1	0	0	0	1	0	1	1	1	0	1	0	0	0	1	0	0	0	1	0	0	1	0	1	280	0
0	1	0	1	0	1	1	0	1	1	1	0	1	0	0	0	1	0	0	0	1	0	1	1	0	0	0	1	0	1	1	0	0	0	0	1	1	0	0	0	1	0	0	0	1	0	0	1	1	0	1	0	0	0	1	0	0	0	1	0	0	1	0	1	300	0
0	1	0	1	0	1	1	0	1	0	1	0	1	0	0	0	1	0	0	0	1	0	1	1	0	0	0	1	1	1	1	0	0	0	0	1	1	0	0	0	1	0	0	0	1	0	1	1	1	0	1	0	0	0	1	0	0	0	1	0	0	1	0	1	320	0
0	1	0	1	0	1	1	0	1	1	1	1	1	1	0	0	1	0	0	0	1	0	1	1	0	0	0	1	0	1	1	0	0	0	0	1	1	0	0	0	1	0	0	0	1	0	1	1	1	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	340	0
0	1	0	1	0	1	1	0	1	0	1	1	1	0	0	1	1	0	0	0	1	0	1	1	0	0	0	1	1	1	1	0	0	0	0	1	1	0	0	0	1	0	0	0	1	0	1	1	1	0	1	0	0	0	1	0	0	0	1	0	0	1	0	1	360	0
0	1	0	1	0	1	0	1	1	1	1	0	1	0	0	0	1	0	0	0	1	0	1	1	1	0	0	1	1	1	1	0	0	0	0	1	1	0	0	0	1	0	1	0	1	0	0	1	1	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	380	0
0	1	0	1	0	1	0	0	1	1	1	1	1	0	0	1	1	0	0	0	0	0	1	1	1	0	0	1	1	1	1	0	0	0	0	1	1	0	0	0	1	0	0	0	1	0	1	1	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	1	400	0
0	1	0	1	0	1	0	0	1	1	0	1	1	0	0	0	1	0	0	0	0	0	1	1	1	0	0	1	1	1	1	0	0	0	0	1	1	0	0	0	1	0	0	0	1	0	1	1	1	0	1	0	0	0	1	0	0	0	1	0	0	1	0	1	420	0
0	1	0	1	0	1	1	0	1	1	1	0	1	0	0	0	1	0	0	0	0	0	1	1	0	0	0	1	1	1	1	0	1	0	1	1	1	0	0	0	1	0	0	0	0	0	1	1	1	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	440	0
0	1	0	1	0	1	1	0	1	1	0	0	1	0	0	0	1	0	0	0	1	0	1	1	1	0	0	1	1	1	1	0	1	0	0	1	1	0	0	0	1	0	0	0	1	0	1	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	460	0
0	1	0	1	0	1	1	0	1	1	0	0	1	0	0	1	1	0	0	0	1	0	1	1	0	0	0	1	1	1	1	0	1	0	0	1	1	0	0	0	1	0	0	0	1	0	1	1	1	0	1	0	1	0	1	0	0	0	1	0	0	0	0	1	480	0
0	1	0	1	0	1	0	0	1	0	0	1	1	0	0	0	1	0	0	0	1	0	1	1	1	0	0	1	1	1	1	0	1	0	0	1	1	0	0	0	1	0	1	0	1	0	1	1	1	0	1	1	0	0	1	0	0	0	1	0	0	1	0	1	500	0
0	1	0	1	0	1	1	0	1	1	1	1	1	0	0	0	1	0	0	0	0	0	1	1	0	0	0	1	1	1	1	0	0	0	0	1	1	0	0	0	1	0	0	0	1	0	1	1	1	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	520	0
0	1	0	1	0	1	1	0	1	0	1	0	1	0	0	0	1	0	0	0	1	0	1	1	0	0	0	1	1	1	1	0	0	0	0	1	1	0	0	0	1	0	0	0	1	0	1	1	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	1	540	0
0	1	0	1	0	1	1	0	1	1	1	1	0	0	0	1	1	0	0	0	1	0	1	1	0	0	0	1	1	1	1	0	0	0	0	1	1	0	0	0	1	0	0	0	1	0	1	1	1	0	1	1	0	0	1	0	0	0	1	0	0	0	0	1	560	0
0	1	0	1	0	1	1	0	1	1	1	0	1	1	1	1	1	0	0	0	1	0	1	1	0	0	0	1	1	0	1	0	1	0	1	1	1	0	0	0	1	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	1	580	0
0	1	1	1	0	1	1	0	1	1	0	1	1	0	1	1	1	0	0	0	1	0	1	1	0	0	0	1	1	1	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	600	0
0	1	0	1	0	1	1	0	0	0	0	0	1	0	1	1	0	1	0	0	1	0	1	1	0	0	0	1	1	0	1	1	1	0	1	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	620	0
0	1	0	1	0	1	1	0	1	1	0	1	1	0	1	1	0	0	0	0	1	0	1	1	0	0	0	1	1	1	1	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	1	640	0
0	1	1	1	0	1	1	0	1	1	0	0	0	1	1	1	0	0	0	0	1	0	1	0	0	0	0	1	1	1	1	1	1	0	1	1	0	0	1	0	1	0	0	1	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	660	0
0	1	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	1	0	1	0	0	1	1	0	1	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	680	0
0	1	0	1	0	1	0	0	1	1	0	1	0	0	1	1	0	1	0	0	1	0	1	0	0	0	0	1	0	1	1	0	1	0	0	1	0	0	1	0	1	0	0	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	700	0
0	1	0	1	0	1	1	0	1	0	0	1	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	1	0	0	1	0	0	1	0	1	0	0	1	0	0	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	720	0
0	1	0	1	0	1	1	0	1	1	1	1	1	0	1	1	0	0	0	0	0	0	1	0	1	0	0	1	1	0	0	0	0	0	0	1	0	0	1	0	1	0	0	1	0	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	740	0
0	1	1	1	0	1	0	0	0	1	1	1	1	0	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	1	0	0	1	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	1	760	0
0	1	1	1	0	1	1	0	0	1	1	0	1	0	0	1	0	1	0	0	1	0	1	0	0	0	0	1	1	0	0	0	1	0	0	1	0	0	1	0	1	0	1	1	0	0	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	780	0
0	1	0	1	0	1	1	1	0	1	0	0	1	0	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	1	1	0	0	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	800	0
0	1	1	1	0	1	1	0	0	1	0	1	1	0	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	1	820	0
0	1	1	1	0	1	0	1	0	1	0	0	1	0	1	1	0	1	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0	1	0	1	840	0
0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	1	0	0	1	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	860	0
0	1	0	1	0	0	1	0	0	1	0	1	1	0	1	1	0	1	0	0	1	0	1	0	0	0	0	1	0	1	0	0	1	0	0	1	0	0	1	0	1	0	0	1	0	0	0	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	1	880	0
0	1	1	1	0	0	1	0	0	0	0	1	1	0	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	1	0	0	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	900	0
0	1	1	1	0	0	1	0	0	1	0	1	1	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	920	0
0	1	0	1	0	0	1	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	940	0
0	1	1	1	0	0	1	0	0	0	1	1	1	0	1	1	0	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	0	1	1	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	960	0
0	1	1	1	0	0	1	0	0	0	0	1	1	0	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	980	0
0	1	1	1	0	0	1	0	0	1	1	1	1	0	0	1	0	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1000	0
0	1	0	1	0	0	1	0	0	1	0	1	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	1	0	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	1	0	1	1020	0
0	1	1	1	0	0	1	0	0	0	0	1	1	0	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	1	1040	0
0	1	0	1	0	0	1	1	0	1	1	1	1	0	1	1	0	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1060	0
0	1	1	1	0	0	0	0	0	1	1	1	1	0	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	1	1080	0
0	1	1	1	0	0	1	1	0	0	1	0	1	0	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	1	0	1	1100	0
0	1	0	1	0	0	0	1	0	1	0	0	0	1	1	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	1	0	0	1	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1
0	1	0	1	0	0	1	0	0	1	0	1	1	0	1	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	1	0	0	1	1	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	1	20	1
0	1	0	1	0	0	1	0	0	1	0	1	1	0	0	1	0	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	0	0	1	0	0	0	1	1	0	0	1	1	0	0	0	0	1	0	0	0	0	1	1	40	1
0	1	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	1	0	1	0	0	0	1	1	1	0	1	1	1	0	1	1	0	1	0	0	0	0	1	1	60	1
0	1	0	1	0	0	1	0	0	1	0	1	0	0	0	1	0	1	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	1	0	0	0	0	1	1	0	1	1	1	0	1	1	0	1	0	0	0	0	1	1	80	1
0	1	0	1	0	0	1	0	0	1	0	1	1	0	0	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	1	0	0	0	1	1	1	0	1	1	1	0	1	0	0	1	0	0	0	0	1	1	100	1
0	1	0	1	0	0	1	0	0	1	0	1	0	0	0	1	0	1	0	0	1	0	1	1	1	0	0	0	1	0	0	0	0	0	0	1	1	0	1	1	1	0	1	0	0	0	0	1	1	0	1	1	1	0	1	1	0	1	0	0	0	0	1	1	120	1
0	1	0	1	0	0	1	0	0	1	0	1	1	0	0	1	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	1	1	0	1	1	1	0	1	0	0	0	1	1	1	0	1	1	1	0	1	0	0	1	0	0	0	0	1	1	140	1
0	1	0	1	0	0	1	1	0	0	0	0	1	0	0	1	0	1	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	1	0	1	1	0	1	1	1	0	1	0	0	0	1	1	1	0	1	1	1	0	1	0	0	1	0	0	0	0	1	1	160	1
0	1	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	1	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	1	0	1	1	1	0	1	0	0	0	1	1	1	0	1	1	1	0	1	0	0	1	0	0	0	0	1	1	180	1
0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	1	0	0	1	1	0	0	0	1	0	0	0	1	0	0	1	1	0	1	1	1	0	1	0	0	0	1	1	1	0	1	0	1	0	1	1	0	1	0	0	0	0	1	1	200	1
0	1	0	1	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0	1	0	0	1	1	0	0	0	0	1	0	0	1	0	0	1	1	0	0	1	1	0	1	0	0	0	1	1	1	0	1	0	1	0	1	0	0	1	0	0	0	0	1	1	220	1
0	1	0	1	0	0	1	1	0	0	0	0	1	0	0	1	0	1	0	0	1	0	1	1	1	0	0	0	0	0	0	0	1	0	0	1	1	0	1	1	1	0	1	0	0	0	1	1	1	0	1	1	1	0	1	0	0	1	0	0	0	0	1	1	240	1
0	1	0	1	0	0	0	0	0	1	0	1	1	0	0	1	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	0	1	0	0	0	1	1	1	0	1	0	1	0	1	0	0	1	0	0	0	0	1	1	260	1
0	1	0	1	0	0	1	0	0	0	0	1	1	0	0	1	0	1	0	0	1	0	1	1	1	1	0	0	1	0	0	0	0	0	0	1	1	0	1	1	1	0	1	0	0	0	1	1	1	0	1	0	1	1	1	0	0	1	0	0	0	0	1	1	280	1
0	1	0	1	0	0	1	0	0	1	0	0	1	1	0	1	0	1	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	0	1	0	0	0	1	1	1	0	1	0	1	1	1	0	0	1	0	0	0	0	1	1	300	1
0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	1	0	0	0	1	1	0	0	1	1	1	1	1	0	0	1	0	0	0	0	1	1	320	1
0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	1	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	1	1	0	1	0	0	0	1	1	0	1	1	0	1	1	1	0	0	1	0	0	0	0	1	1	340	1
1	1	0	1	0	0	1	0	0	0	0	1	1	0	0	1	0	1	0	0	1	0	0	1	1	1	0	0	0	0	1	0	1	1	0	1	1	0	1	1	1	0	1	0	0	0	1	1	0	0	1	1	1	0	1	0	0	1	0	0	0	0	1	1	360	1
0	1	0	1	0	0	1	1	0	0	0	0	1	0	0	1	0	1	0	0	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	1	0	1	1	1	0	1	0	0	0	1	1	0	0	1	0	1	1	1	0	0	1	0	0	0	0	1	1	380	1
0	1	0	1	0	0	0	0	0	1	0	1	1	0	0	1	0	1	0	0	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	1	0	1	1	1	0	1	0	1	0	1	1	1	0	1	1	1	1	1	0	0	1	0	0	0	0	1	1	400	1
0	1	0	1	0	0	0	0	0	0	0	1	1	0	0	1	0	1	0	0	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	0	0	1	0	0	0	1	1	1	0	1	1	1	1	1	0	0	1	0	0	0	0	1	1	420	1
0	1	0	1	0	0	0	0	0	1	0	1	1	0	0	1	0	1	0	0	1	0	0	1	1	1	0	0	1	0	0	0	1	0	0	1	1	0	1	1	1	0	1	0	0	0	1	1	1	0	1	1	1	1	1	0	0	1	0	1	0	0	1	1	440	1
0	1	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	1	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	0	1	0	0	0	1	1	1	0	1	1	1	1	1	0	0	1	0	0	0	0	1	1	460	1
0	1	0	1	0	0	0	0	0	1	0	1	1	0	0	1	0	1	0	0	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	1	0	1	0	0	0	1	1	0	0	1	1	1	1	1	0	0	1	0	0	0	0	1	1	480	1
0	1	0	1	0	0	1	0	0	0	0	1	1	0	0	1	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	1	0	0	0	1	1	1	0	1	0	1	1	1	1	0	1	0	0	0	1	1	1	500	1
0	1	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	0	1	0	0	0	1	1	1	0	1	1	1	1	1	0	0	1	0	0	0	1	1	1	520	1
0	1	0	1	0	0	1	0	0	0	0	1	1	0	0	1	0	1	0	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	1	0	0	0	1	1	1	0	1	1	1	1	1	1	0	1	0	0	0	1	1	1	540	1
0	1	0	1	0	0	1	1	0	1	0	1	1	1	0	1	0	1	0	0	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	1	1	0	1	1	1	0	1	0	0	0	1	1	0	0	1	0	1	1	1	1	0	1	0	0	0	0	1	1	560	1
0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	0	0	0	1	1	1	0	1	0	1	1	1	1	0	1	0	0	0	0	1	1	580	1
0	1	0	1	0	0	1	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	1	1	1	0	1	1	0	0	1	1	1	0	1	0	1	1	1	0	0	1	0	0	0	0	0	1	600	1
0	1	0	1	0	0	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	1	1	1	0	0	1	0	0	1	1	0	0	1	0	1	1	1	0	0	1	0	0	0	0	0	1	620	1
0	1	0	1	0	0	0	0	0	1	0	1	0	0	1	1	0	1	0	0	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	1	0	0	1	1	1	1	1	1	1	1	0	0	0	1	0	0	0	0	0	1	640	1
0	1	0	1	0	0	0	0	0	1	0	1	0	1	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	1	0	0	0	1	1	0	1	0	1	1	0	0	0	1	0	0	0	0	0	1	660	1
0	1	0	1	0	0	1	0	0	1	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	1	0	1	1	1	0	0	0	0	1	0	0	0	1	0	1	680	1
0	1	0	1	0	0	1	0	0	1	1	1	0	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	1	0	0	1	0	0	0	1	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	1	700	1
0	1	0	1	0	0	1	0	0	1	1	1	0	0	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	1	1	1	0	1	0	1	0	0	1	0	1	0	0	0	0	0	1	720	1
0	1	0	1	0	0	1	0	0	1	1	0	0	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	1	740	1
0	1	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	760	1
0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	780	1
0	1	0	1	0	0	0	0	0	1	0	0	1	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	1	0	0	1	0	0	0	1	1	0	1	0	1	0	0	0	0	0	0	1	0	0	0	1	800	1
0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	1	0	0	1	1	0	0	1	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	1	820	1
0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	840	1
0	1	0	1	0	0	1	0	0	1	0	1	1	0	0	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	860	1
0	1	0	1	0	0	1	0	0	1	0	0	0	0	1	1	0	1	0	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	1	0	0	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	880	1
