dicA	ydfD	dicB	alaS	tdh	lrp	yeiL	stpA	malT	dgsA	gadE	ydeO	evgA	gadW	gadX	rutR	nemR	torR	rcsA	csgD	mdtE	mdtF	hdeA	hdeB	yhiD	gadA	gadB	gadC	nemA	gadY	hdeD	slp	dctR	cadA	cadB	osmC	csgG	csgF	csgE	gltD	gltB	gltF	livK	livM	iraP	asnB	yfdX	lon	lysU	ydeP	livH	sdaA	kbl	livJ	livF	malZ	gnd	adrA	ybaT	yegR	ybaS	yneN	pepD	yojI	Time	Experiment
1	0	0	1	1	0	0	0	0	1	1	0	0	1	0	1	1	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	1	1	0	0	0	0	0	1	900	1
1	0	0	1	0	1	1	0	0	1	0	0	0	1	0	1	1	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	1	0	1	0	0	0	0	0	0	1	0	0	1	1	1	1	0	0	0	0	0	1	920	1
1	0	0	1	1	1	1	0	0	1	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	0	0	1	0	0	0	0	0	0	1	1	0	1	1	1	1	0	0	0	0	0	1	940	1
1	0	0	1	1	1	0	0	0	1	0	0	0	1	0	1	1	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	960	1
1	0	0	1	1	1	1	0	0	1	0	0	0	1	0	1	1	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	0	1	0	0	0	0	0	0	1	1	1	0	1	0	1	0	0	0	0	0	0	980	1
1	0	0	1	1	0	1	0	0	1	0	0	0	1	0	1	1	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	0	0	1	0	0	0	0	0	0	1	1	1	0	1	1	1	0	0	0	0	0	0	1000	1
1	0	0	1	1	0	1	0	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1	0	0	1	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	0	0	1	1020	1
1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	0	1	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	1040	1
1	0	0	1	1	0	0	0	0	1	1	0	0	1	0	1	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	1060	1
1	0	0	1	1	1	1	0	0	0	1	0	0	1	0	1	1	1	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0	1	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	1	1080	1
1	0	0	1	0	0	0	0	0	1	0	0	0	1	0	1	1	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0	1100	1
1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	1	1	0	0	0	0	0	0	0	2
1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	1	1	0	1	1	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	1	1	1	1	0	0	0	1	0	1	0	0	1	0	0	0	0	1	1	1	0	0	1	1	0	0	0	0	0	20	2
1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	1	1	0	0	1	1	0	0	0	0	1	1	1	1	1	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	40	2
1	0	0	1	0	0	1	1	0	1	1	0	0	1	0	1	0	0	1	0	0	1	0	1	0	1	1	0	0	1	1	0	0	0	0	0	1	1	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	1	0	0	1	60	2
1	0	0	1	1	0	1	0	0	0	0	1	0	1	0	1	1	0	1	0	0	0	0	1	0	1	1	0	0	1	1	0	1	0	0	0	1	1	0	1	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	80	2
1	0	0	1	1	1	1	0	0	1	1	0	0	1	0	1	1	0	1	0	0	1	1	1	0	1	1	0	0	1	1	0	0	0	0	0	0	1	0	0	1	1	1	0	1	0	0	1	0	0	0	0	1	1	0	0	0	0	1	0	1	0	0	0	100	2
1	0	0	0	1	0	1	0	0	1	1	0	0	0	0	1	1	1	1	0	0	1	1	1	1	1	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	120	2
1	0	0	1	1	0	1	0	0	1	1	0	0	0	0	1	0	1	1	0	0	0	0	1	1	1	1	0	0	1	1	0	1	0	0	1	0	0	0	0	1	1	0	0	1	0	0	1	0	0	0	0	1	1	1	0	1	0	1	0	1	0	1	0	140	2
1	0	0	1	1	1	0	0	0	1	1	0	0	1	0	1	1	0	1	0	0	1	0	1	0	1	1	0	0	1	1	0	1	0	0	1	0	0	0	1	1	1	0	0	1	0	0	1	0	0	0	0	1	0	1	0	1	0	1	0	1	0	1	0	160	2
1	0	0	1	1	0	0	0	0	1	1	0	0	1	0	1	1	0	1	0	0	1	0	1	1	1	1	0	0	1	1	0	1	0	0	0	0	0	0	1	0	1	1	0	1	0	0	1	0	0	0	0	1	0	1	0	0	0	1	0	1	0	1	0	180	2
1	0	0	1	1	1	1	0	0	1	1	0	0	0	0	1	1	0	1	0	0	1	0	1	0	1	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	1	0	0	0	1	0	1	0	1	0	200	2
1	0	0	1	1	1	1	0	0	1	1	0	0	0	0	1	1	0	1	0	0	1	0	1	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0	1	0	0	0	0	1	0	1	0	1	0	1	0	1	0	1	0	220	2
1	0	0	1	0	1	0	0	0	1	0	1	0	0	0	1	1	0	1	0	0	1	0	1	1	0	1	0	0	1	1	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	1	0	1	0	1	0	240	2
1	0	0	1	1	0	0	0	0	1	1	0	0	1	0	1	1	0	1	0	0	1	0	1	0	1	1	0	0	1	1	0	1	0	0	1	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	1	0	1	0	1	0	260	2
1	0	0	0	1	0	1	0	0	0	1	0	0	1	0	1	1	0	1	0	0	1	0	1	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	1	0	1	0	1	1	280	2
1	0	0	1	1	0	0	0	0	1	0	0	0	1	0	1	1	0	1	0	0	1	0	1	0	1	1	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	1	0	1	0	1	0	300	2
1	0	0	1	1	0	0	0	0	1	0	0	0	1	0	1	1	0	1	0	0	0	0	1	0	1	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	1	1	1	0	1	0	320	2
1	0	0	1	0	0	0	0	0	1	0	0	0	1	0	1	1	0	1	0	0	1	0	1	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	1	0	1	0	1	0	340	2
1	0	0	1	0	0	0	0	0	1	0	0	0	1	0	1	1	0	1	0	0	1	0	1	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	1	0	1	0	360	2
1	0	0	1	1	0	1	0	0	1	1	0	0	1	0	1	1	0	1	0	0	1	0	1	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	1	0	1	0	1	0	380	2
1	0	0	1	1	0	1	0	0	0	0	0	0	1	0	1	1	0	1	0	0	1	0	1	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	1	0	1	0	1	0	400	2
1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	1	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	1	1	1	1	0	1	0	1	0	1	0	420	2
1	0	0	1	1	0	1	0	0	0	1	0	0	1	0	1	1	0	1	0	0	0	0	1	0	1	1	0	0	1	1	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	1	0	1	1	1	0	1	1	440	2
1	0	0	1	1	1	0	0	0	1	1	0	0	0	0	1	1	0	1	0	0	1	0	1	0	1	1	0	0	1	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	1	1	1	0	1	0	1	0	1	0	460	2
1	0	0	1	1	1	0	0	0	1	0	0	0	1	0	1	1	0	1	0	0	0	1	1	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	1	0	1	0	1	0	480	2
1	0	0	1	1	1	0	0	0	1	0	0	0	1	0	1	1	0	1	0	0	1	0	1	0	1	1	0	0	1	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	1	0	1	0	1	0	500	2
1	0	0	1	1	1	1	0	0	0	1	0	0	1	0	1	1	0	1	0	0	1	0	1	0	1	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0	1	0	1	0	1	1	520	2
1	0	0	1	0	0	0	0	0	1	0	0	0	1	0	1	1	0	1	0	0	0	0	1	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	1	0	1	0	540	2
1	0	0	1	1	1	1	0	0	1	0	0	0	1	0	1	1	0	1	0	0	0	0	1	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	1	0	1	0	1	1	560	2
1	0	0	1	1	0	1	0	0	1	0	0	0	1	0	1	0	1	1	0	0	0	0	1	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	0	0	1	0	0	0	1	0	580	2
1	0	0	1	1	1	1	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	1	0	600	2
1	0	0	1	1	0	0	0	0	1	0	0	0	1	0	1	1	0	1	0	0	0	0	1	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	620	2
1	0	0	1	1	0	0	0	0	1	0	0	0	1	0	1	1	1	1	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	1	0	640	2
1	0	0	1	1	1	0	0	0	1	0	0	0	1	0	1	1	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	660	2
1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	1	1	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	1	680	2
1	0	0	1	1	1	0	1	0	1	0	0	0	1	0	1	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	700	2
1	0	0	1	0	1	0	0	0	1	1	0	0	1	0	1	1	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	1	1	720	2
1	0	0	1	1	1	0	0	0	1	1	0	0	1	0	1	1	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	740	2
1	0	0	1	1	1	0	0	0	1	0	0	0	1	0	1	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	1	1	0	1	0	1	0	0	0	0	0	1	0	760	2
1	0	0	1	1	0	1	0	0	1	0	0	0	1	0	1	1	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	1	0	780	2
1	0	0	1	1	0	0	0	0	1	0	0	0	1	0	1	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	800	2
1	0	0	1	1	1	0	0	0	1	0	0	0	1	0	1	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	1	0	820	2
1	0	0	1	1	0	0	0	0	1	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	1	1	840	2
1	0	0	1	1	1	0	0	0	1	1	0	0	1	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1	0	860	2
1	0	0	1	1	1	0	0	0	1	0	0	0	0	0	1	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1	0	880	2
1	0	0	1	1	0	0	0	0	1	0	0	0	1	0	1	1	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	1	1	900	2
1	0	0	1	1	1	0	0	0	1	0	0	0	1	0	1	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	920	2
1	0	0	1	0	0	0	0	0	1	0	0	0	1	0	1	1	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	940	2
1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	960	2
1	0	0	1	1	0	0	0	0	1	0	0	0	1	0	1	1	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1	0	980	2
1	0	0	1	0	0	0	0	0	1	1	0	0	1	0	1	1	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	1000	2
1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	1020	2
1	0	0	1	1	1	0	0	0	1	0	0	0	1	0	1	1	1	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	1040	2
1	0	0	1	1	1	0	0	0	1	1	0	0	1	0	1	1	0	1	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1060	2
1	0	0	1	1	0	0	0	0	1	0	0	0	1	0	1	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	1080	2
1	0	0	1	1	1	1	0	0	1	1	0	0	0	0	1	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1100	2
1	0	0	1	0	1	0	0	0	1	0	0	0	1	0	1	1	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	3
1	0	0	1	1	0	0	1	0	1	1	0	0	1	0	1	1	1	0	1	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	1	1	0	0	1	0	0	20	3
1	0	0	1	1	0	1	0	0	0	1	1	0	0	0	1	1	1	0	1	0	0	0	0	1	1	0	1	0	0	0	0	1	0	0	1	1	0	0	1	1	1	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	1	1	0	0	1	0	0	40	3
1	0	0	1	1	0	1	0	0	1	1	1	1	0	0	1	0	0	0	1	0	1	0	0	1	1	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	0	1	1	1	1	1	0	0	1	0	0	60	3
1	0	0	1	1	1	1	0	0	0	0	1	1	0	0	1	0	0	0	1	0	1	0	0	1	1	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	1	1	1	1	0	0	1	0	0	80	3
1	0	0	1	0	0	1	0	0	1	0	1	1	1	0	1	1	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	1	0	1	1	0	0	0	1	1	0	0	1	0	0	0	0	1	0	1	1	0	0	1	1	1	1	1	0	1	0	0	100	3
1	0	0	1	1	0	1	0	0	1	1	1	1	1	0	1	1	0	0	1	0	1	0	0	1	1	0	1	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	1	1	1	1	1	0	1	0	0	120	3
1	0	0	1	1	0	1	0	0	1	1	1	1	1	0	1	1	0	0	1	0	1	0	0	1	1	0	1	0	0	0	0	1	1	0	1	1	0	0	0	1	1	0	0	1	1	0	0	0	1	0	0	1	0	0	1	0	1	1	1	0	1	0	0	140	3
1	0	0	1	1	0	1	0	0	1	1	1	1	1	0	1	1	1	0	1	1	1	0	0	1	1	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	1	0	0	1	1	1	0	0	1	0	1	1	0	0	1	1	1	1	1	0	1	0	0	160	3
1	0	0	1	1	0	0	0	0	1	1	1	1	1	0	1	0	0	0	1	1	1	0	0	1	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	1	1	0	0	1	0	1	0	0	0	0	1	1	1	1	0	1	0	0	180	3
1	0	0	1	1	0	0	0	0	1	0	1	1	0	0	1	1	1	0	1	1	1	0	0	1	1	0	1	0	0	0	0	0	1	0	0	1	0	0	1	1	1	0	0	1	1	1	0	0	1	0	1	1	0	0	1	0	1	1	1	0	1	0	0	200	3
1	0	0	1	1	0	0	0	0	1	0	1	1	0	0	1	0	1	0	1	1	1	0	0	1	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	1	0	0	0	0	1	1	1	0	1	0	0	220	3
1	0	0	1	0	1	0	0	0	0	1	1	1	1	0	1	0	0	0	1	1	1	0	0	1	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	1	1	0	0	1	0	1	1	0	0	1	0	1	1	1	0	1	0	0	240	3
1	0	0	1	1	1	0	0	0	1	1	1	1	0	0	1	0	0	0	1	1	1	0	0	1	1	0	1	0	0	0	0	0	1	0	1	1	0	0	0	1	1	0	0	1	1	1	0	0	1	0	0	0	0	0	1	0	1	1	1	0	1	0	1	260	3
1	0	0	1	1	1	0	0	0	1	0	1	1	1	0	1	1	0	0	1	1	1	0	0	1	1	0	1	0	0	0	0	0	1	0	0	1	0	0	1	1	0	0	0	1	1	1	0	0	1	0	0	0	0	0	1	0	1	1	1	0	1	0	0	280	3
1	0	0	1	1	1	0	0	0	1	0	1	1	1	0	1	1	1	0	1	1	1	1	0	1	1	0	1	0	0	0	0	1	1	0	1	1	0	0	1	1	1	0	0	1	1	1	0	0	1	0	1	0	0	0	1	1	1	1	1	0	1	0	0	300	3
1	0	0	1	1	1	0	0	0	1	0	1	1	1	0	1	1	0	0	1	1	1	0	0	1	1	0	1	0	0	0	0	1	1	0	1	1	0	0	1	0	1	0	0	1	1	1	0	0	1	0	0	1	0	0	0	0	1	1	1	0	1	0	0	320	3
1	0	0	1	1	0	1	0	0	0	1	1	1	0	0	1	1	1	0	1	1	1	0	0	1	1	0	1	0	0	0	0	1	1	0	1	1	0	0	1	0	1	0	0	1	1	1	0	0	1	0	0	1	0	0	0	0	1	1	1	0	1	0	0	340	3
1	0	0	1	1	1	0	0	0	1	1	1	1	0	0	1	1	0	0	1	1	1	0	0	1	1	0	1	0	0	0	0	0	1	0	1	1	0	0	1	0	1	0	0	1	1	1	0	0	1	0	0	1	0	0	0	1	1	1	1	0	1	0	0	360	3
1	0	0	1	0	1	1	0	0	1	1	1	1	1	0	1	1	0	0	1	1	0	0	0	1	1	0	1	0	0	0	0	0	1	0	0	1	0	0	1	1	0	0	0	1	1	1	0	0	1	0	0	1	0	0	0	1	1	1	1	0	1	0	0	380	3
1	0	0	1	0	0	0	0	0	1	0	1	1	1	0	1	1	0	0	1	1	1	0	0	1	1	0	1	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	1	1	1	0	0	1	0	0	1	0	0	1	0	1	1	1	0	1	0	1	400	3
1	0	0	1	1	0	1	0	0	1	0	1	1	0	0	1	1	0	0	1	1	1	0	0	1	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	1	0	1	0	0	0	0	1	1	1	1	0	1	0	0	420	3
1	0	0	1	1	0	0	0	0	1	0	1	1	0	0	1	1	0	0	1	1	1	0	0	1	1	0	1	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	1	1	1	0	1	0	0	440	3
1	0	0	1	1	0	1	0	0	1	0	1	1	1	0	1	1	0	0	1	1	1	0	0	1	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	1	1	0	0	1	1	1	0	0	1	0	1	0	0	0	1	0	1	1	1	0	1	0	0	460	3
1	0	0	1	1	1	0	0	0	1	0	1	1	0	0	1	1	1	0	1	1	0	0	0	1	1	0	1	0	0	0	0	1	1	0	0	1	0	0	0	1	1	0	0	1	1	1	0	0	1	0	0	1	0	0	1	0	1	1	1	0	1	0	0	480	3
1	0	0	1	1	0	0	0	0	1	0	1	1	1	0	1	1	1	0	1	1	0	0	1	1	1	0	1	0	0	0	0	1	1	0	0	1	0	0	1	1	1	0	0	1	1	1	0	0	1	0	1	0	0	0	0	0	1	1	1	0	1	0	0	500	3
1	0	0	1	1	0	1	0	0	1	1	1	1	1	0	1	1	0	0	1	1	1	1	0	1	1	0	1	0	0	0	0	0	1	0	0	1	0	0	1	1	0	0	0	1	1	1	0	0	1	0	1	1	0	0	0	1	1	1	1	0	1	0	0	520	3
1	0	0	1	0	1	0	0	0	1	0	1	1	1	0	1	1	0	0	1	1	1	0	0	1	1	0	1	0	0	0	0	1	1	0	1	1	0	0	1	1	0	0	0	1	1	1	0	0	1	0	0	1	0	0	1	1	1	1	1	0	1	0	0	540	3
1	0	0	1	0	1	1	0	0	1	0	1	1	1	0	1	1	0	0	1	1	1	1	0	1	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	1	1	0	0	1	0	1	0	0	0	1	0	1	1	1	0	1	0	0	560	3
1	0	0	1	1	0	1	0	0	1	0	1	1	1	0	1	1	0	0	1	1	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	1	0	1	1	1	0	0	0	1	1	1	0	1	0	0	580	3
1	0	0	1	0	1	0	0	0	1	0	1	1	0	0	1	1	1	0	1	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	1	0	1	0	0	1	0	1	1	0	1	1	1	1	1	1	0	1	0	0	600	3
1	0	0	1	1	1	0	0	0	0	0	1	1	1	0	1	0	0	0	1	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	1	0	1	0	0	1	0	1	0	0	1	0	0	1	0	1	0	1	0	0	620	3
1	0	0	1	0	0	0	0	0	1	0	1	1	1	0	1	0	0	0	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	0	0	1	0	1	0	0	1	0	1	1	0	1	0	0	1	0	1	0	1	0	0	640	3
1	0	0	1	1	0	0	0	0	1	0	1	1	1	0	1	1	1	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	0	1	0	1	0	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	0	660	3
1	0	0	1	1	0	0	0	0	1	1	1	1	1	0	1	1	1	0	1	1	1	0	1	0	1	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	0	1	0	1	0	0	1	0	1	0	0	0	0	0	1	0	1	0	1	0	0	680	3
1	0	0	1	0	0	0	0	0	1	1	1	1	1	0	1	1	1	0	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1	0	1	0	1	0	0	1	0	1	0	0	0	1	0	1	0	1	0	1	0	0	700	3
