"Time"	betI	arcA	lldR	xylR	gadX	torR	rutR	gadW	nemR	gadE	ydeO	evgA	rcsA	csgD	rcsB	rstA	ompR	bolA	phoP	treR	mdtE	mdtF	csgE	csgG	csgF	gadA	hdeA	yhiD	hdeB	rutF	rutE	rutA	rutG	rutD	rutB	rutC	gadC	cadA	gadB	fadL	cadB	sra	wza	wcaA	wzb	wzc	osmB	nemA	lldP	wcaB	betA	betB	lldD	rprA	bdm	betT	gadY	treB	hdeD	slp	treC	dctR	yjbE	yjbF
180	0,0154557	0,8154972	0,3323253	0,2561842	0,6744868	0,3673330	0,2135832	0,4334741	0,4932499	0,6554588	0,6214656	0,6194370	0,8284054	0,0236159	0,6597023	0,4980771	0,6345034	0,1717164	0,4596229	0,3625306	0,5958198	0,5795668	0,2984244	0,1908946	0,0073638	0,5792054	0,5885055	0,0385446	0,5990234	0,5602552	0,5360303	0,5245900	0,4823201	0,6528745	0,6941022	0,7367304	0,3026254	0,1434174	0,6607354	0,2051652	0,6804487	0,7065538	0,3581799	0,1624858	0,7378510	0,5990490	0,6069486	0,7520868	0,3268967	0,3657748	0,0987645	0,2939716	0,2288320	0,6515871	0,4846957	0,3629685	0,5984128	0,3566541	0,5319620	0,4050774	0,1616869	0,3777889	0,7120448	0,6645552
200	0,0071330	0,6797782	0,3414660	0,2659312	0,6860064	0,4410286	0,1557438	0,3815920	0,4121912	0,7135616	0,5662754	0,6424779	0,8291980	0,0281837	0,5442531	0,6312835	0,6742785	0,2557346	0,3663370	0,4710498	0,6768676	0,5687532	0,4753273	0,1799490	0,0148596	0,3595609	0,5616535	0,0593372	0,5599726	0,6119139	0,5641147	0,4891646	0,4617076	0,7013376	0,5727881	0,7186626	0,2091061	0,2052160	0,6020392	0,1148894	0,5587575	0,6670920	0,3854748	0,2124857	0,6321395	0,5257654	0,7234495	0,8155032	0,3587458	0,2985742	0,1774425	0,3291922	0,1925702	0,5860720	0,3874023	0,4618499	0,5665444	0,3555164	0,6505166	0,4185157	0,1384568	0,3574099	0,6535730	0,7453518
220	0,0021812	0,5504522	0,3575642	0,2688815	0,6435887	0,4261673	0,1660054	0,3375743	0,4823113	0,6725375	0,5522951	0,7084637	0,8069837	0,0520596	0,6317981	0,7037845	0,5854868	0,2054785	0,3995609	0,3924244	0,5221298	0,5809403	0,3160079	0,2580111	0,0078414	0,4417410	0,5931294	0,0266344	0,4746730	0,6858118	0,6661536	0,5556901	0,4613002	0,8011039	0,7005645	0,7439730	0,3599542	0,1429262	0,5381597	0,2080733	0,6234858	0,6123611	0,4002459	0,2424556	0,5940059	0,5825606	0,6234697	0,7972538	0,3624740	0,3947649	0,1557373	0,2847621	0,2056376	0,6353546	0,3629337	0,4816970	0,6359838	0,3422205	0,6251153	0,3921870	0,1798229	0,2636152	0,7682967	0,6839977
240	0,0019092	0,7276520	0,4522888	0,3433075	0,6600726	0,3802358	0,2257048	0,4114898	0,4600647	0,7461848	0,6306792	0,6027838	0,6271343	0,0199351	0,7033477	0,5875998	0,7254850	0,2438370	0,4692844	0,3799752	0,6050997	0,5993419	0,4149874	0,1672564	0,0144961	0,4761519	0,4932026	0,0390773	0,4848233	0,6904185	0,6005567	0,5342627	0,6235335	0,6288291	0,5320044	0,6281130	0,2516695	0,1810827	0,6225715	0,1888426	0,4739197	0,6410214	0,3998077	0,1818978	0,6038667	0,5622956	0,7912951	0,7570733	0,3524814	0,4660212	0,1182972	0,2314243	0,1406792	0,6772753	0,4874843	0,4693801	0,8509454	0,3784299	0,7102553	0,3245024	0,2521631	0,2411687	0,6890705	0,6214467
260	0,0016176	0,7403246	0,3730107	0,4236460	0,6972760	0,3185717	0,2457796	0,4269067	0,5169264	0,5636062	0,5240379	0,6376245	0,7218380	0,0151637	0,7007670	0,6817319	0,7318327	0,1898687	0,4804495	0,4888231	0,6653323	0,5465222	0,3605508	0,1755042	0,0090565	0,5136030	0,6072709	0,0217992	0,4710575	0,5992994	0,6466934	0,5127719	0,4437486	0,6298311	0,5611824	0,5940769	0,2760384	0,1715789	0,6679158	0,1813592	0,5874428	0,6940898	0,4266884	0,2703791	0,7486822	0,6757315	0,6600830	0,7178197	0,2977044	0,4274930	0,1372093	0,2440683	0,1424024	0,7620716	0,4114855	0,5692550	0,5602491	0,4010729	0,6484780	0,3620600	0,2263767	0,3080757	0,7047571	0,7663080
280	0,0019050	0,6657189	0,5247367	0,2999283	0,6452508	0,3688174	0,1756350	0,3828261	0,5177038	0,5727421	0,5817107	0,5592432	0,8740478	0,0155986	0,6453241	0,6192448	0,7220608	0,1595412	0,5388030	0,4477389	0,7615644	0,5256522	0,3863971	0,2463949	0,0177777	0,5705090	0,5377792	0,0439323	0,4926965	0,5855844	0,6743590	0,5621600	0,5043993	0,6572343	0,6499613	0,6142044	0,3461161	0,1347118	0,6287645	0,1626427	0,5769945	0,5848727	0,5179640	0,2106290	0,6177275	0,4871369	0,8154459	0,6786893	0,3966298	0,4165922	0,1918061	0,2496297	0,1479481	0,9123616	0,3238397	0,5196974	0,6802067	0,4693605	0,7924171	0,4168221	0,2215407	0,3820683	0,6822044	0,7805172
300	0,0006675	0,7480428	0,3279170	0,3292999	0,7569482	0,3579569	0,1920721	0,3938611	0,4817681	0,6770417	0,6328093	0,6265520	0,8109250	0,0382216	0,6706037	0,5702001	0,7260501	0,1430321	0,3527421	0,4185022	0,8058601	0,4971736	0,3885918	0,1749213	0,0131309	0,4846192	0,6256700	0,0301358	0,4942339	0,5904561	0,4768810	0,6281589	0,5948808	0,7249162	0,5601132	0,7235385	0,2838414	0,1707359	0,7207540	0,1460460	0,4884695	0,5272230	0,3865699	0,1976340	0,5923234	0,6083600	0,7179959	0,7917988	0,3576052	0,3921223	0,1305226	0,2211905	0,1807225	0,7025931	0,3724759	0,6401310	0,6461691	0,4417558	0,6120922	0,4668655	0,1758565	0,3425095	0,8065632	0,7276319
320	0,0000000	0,6367034	0,3319971	0,2961211	0,7647635	0,4671104	0,1896416	0,4519538	0,4261131	0,5206101	0,7922710	0,7095471	0,6008073	0,0369096	0,7010061	0,6216300	0,7072289	0,2005992	0,4544288	0,3129036	0,7485034	0,6077678	0,3975397	0,2442474	0,0155147	0,5862226	0,6746919	0,0069995	0,4117806	0,5867477	0,5337462	0,5904195	0,6397442	0,7147250	0,6558929	0,7089459	0,3004886	0,1381315	0,6697736	0,1336541	0,5133579	0,6278054	0,4745993	0,2682583	0,6987760	0,6945258	0,8484562	0,7861678	0,4119779	0,4667776	0,2266040	0,2690443	0,1306019	0,7725388	0,4604203	0,6625977	0,7307064	0,5234760	0,6549552	0,4046955	0,2491638	0,3544541	0,6280577	0,6370945
340	0,0001001	0,7483565	0,3323894	0,2802449	0,8443105	0,3434286	0,2014175	0,3313359	0,4574770	0,5585244	0,7933327	0,6794799	0,7101535	0,0287991	0,5528748	0,6820685	0,6850820	0,1895485	0,5257868	0,4170203	0,6900728	0,5972886	0,3428086	0,1869617	0,0195733	0,5074621	0,4472563	0,0255596	0,6272799	0,5470483	0,4967896	0,5530850	0,5510672	0,7339802	0,6129212	0,7186351	0,2395483	0,1424546	0,7258066	0,1864545	0,5199927	0,5381986	0,5591106	0,2516833	0,6263828	0,5586245	0,7439146	0,8527046	0,3686104	0,5117210	0,3175032	0,3092151	0,1201960	0,8080507	0,4380191	0,7029957	0,6956498	0,4819289	0,5928095	0,3675271	0,1848133	0,3856327	0,7243927	0,6294037
360	0,0000104	0,5811764	0,3164318	0,3863203	0,7876107	0,4045941	0,1782777	0,4446599	0,4259106	0,6373247	0,7382477	0,6497480	0,6249783	0,0277738	0,7903677	0,9356968	0,6362415	0,2199066	0,4524317	0,4075439	0,8189630	0,6500337	0,3251162	0,2096845	0,0162279	0,4559403	0,5625045	0,0121742	0,5424606	0,4760320	0,6929265	0,5793476	0,5917500	0,6128785	0,6918351	0,6902039	0,3544632	0,1083261	0,6551560	0,1992962	0,5293172	0,5713951	0,5133965	0,2194234	0,6303745	0,5156324	0,6271122	0,6960709	0,4088544	0,4097269	0,4317566	0,3104865	0,1493551	0,7899519	0,4014748	0,6433660	0,5141881	0,3952704	0,5399824	0,4109398	0,1936889	0,3877844	0,8178394	0,6136483
380	0,0000866	0,6597022	0,2568961	0,2603497	0,6086155	0,4375755	0,2163020	0,3494037	0,4996285	0,6274283	0,7153643	0,6354734	0,6993743	0,0096165	0,5930291	0,6512647	0,6150897	0,2214772	0,4491016	0,4942957	0,7866048	0,5955779	0,3157202	0,1867557	0,0375377	0,4738610	0,5615739	0,0212758	0,5844117	0,5189043	0,5387204	0,4687769	0,5522096	0,7555924	0,6847732	0,6227840	0,3130180	0,1494846	0,6592648	0,1695977	0,4700112	0,6951287	0,3964906	0,3303869	0,7366506	0,5675931	0,5491866	0,6843623	0,4729681	0,4655408	0,4963555	0,3268187	0,1727459	0,7465957	0,4392808	0,5572938	0,6852339	0,4365014	0,6574672	0,4425910	0,1153464	0,3022497	0,6481683	0,6645628
400	0,0005519	0,7524805	0,2933966	0,2748336	0,6373734	0,4051523	0,2484870	0,3936759	0,5279364	0,7219145	0,6226778	0,6806888	0,7481001	0,0279340	0,6429727	0,7197982	0,5713838	0,1877014	0,3657827	0,4094819	0,7807303	0,6784323	0,4803784	0,2056333	0,0461074	0,4201543	0,6199700	0,0156173	0,5962247	0,5304369	0,5438904	0,6002911	0,4547676	0,6541996	0,6391319	0,5271987	0,3222267	0,1351938	0,7210161	0,1178246	0,5466788	0,6077273	0,5478405	0,3083424	0,6901968	0,5675349	0,6902070	0,7553812	0,3450002	0,4139713	0,4774647	0,3637223	0,2348619	0,6267774	0,3469773	0,5476650	0,7343161	0,4263301	0,6434081	0,4550716	0,1333549	0,4326172	0,7969020	0,6450309
420	0,0032697	0,8133119	0,3497896	0,3153705	0,8294832	0,3484775	0,1935144	0,3631876	0,4900554	0,6251662	0,6373357	0,6852182	0,7077146	0,0131157	0,5841256	0,6569561	0,7268103	0,1861906	0,4097319	0,3898287	0,7084056	0,7533410	0,3735465	0,2061143	0,0410497	0,4062877	0,6787397	0,0243707	0,5861238	0,5849420	0,6679611	0,4874571	0,5752251	0,7208451	0,6803251	0,6567774	0,2298996	0,1729106	0,7220452	0,1638759	0,5874197	0,6569594	0,6613452	0,2105041	0,7609345	0,4638279	0,6943526	0,7706560	0,3653120	0,4122619	0,4708411	0,3499832	0,2320238	0,6379816	0,4319309	0,5750049	0,5913184	0,4423068	0,6286261	0,3913696	0,1312929	0,3192705	0,8303493	0,5337293
440	0,0007768	0,7684090	0,3638737	0,3746452	0,7520970	0,4515211	0,2119553	0,4808376	0,5869674	0,7289438	0,6908134	0,7559823	0,6990765	0,0156760	0,6171890	0,7037553	0,6801792	0,2118918	0,4525584	0,4643924	0,6642823	0,5637340	0,4388200	0,2204870	0,0279728	0,4654615	0,6255203	0,0361072	0,5440135	0,6410718	0,6840326	0,6103972	0,4898852	0,6561184	0,6938956	0,6788989	0,2891568	0,1330207	0,6205505	0,1383631	0,7101067	0,7461782	0,4750839	0,2856508	0,6190102	0,5335234	0,7276967	0,6951076	0,4082818	0,4566454	0,3095647	0,3161996	0,1892516	0,6015872	0,4706171	0,6548192	0,7983434	0,3166722	0,5784995	0,4132603	0,2490692	0,4286633	0,7655895	0,6612382
460	0,0005112	0,7580540	0,3064369	0,3329674	0,7453131	0,3484952	0,1521513	0,3944062	0,5899313	0,6027832	0,6986555	0,8404084	0,7733085	0,0143599	0,6367612	0,7141042	0,8028699	0,1532258	0,4752353	0,4870930	0,6173818	0,6153837	0,3709941	0,2571889	0,0130257	0,5176391	0,5426776	0,0617955	0,6613755	0,5029974	0,6660504	0,6096259	0,5908379	0,5813464	0,6619109	0,6930134	0,2732183	0,1949503	0,6240914	0,2297987	0,5894161	0,5843008	0,5087968	0,1763881	0,5669514	0,5770270	0,6237049	0,8780259	0,3468322	0,6691628	0,2568303	0,2150362	0,1790440	0,7923194	0,4235789	0,6227920	0,7066182	0,4540795	0,6740917	0,4017696	0,1458270	0,4482256	0,6408900	0,5653326
480	0,0003589	0,7787895	0,3406751	0,2695140	0,4982525	0,4342860	0,2121309	0,3690687	0,5014934	0,5633126	0,5300106	0,7362614	0,5777199	0,0116149	0,6517786	0,6883503	0,6968959	0,1454687	0,5939916	0,4853216	0,7433333	0,6846096	0,4147516	0,1726018	0,0246362	0,5553527	0,5860471	0,0430382	0,5539519	0,6244556	0,6906893	0,5442799	0,5166282	0,6075923	0,8705134	0,7482254	0,2536202	0,2034806	0,5606530	0,1608055	0,5291381	0,6224138	0,4748932	0,2334408	0,7208755	0,5426410	0,8294225	0,8856887	0,3294477	0,4451583	0,2045085	0,2319224	0,2234148	0,7965710	0,4399182	0,6168061	0,6666660	0,4253664	0,5010179	0,4276038	0,2892144	0,4399092	0,6578052	0,5354993
500	0,0009177	0,7953823	0,2728720	0,3294017	0,6826766	0,4358833	0,2016171	0,4787255	0,5383184	0,6474566	0,5839076	0,6163288	0,5783665	0,0189580	0,5145571	0,7742267	0,7234578	0,1588358	0,5033509	0,5136209	0,6821199	0,4934602	0,3637846	0,1953633	0,0124201	0,4916939	0,5695484	0,0731286	0,5302279	0,7107625	0,5946400	0,5118567	0,4678064	0,7822190	0,6825271	0,6415588	0,2747977	0,1763998	0,7634176	0,1546708	0,5837280	0,5341354	0,5181455	0,1880866	0,6857602	0,5854990	0,8530453	0,7789143	0,2384865	0,4757703	0,2142810	0,2507482	0,2354647	0,7964686	0,5256684	0,6993129	0,6270193	0,3620139	0,5669061	0,4646848	0,1620973	0,3517694	0,7644084	0,4854341
520	0,0000000	0,7156084	0,3266241	0,3449806	0,6984603	0,4461711	0,1774901	0,3337740	0,4411192	0,6138321	0,6773119	0,7605058	0,6560381	0,0093744	0,6027452	0,6458841	0,6205634	0,1912431	0,4878181	0,4278260	0,5701508	0,5155054	0,3827453	0,2175962	0,0071085	0,4104125	0,5010146	0,0223472	0,6869593	0,5921459	0,6473708	0,5241986	0,6149039	0,6330384	0,7703694	0,7005038	0,2724309	0,1507761	0,5938123	0,1181157	0,5853955	0,5050871	0,5424208	0,1849483	0,5382305	0,6538948	0,7971420	0,7718575	0,3190015	0,4486427	0,2447452	0,2959323	0,2420531	0,8485013	0,4454672	0,6904512	0,5275732	0,3717576	0,5467319	0,4351680	0,1805534	0,3256340	0,7267774	0,5732254
540	0,0001159	0,7247331	0,2975097	0,2814361	0,6088324	0,3622141	0,1523489	0,4077726	0,4544970	0,6615042	0,7404873	0,6998371	0,5846912	0,0301666	0,6945355	0,7639940	0,7012022	0,1804002	0,4633034	0,4255551	0,6643578	0,4958542	0,3470003	0,1837659	0,0383409	0,4538291	0,5378558	0,0233264	0,6462466	0,4961077	0,6893413	0,6426535	0,5325689	0,6413383	0,7270343	0,6395299	0,2177555	0,2649308	0,6051909	0,1355022	0,4667966	0,6035459	0,3896845	0,2202723	0,6898564	0,5747291	0,7569691	0,7210769	0,3082120	0,4104942	0,2594387	0,3026788	0,2321798	0,7879340	0,4410595	0,7003147	0,5819496	0,3491697	0,6380264	0,4746818	0,1854921	0,3712263	0,6948306	0,6515482
560	0,0006713	0,6697316	0,2308921	0,2689069	0,6762618	0,3726870	0,1587682	0,3744110	0,4910270	0,5646877	0,6829586	0,7587119	0,8701932	0,0309096	0,6093496	0,7243259	0,7729378	0,1410627	0,4941626	0,3798356	0,7064919	0,6512486	0,3898852	0,2283819	0,0349031	0,5543200	0,6041582	0,0194196	0,6474641	0,5559715	0,7273437	0,6273094	0,5258695	0,7420033	0,7149762	0,6066544	0,1656174	0,1929862	0,4549368	0,1694030	0,5155953	0,6043004	0,4536750	0,2764790	0,5850028	0,5638136	0,6958645	0,7402615	0,3664585	0,3973059	0,3012193	0,2730892	0,2488230	0,7217306	0,3330060	0,7425841	0,7025881	0,4728853	0,5263310	0,5065332	0,1498329	0,3620801	0,8010604	0,7336078
580	0,0178820	0,7046946	0,3077511	0,3159739	0,7465113	0,4057869	0,2387876	0,3858668	0,4833829	0,5672773	0,7204995	0,7234396	0,7428372	0,0344967	0,4902472	0,8865607	0,7957684	0,1801567	0,5020064	0,4914344	0,6813638	0,5013858	0,3533549	0,1596187	0,0459325	0,3936829	0,6101068	0,0457516	0,5498953	0,6487694	0,7343513	0,5771464	0,5393852	0,6388100	0,6980356	0,5809732	0,2994477	0,1035806	0,6415420	0,1784689	0,5754775	0,5712509	0,5010162	0,3103147	0,8735205	0,5631728	0,6663458	0,6958028	0,3701552	0,3966829	0,2264530	0,2773246	0,2608215	0,6687339	0,4136377	0,7468701	0,5491921	0,4150221	0,6242019	0,3972806	0,2075610	0,2743954	0,6747052	0,6033509
600	0,0534689	0,6639338	0,2918018	0,3873482	0,8035453	0,4581751	0,2017964	0,3641189	0,4314700	0,5791268	0,5343508	0,7179651	0,6418398	0,0499678	0,6809858	0,7188562	0,7911394	0,1650334	0,5113251	0,3922791	0,5894339	0,6231303	0,3656258	0,2100402	0,0273813	0,4574002	0,4817364	0,0463995	0,6088347	0,5683943	0,7241764	0,4475136	0,6181773	0,7373762	0,6564246	0,6270961	0,2369572	0,1872870	0,7370963	0,1801838	0,5518531	0,5995210	0,3977386	0,2320889	0,8752868	0,5957670	0,6234497	0,6625614	0,4509936	0,5216396	0,2738540	0,2951107	0,2270166	0,7634321	0,3347531	0,5914958	0,6841227	0,4771984	0,6306925	0,3977999	0,1660025	0,2613098	0,6993539	0,6253623
620	0,1115505	0,6458368	0,2569775	0,3091771	0,9193371	0,4243947	0,2581012	0,3466796	0,4488509	0,4775723	0,6308467	0,7129865	0,6729768	0,0636139	0,7379149	0,5676761	0,7234222	0,1160124	0,4244821	0,3999783	0,6757242	0,4992329	0,3250997	0,2730647	0,0496606	0,3894061	0,6344218	0,0488812	0,5622245	0,5500243	0,7377771	0,4769922	0,5965685	0,7265650	0,6061263	0,6873532	0,2636802	0,1868660	0,6189174	0,1808273	0,5791920	0,5885063	0,3768858	0,3138585	0,5804794	0,5195462	0,7497976	0,8009394	0,3334944	0,4726927	0,2145795	0,1870811	0,2501276	0,6032925	0,3307921	0,5743396	0,6091144	0,4111653	0,6032571	0,4679838	0,1115825	0,3232456	0,5750997	0,6827821
640	0,1240261	0,7486314	0,2598095	0,2791254	0,8777924	0,4595549	0,2861693	0,3482024	0,3948954	0,4899573	0,7129092	0,6852647	0,7353684	0,0271465	0,6500135	0,7525911	0,6691421	0,1791224	0,4858693	0,4231594	0,6460376	0,5954201	0,3239400	0,2651920	0,0412388	0,3487851	0,5173950	0,0463676	0,4704568	0,4781556	0,7916975	0,3770946	0,6541487	0,5986482	0,5846314	0,7242790	0,2265647	0,1793423	0,6812166	0,1591445	0,5120055	0,6493634	0,5859121	0,2839455	0,5432329	0,5991369	0,7655306	0,6993026	0,3297984	0,4728627	0,2427596	0,2588988	0,2396163	0,5922468	0,3729428	0,5147701	0,5292791	0,3698543	0,5495726	0,3882276	0,1890273	0,3130128	0,8312919	0,5948517
660	0,1721858	0,6392722	0,2741015	0,2884988	0,7532275	0,4696867	0,2055127	0,2779155	0,5161800	0,5614316	0,5861069	0,7403235	0,7441143	0,0185144	0,5211726	0,5729444	0,8285460	0,1511330	0,4319619	0,4554898	0,6790133	0,4806762	0,3003678	0,1584237	0,0380422	0,4253853	0,5150633	0,0404748	0,4956112	0,4793803	0,6329916	0,3165285	0,5771873	0,5735384	0,7088547	0,6806636	0,2494349	0,1333938	0,6583290	0,1726799	0,4057488	0,5519459	0,5108953	0,2733852	0,6482158	0,7166938	0,7131184	0,8542005	0,3295861	0,4437526	0,1987224	0,1854052	0,2962292	0,6230101	0,3691053	0,4107898	0,6448053	0,3586755	0,6278721	0,3231867	0,1647756	0,4514529	0,7684754	0,5802779
