"Time"	lldR	arcA	betI	xylR	gadX	torR	rutR	gadW	nemR	gadE	ydeO	evgA	rcsA	csgD	rcsB	rstA	ompR	bolA	phoP	treR	mdtE	mdtF	csgE	csgG	csgF	gadA	yhiD	hdeB	hdeA	rutB	rutG	rutC	rutE	rutF	rutA	rutD	cadB	gadB	fadL	cadA	gadC	sra	rprA	nemA	wcaB	wza	lldP	osmB	betT	betB	wcaA	wzc	gadY	wzb	betA	lldD	bdm	treC	slp	hdeD	treB	dctR	rpoS	yjbF
180	0,6413188	1,0000000	0,4068060	0,0409783	0,9689514	0,3826282	0,3201301	0,7146497	0,8437616	0,6449912	0,7598847	0,0885821	0,6902824	0,5748311	1,0000000	0,8599579	1,0000000	0,1416423	0,4372011	0,8413720	0,8929667	0,5282060	0,2482148	0,9271925	0,1209244	0,3858625	0,9693828	0,9710884	0,5452764	0,9741852	0,0362051	0,9020547	0,8788251	0,0908138	0,7155479	0,7132876	0,9017513	0,5659969	0,2866508	0,5624053	0,1727400	0,0537285	0,8595994	0,3923729	0,7447633	0,9334606	0,7189954	0,9928172	0,0204476	0,5922656	0,8268029	0,7566191	0,5673488	0,9763605	0,3573833	0,0837953	0,9694907	0,6506834	0,9996476	0,7946693	0,7196234	0,6116297	0,4594911	0,9999821
200	0,6280667	1,0000000	0,4068060	0,0409783	0,9728965	0,3824611	0,3201301	0,7142675	0,8437616	0,6761314	0,7712786	0,0885822	0,7227299	0,5704700	1,0000000	0,8609847	1,0000000	0,1416422	0,4372011	0,8413720	0,8972336	0,5379732	0,2296892	0,9270191	0,1112191	0,3968543	0,9732111	0,9722641	0,5321709	0,9741852	0,0362051	0,9020547	0,8788251	0,0908138	0,7171683	0,7132876	0,9085472	0,6098408	0,2866508	0,5818348	0,1851686	0,0537305	0,8944300	0,3923729	0,7825844	0,9454296	0,7271651	0,9953024	0,0148197	0,5922657	0,8319586	0,7680581	0,5768464	0,9767444	0,3570999	0,1004784	0,9767642	0,6536447	0,9997287	0,8025098	0,7196233	0,6133468	0,4601821	0,9999891
220	0,6180032	1,0000000	0,4068060	0,0409783	0,9756116	0,3826873	0,3201301	0,7139826	0,8437616	0,7019446	0,7792258	0,0885822	0,7495649	0,5677679	1,0000000	0,8617013	1,0000000	0,1416422	0,4372011	0,8413720	0,9002171	0,5461049	0,2144898	0,9266462	0,1047111	0,4063742	0,9757061	0,9734162	0,5219309	0,9741852	0,0362051	0,9020547	0,8788252	0,0908139	0,7182552	0,7132876	0,9134966	0,6453098	0,2866508	0,6014768	0,1953893	0,0537319	0,9206702	0,3923729	0,8125111	0,9541876	0,7345850	0,9969297	0,0108000	0,5922658	0,8354948	0,7780699	0,5845519	0,9770241	0,3569066	0,1168642	0,9818488	0,6557530	0,9997878	0,8088278	0,7196232	0,6141850	0,4610658	0,9999932
240	0,6103559	1,0000000	0,4068060	0,0409783	0,9774746	0,3830159	0,3201301	0,7137761	0,8437616	0,7232294	0,7847184	0,0885822	0,7716330	0,5660965	1,0000000	0,8621972	1,0000000	0,1416421	0,4372011	0,8413720	0,9022770	0,5527383	0,2022249	0,9262353	0,1003864	0,4144218	0,9773669	0,9745441	0,5142078	0,9741852	0,0362051	0,9020547	0,8788252	0,0908139	0,7189817	0,7132877	0,9171516	0,6730155	0,2866508	0,6195663	0,2036574	0,0537328	0,9401469	0,3923729	0,8356427	0,9606361	0,7411492	0,9979864	0,0079537	0,5922659	0,8379165	0,7866229	0,5906565	0,9772280	0,3567754	0,1321280	0,9853943	0,6572415	0,9998305	0,8137983	0,7196232	0,6145144	0,4619620	0,9999957
260	0,6045340	1,0000000	0,4068060	0,0409783	0,9787521	0,3833138	0,3201301	0,7136297	0,8437616	0,7407012	0,7884857	0,0885822	0,7896980	0,5650637	1,0000000	0,8625381	1,0000000	0,1416421	0,4372011	0,8413720	0,9036866	0,5580568	0,1924342	0,9258618	0,0975258	0,4211083	0,9784986	0,9756363	0,5085466	0,9741852	0,0362051	0,9020547	0,8788252	0,0908139	0,7194660	0,7132877	0,9198869	0,6941756	0,2866508	0,6352690	0,2102675	0,0537335	0,9544444	0,3923729	0,8532485	0,9654165	0,7468341	0,9986681	0,0059527	0,5922660	0,8395751	0,7938015	0,5954013	0,9773765	0,3566867	0,1457856	0,9878699	0,6582852	0,9998613	0,8176343	0,7196232	0,6145687	0,4627788	0,9999972
280	0,6000908	1,0000000	0,4068060	0,0409783	0,9796294	0,3835369	0,3201301	0,7135278	0,8437616	0,7549877	0,7910530	0,0885822	0,8044309	0,5644259	1,0000000	0,8627711	1,0000000	0,1416421	0,4372011	0,8413720	0,9046450	0,5622587	0,1846702	0,9255529	0,0956354	0,4265961	0,9792884	0,9766760	0,5044901	0,9741852	0,0362051	0,9020547	0,8788252	0,0908139	0,7197884	0,7132877	0,9219586	0,7101192	0,2866508	0,6483695	0,2155080	0,0537340	0,9648552	0,3923729	0,8665234	0,9689850	0,7516727	0,9991058	0,0045544	0,5922660	0,8407126	0,7997494	0,5990326	0,9774847	0,3566267	0,1576324	0,9896057	0,6590128	0,9998834	0,8205490	0,7196231	0,6144893	0,4634785	0,9999980
300	0,5966907	1,0000000	0,4068060	0,0409783	0,9802337	0,3836842	0,3201301	0,7134576	0,8437616	0,7666310	0,7927930	0,0885822	0,8164094	0,5640322	1,0000000	0,8629296	1,0000000	0,1416421	0,4372011	0,8413720	0,9052939	0,5655368	0,1785359	0,9253117	0,0943834	0,4310615	0,9798523	0,9776467	0,5016338	0,9741852	0,0362051	0,9020547	0,8788252	0,0908139	0,7200028	0,7132877	0,9235445	0,7220491	0,2866508	0,6590039	0,2196390	0,0537343	0,9723920	0,3923729	0,8764849	0,9716668	0,7557326	0,9993859	0,0035821	0,5922660	0,8414945	0,8046319	0,6017769	0,9775636	0,3565864	0,1676632	0,9908308	0,6595177	0,9998991	0,8227357	0,7196231	0,6143576	0,4640540	0,9999986
320	0,5940821	1,0000000	0,4068060	0,0409783	0,9806521	0,3837712	0,3201301	0,7134099	0,8437616	0,7760934	0,7939666	0,0885822	0,8261238	0,5637892	1,0000000	0,8630369	1,0000000	0,1416421	0,4372011	0,8413720	0,9057319	0,5680667	0,1736968	0,9251304	0,0935499	0,4346733	0,9802631	0,9785357	0,4996481	0,9741852	0,0362051	0,9020547	0,8788252	0,0908139	0,7201451	0,7132877	0,9247694	0,7309566	0,2866508	0,6674733	0,2228833	0,0537345	0,9778274	0,3923729	0,8839506	0,9736954	0,7590991	0,9995648	0,0029089	0,5922660	0,8420336	0,8086132	0,6038296	0,9776210	0,3565592	0,1759981	0,9917024	0,6598667	0,9999103	0,8243593	0,7196231	0,6142173	0,4645139	0,9999989
340	0,5920758	1,0000000	0,4068060	0,0409783	0,9809435	0,3838167	0,3201301	0,7133776	0,8437616	0,7837652	0,7947549	0,0885822	0,8339858	0,5636392	1,0000000	0,8631095	1,0000000	0,1416421	0,4372011	0,8413720	0,9060269	0,5700013	0,1698799	0,9249979	0,0929910	0,4375827	0,9805677	0,9793355	0,4982791	0,9741852	0,0362051	0,9020547	0,8788252	0,0908139	0,7202396	0,7132877	0,9257227	0,7376168	0,2866508	0,6741303	0,2254260	0,0537346	0,9817387	0,3923729	0,8895537	0,9752391	0,7618633	0,9996790	0,0024445	0,5922661	0,8424069	0,8118441	0,6053524	0,9776629	0,3565409	0,1828227	0,9923284	0,6601070	0,9999183	0,8255548	0,7196231	0,6140893	0,4648738	0,9999991
360	0,5905295	1,0000000	0,4068060	0,0409783	0,9811480	0,3838368	0,3201301	0,7133557	0,8437616	0,7899725	0,7952824	0,0885822	0,8403378	0,5635467	1,0000000	0,8631583	1,0000000	0,1416421	0,4372011	0,8413720	0,9062252	0,5714690	0,1668673	0,9249030	0,0926124	0,4399198	0,9807971	0,9800436	0,4973394	0,9741852	0,0362051	0,9020547	0,8788252	0,0908139	0,7203023	0,7132877	0,9264692	0,7426156	0,2866508	0,6793161	0,2274169	0,0537347	0,9845512	0,3923729	0,8937728	0,9764204	0,7641146	0,9997519	0,0021253	0,5922661	0,8426666	0,8144572	0,6064743	0,9776934	0,3565286	0,1883467	0,9927826	0,6602720	0,9999240	0,8264291	0,7196231	0,6139817	0,4651509	0,9999992
380	0,5893354	1,0000000	0,4068060	0,0409783	0,9812928	0,3838428	0,3201301	0,7133410	0,8437616	0,7949866	0,7956343	0,0885822	0,8454625	0,5634896	1,0000000	0,8631911	1,0000000	0,1416421	0,4372011	0,8413720	0,9063584	0,5725748	0,1644864	0,9248361	0,0923530	0,4417937	0,9809720	0,9806617	0,4966949	0,9741852	0,0362051	0,9020547	0,8788252	0,0908139	0,7203439	0,7132877	0,9270566	0,7463878	0,2866508	0,6833327	0,2289757	0,0537348	0,9865748	0,3923729	0,8969645	0,9773290	0,7659357	0,9997986	0,0019064	0,5922660	0,8428482	0,8165654	0,6072967	0,9777157	0,3565204	0,1927782	0,9931155	0,6603850	0,9999280	0,8270651	0,7196231	0,6138959	0,4653618	0,9999992
400	0,5884118	1,0000000	0,4068060	0,0409783	0,9813963	0,3838423	0,3201301	0,7133309	0,8437616	0,7990309	0,7958683	0,0885822	0,8495922	0,5634544	1,0000000	0,8632131	1,0000000	0,1416421	0,4372011	0,8413720	0,9064478	0,5734033	0,1626021	0,9247896	0,0921730	0,4432944	0,9811066	0,9811947	0,4962521	0,9741852	0,0362051	0,9020547	0,8788252	0,0908139	0,7203715	0,7132877	0,9275207	0,7492523	0,2866508	0,6864335	0,2301972	0,0537349	0,9880332	0,3923729	0,8993922	0,9780310	0,7674004	0,9998286	0,0017567	0,5922660	0,8429760	0,8182635	0,6078969	0,9777319	0,3565148	0,1963084	0,9933621	0,6604622	0,9999309	0,8275259	0,7196231	0,6138297	0,4655207	0,9999993
420	0,5876966	1,0000000	0,4068060	0,0409783	0,9814710	0,3838393	0,3201301	0,7133241	0,8437616	0,8022893	0,7960236	0,0885822	0,8529170	0,5634327	1,0000000	0,8632278	1,0000000	0,1416421	0,4372011	0,8413720	0,9065076	0,5740209	0,1611082	0,9247576	0,0920463	0,4444953	0,9812110	0,9816496	0,4959466	0,9741852	0,0362051	0,9020547	0,8788252	0,0908139	0,7203898	0,7132877	0,9278885	0,7514417	0,2866508	0,6888237	0,2311555	0,0537349	0,9890873	0,3923729	0,9012494	0,9785758	0,7685729	0,9998481	0,0016546	0,5922660	0,8430665	0,8196296	0,6083336	0,9777437	0,3565111	0,1991055	0,9935466	0,6605149	0,9999329	0,8278587	0,7196231	0,6137800	0,4656396	0,9999993
440	0,5871421	1,0000000	0,4068060	0,0409783	0,9815254	0,3838360	0,3201301	0,7133193	0,8437616	0,8049118	0,7961263	0,0885822	0,8555917	0,5634192	1,0000000	0,8632376	1,0000000	0,1416421	0,4372011	0,8413720	0,9065477	0,5744796	0,1599222	0,9247358	0,0919558	0,4454559	0,9812927	0,9820343	0,4957349	0,9741852	0,0362051	0,9020547	0,8788252	0,0908139	0,7204019	0,7132877	0,9281807	0,7531261	0,2866508	0,6906657	0,2319084	0,0537349	0,9898519	0,3923729	0,9026786	0,9790000	0,7695076	0,9998607	0,0015850	0,5922660	0,8431311	0,8207276	0,6086508	0,9777524	0,3565086	0,2013125	0,9936860	0,6605507	0,9999343	0,8280988	0,7196231	0,6137433	0,4657281	0,9999993
460	0,5867118	1,0000000	0,4068060	0,0409783	0,9815655	0,3838333	0,3201301	0,7133160	0,8437616	0,8070209	0,7961941	0,0885822	0,8577419	0,5634110	1,0000000	0,8632441	1,0000000	0,1416421	0,4372011	0,8413720	0,9065745	0,5748191	0,1589792	0,9247209	0,0918902	0,4462242	0,9813568	0,9823571	0,4955874	0,9741852	0,0362051	0,9020547	0,8788252	0,0908139	0,7204100	0,7132877	0,9284133	0,7544297	0,2866508	0,6920867	0,2325009	0,0537349	0,9904091	0,3923729	0,9037844	0,9793316	0,7702502	0,9998691	0,0015377	0,5922660	0,8431776	0,8216096	0,6088809	0,9777586	0,3565070	0,2030483	0,9937922	0,6605751	0,9999353	0,8282717	0,7196231	0,6137167	0,4657937	0,9999993
480	0,5863776	1,0000000	0,4068060	0,0409783	0,9815953	0,3838314	0,3201301	0,7133137	0,8437616	0,8087159	0,7962389	0,0885822	0,8594697	0,5634059	1,0000000	0,8632485	1,0000000	0,1416421	0,4372011	0,8413720	0,9065923	0,5750697	0,1582285	0,9247109	0,0918420	0,4468386	0,9814074	0,9826264	0,4954842	0,9741852	0,0362051	0,9020547	0,8788252	0,0908139	0,7204153	0,7132877	0,9285987	0,7554443	0,2866508	0,6931845	0,2329681	0,0537350	0,9908172	0,3923729	0,9046446	0,9795915	0,7708386	0,9998746	0,0015055	0,5922660	0,8432113	0,8223177	0,6090477	0,9777632	0,3565058	0,2044100	0,9938738	0,6605917	0,9999360	0,8283964	0,7196231	0,6136975	0,4658421	0,9999994
500	0,5861180	1,0000000	0,4068060	0,0409783	0,9816177	0,3838302	0,3201301	0,7133120	0,8437616	0,8100773	0,7962683	0,0885822	0,8608574	0,5634027	1,0000000	0,8632514	1,0000000	0,1416421	0,4372011	0,8413720	0,9066042	0,5752543	0,1576301	0,9247042	0,0918061	0,4473299	0,9814475	0,9828496	0,4954118	0,9741852	0,0362051	0,9020547	0,8788252	0,0908139	0,7204188	0,7132877	0,9287467	0,7562378	0,2866508	0,6940345	0,2333372	0,0537350	0,9911179	0,3923729	0,9053168	0,9797958	0,7713036	0,9998783	0,0014838	0,5922660	0,8432359	0,8228861	0,6091687	0,9777666	0,3565051	0,2054763	0,9939369	0,6606029	0,9999365	0,8284863	0,7196231	0,6136838	0,4658779	0,9999994
520	0,5859161	1,0000000	0,4068060	0,0409783	0,9816347	0,3838296	0,3201301	0,7133108	0,8437616	0,8111703	0,7962876	0,0885822	0,8619715	0,5634008	1,0000000	0,8632533	1,0000000	0,1416421	0,4372011	0,8413720	0,9066121	0,5753902	0,1571527	0,9246996	0,0917791	0,4477228	0,9814793	0,9830338	0,4953608	0,9741852	0,0362051	0,9020547	0,8788252	0,0908139	0,7204212	0,7132877	0,9288649	0,7568611	0,2866508	0,6946942	0,2336292	0,0537350	0,9913408	0,3923729	0,9058443	0,9799567	0,7716704	0,9998809	0,0014690	0,5922660	0,8432541	0,8233422	0,6092567	0,9777690	0,3565046	0,2063101	0,9939860	0,6606105	0,9999368	0,8285513	0,7196231	0,6136740	0,4659043	0,9999994
540	0,5857592	1,0000000	0,4068060	0,0409783	0,9816477	0,3838292	0,3201301	0,7133099	0,8437616	0,8120475	0,7963002	0,0885822	0,8628658	0,5633996	1,0000000	0,8632546	1,0000000	0,1416421	0,4372011	0,8413720	0,9066174	0,5754902	0,1567715	0,9246966	0,0917585	0,4480371	0,9815046	0,9831851	0,4953250	0,9741852	0,0362051	0,9020547	0,8788252	0,0908139	0,7204227	0,7132877	0,9289594	0,7573523	0,2866508	0,6952076	0,2338606	0,0537350	0,9915071	0,3923729	0,9062598	0,9800838	0,7719591	0,9998827	0,0014591	0,5922660	0,8432676	0,8237081	0,6093206	0,9777708	0,3565042	0,2069614	0,9940243	0,6606156	0,9999371	0,8285984	0,7196231	0,6136671	0,4659238	0,9999994
560	0,5856371	1,0000000	0,4068060	0,0409783	0,9816576	0,3838291	0,3201301	0,7133092	0,8437616	0,8127513	0,7963085	0,0885822	0,8635834	0,5633988	1,0000000	0,8632554	1,0000000	0,1416421	0,4372011	0,8413720	0,9066208	0,5755637	0,1564669	0,9246946	0,0917426	0,4482886	0,9815247	0,9833091	0,4952997	0,9741852	0,0362051	0,9020547	0,8788252	0,0908139	0,7204238	0,7132877	0,9290350	0,7577408	0,2866508	0,6956081	0,2340443	0,0537350	0,9916320	0,3923729	0,9065880	0,9801843	0,7721862	0,9998840	0,0014523	0,5922660	0,8432777	0,8240017	0,6093673	0,9777721	0,3565040	0,2074696	0,9940545	0,6606191	0,9999373	0,8286327	0,7196231	0,6136621	0,4659382	0,9999994
580	0,6118120	1,0000000	0,4068060	0,0409783	0,9660990	0,4057404	0,3201301	0,7133199	0,8437616	0,7839792	0,7611449	0,0885822	0,8485121	0,6259313	1,0000000	0,8599811	1,0000000	0,1416421	0,4372011	0,8413720	0,9065596	0,5754859	0,1563621	0,9020538	0,0980853	0,4480393	0,9446445	0,9833852	0,4957966	0,9741852	0,0362051	0,9020547	0,8788252	0,0908139	0,7106432	0,7132877	0,9027573	0,7839071	0,2866508	0,7237233	0,2341388	0,0537350	0,9917186	0,3923729	0,9067785	0,9436645	0,7722442	0,9905018	0,0158375	0,5922660	0,8432835	0,8241005	0,6092041	0,9756002	0,3578719	0,2370140	0,9940710	0,6527282	0,9998315	0,8284666	0,7196231	0,5923729	0,4780699	0,9999972
600	0,6662118	1,0000000	0,4068060	0,0409783	0,9361082	0,4460851	0,3201301	0,7134289	0,8437616	0,7223622	0,6909230	0,0885822	0,8142011	0,7281625	1,0000000	0,8534832	1,0000000	0,1416421	0,4372011	0,8413720	0,9059056	0,5742019	0,1575180	0,8655878	0,1149439	0,4443764	0,8833477	0,9831852	0,5007591	0,9741852	0,0362051	0,9020547	0,8788252	0,0908139	0,6929219	0,7132877	0,8587102	0,8253181	0,2866508	0,7747388	0,2337062	0,0537350	0,9917041	0,3923729	0,9062537	0,8758141	0,7711527	0,9729716	0,0450605	0,5922660	0,8432710	0,8229954	0,6072730	0,9722085	0,3604266	0,2739204	0,9940155	0,6367817	0,9996083	0,8266237	0,7196231	0,5541167	0,5004985	0,9999934
620	0,7269073	1,0000000	0,4068060	0,0409783	0,9053472	0,4829590	0,3201301	0,7137276	0,8437616	0,6506027	0,6163269	0,0885822	0,7716480	0,8162607	1,0000000	0,8466233	1,0000000	0,1416421	0,4372011	0,8413720	0,9039241	0,5705814	0,1610720	0,8369830	0,1405144	0,4355281	0,8290611	0,9823905	0,5136610	0,9741852	0,0362051	0,9020547	0,8788252	0,0908139	0,6758847	0,7132877	0,8182263	0,8558834	0,2866508	0,8221116	0,2321187	0,0537350	0,9914803	0,3923729	0,9041969	0,8068970	0,7677884	0,9556685	0,0767114	0,5922660	0,8432218	0,8197124	0,6019234	0,9692723	0,3629609	0,2840130	0,9938130	0,6196056	0,9993451	0,8216279	0,7196231	0,5179493	0,5218630	0,9999896
640	0,7836501	1,0000000	0,4068060	0,0409783	0,8788396	0,5091146	0,3201301	0,7142281	0,8437616	0,5789258	0,5501602	0,0885822	0,7261059	0,8803902	1,0000000	0,8405715	1,0000000	0,1416421	0,4372011	0,8413720	0,9000778	0,5644607	0,1673662	0,8196072	0,1696110	0,4225625	0,7871342	0,9809091	0,5337199	0,9741852	0,0362051	0,9020547	0,8788252	0,0908139	0,6621010	0,7132877	0,7847898	0,8678980	0,2866508	0,8552564	0,2289338	0,0537349	0,9909461	0,3923729	0,9000114	0,7459849	0,7618788	0,9414071	0,1053564	0,5922660	0,8431230	0,8141128	0,5928981	0,9670148	0,3650721	0,2687720	0,9934162	0,6041430	0,9990752	0,8133759	0,7196231	0,4894669	0,5382298	0,9999861
660	0,8323176	1,0000000	0,4068060	0,0409783	0,8577348	0,5246499	0,3201301	0,7148803	0,8437616	0,5116718	0,4963673	0,0885822	0,6799869	0,9237310	1,0000000	0,8356741	1,0000000	0,1416421	0,4372011	0,8413720	0,8941222	0,5564288	0,1761802	0,8109516	0,1971000	0,4076110	0,7552654	0,9789013	0,5576677	0,9741852	0,0362051	0,9020547	0,8788252	0,0908139	0,6517920	0,7132877	0,7570947	0,8599878	0,2866508	0,8707638	0,2239351	0,0537349	0,9900112	0,3923729	0,8933042	0,6945274	0,7538790	0,9306183	0,1291314	0,5922660	0,8429639	0,8065833	0,5810429	0,9653407	0,3666943	0,2404022	0,9927988	0,5913732	0,9988138	0,8027731	0,7196231	0,4690074	0,5490909	0,9999828
