"Time"	betI	arcA	lldR	xylR	gadX	torR	rutR	gadW	nemR	gadE	ydeO	evgA	rcsA	csgD	rcsB	rstA	ompR	bolA	phoP	treR	mdtE	mdtF	csgE	csgG	csgF	gadA	hdeA	yhiD	hdeB	rutF	rutE	rutA	rutG	rutD	rutB	rutC	gadC	cadA	gadB	fadL	cadB	sra	wza	wcaA	wzb	wzc	osmB	nemA	lldP	wcaB	betA	betB	lldD	rprA	bdm	betT	gadY	treB	hdeD	slp	treC	dctR	yjbE	yjbF
300	0,0005929	0,9988175	0,5236409	0,4354709	0,9971993	0,5682445	0,2879554	0,5560581	0,7111904	0,8629835	0,9818007	0,9264842	1,0616395	0,0527680	0,9091340	0,9023957	1,0065894	0,2350255	0,6646497	0,6087928	1,0678059	0,8130827	0,5333170	0,2922460	0,0272806	0,7021375	0,8824239	0,0379847	0,7072409	0,8437362	0,8591213	0,7876517	0,8077573	1,0262101	0,9386594	0,9043395	0,4304562	0,1947790	0,9808174	0,2406366	0,8139060	0,9421049	0,5746714	0,3216941	0,9671764	0,8213228	0,9874856	1,0719219	0,5202579	0,6016460	0,1977675	0,3299201	0,1812261	1,0584526	0,5467197	0,8827792	1,0373696	0,6069756	0,8617338	0,6582075	0,2557799	0,5106885	1,0888617	0,9573528
320	0,0000000	0,9711365	0,5342884	0,3996075	0,9552606	0,5851827	0,3324346	0,5775983	0,6620284	0,8495555	0,9974903	0,9578340	1,0380927	0,0474780	0,9099099	0,8796840	1,0362873	0,2570273	0,7090618	0,5583257	0,9705094	0,9052244	0,5314026	0,3218902	0,0283754	0,6484015	0,8351301	0,0256665	0,7532915	0,8463396	0,8261629	0,8425978	0,8240868	1,0355876	0,9429060	0,9695289	0,3920063	0,1955148	0,9646914	0,2147065	0,7945825	0,8511266	0,6478122	0,3321330	0,9095852	0,8372362	1,1095755	1,1136667	0,5451751	0,6361802	0,3298526	0,3648055	0,1779555	0,9334270	0,6294524	0,9122654	1,0061347	0,6250009	0,8913398	0,6190419	0,2429841	0,5082311	1,0518417	0,9848322
340	0,0006312	0,9556801	0,4770834	0,4320957	1,0215956	0,6164769	0,3012931	0,5571984	0,7312595	0,8590016	1,0281644	0,9796548	1,0720616	0,0567797	0,9394568	0,9685159	1,0617738	0,2653564	0,6757399	0,5534645	1,0575595	0,9147122	0,4996522	0,2885106	0,0240359	0,6564069	0,8272890	0,0266120	0,8228808	0,7219472	0,8443987	0,8910582	0,8074187	0,9997285	0,8404728	1,0089334	0,3840383	0,1926433	1,0074192	0,2241380	0,7853118	0,8620622	0,7037366	0,3737881	0,9589985	0,8436728	1,0276817	1,0936689	0,5532047	0,6521636	0,5103333	0,3942336	0,1585652	0,9795825	0,6481290	0,9412929	0,9935350	0,6159837	0,9232765	0,6732195	0,2158475	0,5272423	1,1191020	0,8741955
360	0,0000139	0,9486865	0,4288594	0,4845006	1,0325380	0,6278664	0,3109556	0,5474134	0,6096452	0,8628661	0,9606798	1,0428523	1,0295612	0,0402305	0,9007324	1,0114106	0,9822784	0,2953061	0,6981291	0,5617240	1,0908284	0,9502668	0,5132382	0,3275816	0,0351193	0,6539739	0,8082443	0,0264612	0,7812936	0,7668351	0,8659507	0,7918190	0,8150957	0,9620420	0,8971000	0,9469695	0,4100340	0,2083856	0,9971307	0,2617234	0,7006259	0,8960537	0,7537265	0,4059200	0,9122998	0,7980678	0,9850829	1,0465247	0,5488056	0,5672544	0,5045513	0,3947745	0,2254683	1,0533210	0,6288140	1,0106561	0,9428878	0,6261791	0,9366074	0,6407147	0,2161127	0,5060411	1,0670924	0,8825720
380	0,0002306	1,0222029	0,4068143	0,4378648	0,9720488	0,5696942	0,3026584	0,5177108	0,6704786	0,9726717	1,0063025	0,9901562	1,0205600	0,0302813	0,8951204	0,9613672	0,9559706	0,2563917	0,6340805	0,6016512	1,0216947	0,8974742	0,5213839	0,3264928	0,0501384	0,6786228	0,8666841	0,0232569	0,7831088	0,7984058	0,8200431	0,8581026	0,8168977	0,9368234	0,8789021	0,9309323	0,4611225	0,2131298	0,9921625	0,2367771	0,7225672	0,9176810	0,7871638	0,4508137	0,9143728	0,7906437	0,9611800	0,9600140	0,5610634	0,6025189	0,6376606	0,4486763	0,2775281	1,0427088	0,6317191	0,9537074	0,9730137	0,6618116	0,9552933	0,6535969	0,2168367	0,4575679	1,0691534	0,9428192
400	0,0011209	1,0305694	0,4469607	0,4248555	1,0196270	0,5865607	0,2970001	0,5437685	0,7194661	0,9703762	0,9466932	1,0405577	0,9935244	0,0295476	0,9089702	1,0015080	0,9332158	0,2738228	0,6461088	0,5599383	1,0706945	0,9359089	0,5623842	0,3208120	0,0476450	0,6998714	0,9043675	0,0355490	0,8168938	0,8146872	0,9318643	0,8057826	0,7482794	0,9560526	0,8557629	0,8884378	0,4830452	0,2040427	0,9979474	0,1967542	0,7900965	0,9572644	0,7749541	0,3986073	0,9237926	0,7599845	0,9955060	0,9973706	0,5502874	0,5876283	0,6105632	0,4396078	0,3146859	1,0033679	0,5938709	0,8941852	0,9754275	0,6344444	0,9193909	0,6153549	0,2182810	0,5210880	1,0211004	0,9072722
420	0,0052857	0,9912070	0,4495355	0,4027560	1,0595098	0,5353033	0,2859999	0,5615001	0,6460307	0,9869095	0,9526531	1,1002508	1,0868081	0,0212296	0,8402347	0,9957646	1,0339793	0,2697852	0,6436139	0,5992041	1,0183535	0,9418095	0,5345675	0,2783956	0,0474832	0,6044603	0,9554840	0,0270951	0,8105412	0,8769318	0,9821751	0,7673718	0,7817729	0,9417774	0,9292398	1,0160864	0,3674854	0,2375056	0,9843809	0,2120161	0,8305961	0,9351576	0,7542066	0,3876742	0,9575268	0,7839064	0,9877537	1,0182705	0,5458802	0,5162096	0,6199412	0,4603734	0,3044546	1,0317813	0,5766601	0,9266460	0,9487257	0,6595687	0,9470341	0,6390871	0,2578290	0,5812536	1,0698747	0,9152048
440	0,0022017	1,0412411	0,4277314	0,4206957	1,0294825	0,5309554	0,2711924	0,5786107	0,6879922	0,9882405	0,9476748	1,0844362	1,0437087	0,0235646	0,8659385	1,0158830	1,0171394	0,2644456	0,6841146	0,6061557	1,0206475	0,8662208	0,5328354	0,2549952	0,0426549	0,6735417	0,8961235	0,0375114	0,8653144	0,8234119	0,9719482	0,8371280	0,7582487	1,0144034	0,9287870	1,0544485	0,4073893	0,2089739	1,0262361	0,2164436	0,9337295	0,8393740	0,6795990	0,3931711	0,9452237	0,7902577	0,9779704	1,1043918	0,5066681	0,5853641	0,5179351	0,4711569	0,3440174	0,9643333	0,6114627	0,9121684	0,9850423	0,5570742	0,9259707	0,5951359	0,2504196	0,5605780	1,0921767	0,8805592
460	0,0005842	0,9916550	0,4167940	0,4540744	1,0334497	0,5254327	0,2642650	0,5843934	0,7276774	0,9269024	0,8740834	1,1067799	1,0615332	0,0151950	0,8939100	1,0003088	1,0528120	0,2687903	0,7066520	0,6098923	0,9654923	0,8672908	0,6059665	0,2662961	0,0368898	0,6992736	0,8758661	0,0493092	0,8512304	0,8321765	1,0407351	0,8599893	0,8506975	0,9685858	0,9953052	0,9584210	0,3513438	0,2485291	1,0200625	0,2438472	0,8632590	0,8307006	0,6770695	0,3752165	0,8857577	0,8066700	1,0142863	1,1211550	0,4802744	0,6057761	0,3927129	0,3822465	0,3477813	1,0216828	0,6417249	0,9506018	1,0110432	0,5832693	0,9256240	0,5952823	0,2324692	0,5953718	1,0495693	0,8191586
480	0,0013908	0,9964027	0,4478702	0,3978793	0,9485292	0,5141840	0,2471713	0,5970148	0,6717463	0,8916274	0,8494225	1,0163499	0,9526275	0,0270710	0,8264193	0,9521224	1,0268060	0,2470283	0,7316297	0,6338682	0,9639733	0,8644182	0,6797411	0,2989510	0,0240143	0,7244279	0,8210260	0,0494591	0,8628267	0,9318421	1,0231013	0,7970262	0,8340922	0,9567352	1,0208853	0,9791693	0,3957399	0,2752014	0,9810575	0,2410064	0,9013158	0,8470591	0,6675657	0,3576708	0,9834471	0,8217968	1,0561082	1,1400195	0,4656050	0,5995293	0,3473314	0,3820040	0,3544298	1,0964619	0,6393402	0,9229202	0,9674045	0,5893484	0,8550852	0,6271399	0,2550157	0,5560505	0,9856203	0,7849242
500	0,0006895	1,0272317	0,4749244	0,4535125	0,9733730	0,5843100	0,2752553	0,6404022	0,7237944	0,9189216	0,9386284	1,0025605	0,8663371	0,0199482	0,8556262	0,9509621	0,9908533	0,2536499	0,6616327	0,6211518	0,9300645	0,8754449	0,6251242	0,2974719	0,0254936	0,6722215	0,8496437	0,0447990	0,8036443	0,9214358	0,9057503	0,8069940	0,7824872	1,0330483	1,0621945	0,9218898	0,3975597	0,2242239	0,9877846	0,2361497	0,8858099	0,8336915	0,6384678	0,3320418	0,9877076	0,8496690	1,0447311	1,1413042	0,4886404	0,6141761	0,3363587	0,3694336	0,3261494	1,1322850	0,6073071	1,0082669	0,8521042	0,5975783	0,8822703	0,6449390	0,2494625	0,5127411	1,0874907	0,6809545
520	0,0000000	1,0392430	0,4581547	0,3888745	0,9638538	0,6133558	0,2612767	0,6454323	0,6365194	0,8830136	0,9147058	1,0573434	0,8563503	0,0288499	0,8321474	1,0591010	0,9656358	0,2286783	0,6333230	0,5931342	0,9498005	0,8410294	0,6263924	0,3074746	0,0225074	0,6910671	0,8416003	0,0361603	0,9239123	0,8098845	0,9041970	0,8623160	0,8000980	0,9754111	1,0134424	0,9664152	0,4091219	0,2174388	0,8895476	0,2014683	0,8537248	0,7695356	0,6227880	0,3420649	0,9107046	0,7899748	1,0232439	1,0781431	0,5080326	0,6542177	0,3462832	0,3767981	0,3384136	1,0898821	0,5749074	1,0295224	0,8710451	0,5864319	0,8881249	0,6457434	0,2298926	0,5034815	1,0051166	0,7556818
540	0,0002900	1,0285712	0,4483677	0,4702577	0,9203452	0,5647182	0,2749746	0,5972074	0,6415063	0,8896963	0,9367219	1,0606915	0,9263461	0,0568546	0,9327609	1,0838782	1,0240097	0,2470281	0,6747376	0,6244408	0,9770919	0,8033906	0,5628250	0,2755478	0,0292525	0,6827052	0,8831711	0,0341781	0,9131453	0,7507506	0,8945154	0,8778464	0,8389133	0,9194630	0,9532873	0,9521916	0,3383570	0,2275906	0,8884129	0,2076550	0,7352689	0,8065947	0,5969175	0,3627714	0,9180003	0,8025222	1,0351637	1,0916927	0,5355428	0,6019949	0,4095819	0,3835743	0,3221152	1,0748347	0,5878489	1,1295027	0,8629172	0,5639555	0,9069271	0,6574489	0,2149765	0,4929201	0,9481659	0,7668976
560	0,0005971	1,0127581	0,4033530	0,4324774	0,9979765	0,5680040	0,2569923	0,5496259	0,7105573	0,8893535	0,9587207	1,0239583	1,0067990	0,0602753	0,9012244	1,1004541	1,0689905	0,2682866	0,6843559	0,5917952	0,9848127	0,8295749	0,5303162	0,3126560	0,0514091	0,7199182	0,7937070	0,0226955	0,8703572	0,7790746	0,9514722	0,8574851	0,7929261	0,9877002	1,0231815	0,8775815	0,3680938	0,2640093	0,8759396	0,1894253	0,7432195	0,8817690	0,6108430	0,3796321	0,9215689	0,8463813	1,0305147	1,0804271	0,5552783	0,5744416	0,4174102	0,4042241	0,3689946	0,9808925	0,5339706	1,1044928	0,9539261	0,5609817	0,8578811	0,6808461	0,2195600	0,4753796	1,0067924	0,8856993
580	0,0352338	1,0283018	0,4335744	0,4067073	1,0169880	0,5832596	0,2985904	0,5108896	0,6779932	0,8055565	0,9218014	1,0086453	1,0579548	0,0583398	0,8391283	1,0586311	1,1456165	0,2537285	0,6485650	0,6285746	0,9444777	0,8020053	0,5150259	0,2288158	0,0342075	0,6590082	0,8201567	0,0358144	0,8187784	0,8392516	0,9974789	0,8201360	0,7633827	0,9766068	0,9581552	0,8611814	0,4009169	0,1998189	0,8921607	0,2105768	0,7339147	0,8538080	0,6189727	0,3585448	0,9465697	0,8651468	1,0012080	1,0342903	0,5335786	0,6297472	0,3793350	0,3796309	0,3633949	0,9734132	0,5533096	0,9968013	0,9138403	0,6218523	0,8774184	0,5937713	0,2197068	0,4561391	0,9118801	0,8549505
600	0,0824311	0,9502054	0,4303802	0,4339458	1,1068069	0,5750358	0,3428449	0,5312587	0,6882391	0,7622250	0,8614977	0,9702471	1,0175112	0,0598166	0,9734173	1,0856289	1,1032967	0,2368055	0,6419882	0,6154350	0,9320016	0,8124387	0,5130120	0,3020559	0,0417075	0,6028872	0,7520669	0,0378189	0,8092351	0,7880430	0,9851452	0,6932315	0,8699278	1,0265604	0,8968706	0,8750381	0,3650386	0,2196583	0,8686055	0,2438352	0,7261727	0,8559796	0,6708973	0,3858438	1,0060696	0,8734213	0,9772890	1,0194002	0,5286765	0,6644590	0,3703440	0,3741933	0,3316280	0,9836285	0,5587397	0,9237054	0,8625676	0,5790745	0,8677529	0,6342882	0,2127511	0,4352391	0,9153023	0,8456843
620	0,1430059	0,9458868	0,4018090	0,4232932	1,0837484	0,5859974	0,3674453	0,5180570	0,6045410	0,7001744	0,8744689	0,9194924	1,0028990	0,0575855	1,0106263	0,9854491	1,1348373	0,2298489	0,6256363	0,6389409	0,9616512	0,7864790	0,5191959	0,3454236	0,0470547	0,5508002	0,7495437	0,0391195	0,7945659	0,8433378	1,0249420	0,5980048	0,8551331	0,9844599	0,8879903	0,9599044	0,3687358	0,2448729	0,9218723	0,2430930	0,7080783	0,8329475	0,6940639	0,4122418	0,9003195	0,8472408	1,0545576	1,0975904	0,4859958	0,6763382	0,3183714	0,3250894	0,3234151	0,9211006	0,5460667	0,8831799	0,8564839	0,5933404	0,8558607	0,6923498	0,2119501	0,4939609	0,9093442	0,8746944
640	0,1994002	0,9452024	0,4309515	0,3938117	1,0258997	0,6134940	0,3708733	0,4884927	0,6300687	0,7998160	0,8857920	0,9431135	0,9998834	0,0560102	1,0175952	0,9593080	1,0500358	0,2099832	0,6751772	0,6680332	0,9433170	0,8005380	0,4762172	0,3016936	0,0370558	0,5353134	0,7421214	0,0409905	0,7748670	0,6979587	1,0966289	0,5507385	0,8157819	0,9185225	0,8642641	0,9501315	0,3441259	0,2271211	0,8718425	0,2447783	0,7237979	0,8804238	0,6899506	0,4002318	0,9359975	0,8649474	1,0412629	1,1165417	0,4769109	0,7048843	0,2803414	0,3156555	0,3590456	0,9403118	0,5524892	0,7527770	0,7857412	0,5898757	0,8609952	0,6523749	0,2410908	0,5132227	1,0193899	0,8589197
660	0,1936385	0,9588900	0,4175046	0,3630880	0,9747522	0,6286889	0,3529111	0,5085395	0,6796800	0,7593181	0,9070706	0,9873394	1,0382517	0,0384015	1,0245972	0,8980979	1,0454407	0,2222964	0,6945776	0,6547399	0,8774657	0,8276754	0,5257501	0,3041765	0,0431796	0,5709371	0,7534074	0,0397285	0,7831215	0,7635171	0,9750934	0,5128119	0,8393899	0,9048612	0,9143348	0,9317274	0,3707150	0,2346763	0,8941586	0,2480755	0,6689327	0,8200284	0,6759235	0,3960935	0,9744423	0,8907691	1,0336391	1,2335910	0,4362449	0,6719560	0,2467657	0,3256098	0,4002178	0,9153294	0,5607971	0,6693505	0,7436241	0,5325204	0,9234978	0,5994078	0,2336039	0,5669596	0,9885239	0,9040413
