"Time"	hns	cspA	bolA	bglJ	leuO	cadC	stpA	nhaR	gutM	srlR	appY	caiF	gadW	gadX	rutR	nemR	gadE	rcsA	ydeO	evgA	mdtF	mdtE	cadA	cadB	bglG	bglB	bglF	yhiD	hdeA	hdeB	gadA	hdeD	gutQ	srlD	srlB	srlE	srlA	gadB	osmC	gadC	nhaA	fliC	gadY	yjjQ	nemA	dctR	slp	yjjP	ampC	pgaC	gmr	yegR	proW	leuA	leuL	hchA	ybaS	leuC	cspD	mukE	evgS	yciE	gnd	proV
300	0,2939982	1,0000000	0,0472826	0,8946386	0,0210753	0,9875201	0,7335066	0,2114459	0,6295516	0,5965478	0,6045713	0,9413421	0,8719100	0,0029792	0,4667686	0,1306157	0,6245305	0,6071269	0,0177186	0,1155470	0,9307776	0,3986530	0,9965823	0,4321945	0,4724670	0,2301636	0,1839016	0,7622860	0,8669596	0,9738154	0,3881120	0,4840693	0,6100517	0,0985500	0,2270824	0,8958790	0,6837045	0,0137215	0,3389090	0,0025102	0,9618537	0,1855903	0,5493590	0,0103091	0,3234635	0,3463557	0,8671091	0,8934301	0,9940658	0,2319131	0,6512052	0,7344501	0,6316531	0,0040875	0,7125036	0,1295466	0,1348634	0,1165315	0,7336695	0,2245577	0,0882872	0,6542930	0,3359388	0,6667907
320	0,2943315	1,0000000	0,0470809	0,8927977	0,0210753	0,9882715	0,7334813	0,2109842	0,6320433	0,5967278	0,6028492	0,9410206	0,8711642	0,0029911	0,4667687	0,1306136	0,6247813	0,6064141	0,0177186	0,1155471	0,9311219	0,3979249	0,9965680	0,4357772	0,4721578	0,2296299	0,1839162	0,7637142	0,8692093	0,9739584	0,3891844	0,4846787	0,6128935	0,0985492	0,2273539	0,8971436	0,6867733	0,0139051	0,3360525	0,0025409	0,9610990	0,1899440	0,5487426	0,0092936	0,3235109	0,3449905	0,8667848	0,8928326	0,9942479	0,2294565	0,6515040	0,7344503	0,6307407	0,0040875	0,7129278	0,1291360	0,1348634	0,1165316	0,7344989	0,2265001	0,0882872	0,6521208	0,3393351	0,6661964
340	0,2946005	1,0000000	0,0469137	0,8911620	0,0210753	0,9887774	0,7334610	0,2106001	0,6337972	0,5968772	0,6014246	0,9407504	0,8705505	0,0030009	0,4667688	0,1306129	0,6249428	0,6058549	0,0177186	0,1155471	0,9313501	0,3972814	0,9965515	0,4382128	0,4718943	0,2291682	0,1839295	0,7647260	0,8708088	0,9740537	0,3899395	0,4850688	0,6151716	0,0985485	0,2275417	0,8980756	0,6891558	0,0140543	0,3337075	0,0025681	0,9604511	0,1933714	0,5482262	0,0085967	0,3235410	0,3438126	0,8664974	0,8923281	0,9943863	0,2274209	0,6517044	0,7344506	0,6300086	0,0040875	0,7132060	0,1287962	0,1348634	0,1165316	0,7351176	0,2282175	0,0882873	0,6502276	0,3417997	0,6656942
360	0,2948185	1,0000000	0,0467755	0,8897292	0,0210753	0,9891183	0,7334448	0,2102811	0,6350360	0,5969998	0,6002529	0,9405252	0,8700378	0,0030090	0,4667688	0,1306127	0,6250469	0,6054145	0,0177186	0,1155471	0,9315014	0,3967232	0,9965347	0,4398491	0,4716721	0,2287734	0,1839413	0,7654358	0,8719415	0,9741164	0,3904702	0,4853110	0,6169924	0,0985479	0,2276684	0,8987680	0,6909761	0,0141747	0,3317790	0,0025917	0,9598976	0,1960561	0,5477974	0,0081183	0,3235600	0,3428098	0,8662467	0,8919064	0,9944926	0,2257330	0,6518387	0,7344507	0,6294184	0,0040875	0,7133884	0,1285157	0,1348634	0,1165316	0,7355839	0,2297152	0,0882873	0,6485989	0,3435765	0,6652726
380	0,2949958	1,0000000	0,0466617	0,8884887	0,0210753	0,9893483	0,7334317	0,2100168	0,6359143	0,5970999	0,5992924	0,9403389	0,8696055	0,0030157	0,4667689	0,1306127	0,6251140	0,6050668	0,0177186	0,1155471	0,9316016	0,3962447	0,9965189	0,4409333	0,4714864	0,2284389	0,1839516	0,7659284	0,8727406	0,9741571	0,3908423	0,4854546	0,6184456	0,0985473	0,2277513	0,8992865	0,6923498	0,0142717	0,3301908	0,0026119	0,9594266	0,1981526	0,5474428	0,0077898	0,3235719	0,3419638	0,8660306	0,8915564	0,9945752	0,2243330	0,6519286	0,7344509	0,6289410	0,0040875	0,7135080	0,1282849	0,1348635	0,1165316	0,7359387	0,2310069	0,0882874	0,6472122	0,3448502	0,6649206
400	0,2951405	1,0000000	0,0465681	0,8874249	0,0210753	0,9895035	0,7334211	0,2097982	0,6365399	0,5971812	0,5985066	0,9401854	0,8692394	0,0030213	0,4667689	0,1306127	0,6251572	0,6047916	0,0177186	0,1155471	0,9316679	0,3958374	0,9965045	0,4416394	0,4713322	0,2281574	0,1839605	0,7662660	0,8733022	0,9741829	0,3911027	0,4855337	0,6196052	0,0985469	0,2278035	0,8996778	0,6933771	0,0143496	0,3288815	0,0026292	0,9590275	0,1997879	0,5471497	0,0075642	0,3235792	0,3412538	0,8658456	0,8912675	0,9946400	0,2231721	0,6519889	0,7344510	0,6285538	0,0040875	0,7135864	0,1280954	0,1348635	0,1165316	0,7362110	0,2321109	0,0882874	0,6460410	0,3457587	0,6646279
420	0,2952588	1,0000000	0,0464913	0,8865196	0,0210753	0,9896084	0,7334125	0,2096175	0,6369875	0,5972471	0,5978641	0,9400593	0,8689290	0,0030258	0,4667689	0,1306127	0,6251851	0,6045732	0,0177186	0,1155472	0,9317117	0,3954922	0,9964918	0,4420891	0,4712045	0,2279219	0,1839680	0,7664940	0,8736954	0,9741989	0,3912845	0,4855713	0,6205312	0,0985465	0,2278346	0,8999753	0,6941401	0,0144122	0,3278012	0,0026439	0,9586903	0,2010640	0,5469070	0,0074092	0,3235837	0,3406597	0,8656882	0,8910297	0,9946911	0,2222097	0,6520293	0,7344512	0,6282391	0,0040875	0,7136379	0,1279400	0,1348635	0,1165316	0,7364217	0,2330477	0,0882874	0,6450582	0,3464038	0,6643856
440	0,2953558	1,0000000	0,0464284	0,8857539	0,0210753	0,9896793	0,7334054	0,2094684	0,6373094	0,5973005	0,5973391	0,9399558	0,8686660	0,0030296	0,4667689	0,1306128	0,6252030	0,6043996	0,0177186	0,1155472	0,9317406	0,3952001	0,9964808	0,4423667	0,4710993	0,2277256	0,1839744	0,7666452	0,8739696	0,9742083	0,3914112	0,4855829	0,6212715	0,0985462	0,2278516	0,9002032	0,6947041	0,0144625	0,3269095	0,0026563	0,9584064	0,2020612	0,5467056	0,0073027	0,3235865	0,3401631	0,8655547	0,8908344	0,9947318	0,2214123	0,6520564	0,7344513	0,6279830	0,0040875	0,7136716	0,1278127	0,1348635	0,1165316	0,7365860	0,2338380	0,0882874	0,6442376	0,3468599	0,6641854
460	0,2954354	1,0000000	0,0463768	0,8851095	0,0210753	0,9897272	0,7333996	0,2093454	0,6375421	0,5973439	0,5969097	0,9398710	0,8684438	0,0030328	0,4667689	0,1306128	0,6252146	0,6042612	0,0177186	0,1155472	0,9317595	0,3949532	0,9964713	0,4425303	0,4710127	0,2275626	0,1839797	0,7667431	0,8741600	0,9742135	0,3914993	0,4855790	0,6218646	0,0985459	0,2278593	0,9003790	0,6951197	0,0145030	0,3261734	0,0026668	0,9581680	0,2028425	0,5465380	0,0072294	0,3235881	0,3397481	0,8654417	0,8906742	0,9947643	0,2207521	0,6520745	0,7344513	0,6277742	0,0040875	0,7136937	0,1277085	0,1348635	0,1165316	0,7367149	0,2345015	0,0882875	0,6435551	0,3471814	0,6640203
480	0,2955008	1,0000000	0,0463346	0,8845696	0,0210753	0,9897597	0,7333949	0,2092441	0,6377113	0,5973790	0,5965585	0,9398015	0,8682563	0,0030354	0,4667689	0,1306128	0,6252220	0,6041508	0,0177186	0,1155472	0,9317719	0,3947446	0,9964633	0,4426195	0,4709416	0,2274274	0,1839841	0,7668043	0,8742916	0,9742160	0,3915604	0,4855663	0,6223407	0,0985457	0,2278614	0,9005154	0,6954255	0,0145356	0,3255656	0,0026757	0,9579682	0,2034565	0,5463981	0,0071790	0,3235891	0,3394011	0,8653461	0,8905429	0,9947904	0,2202059	0,6520866	0,7344514	0,6276039	0,0040875	0,7137082	0,1276232	0,1348635	0,1165316	0,7368168	0,2350565	0,0882875	0,6429892	0,3474071	0,6638845
500	0,2955546	1,0000000	0,0463000	0,8841186	0,0210753	0,9897817	0,7333910	0,2091607	0,6378351	0,5974076	0,5962709	0,9397446	0,8680985	0,0030376	0,4667689	0,1306128	0,6252268	0,6040625	0,0177186	0,1155472	0,9317800	0,3945683	0,9964565	0,4426612	0,4708832	0,2273156	0,1839878	0,7668407	0,8743821	0,9742168	0,3916028	0,4855493	0,6227238	0,0985455	0,2278601	0,9006220	0,6956503	0,0145620	0,3250639	0,0026831	0,9578012	0,2039409	0,5462810	0,0071442	0,3235897	0,3391108	0,8652655	0,8904353	0,9948114	0,2197543	0,6520948	0,7344515	0,6274648	0,0040875	0,7137177	0,1275534	0,1348635	0,1165315	0,7368977	0,2355192	0,0882875	0,6425209	0,3475652	0,6637728
520	0,2955991	1,0000000	0,0462717	0,8837428	0,0210753	0,9897966	0,7333878	0,2090920	0,6379262	0,5974308	0,5960351	0,9396979	0,8679660	0,0030394	0,4667689	0,1306128	0,6252299	0,6039917	0,0177186	0,1155472	0,9317852	0,3944195	0,9964507	0,4426733	0,4708353	0,2272232	0,1839908	0,7668606	0,8744440	0,9742166	0,3916322	0,4855307	0,6230328	0,0985454	0,2278569	0,9007057	0,6958157	0,0145833	0,3246498	0,0026894	0,9576619	0,2043246	0,5461830	0,0071203	0,3235900	0,3388677	0,8651975	0,8903470	0,9948285	0,2193811	0,6521002	0,7344515	0,6273510	0,0040875	0,7137240	0,1274963	0,1348635	0,1165315	0,7369623	0,2359041	0,0882875	0,6421341	0,3476756	0,6636811
540	0,2956358	1,0000000	0,0462485	0,8834304	0,0210753	0,9898066	0,7333852	0,2090355	0,6379936	0,5974498	0,5958417	0,9396596	0,8678548	0,0030409	0,4667689	0,1306128	0,6252319	0,6039348	0,0177186	0,1155472	0,9317886	0,3942938	0,9964460	0,4426678	0,4707960	0,2271469	0,1839933	0,7668697	0,8744860	0,9742159	0,3916524	0,4855122	0,6232827	0,0985453	0,2278530	0,9007719	0,6959376	0,0146007	0,3243081	0,0026947	0,9575459	0,2046298	0,5461007	0,0071038	0,3235902	0,3386641	0,8651401	0,8902746	0,9948422	0,2190730	0,6521039	0,7344516	0,6272580	0,0040875	0,7137281	0,1274494	0,1348635	0,1165315	0,7370141	0,2362237	0,0882875	0,6418150	0,3477525	0,6636057
560	0,2956661	1,0000000	0,0462295	0,8831711	0,0210753	0,9898135	0,7333830	0,2089890	0,6380439	0,5974653	0,5956827	0,9396282	0,8677617	0,0030422	0,4667689	0,1306128	0,6252332	0,6038890	0,0177186	0,1155472	0,9317906	0,3941878	0,9964419	0,4426525	0,4707637	0,2270839	0,1839954	0,7668720	0,8745144	0,9742148	0,3916664	0,4854947	0,6234854	0,0985452	0,2278488	0,9008245	0,6960277	0,0146148	0,3240263	0,0026992	0,9574495	0,2048736	0,5460317	0,0070924	0,3235903	0,3384934	0,8650918	0,8902152	0,9948534	0,2188188	0,6521063	0,7344516	0,6271817	0,0040875	0,7137307	0,1274110	0,1348635	0,1165315	0,7370558	0,2364887	0,0882875	0,6415518	0,3478060	0,6635437
580	0,2956743	1,0000000	0,0734179	0,8829563	0,0210753	0,9268934	0,7333813	0,2230139	0,5222473	0,5974775	0,5955525	0,9396024	0,8643080	0,0028824	0,5719726	0,2910153	0,4421504	0,7319952	0,0177186	0,1155472	0,9317569	0,3663745	0,9964180	0,4399327	0,4707371	0,2270320	0,1839971	0,7830236	0,8726426	0,8988892	0,3899087	0,5381740	0,6232788	0,0985451	0,2278186	0,8569864	0,4186249	0,0145789	0,4296071	0,0027033	0,9575691	0,2010414	0,5459597	0,2956832	0,3086073	0,3383310	0,8650468	0,8901664	0,9946015	0,2205577	0,6429883	0,7344516	0,7294283	0,0040875	0,4757117	0,2421064	0,1348635	0,0793932	0,5414600	0,2367080	0,0882875	0,6413350	0,3442967	0,6977012
600	0,2954299	1,0000000	0,0902959	0,8827879	0,0210753	0,8816539	0,7333804	0,2329620	0,4471993	0,5974837	0,5954787	0,9395847	0,8516297	0,0024341	0,6082720	0,3260721	0,3241853	0,8152892	0,0177186	0,1155472	0,9315208	0,3481393	0,9963164	0,4255902	0,4707176	0,2269923	0,1839985	0,7896665	0,8626153	0,8516834	0,3812595	0,5543272	0,6216130	0,0985449	0,2276734	0,8280711	0,2727135	0,0143509	0,4937685	0,0027140	0,9584794	0,1833272	0,5456562	0,4935227	0,2660406	0,3378494	0,8649312	0,8901322	0,9933020	0,2286679	0,6104722	0,7344516	0,7998982	0,0040875	0,3196330	0,3082323	0,1348635	0,0649768	0,4097580	0,2368800	0,0882875	0,6411683	0,3271894	0,7199387
620	0,2945996	1,0000000	0,1007892	0,8827253	0,0210753	0,8447726	0,7333839	0,2401264	0,3974570	0,5974738	0,5956489	0,9395971	0,8363209	0,0020033	0,6124759	0,3114858	0,2481773	0,8697606	0,0177186	0,1155472	0,9307686	0,3351624	0,9961261	0,3960346	0,4707194	0,2269850	0,1839998	0,7876181	0,8418989	0,8162119	0,3649068	0,5493555	0,6182745	0,0985447	0,2273604	0,8086378	0,1859820	0,0139104	0,5363079	0,0027467	0,9601769	0,1552844	0,5446671	0,6291677	0,2249578	0,3363588	0,8645795	0,8901489	0,9908628	0,2418052	0,5712327	0,7344517	0,8484990	0,0040875	0,2172859	0,3464017	0,1348634	0,0593806	0,3210391	0,2369461	0,0882875	0,6411247	0,2966147	0,7344402
640	0,2931555	1,0000000	0,1073587	0,8829102	0,0210753	0,8115817	0,7333986	0,2453872	0,3630624	0,5974271	0,5964013	0,9396847	0,8260599	0,0017010	0,6085788	0,2930408	0,1992033	0,9054648	0,0177186	0,1155472	0,9287628	0,3251283	0,9958487	0,3526182	0,4707742	0,2270563	0,1840010	0,7783627	0,8113172	0,7861116	0,3423181	0,5330409	0,6134063	0,0985444	0,2268486	0,7950599	0,1299621	0,0132972	0,5672256	0,0028113	0,9623556	0,1248957	0,5428155	0,7222236	0,1961936	0,3335220	0,8638857	0,8902933	0,9876805	0,2572697	0,5385236	0,7344517	0,8821070	0,0040875	0,1501728	0,3685689	0,1348634	0,0572083	0,2611647	0,2367652	0,0882875	0,6413771	0,2582239	0,7439664
660	0,2913217	1,0000000	0,1115488	0,8835084	0,0210753	0,7796043	0,7334309	0,2493456	0,3376226	0,5973211	0,5980064	0,9398915	0,8237041	0,0015192	0,6052458	0,2828732	0,1676481	0,9289188	0,0177186	0,1155472	0,9239083	0,3170685	0,9954743	0,3004890	0,4709167	0,2272589	0,1840020	0,7636346	0,7742097	0,7595868	0,3156583	0,5117426	0,6072789	0,0985440	0,2261254	0,7849153	0,0925258	0,0125586	0,5914361	0,0029023	0,9647028	0,0978995	0,5404169	0,7861499	0,1790786	0,3297172	0,8629062	0,8906433	0,9842565	0,2729965	0,5155105	0,7344517	0,9054921	0,0040875	0,1061640	0,3816736	0,1348633	0,0563650	0,2205755	0,2361700	0,0882875	0,6421265	0,2181692	0,7503398
