"Time"	glrR	glmY	ihfB	hipA	hipB	yeiL	tdcA	tdcR	yiaJ	ompR	bolA	csgD	rstA	rcsB	rcsA	fhlA	hyfR	gadE	ydeO	evgA	csgE	csgG	csgF	sra	yjbE	yjbF	yjbG	yjbH	tdcB	tdcC	mdtF	tdcF	tdcE	mdtE	tdcD	tdcG	ompF	osmB	wzb	rprA	wzc	wcaB	wza	wcaA	bdm	hyfA	sgbE	yiaO	yiaK	hyfI	hyfJ	ftsZ	focB	hyfG	yiaL	yiaN	hyfE	hyfB	sgbU	ftsA	hyfD	hyfC	lyxK	sgbH
180	0,7422343	0,1680102	0,6086472	0,5019725	0,0146550	0,9979826	0,5677957	1,0000000	0,6359414	0,2696392	0,5811628	0,8606010	0,3932303	0,7622245	0,4271751	0,9787674	0,8736370	0,9951711	0,7621438	0,9853280	0,6379490	0,5864225	0,4741976	0,0947425	0,7851259	0,9997837	0,9905001	0,9997049	0,8355108	0,6451541	0,9999579	0,9950003	0,7740861	0,8343876	0,9056802	0,5690569	0,3532196	0,1716367	0,4559746	0,9963876	0,6466318	0,9105760	0,6319369	0,1450735	0,9777219	0,9418736	0,8924203	0,4074240	0,3848596	0,9972201	0,8060879	0,7343385	0,6866809	0,9985475	0,2867547	0,8461621	0,8898453	0,9388730	0,3514834	0,9923347	0,7086761	0,9707617	0,5879486	0,8460638
200	0,7418053	0,1658427	0,6086472	0,5024804	0,0107523	0,9979827	0,5677958	1,0000000	0,6359414	0,2696392	0,5811629	0,8633428	0,3912224	0,7605003	0,4185597	0,9787674	0,8736394	0,9965568	0,7632889	0,9852925	0,6522751	0,5931775	0,4953577	0,0912396	0,7809357	0,9997924	0,9902795	0,9997180	0,8355109	0,6451541	0,9999620	0,9963032	0,7745489	0,8387011	0,9056803	0,5690570	0,3712103	0,1620160	0,4429408	0,9955331	0,6402693	0,9006493	0,6153095	0,1379985	0,9815388	0,9418754	0,8924203	0,4074240	0,3848596	0,9974922	0,8060907	0,7293286	0,6866876	0,9988007	0,2869898	0,8461621	0,8898457	0,9389441	0,3514834	0,9920165	0,7086800	0,9708082	0,5872537	0,8460638
220	0,7415760	0,1642581	0,6086472	0,5023486	0,0080542	0,9979827	0,5677959	1,0000000	0,6359414	0,2696392	0,5811630	0,8656217	0,3900500	0,7593828	0,4119088	0,9787674	0,8736413	0,9974521	0,7640419	0,9852727	0,6628196	0,5982344	0,5141714	0,0881673	0,7775043	0,9997955	0,9900446	0,9997230	0,8355109	0,6451541	0,9999649	0,9970975	0,7748553	0,8419896	0,9056804	0,5690571	0,3842052	0,1529916	0,4323734	0,9945600	0,6347034	0,8906577	0,5992231	0,1315142	0,9841353	0,9418767	0,8924203	0,4074240	0,3848596	0,9976535	0,8060928	0,7240651	0,6866927	0,9989542	0,2871120	0,8461621	0,8898460	0,9389759	0,3514834	0,9917655	0,7086830	0,9708341	0,5868405	0,8460638
240	0,7414534	0,1631147	0,6086472	0,5019934	0,0061896	0,9979827	0,5677959	1,0000000	0,6359414	0,2696392	0,5811631	0,8674886	0,3893654	0,7586585	0,4068577	0,9787674	0,8736427	0,9980305	0,7645363	0,9852616	0,6706566	0,6020468	0,5306627	0,0855076	0,7747543	0,9997957	0,9898043	0,9997226	0,8355110	0,6451541	0,9999669	0,9975817	0,7750582	0,8444625	0,9056805	0,5690572	0,3933289	0,1448056	0,4239127	0,9934963	0,6299419	0,8809204	0,5840477	0,1257690	0,9858854	0,9418777	0,8924203	0,4074240	0,3848596	0,9977491	0,8060944	0,7189258	0,6866966	0,9990473	0,2871755	0,8461621	0,8898462	0,9389902	0,3514834	0,9915716	0,7086853	0,9708487	0,5865948	0,8460638
260	0,7413879	0,1622978	0,6086472	0,5016280	0,0049016	0,9979827	0,5677960	1,0000000	0,6359414	0,2696392	0,5811631	0,8690009	0,3889657	0,7581890	0,4030706	0,9787674	0,8736438	0,9984043	0,7648604	0,9852553	0,6765624	0,6049400	0,5449262	0,0832342	0,7725870	0,9997946	0,9895671	0,9997191	0,8355110	0,6451541	0,9999683	0,9978768	0,7751926	0,8463011	0,9056805	0,5690572	0,3996009	0,1375804	0,4172053	0,9923792	0,6259467	0,8717143	0,5700855	0,1208146	0,9870519	0,9418785	0,8924203	0,4074240	0,3848596	0,9978058	0,8060956	0,7141426	0,6866996	0,9991038	0,2872085	0,8461621	0,8898463	0,9389967	0,3514834	0,9914242	0,7086871	0,9708569	0,5864487	0,8460638
280	0,7413528	0,1617184	0,6086472	0,5013383	0,0040126	0,9979827	0,5677960	1,0000000	0,6359414	0,2696392	0,5811631	0,8702152	0,3887323	0,7578847	0,4002602	0,9787674	0,8736447	0,9986458	0,7650725	0,9852518	0,6810817	0,6071476	0,5571065	0,0813154	0,7709004	0,9997929	0,9893404	0,9997139	0,8355111	0,6451541	0,9999693	0,9980567	0,7752816	0,8476552	0,9056806	0,5690573	0,4038435	0,1313458	0,4119302	0,9912497	0,6226504	0,8632514	0,5575448	0,1166346	0,9878189	0,9418791	0,8924203	0,4074240	0,3848596	0,9978394	0,8060965	0,7098414	0,6867019	0,9991380	0,2872256	0,8461621	0,8898465	0,9389997	0,3514834	0,9913134	0,7086884	0,9708616	0,5863618	0,8460638
300	0,7413341	0,1613099	0,6086472	0,5011413	0,0033994	0,9979827	0,5677960	1,0000000	0,6359414	0,2696392	0,5811632	0,8711835	0,3885960	0,7576874	0,3981916	0,9787674	0,8736453	0,9988019	0,7652111	0,9852498	0,6845905	0,6088391	0,5673820	0,0797156	0,7696003	0,9997911	0,9891298	0,9997079	0,8355111	0,6451541	0,9999700	0,9981664	0,7753406	0,8486445	0,9056806	0,5690573	0,4066767	0,1260660	0,4078086	0,9901473	0,6199702	0,8556684	0,5465315	0,1131704	0,9883150	0,9418795	0,8924203	0,4074240	0,3848596	0,9978593	0,8060972	0,7060743	0,6867036	0,9991587	0,2872345	0,8461621	0,8898466	0,9390012	0,3514834	0,9912309	0,7086894	0,9708643	0,5863102	0,8460638
320	0,7413241	0,1610232	0,6086472	0,5010234	0,0029766	0,9979827	0,5677960	1,0000000	0,6359414	0,2696392	0,5811632	0,8719511	0,3885164	0,7575596	0,3966791	0,9787674	0,8736458	0,9989028	0,7653015	0,9852487	0,6873472	0,6101387	0,5759518	0,0783976	0,7686052	0,9997895	0,9889392	0,9997017	0,8355111	0,6451541	0,9999704	0,9982333	0,7753796	0,8493620	0,9056806	0,5690573	0,4085495	0,1216652	0,4046059	0,9891053	0,6178184	0,8490294	0,5370573	0,1103415	0,9886290	0,9418799	0,8924203	0,4074240	0,3848596	0,9978712	0,8060978	0,7028437	0,6867049	0,9991713	0,2872392	0,8461621	0,8898466	0,9390019	0,3514834	0,9911699	0,7086902	0,9708658	0,5862795	0,8460638
340	0,7413188	0,1608226	0,6086472	0,5009620	0,0026854	0,9979827	0,5677961	1,0000000	0,6359414	0,2696392	0,5811632	0,8725569	0,3884700	0,7574767	0,3955791	0,9787674	0,8736462	0,9989680	0,7653604	0,9852481	0,6895312	0,6111388	0,5830229	0,0773238	0,7678474	0,9997880	0,9887706	0,9996959	0,8355111	0,6451541	0,9999708	0,9982740	0,7754055	0,8498793	0,9056806	0,5690574	0,4097769	0,1180462	0,4021289	0,9881487	0,6161098	0,8433360	0,5290576	0,1080597	0,9888222	0,9418801	0,8924203	0,4074240	0,3848596	0,9978782	0,8060982	0,7001206	0,6867060	0,9991790	0,2872416	0,8461621	0,8898467	0,9390023	0,3514834	0,9911250	0,7086908	0,9708668	0,5862612	0,8460638
360	0,7413159	0,1606826	0,6086472	0,5009360	0,0024848	0,9979827	0,5677961	1,0000000	0,6359414	0,2696392	0,5811632	0,8730332	0,3884428	0,7574230	0,3947825	0,9787674	0,8736464	0,9990101	0,7653986	0,9852478	0,6912696	0,6119089	0,5887997	0,0764581	0,7672726	0,9997868	0,9886246	0,9996906	0,8355111	0,6451541	0,9999710	0,9982988	0,7754226	0,8502503	0,9056806	0,5690574	0,4105757	0,1151046	0,4002210	0,9872928	0,6147661	0,8385427	0,5224146	0,1062384	0,9889362	0,9418803	0,8924203	0,4074240	0,3848596	0,9978823	0,8060985	0,6978586	0,6867067	0,9991836	0,2872428	0,8461621	0,8898468	0,9390025	0,3514834	0,9910921	0,7086913	0,9708673	0,5862504	0,8460638
380	0,7413144	0,1605851	0,6086472	0,5009294	0,0023466	0,9979827	0,5677961	1,0000000	0,6359414	0,2696392	0,5811632	0,8734063	0,3884270	0,7573882	0,3942077	0,9787674	0,8736467	0,9990374	0,7654235	0,9852476	0,6926556	0,6125018	0,5934759	0,0757669	0,7668379	0,9997859	0,9885003	0,9996859	0,8355111	0,6451541	0,9999711	0,9983140	0,7754339	0,8505150	0,9056807	0,5690574	0,4110925	0,1127375	0,3987568	0,9865444	0,6137183	0,8345726	0,5169792	0,1047977	0,9889994	0,9418805	0,8924203	0,4074240	0,3848596	0,9978848	0,8060987	0,6960028	0,6867073	0,9991864	0,2872435	0,8461621	0,8898468	0,9390026	0,3514834	0,9910680	0,7086916	0,9708677	0,5862439	0,8460638
400	0,7413136	0,1605173	0,6086472	0,5009318	0,0022515	0,9979827	0,5677961	1,0000000	0,6359414	0,2696392	0,5811632	0,8736978	0,3884177	0,7573656	0,3937941	0,9787674	0,8736468	0,9990550	0,7654396	0,9852475	0,6937597	0,6129578	0,5972296	0,0752199	0,7665098	0,9997851	0,9883963	0,9996818	0,8355111	0,6451541	0,9999712	0,9983232	0,7754414	0,8507031	0,9056807	0,5690574	0,4114251	0,1108497	0,3976369	0,9859030	0,6129073	0,8313313	0,5125899	0,1036668	0,9890308	0,9418806	0,8924203	0,4074240	0,3848596	0,9978862	0,8060989	0,6944967	0,6867078	0,9991881	0,2872438	0,8461621	0,8898468	0,9390027	0,3514834	0,9910504	0,7086919	0,9708679	0,5862401	0,8460638
420	0,7413131	0,1604702	0,6086472	0,5009371	0,0021859	0,9979827	0,5677961	1,0000000	0,6359414	0,2696392	0,5811632	0,8739250	0,3884123	0,7573510	0,3934972	0,9787674	0,8736470	0,9990663	0,7654500	0,9852474	0,6946369	0,6133081	0,6002195	0,0747905	0,7662628	0,9997845	0,9883105	0,9996784	0,8355111	0,6451541	0,9999713	0,9983289	0,7754464	0,8508362	0,9056807	0,5690574	0,4116382	0,1093559	0,3967828	0,9853630	0,6122838	0,8287186	0,5090860	0,1027854	0,9890427	0,9418807	0,8924203	0,4074240	0,3848596	0,9978871	0,8060991	0,6932859	0,6867081	0,9991891	0,2872440	0,8461621	0,8898468	0,9390028	0,3514834	0,9910377	0,7086921	0,9708680	0,5862378	0,8460638
440	0,7413129	0,1604376	0,6086472	0,5009425	0,0021408	0,9979827	0,5677961	1,0000000	0,6359414	0,2696392	0,5811632	0,8741018	0,3884092	0,7573415	0,3932845	0,9787674	0,8736470	0,9990737	0,7654567	0,9852474	0,6953312	0,6135767	0,6025842	0,0744559	0,7660770	0,9997840	0,9882406	0,9996755	0,8355112	0,6451541	0,9999713	0,9983323	0,7754497	0,8509301	0,9056807	0,5690574	0,4117743	0,1081822	0,3961333	0,9849153	0,6118070	0,8266360	0,5063173	0,1021025	0,9890433	0,9418808	0,8924203	0,4074240	0,3848596	0,9978876	0,8060992	0,6923207	0,6867084	0,9991898	0,2872441	0,8461621	0,8898468	0,9390028	0,3514834	0,9910284	0,7086923	0,9708681	0,5862364	0,8460638
460	0,7413128	0,1604149	0,6086472	0,5009466	0,0021097	0,9979827	0,5677961	1,0000000	0,6359414	0,2696392	0,5811632	0,8742390	0,3884073	0,7573353	0,3931322	0,9787674	0,8736471	0,9990785	0,7654610	0,9852474	0,6958784	0,6137821	0,6044424	0,0741969	0,7659376	0,9997836	0,9881844	0,9996732	0,8355112	0,6451541	0,9999714	0,9983344	0,7754519	0,8509961	0,9056807	0,5690574	0,4118608	0,1072658	0,3956406	0,9845492	0,6114445	0,8249923	0,5041492	0,1015764	0,9890379	0,9418808	0,8924203	0,4074240	0,3848596	0,9978879	0,8060993	0,6915570	0,6867086	0,9991901	0,2872441	0,8461621	0,8898469	0,9390029	0,3514834	0,9910216	0,7086924	0,9708681	0,5862356	0,8460638
480	0,7413127	0,1603993	0,6086472	0,5009494	0,0020883	0,9979827	0,5677961	1,0000000	0,6359414	0,2696392	0,5811632	0,8743454	0,3884063	0,7573313	0,3930234	0,9787674	0,8736472	0,9990815	0,7654637	0,9852474	0,6963077	0,6139390	0,6058938	0,0739976	0,7658332	0,9997833	0,9881395	0,9996713	0,8355112	0,6451541	0,9999714	0,9983356	0,7754533	0,8510424	0,9056807	0,5690574	0,4119157	0,1065544	0,3952679	0,9842534	0,6111700	0,8237063	0,5024648	0,1011731	0,9890296	0,9418809	0,8924203	0,4074240	0,3848596	0,9978881	0,8060993	0,6909568	0,6867087	0,9991904	0,2872441	0,8461621	0,8898469	0,9390029	0,3514834	0,9910167	0,7086925	0,9708682	0,5862352	0,8460638
500	0,7413127	0,1603884	0,6086472	0,5009511	0,0020735	0,9979827	0,5677961	1,0000000	0,6359414	0,2696392	0,5811632	0,8744277	0,3884056	0,7573288	0,3929458	0,9787674	0,8736472	0,9990835	0,7654655	0,9852474	0,6966428	0,6140586	0,6070214	0,0738451	0,7657551	0,9997831	0,9881040	0,9996698	0,8355112	0,6451541	0,9999714	0,9983364	0,7754543	0,8510747	0,9056807	0,5690574	0,4119504	0,1060051	0,3949866	0,9840169	0,6109631	0,8227079	0,5011654	0,1008653	0,9890204	0,9418809	0,8924203	0,4074240	0,3848596	0,9978882	0,8060994	0,6904880	0,6867089	0,9991905	0,2872442	0,8461621	0,8898469	0,9390029	0,3514834	0,9910131	0,7086925	0,9708682	0,5862349	0,8460638
520	0,7413126	0,1603809	0,6086472	0,5009519	0,0020633	0,9979827	0,5677961	1,0000000	0,6359414	0,2696392	0,5811632	0,8744913	0,3884053	0,7573271	0,3928903	0,9787674	0,8736473	0,9990848	0,7654666	0,9852473	0,6969033	0,6141494	0,6078930	0,0737290	0,7656967	0,9997830	0,9880761	0,9996686	0,8355112	0,6451541	0,9999714	0,9983369	0,7754549	0,8510973	0,9056807	0,5690574	0,4119723	0,1055829	0,3947747	0,9838295	0,6108077	0,8219381	0,5001692	0,1006314	0,9890114	0,9418809	0,8924203	0,4074240	0,3848596	0,9978883	0,8060994	0,6901237	0,6867090	0,9991906	0,2872442	0,8461621	0,8898469	0,9390029	0,3514834	0,9910106	0,7086926	0,9708682	0,5862347	0,8460638
540	0,7413126	0,1603757	0,6086472	0,5009522	0,0020563	0,9979827	0,5677961	1,0000000	0,6359414	0,2696392	0,5811632	0,8745404	0,3884051	0,7573260	0,3928508	0,9787674	0,8736473	0,9990856	0,7654673	0,9852473	0,6971048	0,6142183	0,6085636	0,0736410	0,7656532	0,9997828	0,9880544	0,9996676	0,8355112	0,6451541	0,9999714	0,9983372	0,7754553	0,8511130	0,9056807	0,5690574	0,4119861	0,1052599	0,3946154	0,9836822	0,6106913	0,8213481	0,4994097	0,1004544	0,9890031	0,9418809	0,8924203	0,4074240	0,3848596	0,9978883	0,8060994	0,6898422	0,6867090	0,9991906	0,2872442	0,8461621	0,8898469	0,9390029	0,3514834	0,9910087	0,7086926	0,9708683	0,5862346	0,8460638
560	0,7413126	0,1603721	0,6086472	0,5009523	0,0020514	0,9979827	0,5677961	1,0000000	0,6359414	0,2696392	0,5811632	0,8745782	0,3884049	0,7573253	0,3928226	0,9787674	0,8736473	0,9990862	0,7654678	0,9852473	0,6972600	0,6142705	0,6090774	0,0735745	0,7656208	0,9997828	0,9880377	0,9996668	0,8355112	0,6451541	0,9999714	0,9983374	0,7754556	0,8511240	0,9056807	0,5690574	0,4119948	0,1050137	0,3944960	0,9835674	0,6106045	0,8208983	0,4988336	0,1003208	0,9889959	0,9418810	0,8924203	0,4074240	0,3848596	0,9978883	0,8060995	0,6896255	0,6867091	0,9991907	0,2872442	0,8461621	0,8898469	0,9390029	0,3514834	0,9910073	0,7086927	0,9708683	0,5862345	0,8460638
580	0,8617212	0,1615026	0,6086472	0,6322851	0,1138772	0,9979827	0,5677961	1,0000000	0,6359414	0,2696392	0,5811632	0,8761585	0,6428867	0,8427052	0,3949573	0,9787674	0,8736473	0,9408330	0,7193336	0,9917282	0,6902502	0,5440604	0,6031139	0,0739494	0,7665747	0,9936570	0,9874359	0,9975231	0,8355112	0,6451541	0,9999708	0,8862258	0,7565630	0,8505694	0,9056807	0,5690574	0,4119775	0,1049054	0,3971777	0,9836591	0,6120709	0,8218458	0,4994870	0,1002544	0,7919873	0,9418810	0,8924203	0,4074240	0,3848596	0,9678274	0,8060995	0,5503313	0,6867091	0,9763562	0,2020181	0,8461621	0,8898469	0,8305887	0,3514834	0,9911144	0,7086927	0,9615917	0,6610528	0,8460638
600	0,9260844	0,1661416	0,6086472	0,7013303	0,1905589	0,9979827	0,5677961	1,0000000	0,6359414	0,2696392	0,5811632	0,8754297	0,7914799	0,8980460	0,4048307	0,9787674	0,8736473	0,9014653	0,6884533	0,9953611	0,6554230	0,4957792	0,5790976	0,0758121	0,7706313	0,9909204	0,9871919	0,9962304	0,8355112	0,6451541	0,9999677	0,8178848	0,7440522	0,8477559	0,9056807	0,5690574	0,3593780	0,1052571	0,4099158	0,9844164	0,6176050	0,8274603	0,5043585	0,1004468	0,6583928	0,9418810	0,8924203	0,4074240	0,3848596	0,9500061	0,8060995	0,4606173	0,6867091	0,9625104	0,1577369	0,8461621	0,8898469	0,7826485	0,3514834	0,9915672	0,7086927	0,9564600	0,7055388	0,8460638
620	0,9604891	0,1730131	0,6086472	0,7283229	0,2430159	0,9979827	0,5677961	1,0000000	0,6359414	0,2696392	0,5811632	0,8727436	0,8782441	0,9339163	0,4214414	0,9787674	0,8736473	0,8737872	0,6678928	0,9973975	0,5979174	0,4595498	0,5449823	0,0790049	0,7767545	0,9902623	0,9872189	0,9955638	0,8355112	0,6451541	0,9999612	0,7762255	0,7357674	0,8423955	0,9056807	0,5690574	0,3090371	0,1064937	0,4315727	0,9857850	0,6252215	0,8374425	0,5141243	0,1012513	0,5719803	0,9418810	0,8924203	0,4074240	0,3848596	0,9394411	0,8060995	0,4061801	0,6867092	0,9541150	0,1347295	0,8461621	0,8898469	0,7614496	0,3514834	0,9922468	0,7086927	0,9536212	0,7319897	0,8460638
640	0,9788798	0,1802999	0,6086472	0,7285737	0,2789372	0,9979827	0,5677961	1,0000000	0,6359414	0,2696392	0,5811632	0,8689326	0,9289061	0,9571665	0,4412490	0,9787674	0,8736473	0,8537873	0,6542664	0,9985390	0,5356023	0,4310715	0,5087489	0,0830659	0,7833968	0,9906139	0,9874174	0,9953083	0,8355112	0,6451541	0,9999514	0,7508308	0,7302812	0,8350734	0,9056807	0,5690574	0,2737246	0,1090692	0,4576011	0,9875229	0,6333626	0,8503000	0,5286941	0,1030473	0,5201883	0,9418810	0,8924203	0,4074240	0,3848596	0,9331777	0,8060995	0,3765023	0,6867092	0,9490243	0,1227755	0,8461621	0,8898469	0,7520756	0,3514834	0,9929737	0,7086927	0,9520507	0,7477171	0,8460638
660	0,9887104	0,1869226	0,6086472	0,7141021	0,3035823	0,9979827	0,5677961	1,0000000	0,6359414	0,2696392	0,5811632	0,8646985	0,9584880	0,9722365	0,4612149	0,9787674	0,8736473	0,8391027	0,6452727	0,9991789	0,4798687	0,4079802	0,4743400	0,0876383	0,7896684	0,9913502	0,9877083	0,9953052	0,8355112	0,6451541	0,9999392	0,7353507	0,7266482	0,8266229	0,9056807	0,5690574	0,2506515	0,1132854	0,4840418	0,9893857	0,6414807	0,8645543	0,5474372	0,1060735	0,4935911	0,9418810	0,8924203	0,4074240	0,3848596	0,9294645	0,8060995	0,3640908	0,6867092	0,9459376	0,1165645	0,8461621	0,8898469	0,7479304	0,3514834	0,9936405	0,7086927	0,9511820	0,7570685	0,8460638
