"Time"	flhD	hdfR	qseB	lrhA	flhC	ompR	rcsB	rcsA	csgD	bolA	rstA	gadE	ydeO	evgA	gadW	gadX	rutR	nemR	torR	phoP	mdtF	mdtE	csgF	csgG	csgE	yhiD	hdeB	hdeA	gadA	gadB	gadC	sra	flgM	flgJ	fliR	rprA	wcaB	flhE	fliQ	fliM	fliH	flgE	flgN	wzc	flgH	fliK	gltI	yhjH	osmB	flhB	fliN	recC	flgD	flgI	fliG	fliF	fliT	fliD	bdm	flhA	ppdC	gadY	flgA	flgG
180	0,6690175	0,2925638	0,0365767	0,0457467	0,2665741	1,0000000	0,4455774	0,8122181	0,4075285	0,0057776	0,8212804	0,7714481	0,8114173	0,9985547	0,8940738	0,7388765	0,2780172	0,3648713	0,4451203	0,9913723	0,9082181	0,7861747	0,9564921	0,1992246	0,3961079	0,6739031	0,7596558	0,7178761	0,8130804	0,4363802	0,7577769	0,6685742	0,3765842	0,0987143	0,9557299	0,3171931	0,3445551	0,4351060	0,0270552	0,3354106	0,6694228	0,3725176	0,1309672	0,1903143	0,0573440	0,4952503	0,0964829	0,0874820	0,8256162	0,5401492	0,6311143	0,0548989	0,5610106	0,0740384	0,2664113	0,9905635	0,8598500	0,3972381	0,4466980	0,0395946	0,0109522	0,9660195	0,0225286	0,0536092
200	0,6667591	0,2918669	0,0365767	0,0457569	0,3048417	1,0000000	0,4376080	0,8068183	0,4340415	0,0046351	0,8215441	0,7715153	0,8114173	0,9985547	0,8939717	0,7391350	0,2782185	0,3643780	0,4459853	0,9914457	0,9083736	0,7914604	0,9611723	0,2055007	0,4105073	0,6738065	0,7596679	0,7163690	0,8152977	0,4364137	0,7629797	0,6611156	0,4619518	0,1040068	0,9744973	0,3047612	0,3189907	0,4292154	0,0488601	0,3254544	0,6714731	0,3646236	0,1333542	0,1695880	0,0574162	0,4906512	0,1547224	0,1270646	0,8239119	0,5533415	0,7566310	0,1629144	0,5690899	0,0741942	0,4085523	0,9941826	0,8612255	0,5042230	0,4278250	0,0401346	0,0227074	0,9660689	0,0417622	0,0836986
220	0,6652887	0,2915181	0,0365767	0,0457664	0,3319434	1,0000000	0,4319244	0,8026948	0,4576053	0,0038740	0,8217560	0,7715699	0,8114173	0,9985547	0,8938909	0,7393078	0,2782572	0,3639487	0,4463745	0,9914963	0,9084960	0,7949584	0,9649113	0,2131414	0,4215666	0,6737443	0,7597192	0,7154776	0,8167384	0,4364438	0,7666113	0,6537015	0,5449663	0,1119500	0,9851654	0,2935038	0,2966204	0,4337687	0,0848310	0,3188408	0,6759095	0,3617814	0,1391570	0,1534099	0,0576851	0,4936191	0,2357292	0,1718763	0,8223252	0,5684648	0,8406504	0,3239553	0,5823119	0,0745529	0,5360694	0,9964704	0,8623302	0,5886951	0,4112239	0,0411207	0,0429398	0,9661099	0,0798820	0,1281295
240	0,6643311	0,2913436	0,0365767	0,0457751	0,3507272	1,0000000	0,4278711	0,7995865	0,4777063	0,0033671	0,8219239	0,7716130	0,8114173	0,9985547	0,8938295	0,7394245	0,2782173	0,3636935	0,4465051	0,9915314	0,9085899	0,7972738	0,9678047	0,2218201	0,4299771	0,6736991	0,7597820	0,7149531	0,8176752	0,4364703	0,7691488	0,6466997	0,6152565	0,1218806	0,9911709	0,2836233	0,2777962	0,4535922	0,1320675	0,3149972	0,6830146	0,3637383	0,1497458	0,1409958	0,0583802	0,5036940	0,3263887	0,2169196	0,8209076	0,5850957	0,8949159	0,4886287	0,6007728	0,0751905	0,6400073	0,9978321	0,8634914	0,6516127	0,3970916	0,0425866	0,0711851	0,9661429	0,1366207	0,1821807
260	0,6637073	0,2912562	0,0365767	0,0457832	0,3635960	1,0000000	0,4249804	0,7972651	0,4943353	0,0030295	0,8220557	0,7716463	0,8114173	0,9985547	0,8937842	0,7395052	0,2781833	0,3636037	0,4465154	0,9915557	0,9086604	0,7988067	0,9699932	0,2310638	0,4363443	0,6736628	0,7598428	0,7146400	0,8182852	0,4364929	0,7709231	0,6403467	0,6705561	0,1327600	0,9945483	0,2751697	0,2624211	0,4882735	0,1846006	0,3132886	0,6923167	0,3695566	0,1653308	0,1315885	0,0597514	0,5188878	0,4144536	0,2586366	0,8196838	0,6022208	0,9294199	0,6248770	0,6228052	0,0761261	0,7206644	0,9986246	0,8648298	0,6970538	0,3853765	0,0444588	0,1050111	0,9661690	0,2048577	0,2395284
280	0,6633009	0,2912125	0,0365767	0,0457907	0,3723585	1,0000000	0,4229189	0,7955435	0,5077856	0,0028046	0,8221581	0,7716716	0,8114173	0,9985547	0,8937519	0,7395623	0,2781767	0,3636126	0,4464823	0,9915727	0,9087127	0,7998217	0,9716235	0,2403594	0,4411582	0,6736324	0,7598960	0,7144467	0,8186833	0,4365119	0,7721644	0,6347626	0,7123393	0,1435978	0,9964567	0,2680872	0,2501471	0,5322087	0,2364898	0,3130896	0,7028559	0,3779404	0,1848451	0,1245261	0,0619616	0,5367175	0,4926266	0,2951380	0,8186572	0,6188139	0,9512292	0,7258628	0,6460599	0,0773152	0,7815996	0,9990838	0,8663294	0,7293571	0,3758736	0,0465923	0,1412350	0,9661891	0,2752733	0,2948334
300	0,6630361	0,2911907	0,0365767	0,0457977	0,3783078	1,0000000	0,4214486	0,7942732	0,5184885	0,0026548	0,8222372	0,7716905	0,8114173	0,9985547	0,8937294	0,7396035	0,2781833	0,3636542	0,4464428	0,9915846	0,9087509	0,8004941	0,9728268	0,2492551	0,4447993	0,6736067	0,7599399	0,7143211	0,8189439	0,4365275	0,7730332	0,6299784	0,7431968	0,1536776	0,9975450	0,2622563	0,2405215	0,5786451	0,2836431	0,3138512	0,7136018	0,3876033	0,2064791	0,1192617	0,0650188	0,5550359	0,5581408	0,3258243	0,8178162	0,6341207	0,9650098	0,7966215	0,6684815	0,0786698	0,8269313	0,9993516	0,8679061	0,7521594	0,3683012	0,0488217	0,1769849	0,9662046	0,3405921	0,3447284
320	0,6628635	0,2911797	0,0365767	0,0458041	0,3823434	1,0000000	0,4204001	0,7933399	0,5269048	0,0025550	0,8222979	0,7717044	0,8114173	0,9985547	0,8937143	0,7396334	0,2781891	0,3636910	0,4464110	0,9915930	0,9087788	0,8009396	0,9737105	0,2574203	0,4475560	0,6735854	0,7599748	0,7142351	0,8191151	0,4365401	0,7736417	0,6259640	0,7656928	0,1625946	0,9981739	0,2575257	0,2330782	0,6226112	0,3240760	0,3151383	0,7237428	0,3975015	0,2283625	0,1153592	0,0687804	0,5723638	0,6110387	0,3508964	0,8171410	0,6477133	0,9737469	0,8448427	0,6887313	0,0800881	0,8603492	0,9995101	0,8694612	0,7682288	0,3623555	0,0510006	0,2102081	0,9662162	0,3969411	0,3876764
340	0,6627511	0,2911742	0,0365767	0,0458100	0,3850821	1,0000000	0,4196524	0,7926564	0,5334655	0,0024885	0,8223442	0,7717147	0,8114173	0,9985547	0,8937042	0,7396553	0,2781902	0,3637119	0,4463898	0,9915989	0,9087990	0,8012348	0,9743583	0,2646611	0,4496453	0,6735683	0,7600020	0,7141736	0,8192280	0,4365501	0,7740682	0,6226531	0,7819784	0,1701968	0,9985438	0,2537355	0,2273869	0,6614591	0,3573788	0,3166379	0,7327827	0,4069119	0,2490184	0,1124789	0,0730084	0,5878717	0,6527145	0,3709622	0,8166078	0,6594347	0,9793205	0,8773190	0,7061762	0,0814781	0,8848519	0,9996057	0,8709135	0,7795743	0,3577442	0,0530217	0,2397304	0,9662250	0,4432385	0,4234238
360	0,6626778	0,2911715	0,0365767	0,0458155	0,3869433	1,0000000	0,4191191	0,7921573	0,5385460	0,0024443	0,8223795	0,7717222	0,8114173	0,9985547	0,8936978	0,7396714	0,2781891	0,3637196	0,4463774	0,9916031	0,9088136	0,8014305	0,9748332	0,2709044	0,4512299	0,6735548	0,7600227	0,7141284	0,8193026	0,4365580	0,7743672	0,6199611	0,7937296	0,1765011	0,9987658	0,2507310	0,2230748	0,6942814	0,3840544	0,3181453	0,7405074	0,4154089	0,2675196	0,1103607	0,0774372	0,6012209	0,6850144	0,3867785	0,8161927	0,6693147	0,9829059	0,8991425	0,7206974	0,0827714	0,9027626	0,9996648	0,8722105	0,7876168	0,3542046	0,0548204	0,2650893	0,9662315	0,4800628	0,4524611
380	0,6626300	0,2911701	0,0365767	0,0458206	0,3882107	1,0000000	0,4187388	0,7917938	0,5424596	0,0024148	0,8224062	0,7717276	0,8114173	0,9985547	0,8936937	0,7396833	0,2781881	0,3637202	0,4463712	0,9916060	0,9088241	0,8015603	0,9751818	0,2761662	0,4524318	0,6735446	0,7600384	0,7140947	0,8193522	0,4365641	0,7745771	0,6177985	0,8022014	0,1816201	0,9989024	0,2483713	0,2198325	0,7211933	0,4050109	0,3195411	0,7469030	0,4227981	0,2834408	0,1088075	0,0818259	0,6123910	0,7097714	0,3991034	0,8158732	0,6774941	0,9852358	0,9138623	0,7324840	0,0839257	0,9158342	0,9997023	0,8733278	0,7933481	0,3515114	0,0563694	0,2863110	0,9662363	0,5087314	0,4756265
400	0,6625989	0,2911694	0,0365767	0,0458254	0,3890758	1,0000000	0,4184675	0,7915296	0,5454615	0,0023951	0,8224265	0,7717316	0,8114173	0,9985547	0,8936913	0,7396921	0,2781879	0,3637181	0,4463686	0,9916082	0,9088318	0,8016464	0,9754381	0,2805196	0,4533433	0,6735369	0,7600501	0,7140696	0,8193853	0,4365689	0,7747245	0,6160787	0,8083128	0,1857093	0,9989885	0,2465328	0,2174098	0,7428060	0,4212520	0,3207670	0,7520734	0,4290440	0,2967264	0,1076716	0,0859869	0,6215413	0,7286034	0,4086240	0,8156298	0,6841685	0,9867672	0,9238649	0,7418728	0,0849222	0,9253686	0,9997268	0,8742632	0,7974565	0,3494775	0,0576683	0,3037118	0,9662399	0,5307384	0,4938585
420	0,6625786	0,2911691	0,0365767	0,0458297	0,3896680	1,0000000	0,4182741	0,7913379	0,5477554	0,0023821	0,8224417	0,7717345	0,8114173	0,9985547	0,8936898	0,7396986	0,2781881	0,3637159	0,4463678	0,9916097	0,9088374	0,8017036	0,9756271	0,2840677	0,4540341	0,6735313	0,7600588	0,7140510	0,8194074	0,4365725	0,7748283	0,6147231	0,8127287	0,1889344	0,9990443	0,2451105	0,2156093	0,7599079	0,4337171	0,3218045	0,7561780	0,4342084	0,3075509	0,1068426	0,0897946	0,6289156	0,7428536	0,4159282	0,8154459	0,6895510	0,9877863	0,9307273	0,7492463	0,0857596	0,9323235	0,9997431	0,8750283	0,8004193	0,3479513	0,0587343	0,3177501	0,9662426	0,5474764	0,5080594
440	0,6625654	0,2911689	0,0365767	0,0458338	0,3900744	1,0000000	0,4181361	0,7911991	0,5495025	0,0023733	0,8224532	0,7717366	0,8114173	0,9985547	0,8936890	0,7397033	0,2781883	0,3637143	0,4463679	0,9916108	0,9088414	0,8017415	0,9757666	0,2869241	0,4545571	0,6735273	0,7600652	0,7140373	0,8194222	0,4365752	0,7749013	0,6136625	0,8159265	0,1914520	0,9990814	0,2440171	0,2142773	0,7732941	0,4432172	0,3226589	0,7593912	0,4384046	0,3162069	0,1062388	0,0931804	0,6347825	0,7535973	0,4215015	0,8153080	0,6938495	0,9884731	0,9354849	0,7549745	0,0864480	0,9373993	0,9997542	0,8756426	0,8025681	0,3468125	0,0595938	0,3289282	0,9662446	0,5601295	0,5190308
460	0,6625568	0,2911688	0,0365767	0,0458375	0,3903542	1,0000000	0,4180378	0,7910987	0,5508291	0,0023675	0,8224618	0,7717382	0,8114173	0,9985547	0,8936886	0,7397068	0,2781883	0,3637134	0,4463683	0,9916115	0,9088443	0,8017668	0,9758698	0,2892004	0,4549525	0,6735245	0,7600698	0,7140273	0,8194322	0,4365773	0,7749528	0,6128380	0,8182478	0,1934010	0,9991066	0,2431813	0,2132959	0,7836863	0,4504194	0,3233481	0,7618794	0,4417661	0,3230272	0,1057998	0,0961206	0,6394023	0,7616762	0,4257351	0,8152052	0,6972541	0,9889419	0,9388182	0,7593869	0,0870037	0,9411067	0,9997620	0,8761285	0,8041347	0,3459668	0,0602769	0,3377341	0,9662461	0,5696555	0,5274526
480	0,6625512	0,2911688	0,0365767	0,0458410	0,3905474	1,0000000	0,4179676	0,7910262	0,5518337	0,0023637	0,8224683	0,7717393	0,8114173	0,9985547	0,8936883	0,7397093	0,2781883	0,3637132	0,4463686	0,9916121	0,9088465	0,8017835	0,9759463	0,2909988	0,4552512	0,6735225	0,7600732	0,7140200	0,8194389	0,4365789	0,7749891	0,6122009	0,8199371	0,1948996	0,9991240	0,2425454	0,2125751	0,7917031	0,4558575	0,3238951	0,7637897	0,4444279	0,3283383	0,1054811	0,0986247	0,6430093	0,7677396	0,4289392	0,8151289	0,6999317	0,9892657	0,9411769	0,7627631	0,0874458	0,9438171	0,9997675	0,8765082	0,8052822	0,3453415	0,0608133	0,3446098	0,9662472	0,5768068	0,5338832
500	0,6625475	0,2911688	0,0365767	0,0458442	0,3906812	1,0000000	0,4179176	0,7909740	0,5525924	0,0023611	0,8224731	0,7717401	0,8114173	0,9985547	0,8936883	0,7397111	0,2781883	0,3637132	0,4463689	0,9916125	0,9088480	0,8017946	0,9760031	0,2924096	0,4554763	0,6735211	0,7600756	0,7140148	0,8194435	0,4365800	0,7750148	0,6117110	0,8211696	0,1960454	0,9991364	0,2420639	0,2120475	0,7978563	0,4599503	0,3243237	0,7652463	0,4465155	0,3324352	0,1052500	0,1007229	0,6458060	0,7722836	0,4313565	0,8150726	0,7020248	0,9894920	0,9428610	0,7653324	0,0877931	0,9458006	0,9997715	0,8768019	0,8061258	0,3448807	0,0612304	0,3499387	0,9662480	0,5821640	0,5387721
520	0,6625451	0,2911688	0,0365767	0,0458471	0,3907741	1,0000000	0,4178819	0,7909363	0,5531642	0,0023594	0,8224767	0,7717407	0,8114173	0,9985547	0,8936882	0,7397124	0,2781883	0,3637134	0,4463690	0,9916128	0,9088492	0,8018021	0,9760453	0,2935093	0,4556458	0,6735202	0,7600774	0,7140110	0,8194466	0,4365809	0,7750330	0,6113359	0,8220708	0,1969171	0,9991452	0,2417008	0,2116622	0,8025597	0,4630226	0,3246562	0,7663509	0,4481396	0,3355715	0,1050827	0,1024569	0,6479615	0,7756849	0,4331753	0,8150312	0,7036522	0,9896516	0,9440728	0,7672791	0,0880633	0,9472537	0,9997744	0,8770273	0,8067481	0,3445424	0,0615520	0,3540426	0,9662486	0,5861706	0,5424754
540	0,6625436	0,2911688	0,0365767	0,0458499	0,3908388	1,0000000	0,4178564	0,7909092	0,5535940	0,0023582	0,8224794	0,7717412	0,8114173	0,9985547	0,8936883	0,7397134	0,2781883	0,3637135	0,4463691	0,9916130	0,9088500	0,8018070	0,9760766	0,2943621	0,4557733	0,6735196	0,7600786	0,7140083	0,8194487	0,4365815	0,7750458	0,6110499	0,8227311	0,1975777	0,9991515	0,2414279	0,2113815	0,8061427	0,4653235	0,3249120	0,7671848	0,4493943	0,3379574	0,1049617	0,1038734	0,6496145	0,7782282	0,4345405	0,8150009	0,7049117	0,9897654	0,9449503	0,7687486	0,0882717	0,9483192	0,9997765	0,8771991	0,8072082	0,3442947	0,0617983	0,3571863	0,9662490	0,5891629	0,5452717
560	0,6625425	0,2911688	0,0365767	0,0458524	0,3908839	1,0000000	0,4178383	0,7908897	0,5539165	0,0023575	0,8224814	0,7717415	0,8114173	0,9985547	0,8936883	0,7397141	0,2781883	0,3637136	0,4463692	0,9916132	0,9088506	0,8018103	0,9760999	0,2950201	0,4558689	0,6735192	0,7600795	0,7140063	0,8194501	0,4365820	0,7750549	0,6108326	0,8232157	0,1980765	0,9991561	0,2412235	0,2111775	0,8088642	0,4670434	0,3251073	0,7678120	0,4503582	0,3397631	0,1048743	0,1050190	0,6508765	0,7801283	0,4355631	0,8149787	0,7058824	0,9898470	0,9455892	0,7698545	0,0884312	0,9491013	0,9997780	0,8773293	0,8075490	0,3441138	0,0619858	0,3595831	0,9662494	0,5913949	0,5473775
580	0,7796522	0,6452844	0,0365767	0,0458548	0,3761988	1,0000000	0,5848214	0,7917514	0,5440299	0,0466221	0,8224356	0,7717415	0,8114173	0,9985547	0,8936839	0,7393696	0,3220698	0,4673772	0,6101035	0,9892394	0,9088501	0,5839219	0,9753836	0,2954280	0,4534635	0,6739315	0,8162446	0,7161668	0,7165631	0,4365823	0,6276961	0,5945582	0,8241048	0,1997554	0,9988003	0,2419853	0,2159131	0,8118226	0,4728811	0,3288450	0,7683018	0,4531542	0,3427426	0,1067862	0,1059634	0,6544890	0,7868358	0,4362302	0,8152809	0,6034357	0,9900200	0,9463920	0,6646205	0,0886382	0,9502994	0,9959285	0,5142036	0,8113269	0,3478643	0,0624127	0,3613087	0,9662495	0,6018987	0,5542117
600	0,8556045	0,8224921	0,0365767	0,0458569	0,2811433	1,0000000	0,7039083	0,7962052	0,5041124	0,0761063	0,8222144	0,7717359	0,8114173	0,9985547	0,8936775	0,7376736	0,3246838	0,4827937	0,6802771	0,9876442	0,9088311	0,4398099	0,9720546	0,2940504	0,4410456	0,6752183	0,8419188	0,7262051	0,6489975	0,4365810	0,5272991	0,5912805	0,8261620	0,2047275	0,9986362	0,2460293	0,2385163	0,8148564	0,4855143	0,3444580	0,7666202	0,4618078	0,3452489	0,1174250	0,1055800	0,6649339	0,8074107	0,4335638	0,8164501	0,5345650	0,9904143	0,9465886	0,6165862	0,0886892	0,9529642	0,9944196	0,3257765	0,8246125	0,3648097	0,0632439	0,3582562	0,9662460	0,6314735	0,5746846
620	0,9040606	0,9111709	0,0365767	0,0458590	0,1852199	1,0000000	0,7888372	0,8047362	0,4507965	0,0957454	0,8218280	0,7717103	0,8114173	0,9985547	0,8937016	0,7349950	0,3142620	0,4629331	0,6945100	0,9865675	0,9087492	0,3444924	0,9664583	0,2879559	0,4175056	0,6765290	0,8537395	0,7423764	0,6045553	0,4365741	0,4587498	0,5965609	0,8266169	0,2073714	0,9984911	0,2529645	0,2741677	0,8073880	0,4779328	0,3680856	0,7569944	0,4711955	0,3294089	0,1391622	0,1007776	0,6735736	0,8291899	0,4189046	0,8179879	0,4800983	0,9904960	0,9398692	0,5833750	0,0873649	0,9551386	0,9939047	0,2185582	0,8392054	0,3909819	0,0625064	0,3380723	0,9662301	0,6464281	0,5916438
640	0,9347551	0,9555479	0,0365767	0,0458608	0,1217927	1,0000000	0,8494056	0,8160964	0,4011933	0,1088269	0,8213462	0,7716535	0,8114173	0,9985547	0,8937806	0,7324965	0,3075870	0,4432809	0,6846602	0,9858371	0,9085754	0,2814454	0,9597914	0,2762828	0,3865860	0,6774782	0,8591713	0,7592178	0,5754086	0,4365580	0,4117369	0,6051493	0,8217221	0,2021823	0,9982354	0,2618004	0,3117362	0,7782937	0,4342484	0,3936979	0,7395473	0,4774154	0,2915721	0,1697537	0,0925346	0,6729025	0,8409971	0,3887117	0,8195469	0,4260970	0,9897290	0,9169540	0,5354365	0,0846749	0,9547471	0,9934638	0,1477176	0,8469317	0,4193487	0,0593928	0,2969453	0,9661939	0,6205890	0,5881960
660	0,9542976	0,9777551	0,0365767	0,0458626	0,0815813	1,0000000	0,8926011	0,8285047	0,3614351	0,1175403	0,8208363	0,7715679	0,8114173	0,9985547	0,8939114	0,7307275	0,3068278	0,4333820	0,6699695	0,9853392	0,9083257	0,2397398	0,9530308	0,2608911	0,3534062	0,6780896	0,8616451	0,7727794	0,5563618	0,4365323	0,3793156	0,6141103	0,8079026	0,1888984	0,9977682	0,2719368	0,3450754	0,7285806	0,3597962	0,4177103	0,7198084	0,4808791	0,2454132	0,2048841	0,0839804	0,6628351	0,8367293	0,3461589	0,8210622	0,3683277	0,9876245	0,8634074	0,4645251	0,0816527	0,9500789	0,9924552	0,0977705	0,8439170	0,4457789	0,0549681	0,2427389	0,9661381	0,5461724	0,5572023
