Time	Gene1	Gene2	Gene3	Gene4	Gene5	Gene6	Gene7	Gene8	Gene9	Gene10	Gene11	Gene12	Gene13	Gene14	Gene15	Gene16
260	0.1835796	0.3983472	0.4810687	0.0813185	0.0783407	0.6153529	0.7767469	0.0990937	0.6318541	0.3895607	0.5101151	0.1972765	0.0174205	0.5168943	0.104833	0.0568915
280	0.1707782	0.3577618	0.4559681	0.0669459	0.0922348	0.74039	0.7716621	0.1204794	0.6961593	0.3800645	0.7013728	0.2254205	0.0139436	0.6189399	0.1237445	0.02115
300	0.2207905	0.3881488	0.4471234	0.1186479	0.1045168	0.6267246	0.7266788	0.1212902	0.6638332	0.2155055	0.6081228	0.2225337	0.0049226	0.610526	0.1000401	0.0247022
320	0.1646297	0.4043945	0.3702322	0.1021803	0.0526378	0.763503	0.6023392	0.1513527	0.8284798	0.2726027	0.6539744	0.2429363	0.0066468	0.5270156	0.1232378	0.0580184
340	0.2328244	0.5021848	0.4953061	0.1069772	0.1076054	0.8931713	0.7753935	0.1009655	0.7687302	0.2547459	0.6507797	0.210865	0.0236636	0.5363116	0.0978538	0.0161271
360	0.1976561	0.4389483	0.490183	0.0755288	0.0658439	0.7144156	0.9379565	0.1667522	0.7863044	0.3407057	0.6096853	0.2319576	0.0338903	0.6307813	0.1418883	0.0151626
380	0.1919694	0.4486133	0.494646	0.0751789	0.0689209	0.7770313	0.6122961	0.094672	0.8901765	0.3548257	0.5900107	0.2412686	0.0480714	0.7895022	0.1075545	0.0991249
400	0.176554	0.445121	0.4939338	0.1079743	0.1070039	0.7218239	0.6833293	0.1177318	0.7493833	0.3833474	0.5281231	0.1969566	0.0172358	0.7013904	0.1396891	0.0102992
420	0.1984561	0.3697476	0.4291034	0.074603	0.0861052	0.7498146	0.7493658	0.1286208	0.8477362	0.2421314	0.6135241	0.3086538	0.0321325	0.5716951	0.1328282	0.0097838
440	0.1438133	0.378732	0.4922211	0.0701333	0.0789008	0.6786832	0.7864601	0.0921897	0.6903951	0.2858973	0.6252437	0.2739944	0.0199418	0.606345	0.1245264	0.0189746
460	0.1968888	0.4180526	0.5004347	0.0779011	0.1143846	0.7401351	0.8064147	0.1037289	0.6353823	0.3239111	0.5707252	0.2915507	0.0379491	0.5449028	0.10006	0.0259802
480	0.252086	0.3345423	0.4783912	0.1484326	0.0706605	0.7207602	0.8882524	0.0651543	0.6923364	0.2941552	0.647755	0.3023374	0.016254	0.6731667	0.1218828	0.0221887
500	0.2443315	0.4417666	0.5218979	0.1454209	0.1100369	0.578533	0.6378406	0.1250429	0.7582975	0.4084648	0.7532435	0.3440411	0.0240756	0.653988	0.0795941	0.0358204
520	0.2173019	0.4037713	0.338561	0.0691593	0.1155931	0.7051562	0.946438	0.0971266	0.7648268	0.2985718	0.6497232	0.2018612	0.0072419	0.5555645	0.1268968	0.0231809
540	0.2513401	0.3786909	0.3882369	0.0846527	0.15872	0.6261852	0.8403215	0.092841	0.6434444	0.2503728	0.5300608	0.1731851	0.0152836	0.6094913	0.0773845	0.0282669
560	0.2151446	0.3021759	0.4233266	0.11839	0.1817487	0.6445402	0.7021057	0.0788312	0.7120742	0.2896999	0.5948801	0.196776	0.0251185	0.6473545	0.0929047	0.012237
580	0.475858	0.3088054	0.4016628	0.1252503	0.1051494	0.7078657	0.6981567	0.4668626	0.7917567	0.2859831	0.8729811	0.3393881	0.1268118	0.4463534	0.1293788	0.0100352
600	0.4706498	0.3121469	0.3823324	0.1056952	0.2030962	0.6472008	0.7128852	0.5700362	0.648049	0.3321967	0.6667823	0.2712025	0.2336765	0.3143452	0.193593	0.0300539
620	0.623144	0.2527114	0.3946548	0.1098786	0.0984649	0.6901114	0.91721	0.5241634	0.6730409	0.2799867	0.6708879	0.235354	0.3037777	0.2099108	0.1796046	0.0827449
640	0.7571391	0.3700095	0.3619254	0.1131271	0.1345649	0.6460348	0.8095267	0.6112921	0.691303	0.3481796	0.6985078	0.2738647	0.2407708	0.1882865	0.2723057	0.0211362
660	0.7786342	0.3145608	0.4383052	0.1051163	0.1221652	0.6336026	0.7088067	0.5938125	0.6372903	0.2874378	0.6266148	0.2651101	0.2568712	0.2075775	0.2175301	0.042469
680	0.6287697	0.2898873	0.3662045	0.1317312	0.1208819	0.6054595	0.6967701	0.5839776	0.5716218	0.2709219	0.6133527	0.3090775	0.3025034	0.281528	0.2228295	0.0346547
700	0.6563291	0.3524536	0.5086243	0.1218873	0.0922531	0.5205032	0.6638388	0.5888026	0.6407659	0.2515484	0.5886044	0.2905907	0.3447263	0.2220983	0.2514006	0.0215482
720	0.687455	0.3088453	0.5060109	0.1475696	0.1653098	0.5408179	0.6897641	0.5368105	0.5588415	0.2166974	0.5786774	0.3269473	0.3094326	0.2439425	0.2726267	0.0318473
740	0.882818	0.2712084	0.4481941	0.1464829	0.1174776	0.5898463	0.6188654	0.5466289	0.5277109	0.2933114	0.6189626	0.2929864	0.3287207	0.2093211	0.2247593	0.0205023
760	0.7344721	0.2369293	0.393558	0.0510779	0.1313962	0.6150838	0.6500439	0.5258189	0.599016	0.2772322	0.5476575	0.3381427	0.2735753	0.264929	0.2740975	0.0945711
780	0.7170673	0.2760334	0.4705166	0.1066794	0.0868552	0.5271925	0.7829361	0.5879268	0.5287496	0.2176681	0.5341339	0.2772145	0.2795557	0.2241469	0.2478325	0.0466866
800	0.6868642	0.2437677	0.3670473	0.0674581	0.1287994	0.4966922	0.8164768	0.4968389	0.5297125	0.3572073	0.5626502	0.3431248	0.2979754	0.2792787	0.2415002	0.0180102
820	0.8200704	0.3385264	0.4734278	0.0994535	0.1498885	0.5817651	0.6698857	0.5250558	0.4784444	0.2771318	0.5494483	0.3571085	0.2830651	0.2140319	0.3110972	0.0233419
840	0.708592	0.3394743	0.4981793	0.0873679	0.1094465	0.5562786	0.7306159	0.5601502	0.4869868	0.29877	0.6106497	0.3462248	0.3190753	0.2033256	0.3323995	0.0482161
860	0.63476	0.227026	0.4292298	0.1705333	0.0936624	0.5456912	0.5777936	0.5018206	0.5058942	0.3595181	0.61286	0.3178132	0.356168	0.1407847	0.3044221	0.0191163
880	0.7902946	0.4198706	0.4473168	0.12722	0.0821	0.598652	0.7010394	0.4805248	0.5723943	0.2602603	0.5836361	0.2565613	0.4118163	0.2206289	0.2320691	0.0223934
900	0.8439545	0.3566337	0.4029658	0.0476943	0.0795095	0.5659815	0.5483742	0.653154	0.4793925	0.282936	0.6118682	0.3321359	0.3411737	0.1854438	0.2272352	0.0354926
920	0.7998867	0.285895	0.4875841	0.082763	0.0732072	0.513422	0.6663658	0.5520829	0.444226	0.2707062	0.6918721	0.3399738	0.4321662	0.1478087	0.2137698	0.0220541
940	0.7419402	0.2328491	0.3949876	0.0880906	0.1035461	0.5048991	0.7298284	0.5929249	0.4658775	0.3766844	0.6658496	0.3717614	0.3420329	0.2506031	0.310682	0.0418041
960	0.7686786	0.336883	0.5777453	0.1364122	0.1297241	0.6633367	0.6376831	0.4774595	0.5779607	0.2639364	0.7995466	0.3807422	0.2921345	0.198274	0.2885674	0.0408145
980	0.76462	0.3461533	0.4561816	0.1907707	0.1088043	0.6751217	0.7781396	0.5086606	0.4625855	0.3447216	0.7689041	0.328286	0.3016338	0.1433063	0.363156	0.0127228
1000	0.9197274	0.2728795	0.4291428	0.1278502	0.1790329	0.7679125	0.6777599	0.6097084	0.444308	0.2323908	0.6435129	0.3365651	0.3776318	0.1765002	0.2766686	0.01562
1020	0.8713764	0.216465	0.493884	0.0595382	0.1184076	0.5674039	0.7492002	0.559151	0.4781464	0.3315906	0.7323511	0.2718558	0.3600582	0.1478505	0.3101288	0.0248901
1040	0.803229	0.3411395	0.4682659	0.1178824	0.1147988	0.6085096	0.7521181	0.6020332	0.4001531	0.2659675	0.6082757	0.2701114	0.2887211	0.2662486	0.3337845	0.0222895
1060	0.7698285	0.2681903	0.5560859	0.086166	0.1407797	0.5159155	0.63846	0.5170755	0.5106321	0.3470494	0.5209173	0.2879119	0.3568478	0.3015834	0.3173362	0.027177
1080	0.7587435	0.3625105	0.4603322	0.0951831	0.0693343	0.6141948	0.6423125	0.5693631	0.5898567	0.2408613	0.5166286	0.2864969	0.4719308	0.2209286	0.3198282	0.0217033
1100	0.8634513	0.2832803	0.4561282	0.0909652	0.1349717	0.4812258	0.8030183	0.7074231	0.6369064	0.3087459	0.6598014	0.252238	0.3666812	0.1521009	0.2695192	0.018298
1120	0.6686451	0.2788236	0.4224739	0.075476	0.0822445	0.7518386	0.6698152	0.5574506	0.4907952	0.3667844	0.6376319	0.3304697	0.289859	0.3055367	0.3513346	0.0188879
1140	0.652751	0.2645613	0.561535	0.1389553	0.2749809	0.528258	0.5649347	0.215814	0.4321633	0.3087126	0.7592194	0.3068557	0.2897142	0.2841452	0.2859653	0.0287982
1160	0.5821023	0.3011628	0.3776889	0.1057552	0.4153288	0.5062961	0.7935375	0.1015871	0.3862292	0.3173676	0.5674718	0.3143076	0.3240647	0.3638312	0.2991223	0.0440967
1180	0.4826578	0.2404193	0.4970484	0.0705809	0.4231544	0.7207544	0.7145728	0.0869532	0.3518585	0.2347622	0.5663998	0.3069062	0.2981987	0.5164426	0.2945053	0.038975
1200	0.3516551	0.2459081	0.5055412	0.057925	0.4756888	0.6217803	0.6794341	0.072799	0.2555679	0.281672	0.7051569	0.3104882	0.380763	0.4847497	0.3099518	0.0326344
1220	0.3902911	0.2659597	0.4547837	0.1301385	0.5878994	0.555438	0.704539	0.0854879	0.2385334	0.2972863	0.6376358	0.28826	0.333149	0.4111007	0.2888689	0.0211777
1240	0.4484131	0.3436107	0.4676188	0.090988	0.564864	0.5301467	0.7826763	0.0967345	0.2401168	0.2278605	0.6406728	0.2714068	0.363075	0.545285	0.2986621	0.0219178
1260	0.3677882	0.2845118	0.4400134	0.0667923	0.7325184	0.6369192	0.5847818	0.0395816	0.2265829	0.2982246	0.6836406	0.2445391	0.381827	0.5803212	0.3310545	0.0299141
1280	0.3234442	0.2404016	0.5573735	0.104957	0.5896145	0.6466611	0.728463	0.0468608	0.2743564	0.2283545	0.6611264	0.3223472	0.4224418	0.6841186	0.330174	0.0273183
1300	0.4344974	0.3076189	0.4897258	0.1185092	0.518537	0.5026599	0.7427337	0.0532864	0.3313277	0.3158657	0.6454944	0.30425	0.3422693	0.5955772	0.2933319	0.0136302
1320	0.3918737	0.3801826	0.4725137	0.0968902	0.4946325	0.6863392	0.7251209	0.0786703	0.2977135	0.3201386	0.5233658	0.3223534	0.3604433	0.666544	0.2912571	0.0359566
1340	0.3765211	0.319465	0.5733097	0.1350403	0.6866537	0.5684305	0.6502445	0.0648417	0.2841104	0.342735	0.731664	0.3455398	0.3886017	0.5060465	0.3119631	0.0120165
1360	0.4322313	0.2521987	0.4217849	0.0596575	0.6345382	0.6135941	0.6902598	0.0603159	0.265783	0.2569955	0.6395963	0.1957403	0.365599	0.477975	0.2337318	0.0188882
1380	0.3502103	0.3027653	0.4554062	0.0823716	0.572887	0.6436718	0.583036	0.0516463	0.3599695	0.2445662	0.6202501	0.2480059	0.4481944	0.4890399	0.2762358	0.0421232
1400	0.379493	0.2622876	0.5334593	0.0821038	0.5443762	0.6267464	0.817014	0.0418645	0.3622875	0.3497851	0.6853945	0.3298214	0.3199294	0.5092678	0.2556993	0.0268247
1420	0.3013192	0.3224363	0.4504313	0.1772737	0.648508	0.6404079	0.7174022	0.073904	0.3164694	0.3429199	0.5563428	0.32625	0.3936316	0.5715308	0.3106901	0.0478673
1440	0.3199226	0.3554202	0.5252142	0.0897445	0.6497161	0.5970826	0.7421381	0.0713347	0.3757507	0.2957858	0.5890357	0.2749242	0.3097082	0.5686271	0.2750302	0.0051946
1460	0.3148452	0.3632422	0.4465303	0.0575188	0.6758382	0.609538	0.8124318	0.0933891	0.3202186	0.278586	0.5649321	0.3040554	0.2998958	0.4416589	0.2393085	0.0234907
1480	0.2811288	0.3518754	0.4154054	0.1360464	0.7507307	0.5820779	0.6880765	0.0968077	0.3956825	0.2590889	0.5591274	0.323131	0.4004991	0.5524739	0.274296	0.0189117
1500	0.3496539	0.3327257	0.4766528	0.0831018	0.7379887	0.5767831	0.8451054	0.0662957	0.3194243	0.2480976	0.4887855	0.2516731	0.4107006	0.6037662	0.3007221	0.0263519
1520	0.3920087	0.3137916	0.4738558	0.1304518	0.7019801	0.5863638	0.7217687	0.053342	0.3631338	0.3292516	0.6431205	0.2346576	0.3288394	0.6037661	0.3250875	0.0170573
1540	0.3509568	0.3978035	0.4659798	0.141452	0.8272242	0.7345951	0.7259211	0.0605385	0.4105148	0.3224105	0.7204586	0.2616504	0.3578757	0.562693	0.2582488	0.055576
1560	0.2624408	0.2722345	0.4359942	0.0851243	0.6304422	0.7336304	0.5810332	0.0701018	0.3469401	0.3086994	0.6899402	0.2974877	0.3786186	0.6006728	0.2280678	0.017007
1580	0.3682937	0.2758462	0.5328156	0.1076528	0.6833417	0.6227158	0.7209316	0.0629775	0.2936632	0.3200355	0.7054515	0.2156523	0.3457445	0.5264523	0.3024553	0.0431417
1600	0.3218651	0.360251	0.505359	0.1077942	0.6222358	0.6657656	0.6453676	0.0462118	0.3800391	0.3784603	0.6266961	0.2349715	0.304169	0.5080223	0.3101118	0.013372
1620	0.3843108	0.2523987	0.5306491	0.1037359	0.6547775	0.5854217	0.6942217	0.0408865	0.3325813	0.3089799	0.7268362	0.2903993	0.286254	0.5260879	0.2826094	0.0193285
1640	0.3036098	0.2822194	0.5104062	0.0904246	0.7392729	0.5528556	0.7584907	0.0305057	0.3049034	0.3385723	0.5396698	0.3261852	0.2977505	0.4429849	0.2802929	0.023205
1660	0.3692017	0.3496565	0.5245446	0.0849431	0.7740795	0.6005597	0.6992151	0.0718152	0.3754926	0.3307432	0.6909543	0.2567338	0.3195305	0.4652299	0.2943031	0.0133727
1680	0.353791	0.3588353	0.3675583	0.1296307	0.8486442	0.5580096	0.7446186	0.0273568	0.3800241	0.2323048	0.6744864	0.2308015	0.2825847	0.5148702	0.3211624	0.0133475
1700	0.4965254	0.2536809	0.4638627	0.0489476	0.6982608	0.5273403	0.7583868	0.2959762	0.5211334	0.3357669	0.6683785	0.2861335	0.3487221	0.3776922	0.2793387	0.0057814
1720	0.5895074	0.2341563	0.5564517	0.1491516	0.6032605	0.6084671	0.780202	0.391682	0.4569585	0.2755722	0.6214436	0.3787074	0.3025967	0.3148363	0.2854088	0.0156766
1740	0.6171328	0.2968915	0.433899	0.0923663	0.5695114	0.6004353	0.7714604	0.491486	0.671373	0.2951246	0.5244862	0.3332674	0.425474	0.2568028	0.2960062	0.0208236
1760	0.6469967	0.3358452	0.5017619	0.0597314	0.7037092	0.6403437	0.7137634	0.5259908	0.6504335	0.3482772	0.754072	0.3699712	0.3820625	0.1784407	0.3979795	0.0296943
1780	0.7087098	0.2383567	0.513127	0.0806354	0.5824907	0.5791531	0.6857979	0.5448549	0.686932	0.2753483	0.6701113	0.3284797	0.3461678	0.2532226	0.2897322	0.0170236
1800	0.6609035	0.3228356	0.4854175	0.0734518	0.5337775	0.5643419	0.7391226	0.5808413	0.5471526	0.3331776	0.6210678	0.33931	0.4199479	0.2840262	0.2762251	0.0112513
1820	0.6352232	0.3167906	0.5138875	0.0970874	0.4911621	0.4929138	0.8269098	0.5965858	0.5861755	0.3278992	0.645218	0.2604976	0.4490283	0.1651025	0.3380849	0.0148964
1840	0.6592554	0.2958889	0.5475042	0.0773826	0.4481904	0.5190841	0.7402585	0.5018199	0.5582058	0.3143638	0.7344509	0.3391966	0.3230143	0.2010606	0.3065846	0.0050156
1860	0.7394593	0.2815338	0.4890569	0.0881112	0.4556389	0.4589219	0.6190111	0.5238703	0.4624217	0.2793277	0.7105658	0.3806965	0.4206915	0.2391291	0.297608	0.0037098
1880	0.7551554	0.2432364	0.4671915	0.1088432	0.445426	0.6527333	0.7321135	0.5721136	0.4812659	0.2448947	0.6661016	0.4514505	0.3814903	0.2824251	0.2889977	0.0104271
1900	0.817844	0.2529202	0.4871813	0.0848723	0.3728222	0.5981554	0.6631658	0.6050501	0.5630921	0.3207323	0.5754371	0.2997863	0.2970653	0.1637806	0.363196	0.0256131
1920	0.7491144	0.257247	0.4788395	0.1022388	0.348903	0.6319361	0.6584911	0.516136	0.5919732	0.3166782	0.5869391	0.2799298	0.3132513	0.1843648	0.3501426	0.0145786
1940	0.7154833	0.3523118	0.5812396	0.0986767	0.4048049	0.6445927	0.5868558	0.5211095	0.522759	0.351075	0.7370459	0.2542728	0.3941269	0.2056884	0.3627054	0.0282978
1960	0.7799218	0.2198096	0.5175479	0.0967509	0.3847653	0.5622344	0.6509027	0.5218446	0.5660165	0.3118708	0.696546	0.2690444	0.3376329	0.1593854	0.3294896	0.0134091
1980	0.6896312	0.4150002	0.4560469	0.0929335	0.3171314	0.5890532	0.7381406	0.555808	0.6247031	0.3564561	0.6391082	0.24664	0.3969418	0.1235653	0.2836768	0.0128623
2000	0.6995855	0.2993688	0.4683988	0.0879337	0.3016149	0.6083385	0.6668334	0.6487122	0.6211553	0.2747844	0.6350916	0.2286927	0.3881266	0.2185304	0.2832688	0.0256408
2020	0.7289257	0.2054463	0.4908604	0.0489681	0.2014472	0.6081371	0.700797	0.6126499	0.5212446	0.2767918	0.5967383	0.2563504	0.354434	0.1749059	0.2917507	0.0173121
2040	0.8175568	0.3250151	0.3654087	0.0656209	0.2237917	0.6030058	0.6248899	0.4957565	0.4674088	0.2518901	0.5530238	0.2693442	0.3585386	0.2030692	0.2726634	0.0084507
2060	0.7144953	0.3275096	0.4229297	0.0736024	0.2825427	0.5454509	0.7020037	0.4862225	0.4994451	0.2778306	0.5272286	0.2953085	0.3040921	0.1632239	0.2882102	0.0043983
2080	0.6343175	0.2781619	0.5217074	0.14759	0.2190671	0.6737641	0.6581242	0.4669541	0.4864253	0.3067962	0.6732787	0.2559429	0.3251046	0.1737113	0.309488	0.0099681
2100	0.7579893	0.2798593	0.6238285	0.1095557	0.2217119	0.5781249	0.7075911	0.4441929	0.5246699	0.2793062	0.6361068	0.2683879	0.2642552	0.1905044	0.2133137	0.0256649
2120	0.7567456	0.3697618	0.4460693	0.0630315	0.1647808	0.664733	0.7446557	0.5228313	0.4951029	0.3345658	0.5525283	0.2523869	0.2547479	0.1662776	0.2566148	0.0303706
2140	0.7761973	0.3178685	0.4961406	0.0687422	0.1592578	0.4908479	0.8311379	0.5266462	0.4991981	0.2736111	0.5518729	0.3294772	0.351852	0.1905984	0.3711149	0.0401923
2160	0.6887076	0.3312471	0.4620796	0.0677239	0.1379832	0.5197406	0.6576745	0.4849281	0.4909034	0.3432879	0.5795021	0.345314	0.3693629	0.1640643	0.224988	0.0256031
2180	0.7034086	0.3610881	0.4106126	0.0992221	0.19901	0.5250153	0.6894637	0.4778203	0.5375545	0.2842356	0.5695283	0.366456	0.3496835	0.1460749	0.3069402	0.0368389
2200	0.6979995	0.3143002	0.5466013	0.1162189	0.1686876	0.5064336	0.7164744	0.4916416	0.3990305	0.2645431	0.5826241	0.2803136	0.3268009	0.1822222	0.3654244	0.027097
2220	0.6523038	0.2106233	0.4075467	0.0556896	0.1317907	0.5236469	0.6880337	0.5116577	0.383296	0.3172086	0.6058771	0.2730177	0.2906755	0.2074603	0.3116333	0.0159051
2240	0.8730611	0.331048	0.421572	0.087291	0.104642	0.7628486	0.6994486	0.583479	0.5648973	0.3617774	0.6367512	0.3053964	0.2466246	0.2309148	0.2692851	0.0241986
2260	0.7350373	0.2484999	0.3231035	0.0777132	0.1266827	0.4615812	0.4457522	0.4952514	0.513961	0.2354455	0.608763	0.135583	0.3146693	0.2942663	0.3313525	0.036978
2280	0.8646044	0.3590494	0.4340427	0.0780728	0.0902817	0.5609343	0.3039937	0.4560259	0.5660477	0.3856761	0.6890763	0.0592522	0.1952233	0.2218424	0.3282162	0.0335165
2300	0.7347118	0.2272978	0.4057015	0.2656439	0.117915	0.576068	0.2531335	0.5075716	0.5409272	0.2413905	0.6050186	0.0335837	0.1960132	0.2216399	0.3064488	0.0119584
2320	0.6446116	0.2309707	0.524801	0.0713083	0.113982	0.6268851	0.1405609	0.4312466	0.4784871	0.3068833	0.490241	0.0241021	0.1348288	0.1705906	0.306547	0.0389991
2340	0.6564655	0.2947462	0.4320941	0.0545283	0.114385	0.5945966	0.1418335	0.4802417	0.4899176	0.3617875	0.56933	0.0154229	0.1258258	0.1816483	0.3039787	0.0317716
2360	0.7841569	0.2461372	0.3599729	0.06798	0.0974625	0.5878299	0.0888859	0.4955531	0.5621693	0.3000373	0.5784039	0.0094417	0.204946	0.1713111	0.2769621	0.0292011
2380	0.7567261	0.2353984	0.3697731	0.0925178	0.0866152	0.5295927	0.0515534	0.4513944	0.4592786	0.2586379	0.6921849	0.0022434	0.1276598	0.141346	0.2338772	0.0221885
2400	0.6965264	0.2854148	0.3249014	0.1253686	0.0910568	0.4970536	0.0710608	0.4891787	0.5480472	0.311726	0.7387693	0.0145256	0.2105825	0.1715671	0.3245199	0.0057736
2420	0.8186097	0.2858318	0.3963619	0.0948003	0.1193276	0.5892315	0.0394451	0.4704336	0.489505	0.3850384	0.6896394	0.0107889	0.0979634	0.1866255	0.2845397	0.017112
2440	0.7031562	0.2207465	0.4030354	0.0754492	0.137542	0.5262577	0.0315936	0.5594443	0.5527944	0.2523883	0.6410973	0.0131099	0.1249069	0.2495598	0.2648897	0.0197338
2460	0.8187879	0.2617848	0.4646092	0.0830028	0.0969526	0.5413502	0.0432069	0.6338809	0.5465656	0.2743276	0.5702987	0.0104458	0.1355032	0.2048358	0.2754405	0.015549
2480	0.8449893	0.3121781	0.3050229	0.1085352	0.0857759	0.6038356	0.0099371	0.4891335	0.5212068	0.2490643	0.5565184	0.0124983	0.1037448	0.126135	0.3011321	0.0369563
2500	0.8599914	0.2803614	0.3824663	0.0675828	0.1058722	0.5075936	0.0033659	0.5020306	0.5356945	0.2988746	0.6865623	0.003888	0.1252826	0.1968873	0.3943974	0.0252445
2520	0.7175763	0.2317245	0.4925107	0.085622	0.0678433	0.5650082	0.0145141	0.5238303	0.5132489	0.252596	0.6234628	0.0161002	0.0941603	0.1690061	0.2428918	0.0312607
2540	0.6827742	0.2285996	0.4012341	0.0857397	0.0983945	0.669972	0.023652	0.5614954	0.5742342	0.2493035	0.661779	0.0067967	0.0951304	0.2392448	0.3609202	0.0179721
2560	0.9185646	0.2337862	0.4505597	0.1308226	0.0560645	0.588223	0.014619	0.6058008	0.4490679	0.2687375	0.728041	0.0159017	0.0974925	0.2068095	0.3362212	0.0226086
2580	0.830028	0.281282	0.4251533	0.0570611	0.1335238	0.5245671	0.0136549	0.5176453	0.5504918	0.2764045	0.6601463	0.007658	0.0972638	0.2688553	0.2854467	0.0181789
2600	0.7782235	0.3525472	0.4605237	0.0834126	0.0992223	0.5269369	0.00724	0.4480077	0.5128507	0.2703656	0.6475714	0.0029982	0.1161908	0.2284767	0.3794041	0.0124091
2620	0.7743911	0.3366984	0.4225633	0.1040581	0.0793237	0.6231237	0.0257393	0.3935922	0.6263531	0.366362	0.6638623	0.0049949	0.1538607	0.2458936	0.3473124	0.0137027
2640	0.8537679	0.2630232	0.4660927	0.0686539	0.0738869	0.4481548	0.0096954	0.5128952	0.5419781	0.3250841	0.6325295	0.0252053	0.1419638	0.1683777	0.3140415	0.033555
2660	0.7922551	0.3089591	0.4742066	0.0975819	0.0888047	0.5893243	0.0031313	0.5112891	0.5949839	0.3314679	0.728543	0.0045607	0.1425674	0.2144179	0.2801127	0.0219808
2680	0.8330609	0.2418564	0.4543667	0.1100016	0.0715998	0.5579668	0.0068374	0.5489849	0.6176698	0.2562167	0.6307261	0.0087698	0.1817139	0.2852435	0.348438	0.0275481
2700	0.5597766	0.3709995	0.4812963	0.085592	0.0654094	0.7198411	0.0095228	0.454231	0.3972941	0.3225119	0.575484	0.0053897	0.1050195	0.2730574	0.2764824	0.0360934
2720	0.6939603	0.3223169	0.560086	0.1001054	0.1040383	0.5131471	0.0063786	0.5781405	0.5307726	0.3060215	0.6393766	0.0244376	0.1371821	0.2391984	0.401771	0.0250891
2740	0.7724988	0.2490627	0.4656329	0.0692175	0.133223	0.6263982	0.0183641	0.4518184	0.5233717	0.2658856	0.6543176	0.0132392	0.0979668	0.2280051	0.3960265	0.0220903
2760	0.8088929	0.3702568	0.4258501	0.0909936	0.1331786	0.4013572	0.0172477	0.5973025	0.463908	0.2463071	0.6008471	0.0051887	0.1207366	0.1960314	0.2911712	0.0348603
2780	0.6168298	0.3837936	0.4925329	0.0974689	0.0773067	0.5155929	0.0228368	0.5391131	0.5832611	0.2641118	0.734546	0.0080582	0.1585943	0.2470979	0.2660834	0.0220145
2800	0.6479428	0.3344248	0.484452	0.046984	0.1819607	0.5949147	0.0174994	0.4798699	0.4958637	0.2771778	0.5613134	0.0120719	0.105711	0.2436784	0.3221078	0.0179917
2820	0.7235553	0.3827902	0.4827435	0.0725345	0.1064105	0.5165333	0.2192756	0.579236	0.5998934	0.2642423	0.6150725	0.1002124	0.1619026	0.1835658	0.310079	0.0875673
