Time	Gene1	Gene2	Gene3	Gene4	Gene5	Gene6	Gene7	Gene8	Gene9	Gene10	Gene11	Gene12	Gene13	Gene14	Gene15	Gene16
860	0.6081788	0.4824279	0.3087262	0.2102225	0.8337884	0.16811	0.4795039	0.2445466	0.387361	0.7906506	0.2267591	0.0211297	0.0096644	0.2396648	0.1356119	0.2636634
880	0.7275469	0.4183365	0.3866959	0.298109	0.8205587	0.1884125	0.5180203	0.366434	0.2888088	0.7652167	0.2194294	0.0262495	0.0004736	0.1958359	0.1391994	0.2890142
900	0.6080152	0.3913093	0.4023504	0.3067531	0.7730236	0.1912512	0.5346936	0.196024	0.2894108	0.8439324	0.2024334	0.0193523	0.0023026	0.1694098	0.1500749	0.2991959
920	0.5583713	0.4814812	0.3874334	0.2530342	0.7433248	0.263149	0.4564643	0.2209142	0.3665554	0.7659869	0.2256252	0.0441613	0.002037	0.2132133	0.1183721	0.2645714
940	0.517774	0.3610651	0.3721868	0.2479612	0.7337594	0.2096016	0.5662107	0.2451151	0.4269661	0.8488073	0.1927481	0.0718424	0.0094037	0.2080377	0.1420763	0.2128149
960	0.6990992	0.515013	0.3107036	0.2554657	0.653987	0.2865688	0.5600828	0.2469645	0.4972349	0.705922	0.1645913	0.029934	0.0072099	0.1895501	0.0948538	0.230611
980	0.59534	0.4670363	0.3835078	0.4353486	0.7606533	0.3859028	0.5145619	0.2506532	0.3925699	0.7877299	0.1871664	0.020158	0.0047839	0.2160045	0.1132104	0.2550572
1000	0.7494556	0.4265661	0.3227924	0.2625773	0.6257537	0.3604929	0.5661284	0.1805773	0.3223704	0.825799	0.2381382	0.0366606	0.0007458	0.3102581	0.1101813	0.2407832
1020	0.5474823	0.4045542	0.3387613	0.2212078	0.6755379	0.2298245	0.4809001	0.2290129	0.2459941	0.7011559	0.214329	0.0382189	0.0034077	0.2960504	0.13717	0.2076227
1040	0.6300375	0.3935174	0.2517048	0.2278866	0.7061928	0.1926752	0.4560663	0.1511185	0.37687	0.6812818	0.2119529	0.0066621	0.021449	0.1758122	0.1094773	0.2413842
1060	0.6829705	0.447971	0.3173798	0.2522393	0.6929537	0.2469561	0.4720297	0.1496783	0.3144163	0.6812515	0.1457228	0.0131627	0.0023039	0.2005511	0.1516947	0.3046871
1080	0.7561151	0.4393836	0.3220304	0.2295105	0.6071818	0.1927652	0.5105865	0.2814777	0.3745304	0.7803561	0.2077799	0.0424259	8.99e-05	0.2391008	0.1292198	0.3144684
1100	0.7314352	0.4672202	0.3303717	0.2751783	0.6929644	0.263325	0.4475421	0.1794022	0.2378862	0.788471	0.1509449	0.0132165	0.0004871	0.3120168	0.1470613	0.2180853
1120	0.5761126	0.4750776	0.3598235	0.2257657	0.6901689	0.2606262	0.5488259	0.3381099	0.2567114	0.7313149	0.1369764	0.0140094	0.0011079	0.1818453	0.0836376	0.2330854
1140	0.6429053	0.4519529	0.1948619	0.1429103	0.7624232	0.1678814	0.2439152	0.218059	0.2937321	0.5876938	0.094074	0.0112072	0.010938	0.1883326	0.1598696	0.1270421
1160	0.578642	0.4056756	0.0757685	0.2052037	0.5878958	0.2206368	0.2019568	0.2667343	0.2449981	0.5009982	0.0616491	0.0136818	0.0026003	0.2012565	0.0912911	0.2053516
1180	0.6680139	0.5446219	0.0726824	0.1932562	0.6888465	0.2094387	0.1842037	0.2233821	0.1681122	0.413501	0.0250071	0.0143865	0.0068641	0.1218888	0.0499399	0.1949306
1200	0.7241707	0.3925545	0.06422	0.2203751	0.693638	0.3268844	0.221716	0.2806772	0.1332449	0.3296009	0.0285999	0.0351432	0.0093632	0.157626	0.0679279	0.1942287
1220	0.6248608	0.4383508	0.0618638	0.2266955	0.6490007	0.2215547	0.1294089	0.218346	0.1069312	0.321921	0.020825	0.0464562	0.0091529	0.0787784	0.0473815	0.2456531
1240	0.6261815	0.3931463	0.0611936	0.2002126	0.8435039	0.3254505	0.1532147	0.2481742	0.1163362	0.3723717	0.0131909	0.0372237	0.0002946	0.0881487	0.0128008	0.196463
1260	0.7173406	0.3506428	0.0485454	0.2067323	0.650869	0.2546149	0.1212092	0.2863697	0.1000378	0.3213267	0.0109663	0.0308773	0.0006609	0.0432164	0.0176157	0.2134743
1280	0.6128483	0.4243901	0.0904648	0.2063359	0.699225	0.202644	0.1449198	0.2727872	0.1317118	0.3580373	0.0022235	0.015043	0.0007738	0.0648029	0.0185661	0.2019518
1300	0.6109218	0.3730582	0.0353273	0.2236847	0.6585496	0.1875388	0.1609988	0.2717191	0.1026036	0.3653322	0.0084933	0.0198087	4.9e-05	0.0783045	0.0166004	0.2398363
1320	0.6512165	0.3811087	0.0467967	0.1992336	0.7627865	0.1174058	0.1582967	0.2675395	0.085942	0.3169218	0.0019753	0.0177179	0.0002903	0.0737931	0.0147366	0.1986344
1340	0.5697788	0.3584454	0.0754643	0.1526453	0.721883	0.165251	0.13957	0.2568867	0.0865119	0.2491224	0.0020351	0.0111779	0.0035468	0.0555138	0.0459995	0.1224506
1360	0.4848948	0.4251106	0.0473956	0.2040065	0.6776439	0.1580373	0.1219325	0.2843509	0.0657687	0.2374622	0.0068519	0.0516323	0.0013226	0.0378963	0.0297257	0.1827404
1380	0.7569961	0.4692275	0.0946636	0.2062098	0.7098836	0.2011722	0.1235132	0.3327131	0.1081236	0.2799129	0.006348	0.0254238	0.0005083	0.056795	0.0398455	0.1721865
1400	0.5927873	0.5361556	0.0767398	0.1845262	0.6940597	0.1645587	0.0909956	0.2245292	0.0936067	0.2167064	0.0115409	0.0103042	0.0015942	0.0819257	0.0546927	0.2415077
1420	0.4874715	0.4158881	0.0455221	0.220185	0.6583864	0.2414048	0.0974092	0.1928776	0.1108649	0.2741293	0.0102465	0.0179338	0.0008992	0.0570809	0.0672681	0.2220439
1440	0.6033912	0.3026052	0.0752078	0.2356882	0.7702127	0.2559365	0.1594798	0.234049	0.0941979	0.2393914	0.0073738	0.0318786	0.0004382	0.0765998	0.0157884	0.277138
1460	0.5749554	0.3548393	0.0512033	0.2574332	0.767866	0.1788453	0.100887	0.21553	0.0950485	0.2455347	0.0041527	0.0120418	0.0	0.0519311	0.014417	0.1426455
1480	0.6371005	0.4751137	0.0662344	0.2193967	0.6938182	0.1794839	0.1486845	0.2731668	0.0931386	0.1800198	0.0	0.0115534	0.0014519	0.0521405	0.0236783	0.2237893
1500	0.5712875	0.5029098	0.0426823	0.1835614	0.8440184	0.1460537	0.1210546	0.3267779	0.0848629	0.2296199	0.0032812	0.0172593	0.0013684	0.0293345	0.0427295	0.1887809
1520	0.7701174	0.3526619	0.0558178	0.1996763	0.7453519	0.1177262	0.1495126	0.2249754	0.1172973	0.2427096	0.0003028	0.0246352	0.0071818	0.0730356	0.0336758	0.1845257
1540	0.6855384	0.409797	0.0487046	0.2051502	0.703666	0.1236301	0.1504449	0.2866411	0.0652131	0.2220578	0.0051367	0.0249712	0.015547	0.0353422	0.0242982	0.2209294
1560	0.6398461	0.4062851	0.0599758	0.2075339	0.7544418	0.1375414	0.1697266	0.1689516	0.0646746	0.1478951	0.0078011	0.0277817	0.008214	0.048971	0.0118734	0.2831263
1580	0.646742	0.4428286	0.045243	0.2149775	0.6951104	0.1085388	0.1638983	0.2333914	0.0635815	0.1398198	0.0107412	0.0076959	0.0001647	0.0463589	0.0341573	0.221507
1600	0.74078	0.3420365	0.1104728	0.1995925	0.7304328	0.1311277	0.0991988	0.2792224	0.0902067	0.1320031	0.0019943	0.0209604	0.0024669	0.0464349	0.0207774	0.3051722
1620	0.7491211	0.32686	0.042167	0.1985793	0.619434	0.1550644	0.1340524	0.3190687	0.0919994	0.1243281	0.0071099	0.0171836	0.0	0.0268699	0.0182005	0.2866487
1640	0.6757963	0.3862838	0.0483189	0.1523327	0.732755	0.1708762	0.1270624	0.3446158	0.0589581	0.1427673	0.0019434	0.0384851	0.0002757	0.0314645	0.0043647	0.2236839
1660	0.8089051	0.5092301	0.0778127	0.155122	0.801671	0.1857188	0.156103	0.3021155	0.0713568	0.1677664	0.0048624	0.0277923	0.0013149	0.0724111	0.0226549	0.2763492
1680	0.68971	0.406846	0.0614483	0.225196	0.7899212	0.1063148	0.1180776	0.2946654	0.0383788	0.1584725	0.0086902	0.0189858	0.0003966	0.0192236	0.028247	0.2490064
1700	0.5536104	0.3655198	0.1890531	0.1926432	0.7499873	0.1135895	0.4994531	0.318903	0.0650094	0.4083984	0.0052854	0.0115359	0.000987	0.0291284	0.0211364	0.1978501
1720	0.6659346	0.4193837	0.3113012	0.1694638	0.7441226	0.0499941	0.5329418	0.3650896	0.0834958	0.5599643	0.0507311	0.0461117	0.0080202	0.0736455	0.0084159	0.1463113
1740	0.6308995	0.3980326	0.2580195	0.10718	0.6825495	0.0600731	0.6292922	0.3008679	0.0792826	0.607353	0.0224072	0.016088	0.0023583	0.1044189	0.0259863	0.1901734
1760	0.5864745	0.399486	0.239655	0.2464698	0.7026698	0.2295215	0.5755136	0.3121841	0.0834677	0.6701015	0.0692225	0.0518506	0.0003783	0.094955	0.0183176	0.1205723
1780	0.6058417	0.3479763	0.291829	0.2624769	0.6312476	0.1698086	0.5575746	0.2326677	0.0847909	0.698311	0.1006039	0.0182731	0.0009025	0.2442889	0.0343453	0.149454
1800	0.7084239	0.3614868	0.3303466	0.1767254	0.7198849	0.1585114	0.5592541	0.2164145	0.1037313	0.8225426	0.0779821	0.0394323	0.0016294	0.1407093	0.1139563	0.2154124
1820	0.5988447	0.338421	0.2892695	0.2137462	0.6390276	0.1594485	0.5782161	0.3092752	0.143567	0.7036734	0.0958662	0.0359191	0.0014487	0.1398898	0.0646542	0.1268811
1840	0.6032207	0.482563	0.2751019	0.1557507	0.8077436	0.1576621	0.5833697	0.2797577	0.1788914	0.7169238	0.1142919	0.027973	0.003911	0.1640021	0.0654668	0.1676904
1860	0.6848955	0.3737782	0.2983549	0.1569835	0.9441648	0.1874202	0.6041822	0.322059	0.2001877	0.7131312	0.1258523	0.0116164	0.0	0.1917389	0.1184401	0.2085528
1880	0.7059039	0.3529036	0.4431161	0.1304409	0.8378523	0.2310856	0.6526578	0.2868326	0.245153	0.7984841	0.1470823	0.0102572	0.0017735	0.1721298	0.1429957	0.1770829
1900	0.6308466	0.4512166	0.4147088	0.1662408	0.7311686	0.2433463	0.6183612	0.2296165	0.2158979	0.7807142	0.1444511	0.0061968	0.0050453	0.1827668	0.100526	0.2052253
1920	0.7978908	0.4448905	0.2805032	0.1985433	0.7501521	0.2055097	0.6410478	0.2266596	0.234316	0.8549017	0.1651192	0.0152655	0.0	0.2253066	0.1206348	0.2565518
1940	0.7452097	0.3890293	0.2984367	0.1838779	0.7049588	0.123937	0.5729529	0.3256998	0.2116979	0.7940114	0.1648417	0.0336638	0.0019514	0.1911552	0.0849442	0.1526289
1960	0.641498	0.3887588	0.3924526	0.2359503	0.7784707	0.1361009	0.5908562	0.3014185	0.2447942	0.7568519	0.1612912	0.0339035	0.0014045	0.2164973	0.0759182	0.1703736
1980	0.6392573	0.4385426	0.4053348	0.2062646	0.7563298	0.2186089	0.6476448	0.2496535	0.1704145	0.7945324	0.1539768	0.0277773	0.0019375	0.1731412	0.1189277	0.1986714
2000	0.6762975	0.3490048	0.326001	0.2272239	0.8125483	0.1809267	0.5650305	0.2259597	0.2009611	0.6972983	0.1750156	0.0244115	0.0006357	0.2124008	0.1478129	0.1889924
2020	0.5206042	0.4371275	0.377171	0.2705091	0.7534497	0.1716935	0.4990513	0.200152	0.2661119	0.8452146	0.198913	0.0378885	0.0023852	0.25499	0.1275199	0.2571788
2040	0.6701323	0.4068244	0.4209047	0.2779989	0.8311096	0.1548091	0.5142426	0.2816061	0.2653153	0.6909506	0.1805715	0.0250241	0.0028531	0.1972673	0.1198253	0.2196756
2060	0.5516162	0.4510641	0.3057686	0.2794405	0.6993233	0.1343078	0.5254668	0.2424227	0.2467329	0.7746318	0.1739662	0.0083085	0.0006185	0.1845549	0.0958724	0.2137163
2080	0.5568605	0.3430256	0.2846025	0.2700038	0.8079884	0.1571525	0.4471047	0.2377061	0.2576706	0.7119418	0.1391404	0.0146612	0.0008304	0.2025256	0.1200276	0.1645848
2100	0.5914636	0.3269301	0.3333357	0.2473461	0.699548	0.188356	0.5526822	0.2982466	0.2599336	0.7390944	0.1361978	0.0129121	0.0026418	0.2653158	0.0918507	0.2110847
2120	0.6773916	0.3531859	0.3048881	0.2607306	0.8224364	0.2109271	0.462149	0.2367504	0.2075021	0.7121167	0.2252096	0.0106927	0.0031131	0.244707	0.1743217	0.2779721
2140	0.5769514	0.4094877	0.2773588	0.2350593	0.9452785	0.1617539	0.5888384	0.2085311	0.1957373	0.5965781	0.0985833	0.0178098	0.0009876	0.193255	0.0941009	0.1916576
2160	0.5787493	0.3954229	0.2498794	0.2511529	0.7197377	0.2007211	0.4834297	0.2626693	0.2554543	0.6784371	0.1365694	0.0053197	0.0	0.2205054	0.1257158	0.1861739
2180	0.644985	0.4571517	0.3076118	0.2172057	0.8031312	0.2214396	0.5751552	0.309036	0.3573741	0.6298971	0.1614653	0.0267628	0.0017275	0.2101324	0.1730582	0.1623772
2200	0.7890565	0.3668157	0.3775354	0.2875799	0.8409346	0.2378018	0.57343	0.2699673	0.3081939	0.8172815	0.1535324	0.0114308	0.0032223	0.2264816	0.0938707	0.3004534
2220	0.6774022	0.4785191	0.2798158	0.2509289	0.7210581	0.1859887	0.5329363	0.2041371	0.2207448	0.7492186	0.1341953	0.0184535	0.0187897	0.2075024	0.121552	0.1789858
2240	0.6397878	0.3539069	0.3513293	0.2255293	0.715518	0.2700871	0.6232114	0.2658558	0.3602032	0.7047692	0.1248375	0.0223335	0.0047199	0.2229093	0.0862053	0.2788263
2260	0.7039189	0.2331439	0.3278235	0.2823557	0.714319	0.174123	0.6473881	0.2445331	0.2487122	0.47008	0.1065728	0.042352	0.0056056	0.1902288	0.0915151	0.1506872
2280	0.7616186	0.1488099	0.3430412	0.1542469	0.6986747	0.3346695	0.5573587	0.3130223	0.2043348	0.2590443	0.0625959	0.0602979	3.86e-05	0.1861048	0.1053045	0.1757997
2300	0.5802961	0.0650162	0.3233191	0.1671315	0.7940169	0.3563796	0.6518089	0.4455999	0.2092858	0.2093326	0.06752	0.0692238	0.000575	0.2080657	0.0722927	0.1767318
2320	0.6196762	0.0412946	0.3881764	0.1647395	0.8162586	0.5396731	0.6710814	0.4212284	0.229498	0.1232888	0.0686651	0.0640629	0.0020063	0.1799692	0.1086238	0.1865243
2340	0.823498	0.0297569	0.2982633	0.1907366	0.6443653	0.5773248	0.9509694	0.5714592	0.2637163	0.1403857	0.0770672	0.0858263	7.21e-05	0.2025209	0.1320157	0.1964096
2360	0.6965066	0.0504752	0.3297482	0.2690427	0.7004701	0.7359256	0.7644705	0.5114724	0.2740364	0.0544024	0.0697068	0.0902895	0.0001858	0.2397989	0.0847318	0.2440864
2380	0.7633181	0.0670557	0.3495074	0.2322956	0.864058	0.6271693	0.7175245	0.5814587	0.2625226	0.068339	0.0371374	0.1310427	0.0007482	0.2060558	0.0914301	0.1702486
2400	0.7265136	0.023038	0.3474234	0.1480787	0.6643679	0.728456	0.7529295	0.5236307	0.2345529	0.0859818	0.0414337	0.1350798	0.0	0.2454696	0.0904869	0.19332
2420	0.5955144	0.0212335	0.3271933	0.1965625	0.7564004	0.6406408	0.6329407	0.6918877	0.2621622	0.0473091	0.0879604	0.1628694	0.004499	0.3500696	0.1082469	0.2174882
2440	0.6391328	0.0312605	0.379742	0.2004743	0.818432	0.7530594	0.7596367	0.7051169	0.3062701	0.0537038	0.0708792	0.2302235	0.0081115	0.2561605	0.1299328	0.1785877
2460	0.6411053	0.0243777	0.4064409	0.187299	0.7797909	0.857738	0.7077763	0.7242021	0.2971491	0.0974385	0.0603042	0.2352966	0.0050116	0.2617447	0.1600368	0.1876887
2480	0.7492853	0.0313409	0.3678484	0.2197928	0.7430377	0.7512817	0.6995122	0.6797873	0.3307709	0.0360017	0.0628265	0.190307	0.0067822	0.1868518	0.1227386	0.2552201
2500	0.7543824	0.0378238	0.2370845	0.254545	0.7338736	0.7047372	0.8168279	0.7779285	0.2827567	0.0548265	0.0668496	0.2075482	0.0030324	0.1806996	0.1140278	0.3038735
2520	0.7197168	0.0430632	0.3562367	0.1842466	0.7430264	0.7870243	0.8597967	0.7527948	0.2231297	0.0528051	0.0531969	0.2267174	0.0098334	0.221749	0.1081003	0.2050271
2540	0.6640669	0.0546544	0.3744049	0.2105136	0.8223463	0.7755455	0.6671846	0.6583661	0.2508314	0.0696062	0.0554175	0.2199867	0.0015648	0.2234169	0.1331769	0.1965361
2560	0.7636075	0.064886	0.3727941	0.1624137	0.8527592	0.8039093	0.724292	0.7855538	0.2082369	0.083389	0.078786	0.3079935	0.0074289	0.2551166	0.085992	0.2201917
2580	0.6023467	0.0542446	0.36396	0.1767784	0.8612231	0.6394486	0.8044169	0.8521308	0.2580669	0.0524422	0.060522	0.3297596	0.0006778	0.1888696	0.0761605	0.2156293
2600	0.6252125	0.0089436	0.4109147	0.1538946	0.7794062	0.7283947	0.7679663	0.6874825	0.2389147	0.044729	0.0684052	0.2189457	0.0051848	0.2141745	0.0859372	0.2203236
2620	0.6554692	0.016406	0.309345	0.1582734	0.771226	0.7266598	0.705043	0.7729824	0.2134685	0.0323656	0.0573465	0.2470773	0.0191483	0.2298855	0.0716949	0.1742473
2640	0.4924649	0.0499039	0.3333638	0.2162548	0.7638098	0.7402799	0.800277	0.8073981	0.1469427	0.0365749	0.0549427	0.2395568	0.0359461	0.1800592	0.0922275	0.2326027
2660	0.6721551	0.0505956	0.4390559	0.254896	0.7930552	0.7189344	0.7129997	0.8645904	0.1914981	0.0377105	0.035753	0.2470053	0.0135903	0.1782179	0.0975325	0.2001863
2680	0.570904	0.0277803	0.4500329	0.1653222	0.7021462	0.7562426	0.8616322	0.7567048	0.3440237	0.0467752	0.0287418	0.2180881	0.0041889	0.150798	0.1231641	0.2419694
2700	0.715862	0.0576943	0.4916852	0.2059806	0.6236195	0.7831878	0.7824851	0.735123	0.1797241	0.0738991	0.0185861	0.2742153	0.0036764	0.236682	0.1130554	0.2189918
2720	0.5722509	0.0634958	0.4615461	0.1824564	0.6791698	0.7486217	0.7971401	0.7879891	0.1906259	0.0503885	0.0500882	0.1651609	0.006397	0.1952371	0.1271825	0.2223643
2740	0.7035557	0.0591405	0.4220038	0.2528406	0.8839548	0.6615411	0.6482819	0.6822365	0.2720469	0.0423574	0.051765	0.2301215	0.0091296	0.2399447	0.1335343	0.2839226
2760	0.6664897	0.0447583	0.3269707	0.2416714	0.7783057	0.7405726	0.8059637	0.7527239	0.2631794	0.0275813	0.076716	0.2869093	0.0075243	0.217575	0.1031147	0.253389
2780	0.8089628	0.0212246	0.2860748	0.2111504	0.6404378	0.7452891	0.7874652	0.7643708	0.2982505	0.0392736	0.0818521	0.3555403	0.0061407	0.3204671	0.1306183	0.2569685
2800	0.573418	0.0261818	0.3540264	0.2227902	0.7789307	0.7110758	0.8852641	0.6588324	0.2970584	0.0552335	0.0414603	0.2589858	0.0033125	0.3128738	0.1383119	0.2054456
2820	0.6627844	0.2680487	0.36966	0.2575565	0.8039345	0.7225417	0.6803067	0.8004154	0.3113975	0.4155052	0.1167438	0.2137037	0.0095094	0.1742041	0.1216946	0.1853933
