Time	Gene1	Gene2	Gene3	Gene4	Gene5	Gene6	Gene7	Gene8	Gene9	Gene10	Gene11	Gene12	Gene13	Gene14	Gene15	Gene16
220	0.2839977	0.6746072	0.0477944	0.2212175	0.3932392	0.0201969	0.7481048	0.5842711	0.3498263	0.5158088	0.0633304	0.51498	0.5616574	0.3607486	0.3359536	0.3024202
240	0.3042323	0.6197387	0.0650867	0.1850174	0.4006603	0.0199936	0.6497805	0.5817945	0.3785879	0.6098716	0.0830908	0.5784991	0.5324449	0.3274522	0.2953358	0.2657548
260	0.2720112	0.8743608	0.040708	0.2642747	0.3666799	0.0265297	0.7757596	0.6129349	0.4136356	0.6968946	0.1187839	0.5362414	0.6299387	0.4669317	0.3155504	0.3733257
280	0.3458403	0.7310353	0.0499256	0.1840411	0.476721	0.0355349	0.5766115	0.4121734	0.4782864	0.598479	0.1092787	0.6157813	0.4991077	0.3970354	0.3155589	0.3631836
300	0.3373916	0.7180845	0.0406089	0.1864021	0.4666587	0.0115503	0.7539392	0.5297661	0.4214972	0.6080807	0.1394021	0.5037757	0.4984499	0.295801	0.3498822	0.2936821
320	0.2627372	0.7157683	0.0446882	0.1580214	0.397332	0.0139486	0.6961464	0.4923237	0.3904411	0.6555446	0.1265106	0.5041582	0.4570326	0.4294876	0.296641	0.298762
340	0.2836186	0.7882633	0.1064254	0.2019188	0.331195	0.0033512	0.7605441	0.6009918	0.4548111	0.6654205	0.1517178	0.5406405	0.5738624	0.3160359	0.2990661	0.3596181
360	0.2340253	0.7682316	0.1049358	0.2545164	0.295736	0.0131653	0.6963787	0.6355108	0.569093	0.5958529	0.1352154	0.5949962	0.4758821	0.2936408	0.3830886	0.2627923
380	0.4216388	0.6684268	0.0688461	0.2499766	0.2169506	0.0072501	0.6945958	0.5405985	0.4599517	0.6057512	0.1402324	0.6004079	0.4836975	0.3783508	0.3700228	0.2751327
400	0.2875112	0.7777444	0.072351	0.2282266	0.2682524	0.017632	0.6141026	0.4675445	0.3917982	0.608735	0.079418	0.6961316	0.4439114	0.3464218	0.3364793	0.2214384
420	0.2996156	0.87241	0.0521381	0.237095	0.4253946	0.0212666	0.6313797	0.5328202	0.4792868	0.5223944	0.1214407	0.6936589	0.6021135	0.4198075	0.3500656	0.2727877
440	0.2728812	0.7446042	0.0542659	0.2286089	0.312276	0.0283532	0.678063	0.5929176	0.3815176	0.5657418	0.1360639	0.5487569	0.4768828	0.4548082	0.407336	0.2683804
460	0.3692422	0.6747649	0.0645306	0.1627169	0.3977726	0.0475083	0.6559764	0.6040528	0.3525093	0.5461596	0.2091632	0.6517945	0.4748809	0.4184039	0.313405	0.3038957
480	0.3236744	0.8009699	0.0858293	0.1690388	0.3862451	0.0264716	0.6019257	0.7811102	0.4267094	0.5820685	0.1348017	0.5196471	0.4048311	0.4773014	0.3593612	0.2634409
500	0.3203093	0.7501663	0.073259	0.1896251	0.3806345	0.0158427	0.6441992	0.4569558	0.3402008	0.6523657	0.1469434	0.5533596	0.3889588	0.3856128	0.2957362	0.3811331
520	0.3420189	0.7069922	0.0549441	0.2364098	0.4202026	0.0206662	0.7258219	0.5228647	0.4787825	0.5208198	0.1286957	0.6696736	0.557338	0.4248818	0.3241357	0.3552027
540	0.4415365	0.6002551	0.0392571	0.167001	0.326847	0.0187015	0.6513588	0.5969442	0.4751637	0.5985796	0.1322872	0.5361014	0.4591183	0.3626377	0.3715157	0.3179301
560	0.39127	0.746941	0.0501314	0.158767	0.3745912	0.0090166	0.7165106	0.4398674	0.4876464	0.5839908	0.0856407	0.5654865	0.4649516	0.3876795	0.3923002	0.2875442
580	0.4475725	0.8879078	0.0742119	0.2023919	0.6082633	0.0579958	0.7388782	0.5510978	0.4459807	0.7364719	0.1907537	0.5931099	0.4609434	0.5268581	0.3832309	0.312428
600	0.516187	0.7654809	0.0822781	0.1704681	0.5606294	0.1016524	0.7642761	0.5319568	0.4169322	0.5729403	0.1457866	0.59325	0.499556	0.5737517	0.3231883	0.4251063
620	0.5413548	0.6906015	0.0700529	0.2305315	0.7113154	0.1600172	0.5675317	0.4526986	0.5363015	0.6927213	0.117495	0.4932594	0.4314007	0.6313778	0.3802109	0.4421817
640	0.485296	0.7722771	0.039852	0.2455016	0.6649309	0.2154275	0.5705203	0.5112143	0.5040659	0.5845046	0.1103712	0.564268	0.3885454	0.4803233	0.3434037	0.4311949
660	0.5592121	0.6842647	0.0517457	0.1882918	0.5621939	0.147994	0.5494006	0.4676359	0.7122872	0.5534867	0.1705937	0.4864743	0.4409696	0.5440284	0.4509674	0.4416743
680	0.4400943	0.7609697	0.0342887	0.1559569	0.5850769	0.1442362	0.6017196	0.4630037	0.5305057	0.5213797	0.1014471	0.4191269	0.3767207	0.558301	0.4063697	0.4813768
700	0.6909577	0.6715727	0.0378693	0.199478	0.4940921	0.1690062	0.5845572	0.4212332	0.6177405	0.5588269	0.1144967	0.6064715	0.3799981	0.473142	0.3366075	0.4834572
720	0.510102	0.8242977	0.0648688	0.2808557	0.5474565	0.1375158	0.6168567	0.4895631	0.6326627	0.5388547	0.1439397	0.4579719	0.3292894	0.521467	0.4377352	0.3657182
740	0.5443514	0.6532252	0.0262573	0.1516808	0.6971374	0.1901987	0.5972965	0.4135795	0.5758161	0.4706762	0.104908	0.4091283	0.3026175	0.3906095	0.4290002	0.355953
760	0.5710221	0.6801584	0.0274657	0.2175097	0.6393865	0.1516519	0.6840431	0.405476	0.687314	0.4953891	0.0984427	0.5018084	0.2732702	0.5842049	0.370616	0.3490433
780	0.5284476	0.7743598	0.0845576	0.2300477	0.5633271	0.1283183	0.7510281	0.5043793	0.6096776	0.4374626	0.1136764	0.5393683	0.2901656	0.52619	0.4178669	0.3746376
800	0.5136208	0.6837659	0.0542639	0.163817	0.6018874	0.0731177	0.5532927	0.4551621	0.6919885	0.4337155	0.0918003	0.490693	0.3218647	0.3805732	0.4630378	0.3843447
820	0.4566735	0.6987741	0.056397	0.203669	0.5641905	0.2174016	0.5790582	0.6007205	0.7468759	0.4020497	0.085408	0.4608932	0.2555907	0.4031934	0.5451567	0.34548
840	0.6479465	0.6673487	0.0382963	0.2400365	0.4683115	0.1381292	0.7352552	0.5064638	0.4910054	0.4340406	0.0841404	0.3530986	0.3227067	0.353313	0.4518604	0.3601456
860	0.6043398	0.7169186	0.0453727	0.1971666	0.448485	0.23465	0.6778673	0.493202	0.6031053	0.5649522	0.0827878	0.4178837	0.281644	0.3293282	0.4849367	0.324788
880	0.547205	0.7395889	0.0329503	0.1736094	0.643115	0.1670683	0.6864139	0.6275678	0.7011521	0.4239224	0.1109055	0.3714455	0.2843982	0.2973671	0.412568	0.3932975
900	0.472923	0.6340679	0.0555924	0.2441286	0.5918398	0.1391973	0.6211502	0.4616023	0.7157066	0.4684156	0.092217	0.4589541	0.2600013	0.2974997	0.417643	0.3463544
920	0.5036921	0.9071398	0.0394607	0.1756597	0.5326876	0.1108289	0.5226724	0.5764831	0.5338853	0.4499328	0.0760247	0.3449293	0.2564913	0.321873	0.5026595	0.4385385
940	0.469161	0.8053338	0.0479257	0.1868877	0.4555178	0.1641575	0.6168445	0.5274073	0.5465002	0.4423635	0.1025172	0.5885815	0.2604253	0.2626158	0.4837744	0.3187102
960	0.5584307	0.7720571	0.0339849	0.1887676	0.4133081	0.1368876	0.5153801	0.3088259	0.6864546	0.5539503	0.0732123	0.4235303	0.2842813	0.3491436	0.5021719	0.3563279
980	0.5525874	0.6621652	0.045891	0.2070845	0.4643492	0.0911357	0.6194874	0.3873688	0.5170167	0.3794645	0.0862793	0.3874044	0.2379565	0.5217764	0.4860665	0.4464817
1000	0.4565645	0.7413589	0.0409517	0.1565233	0.5147119	0.0986909	0.6422654	0.4255805	0.6881431	0.4008374	0.0927256	0.5100758	0.2780528	0.415603	0.3814034	0.3626436
1020	0.4943912	0.6463585	0.1096836	0.1336877	0.4939054	0.0768258	0.5736219	0.4857457	0.5757191	0.3981551	0.0947029	0.4134642	0.2593385	0.3644702	0.5174445	0.4627799
1040	0.5123914	0.8533935	0.087768	0.1488041	0.4588199	0.0685429	0.6134006	0.5035576	0.5730995	0.3444368	0.0838118	0.4391007	0.2684907	0.3916525	0.5495189	0.3687791
1060	0.5334706	0.8393545	0.0851749	0.1692722	0.5909857	0.1434605	0.5882559	0.4731355	0.5617155	0.3529332	0.08073	0.4453674	0.3328799	0.3154031	0.523284	0.3269476
1080	0.5683986	0.826817	0.063972	0.1475357	0.5166286	0.1108207	0.5951918	0.4278719	0.6276089	0.5321696	0.0726326	0.3924474	0.2426389	0.4531976	0.4014471	0.3473782
1100	0.6041929	0.7948284	0.0565016	0.1587099	0.4566995	0.2215759	0.6299218	0.4864021	0.4797027	0.4108655	0.0841945	0.3016626	0.3133484	0.3933515	0.5734227	0.5010819
1120	0.5080551	0.7274879	0.1222697	0.1599424	0.4529787	0.1263648	0.5329445	0.5077274	0.5921341	0.3686418	0.1011522	0.3851296	0.2332135	0.2942248	0.4780131	0.382938
1140	0.5187055	0.5589098	0.0719474	0.1847087	0.5396587	0.1813851	0.5238204	0.3587488	0.5688555	0.3531223	0.0898179	0.4509782	0.2702641	0.2906065	0.4794319	0.3078387
1160	0.5416083	0.2878427	0.0543833	0.1848451	0.4790987	0.1062378	0.6088036	0.4583228	0.7955423	0.405193	0.0864684	0.4648173	0.2103138	0.3069196	0.5183391	0.3570341
1180	0.5605447	0.1069083	0.0538016	0.2411443	0.4355126	0.1301676	0.4846178	0.5019244	0.8509187	0.3913225	0.066512	0.4093535	0.2051826	0.2861429	0.4596712	0.4857318
1200	0.5250556	0.0756631	0.064391	0.1789802	0.5289815	0.1189035	0.5463371	0.3544826	0.6168559	0.405299	0.0736301	0.343468	0.2685915	0.2720967	0.4535292	0.331146
1220	0.5528522	0.0865821	0.1043462	0.1942442	0.4237723	0.1037303	0.572821	0.417368	0.8581159	0.3140187	0.0965323	0.426594	0.2468331	0.3826247	0.5553265	0.2698426
1240	0.4815015	0.0323412	0.0492977	0.1520904	0.4502285	0.1249349	0.5370909	0.4097847	0.7486566	0.3861388	0.0940041	0.3984028	0.2072349	0.3055839	0.4057988	0.2998135
1260	0.4753835	0.0384403	0.0593766	0.2658272	0.3963748	0.1158358	0.6907972	0.3326272	0.6930589	0.349386	0.1329061	0.3553819	0.3163157	0.361744	0.5089021	0.3320315
1280	0.3906442	0.0988696	0.0291466	0.2271532	0.6654072	0.0966184	0.601934	0.3904492	0.7175096	0.4247962	0.128033	0.3875956	0.2471097	0.3332065	0.5909934	0.3935781
1300	0.3436177	0.0147763	0.0423277	0.151316	0.6662802	0.1772467	0.6632791	0.4767157	0.7293085	0.3817132	0.088547	0.4428838	0.392658	0.4478184	0.4631812	0.4499206
1320	0.3998421	0.0146878	0.0609258	0.18207	0.6576697	0.123993	0.6302686	0.4870733	0.7075845	0.4813651	0.1116599	0.3412566	0.4221554	0.5900039	0.4286331	0.4908217
1340	0.3749202	0.0434756	0.0445463	0.248535	0.5961024	0.1737179	0.6932205	0.4850885	0.7861409	0.4505791	0.0739768	0.5405424	0.4048387	0.5203826	0.461884	0.3904863
1360	0.3443215	0.0131454	0.0519968	0.1859589	0.6243093	0.1151837	0.6347234	0.5127869	0.5662164	0.5446513	0.1032316	0.4741215	0.3721041	0.6132991	0.4263071	0.4276449
1380	0.5016712	0.0114793	0.0655701	0.1651322	0.7138415	0.1476032	0.5965788	0.4304337	0.7305056	0.4965314	0.1153312	0.5383397	0.4836329	0.4840446	0.3710561	0.4820567
1400	0.405607	0.0094809	0.0448853	0.2344768	0.7430336	0.1599511	0.6465076	0.4605265	0.7662384	0.4766321	0.1412339	0.5769998	0.3890365	0.4655724	0.3962327	0.5669751
1420	0.5044099	0.016183	0.0657001	0.194175	0.7281865	0.1528835	0.6661195	0.5403385	0.7227429	0.5763266	0.1708567	0.5109178	0.3585009	0.560554	0.4155794	0.5528845
1440	0.434319	0.0091819	0.0762112	0.1763547	0.7157952	0.2164161	0.7482448	0.4012373	0.6524363	0.4638283	0.1620198	0.496577	0.3829538	0.458297	0.3057353	0.4544677
1460	0.2578407	0.0124977	0.1550093	0.2007174	0.740674	0.18288	0.6917118	0.4050322	0.7068184	0.5094495	0.1201385	0.4954062	0.4557597	0.6067363	0.4355828	0.4260178
1480	0.2768502	0.0234667	0.0826384	0.3219669	0.7064137	0.1970032	0.7092228	0.5807469	0.750244	0.4513696	0.1320014	0.4895575	0.5299043	0.5321763	0.4396076	0.5048751
1500	0.275367	0.0162017	0.0870926	0.2476971	0.6090013	0.1655124	0.667714	0.4917232	0.6429365	0.5820265	0.1411891	0.5616726	0.4090719	0.4348883	0.3676797	0.5027996
1520	0.3331568	0.0187339	0.1010145	0.268324	0.7886884	0.1734898	0.6527163	0.5642787	0.712964	0.5495026	0.1373107	0.5546815	0.4627045	0.6692096	0.4116056	0.5000576
1540	0.3716522	0.0180319	0.0607811	0.1773869	0.7682087	0.2033442	0.6827542	0.6627691	0.5712437	0.4700488	0.1268815	0.5803719	0.4951313	0.5559809	0.3785217	0.5844484
1560	0.3546077	0.0175008	0.0736694	0.2391519	0.6408087	0.2116368	0.6386031	0.5521858	0.6344057	0.6088551	0.1665553	0.4677518	0.4770214	0.5795156	0.4349755	0.51722
1580	0.3252371	0.0247807	0.085769	0.2015024	0.7509665	0.2393882	0.6958201	0.5024632	0.5836182	0.5308072	0.1531938	0.4581591	0.4406984	0.6679271	0.4163973	0.5596643
1600	0.3966942	0.0303919	0.1031823	0.2292003	0.7728977	0.1796629	0.6621127	0.4189492	0.7019836	0.5510613	0.1400161	0.505009	0.5201456	0.6193475	0.4927394	0.5323789
1620	0.3738495	0.0226915	0.0974697	0.2277239	0.7945185	0.2244001	0.7748181	0.5180189	0.6657968	0.5889566	0.1591797	0.4762342	0.4663181	0.6061019	0.4543368	0.4305042
1640	0.4628954	0.0268409	0.0695331	0.1569999	0.6192419	0.170847	0.6129946	0.4652217	0.8160285	0.5722373	0.2000181	0.5734471	0.4055884	0.5565506	0.369844	0.4603264
1660	0.365107	0.0220737	0.0743106	0.175251	0.6702951	0.1829327	0.5941253	0.5341034	0.653288	0.5561008	0.1775862	0.4781812	0.4741365	0.5873123	0.351898	0.4666739
1680	0.3632117	0.0352218	0.0864456	0.1871734	0.6220981	0.1768671	0.5579881	0.5282146	0.6242494	0.5962229	0.1760243	0.542159	0.4501595	0.5660667	0.3985067	0.6032387
1700	0.4602988	0.3485245	0.0904943	0.163143	0.661719	0.2241019	0.5360973	0.5350775	0.5900258	0.5813093	0.1377046	0.6565645	0.488524	0.4583649	0.3985928	0.571404
1720	0.4581464	0.4657156	0.076045	0.1874165	0.6072932	0.1605109	0.653166	0.51283	0.6466075	0.533674	0.1482719	0.5722152	0.48792	0.4584962	0.4164924	0.5090428
1740	0.5119129	0.5878959	0.0853571	0.1390584	0.7100438	0.1568315	0.6052305	0.5168862	0.6700453	0.5065491	0.0934996	0.5405879	0.3498065	0.4989237	0.4924686	0.4881466
1760	0.4532148	0.618497	0.0732131	0.152228	0.635319	0.1482434	0.6862995	0.4282638	0.5501781	0.5266543	0.1711304	0.5331788	0.4189096	0.5577472	0.3453837	0.4555354
1780	0.4583734	0.5653474	0.0784527	0.1998339	0.7479734	0.1730004	0.5976208	0.5468161	0.4648935	0.6053704	0.1437132	0.5141163	0.4093287	0.5472154	0.3268126	0.4361076
1800	0.614584	0.7828115	0.11216	0.2081803	0.6668048	0.1266342	0.7365864	0.5741603	0.5564948	0.5563595	0.161394	0.4460068	0.4095062	0.4131028	0.4377702	0.4433629
1820	0.5504453	0.7655602	0.1040895	0.288615	0.6222246	0.1709292	0.7961764	0.439076	0.4176365	0.5509588	0.0604083	0.4275462	0.359149	0.3507245	0.3984585	0.3852373
1840	0.4307204	0.6153044	0.0808189	0.1657625	0.6147187	0.133367	0.7489654	0.5439644	0.5952046	0.530356	0.0948596	0.4789498	0.2899169	0.4076761	0.3440414	0.45666
1860	0.4184564	0.6925787	0.0458822	0.2236809	0.6493661	0.2182733	0.6304667	0.4919892	0.5409966	0.4865627	0.088922	0.4506316	0.283005	0.3456315	0.3808788	0.347631
1880	0.5042304	0.5705334	0.0539593	0.1904311	0.4414907	0.1854838	0.6008701	0.4382488	0.5700511	0.5075988	0.0858777	0.4157394	0.2798791	0.4765103	0.4626911	0.3217528
1900	0.5226312	0.5904936	0.0431466	0.1867362	0.4022803	0.137689	0.659795	0.4853722	0.54521	0.3888977	0.122577	0.3512355	0.2524756	0.3470656	0.4979709	0.3464088
1920	0.4254094	0.6318594	0.08578	0.1773855	0.5662988	0.1872396	0.556702	0.5015856	0.6190345	0.3256304	0.0759965	0.350421	0.2110362	0.4760877	0.4260001	0.3702498
1940	0.49733	0.6704237	0.0488059	0.2475518	0.6061559	0.1156557	0.5746414	0.6356431	0.5785719	0.3935422	0.0862534	0.4287346	0.2310193	0.3652253	0.6333527	0.4267925
1960	0.523915	0.7465058	0.0498433	0.221119	0.5081117	0.1942286	0.4929951	0.4800258	0.6384544	0.5493326	0.0981835	0.39194	0.2732994	0.2917648	0.5329462	0.3569931
1980	0.4664352	0.6630599	0.080327	0.2301051	0.5086487	0.1878167	0.4855948	0.4360368	0.6298539	0.4305679	0.0861711	0.3753254	0.2370614	0.2346281	0.4950445	0.2697434
2000	0.5240504	0.6186806	0.024347	0.1792189	0.4878028	0.1868878	0.5154666	0.3754997	0.6024293	0.4474691	0.0855679	0.4518535	0.3896788	0.2736582	0.4232061	0.3897951
2020	0.4275127	0.654045	0.0745236	0.1905718	0.5592443	0.2679418	0.5515522	0.3760611	0.527395	0.4500384	0.1091567	0.3689544	0.2984164	0.2389222	0.5290465	0.4118011
2040	0.4355779	0.6719446	0.0487885	0.1779381	0.5239962	0.1672862	0.6195105	0.456657	0.5697597	0.3786947	0.1293655	0.4442252	0.2310084	0.3423462	0.5153637	0.3117948
2060	0.5428552	0.7749504	0.0277753	0.1819658	0.5223736	0.2033592	0.6515945	0.5174713	0.5908465	0.4018739	0.1075799	0.3419471	0.2666382	0.3609112	0.4496709	0.3316391
2080	0.5374737	0.8054543	0.0365348	0.168249	0.4497721	0.1383311	0.606576	0.4684932	0.6271576	0.3826691	0.1013032	0.374986	0.202416	0.3611651	0.4359222	0.3739863
2100	0.5281853	0.5936485	0.0363517	0.2168037	0.3815184	0.1787913	0.5678181	0.4827622	0.6574038	0.3603548	0.0791351	0.4309067	0.1933514	0.3714181	0.4411255	0.4284612
2120	0.531931	0.7387361	0.0454692	0.1785347	0.4278632	0.1685183	0.6806977	0.4492385	0.627251	0.4492661	0.1241409	0.4043941	0.2615901	0.2758805	0.5940691	0.4012572
2140	0.5516793	0.6904297	0.0422694	0.2206016	0.5254324	0.1521356	0.5135086	0.4248613	0.6866419	0.3700184	0.1168255	0.4633178	0.2441692	0.3150236	0.4706397	0.4450469
2160	0.5515069	0.7514855	0.0454581	0.1920077	0.526728	0.1703946	0.6171442	0.5298481	0.5689191	0.3612982	0.0884098	0.476274	0.274338	0.3635289	0.445163	0.3037259
2180	0.5947146	0.7195625	0.0310735	0.2320722	0.4926638	0.1700577	0.575406	0.4526535	0.6028504	0.3411578	0.0869066	0.431575	0.2722675	0.3758469	0.5733591	0.3789341
2200	0.5346665	0.7641093	0.0696823	0.2412743	0.4120976	0.1523161	0.5413103	0.5205062	0.6345662	0.2990197	0.1090849	0.4032289	0.2620148	0.3497304	0.4324873	0.2906466
2220	0.5591654	0.7271484	0.0493462	0.1783902	0.451781	0.1366203	0.5851174	0.3836757	0.6645085	0.348719	0.0709714	0.3686621	0.2956032	0.3217997	0.4182182	0.3617206
2240	0.5396056	0.8121047	0.0523799	0.2565192	0.4212598	0.1529129	0.5774758	0.4259874	0.8519119	0.4012723	0.0601434	0.3921466	0.3016487	0.2871422	0.5610226	0.3631287
2260	0.4257069	0.6449418	0.0695096	0.2207327	0.4071824	0.094018	0.5387527	0.4670349	0.5753632	0.2566819	0.0302853	0.3576061	0.2235826	0.2672961	0.5775385	0.2498737
2280	0.4101412	0.6121594	0.0743329	0.0762172	0.4760952	0.1342368	0.5475148	0.5391112	0.6078951	0.3290912	0.0232358	0.3909363	0.2054622	0.3108001	0.377975	0.1892179
2300	0.3863092	0.7286111	0.0561113	0.0511736	0.5444535	0.1673289	0.5711207	0.5905596	0.5128982	0.349193	0.0187779	0.3853244	0.2032959	0.3225118	0.4605534	0.1214005
2320	0.3452402	0.6474685	0.0709714	0.033635	0.4461478	0.1911392	0.7641988	0.6499815	0.5339816	0.3658623	0.0149987	0.4191598	0.1751646	0.4167204	0.4807886	0.1064913
2340	0.3334629	0.5879887	0.0280269	0.0280738	0.6216196	0.2613581	0.7344483	0.6241669	0.6828016	0.503026	0.0173985	0.3994059	0.1556507	0.3620083	0.4053413	0.1005823
2360	0.4313702	0.6375013	0.1048079	0.0122488	0.7634793	0.2155469	0.6507329	0.7249129	0.529753	0.3350758	0.0086093	0.5022799	0.222647	0.4166376	0.4764098	0.0747154
2380	0.4381197	0.6249049	0.082564	0.0188029	0.6452329	0.2577962	0.6736425	0.6426866	0.5298738	0.4550275	0.0254361	0.6174184	0.2592787	0.4301071	0.5001718	0.1085054
2400	0.456456	0.7081056	0.0747015	0.020382	0.6739896	0.221174	0.6910208	0.5835413	0.4922481	0.5252936	0.0459723	0.5961298	0.316477	0.4814386	0.4114093	0.0682353
2420	0.4522186	0.5796281	0.0596019	0.0070262	0.7472563	0.2697256	0.804295	0.6892205	0.5426355	0.412808	0.0560532	0.4734877	0.1900337	0.4882191	0.4271985	0.0851112
2440	0.3745937	0.5339536	0.0754943	0.0008646	0.6047577	0.2541933	0.6303535	0.5352773	0.5360578	0.3846606	0.0927878	0.4468767	0.2826463	0.4543399	0.4268713	0.0610032
2460	0.367738	0.624556	0.042552	0.0006152	0.6347812	0.2387956	0.6935982	0.5687018	0.5169358	0.4888132	0.0171347	0.5358455	0.2742783	0.495659	0.435717	0.0620908
2480	0.3866637	0.6520788	0.1586474	0.0002767	0.6464248	0.2534998	0.6565174	0.625592	0.5259231	0.5852016	0.016178	0.4056992	0.2697386	0.5663206	0.403231	0.0545043
2500	0.3897368	0.6748397	0.0845806	0.0005284	0.7450464	0.2491527	0.6957675	0.6095802	0.5347886	0.5514903	0.0277985	0.559204	0.2983104	0.549955	0.4617298	0.0824838
2520	0.4603078	0.65606	0.1283469	0.0001972	0.5884236	0.2745466	0.696248	0.7067086	0.5197932	0.5159492	0.0213408	0.5182519	0.3106351	0.5463533	0.5028024	0.066026
2540	0.3934602	0.7348024	0.1031668	0.0020881	0.5699837	0.2519482	0.7312564	0.6129319	0.6212423	0.5785437	0.0305061	0.4478099	0.2748382	0.4241152	0.472951	0.0567863
2560	0.4398059	0.6012506	0.048991	0.0023989	0.6072866	0.2318162	0.7663925	0.5890544	0.5567758	0.5614299	0.064544	0.4872127	0.2992934	0.4518472	0.4527624	0.0391831
2580	0.3861632	0.7348034	0.0933285	0.0067906	0.5999946	0.3148186	0.7106981	0.6559242	0.4693779	0.4551226	0.0597309	0.4518886	0.2786392	0.4419365	0.4103702	0.0358161
2600	0.4940687	0.6142205	0.043719	0.0017625	0.6722076	0.2833288	0.713339	0.7127279	0.5363379	0.4386618	0.0578654	0.4752294	0.310925	0.5666454	0.3865476	0.0737507
2620	0.4054818	0.6958372	0.0297362	0.0003889	0.545817	0.2753783	0.6479438	0.7605901	0.5185982	0.5933326	0.0416053	0.515328	0.2553511	0.420071	0.4015807	0.0259109
2640	0.482336	0.5694806	0.0565825	0.0004245	0.6116444	0.3196245	0.7090689	0.6851172	0.5957579	0.4786991	0.0391841	0.4515392	0.2128291	0.4431248	0.3403573	0.074282
2660	0.3824353	0.5707674	0.0385718	0.0	0.5687254	0.3493999	0.5962693	0.6837243	0.52082	0.4635681	0.0336442	0.3850148	0.2270442	0.5144627	0.3766791	0.0420271
2680	0.4002782	0.5513035	0.044349	4.6e-05	0.5276355	0.2286108	0.6988384	0.5454836	0.583542	0.5284403	0.0557465	0.5043131	0.2769546	0.5072798	0.3866489	0.0609749
2700	0.4432297	0.5432328	0.064006	0.0003539	0.6458685	0.2053251	0.6262099	0.616402	0.6023525	0.5266458	0.0283496	0.4501248	0.2585837	0.431257	0.3854447	0.0644535
2720	0.4177294	0.6823982	0.108511	0.0001268	0.7961578	0.3143247	0.7265349	0.5800112	0.486715	0.5089632	0.0500243	0.4485445	0.2807952	0.5049045	0.3530031	0.0835996
2740	0.4212411	0.5676847	0.1283367	0.0002007	0.8487218	0.2583976	0.7235407	0.6167761	0.4162885	0.4337959	0.0440448	0.5289749	0.2543829	0.6013045	0.3567084	0.0441367
2760	0.5110854	0.5568185	0.1079206	4e-06	0.7519865	0.2864344	0.6024011	0.4881791	0.5793232	0.5945216	0.037333	0.4744002	0.2467446	0.5014182	0.3958061	0.0523091
2780	0.3177833	0.5919051	0.0848176	0.0001573	0.6368376	0.1986292	0.6204365	0.6400484	0.4729917	0.5068088	0.0350558	0.5766554	0.2276085	0.4197607	0.4552965	0.0302587
2800	0.3585783	0.5555215	0.0669414	0.002568	0.671162	0.2478466	0.6720279	0.6098036	0.5248469	0.5849551	0.0449348	0.4981756	0.2427323	0.4816575	0.4923158	0.0479871
2820	0.4966684	0.5573039	0.0778579	0.0605182	0.5511145	0.2475781	0.7936312	0.6139882	0.4897022	0.580429	0.0519472	0.5339404	0.3004405	0.477226	0.3678911	0.1827956
