"Time"	hipA	hipB	ihfB	yeiL	tdcA	tdcF	tdcG	tdcE	tdcC	tdcD	tdcB	hemF	amiA	ibpB	uspB	ecpD
560	0,4506343	0,2915392	0,2127733	0,5402677	0,6362466	0,2036326	0,2307998	0,1200533	0,4675349	0,7950127	0,6647549	0,2096053	0,6732630	0,1541238	0,5331084	0,1873623
580	0,4786757	0,2941720	0,2950610	0,5024448	0,4235972	0,1458896	0,1879920	0,1441495	0,5362811	0,6117815	0,5440147	0,2450210	0,6256307	0,1286746	0,6822522	0,2015273
600	0,6132130	0,3510066	0,2439586	0,4677658	0,5457123	0,1431252	0,2260885	0,1460214	0,4636614	0,7612385	0,6179257	0,2825064	0,6285338	0,1195546	0,5675966	0,2095749
620	0,4552103	0,3092098	0,3116337	0,5350547	0,3787044	0,1468288	0,2366529	0,0977460	0,4987156	0,8311255	0,7570583	0,3411819	0,7228672	0,1589545	0,6942719	0,2999250
640	0,5387433	0,2073372	0,2706405	0,4831761	0,5630729	0,1583624	0,1245560	0,1339579	0,4467624	0,8458965	0,5687308	0,1866760	0,7056480	0,1798007	0,6587617	0,1660830
660	0,5647908	0,2469574	0,2167263	0,5601066	0,6858052	0,1695227	0,1425142	0,1687850	0,4123803	0,6806782	0,5187986	0,2321372	0,5479888	0,1863368	0,6972792	0,1938928
680	0,6127888	0,2989372	0,2642739	0,5516675	0,5277104	0,1943695	0,1398632	0,1276651	0,5167917	0,7507355	0,6337228	0,1704772	0,6091498	0,1564219	0,6344585	0,2679236
700	0,5729957	0,2028326	0,2297350	0,5168510	0,5795921	0,1925500	0,1498961	0,1190864	0,4379696	0,8112906	0,5956024	0,2334420	0,5469234	0,1669780	0,7092488	0,1693188
720	0,4795115	0,2568555	0,2701938	0,4987051	0,6296494	0,1444558	0,1506534	0,1179501	0,5218823	0,6999365	0,6873738	0,3371071	0,4783061	0,1399073	0,6754934	0,2128910
740	0,5691617	0,2914201	0,2301403	0,5060789	0,5791681	0,1619128	0,1730199	0,1580447	0,4378732	0,7965927	0,5843734	0,2431251	0,5174830	0,1168232	0,6669592	0,3157715
760	0,4931420	0,2481205	0,2380313	0,5608125	0,4821826	0,1852663	0,2075559	0,1451002	0,4105324	0,7912284	0,6395760	0,1861260	0,6133345	0,1821362	0,5987876	0,2575028
780	0,5252270	0,2232546	0,3303115	0,5327839	0,5213280	0,1777541	0,1918804	0,1374792	0,5355050	0,9119577	0,6250538	0,2640337	0,6200647	0,1302091	0,6846796	0,2614639
800	0,5282702	0,2150341	0,2911022	0,4708988	0,5517362	0,1573641	0,1461669	0,1264571	0,3820647	0,8190015	0,6445216	0,2579140	0,6067347	0,1238857	0,7743017	0,1948017
820	0,4339826	0,2373174	0,3106445	0,4847056	0,4560546	0,1478412	0,2136064	0,1373400	0,4171334	0,7787110	0,6520530	0,2609652	0,5346956	0,1435699	0,7505846	0,1760976
840	0,5396647	0,3369340	0,3914343	0,4628302	0,5783425	0,1921548	0,2068506	0,1444478	0,5121443	0,9029359	0,5834013	0,2644494	0,5948771	0,0602956	0,7935615	0,2464541
860	0,6727950	0,2734370	0,3196776	0,5117989	0,5048632	0,1510274	0,1757551	0,1568802	0,4031143	0,7058462	0,5760015	0,2979485	0,5051145	0,1219735	0,8152518	0,3004351
880	0,6049260	0,2753293	0,2840285	0,5035223	0,6392788	0,1598413	0,1158982	0,2104752	0,5158930	0,6816626	0,6315672	0,2801751	0,5820292	0,1362909	0,6010776	0,1891767
900	0,4584250	0,2485482	0,3161797	0,4749804	0,4659388	0,1873055	0,1597463	0,1701280	0,4415218	0,8316588	0,6381324	0,2983399	0,5853138	0,1134390	0,6322729	0,2011920
920	0,5339838	0,2056226	0,3294404	0,4340154	0,4754268	0,1259110	0,1325963	0,1456350	0,3786490	0,6711178	0,5160922	0,3133339	0,6871779	0,0859066	0,6628793	0,1490759
940	0,5483301	0,1821976	0,3101763	0,4473326	0,6256258	0,1943423	0,1474705	0,1376587	0,4696677	0,9520200	0,6232420	0,2619092	0,5593338	0,0808120	0,5538323	0,2149985
960	0,6933091	0,2474008	0,3890561	0,4866130	0,6026935	0,1530354	0,1771147	0,1047300	0,4339499	0,7636723	0,6407106	0,3448926	0,6888403	0,0893007	0,7009995	0,1151011
980	0,5816982	0,2965376	0,2882535	0,5213532	0,5751111	0,1222008	0,1865819	0,1308921	0,3884382	0,7766533	0,5537657	0,3269130	0,5502307	0,1218569	0,6975532	0,1604254
1000	0,6740346	0,2699146	0,2760256	0,4449007	0,6882624	0,1729805	0,2006955	0,1379884	0,5082130	0,7128098	0,6067950	0,3011423	0,6229852	0,1433520	0,6402416	0,1655808
1020	0,5964252	0,2603938	0,2673718	0,5609326	0,5692029	0,1417350	0,1617232	0,1553466	0,4251316	0,7687142	0,5981123	0,3333046	0,5713404	0,1414207	0,6576256	0,1897309
1040	0,6605190	0,2799052	0,2468843	0,6065732	0,5833794	0,2308706	0,1529987	0,1410580	0,3803629	0,7364503	0,5937756	0,3092596	0,6422377	0,1488734	0,6059418	0,1257022
1060	0,6145719	0,2588447	0,3241564	0,4300949	0,5822657	0,2283088	0,2801656	0,1065935	0,5252523	0,7541831	0,5676003	0,2985500	0,6181912	0,1387074	0,5775927	0,1993628
1080	0,6064295	0,2315246	0,2479230	0,3927313	0,5349878	0,2296916	0,2239015	0,1307948	0,4170663	0,9165050	0,5922175	0,2177577	0,7321205	0,1466770	0,6585780	0,2028381
1100	0,6130597	0,2327074	0,2835783	0,3108394	0,4982698	0,1869544	0,1347850	0,0857951	0,5004568	0,7389210	0,6059204	0,2577729	0,6402721	0,1369578	0,5484635	0,1864383

0	0,5708437	0,2398016	0,2588827	0,3664044	0,7235161	0,1247632	0,1677790	0,2112765	0,3962041	0,8255818	0,6803481	0,1924766	0,5373894	0,1161394	0,7947260	0,2055623
20	0,4973545	0,2662152	0,2077361	0,4833505	0,5536269	0,1872618	0,4096684	0,2010478	0,4597536	0,7836089	0,6341147	0,1645054	0,6347029	0,2374024	0,6600770	0,2851651
40	0,5099980	0,2943600	0,2475166	0,5080788	0,4902973	0,1921786	0,6052005	0,3901356	0,4663517	0,8047182	0,5096369	0,1515944	0,7503722	0,2581851	0,6216204	0,2253300
60	0,4839788	0,3027334	0,2513875	0,5215253	0,5617308	0,1795386	0,5424646	0,4316508	0,4187674	0,6030524	0,5807063	0,1547984	0,5701237	0,1900760	0,6875844	0,2480672
80	0,4733331	0,1571730	0,2819908	0,5145957	0,5012822	0,1956123	0,5786953	0,3279830	0,5561870	0,6630367	0,5728367	0,1455468	0,5384159	0,2102991	0,5892273	0,1921383
100	0,6885783	0,2593107	0,1982062	0,4493938	0,5380464	0,1923337	0,5820343	0,4368610	0,4618790	0,8088332	0,6608399	0,1372715	0,6293687	0,2027578	0,6160989	0,2025289
120	0,6129443	0,2227673	0,2416049	0,3697708	0,5758277	0,1584581	0,6073266	0,4051078	0,5624384	0,7186419	0,6552619	0,0937457	0,6500131	0,1985269	0,4927477	0,2443849
140	0,5150162	0,2438539	0,3629662	0,3701004	0,6755244	0,1695761	0,6197955	0,4669351	0,4952570	0,7197718	0,5904182	0,2007713	0,6484002	0,1993933	0,6676515	0,2394400
160	0,5267415	0,2548927	0,2927230	0,3844240	0,5306589	0,1536282	0,6304578	0,3992839	0,4466150	0,6861540	0,4886316	0,1535057	0,6305165	0,1579522	0,5630948	0,2003118
180	0,6073761	0,3013216	0,3150944	0,4420921	0,5524438	0,1778741	0,7040246	0,3831288	0,4182052	0,7768956	0,6614051	0,1280883	0,7137630	0,2100230	0,6872950	0,1286950
200	0,5248066	0,3107159	0,3435196	0,6081969	0,6003985	0,1468747	0,6717445	0,4651605	0,4428678	0,7200090	0,6090200	0,1352513	0,6517768	0,2070793	0,5588626	0,2163420
220	0,5984585	0,3543854	0,2487291	0,4519626	0,6807178	0,2095578	0,7501367	0,4335400	0,4645709	0,7144376	0,7132518	0,1026529	0,6445067	0,1892464	0,5478282	0,2236158
240	0,4591074	0,3794693	0,2567212	0,5634435	0,6368716	0,2147842	0,5697241	0,4628404	0,5189949	0,6875419	0,5649117	0,1057058	0,5414315	0,1906845	0,4751502	0,2072546
260	0,5011013	0,3742735	0,2468955	0,4887890	0,6159987	0,1679193	0,5094401	0,4814234	0,5981949	0,7917573	0,5586924	0,0896635	0,6350239	0,2195070	0,5216130	0,2502598
280	0,5687793	0,2821851	0,2534058	0,5641746	0,4976105	0,2161811	0,5100186	0,4362410	0,4803451	0,7149324	0,5376260	0,1036061	0,5410764	0,1372815	0,6079138	0,2226413
300	0,5212614	0,2355566	0,2528080	0,4900051	0,5422447	0,2099141	0,5565326	0,4426446	0,4553085	0,8116061	0,6205919	0,1172559	0,4613854	0,2187711	0,5634519	0,2958485
320	0,5527554	0,3981704	0,2364646	0,5376597	0,6195659	0,1255519	0,5875048	0,4654510	0,3602744	0,8193010	0,6221174	0,0838853	0,5479436	0,2023941	0,6244926	0,2197839
340	0,5265931	0,1926313	0,2403638	0,5594683	0,6234575	0,1608269	0,6399395	0,5053333	0,5092390	0,8869121	0,6434063	0,1070558	0,5330982	0,2096391	0,5532742	0,2028511
360	0,5990746	0,3784297	0,2674733	0,4134379	0,5605690	0,1590874	0,6064009	0,5850871	0,4854925	0,6865271	0,5557882	0,1344429	0,7179924	0,2087806	0,6998019	0,2554387
380	0,5694967	0,2533537	0,2974225	0,5576173	0,6214344	0,1394643	0,7019616	0,4927936	0,4517794	0,7489587	0,6624909	0,1295040	0,5797363	0,2257044	0,6162722	0,2196241
400	0,6476676	0,3021666	0,2388595	0,5293450	0,5939870	0,2097252	0,7541551	0,4382850	0,5608783	0,8537773	0,7119911	0,1025995	0,6148250	0,3287614	0,5917611	0,2758245
420	0,6086663	0,3157463	0,1989772	0,4971844	0,5682615	0,1039412	0,7190714	0,4373947	0,5463550	0,7199686	0,4851636	0,0594967	0,5863528	0,2562649	0,5583013	0,2094326
440	0,4933311	0,2357017	0,3215863	0,5828706	0,5669680	0,1366952	0,7057626	0,4212369	0,4040993	0,9076809	0,6702462	0,1263065	0,5458043	0,1937547	0,5869399	0,2574376
460	0,4609394	0,2854416	0,2718177	0,4289223	0,6312996	0,1158149	0,6018134	0,4024230	0,4506624	0,7190764	0,6302691	0,1837952	0,7113257	0,2190871	0,6421209	0,2474263
480	0,5013203	0,1939134	0,2916242	0,4962085	0,4713119	0,1368397	0,6089629	0,3342502	0,4690698	0,8338294	0,5231933	0,1569273	0,6130217	0,2167182	0,6827344	0,2120893
500	0,6043226	0,1723164	0,2702346	0,4582730	0,4753497	0,1771674	0,5905454	0,3739250	0,4144793	0,8015341	0,5561683	0,1768877	0,6969171	0,2184139	0,6706166	0,2156692
520	0,4869512	0,3245574	0,2514817	0,4112812	0,5848801	0,2522044	0,7059778	0,3741502	0,4517846	0,7217122	0,4926046	0,1620857	0,5370640	0,1951832	0,6032617	0,1899805
540	0,4615739	0,1835127	0,2617445	0,5182294	0,6372255	0,1477624	0,6165104	0,2736547	0,4486791	0,6082212	0,6367695	0,1522378	0,5934040	0,1986629	0,6174843	0,1617366
560	0,5409105	0,2242009	0,3291725	0,4086916	0,6199480	0,1421264	0,6434918	0,3506161	0,5036866	0,7676785	0,5973739	0,1066154	0,6373669	0,2213441	0,6263722	0,1641219
580	0,6012851	0,3555259	0,2947592	0,4148761	0,4762008	0,2144919	0,3720510	0,3036454	0,5487517	0,8686878	0,5795431	0,1423869	0,6297750	0,1796442	0,6715351	0,1825934
600	0,5573891	0,2308290	0,2888369	0,4162567	0,4491277	0,1880861	0,4348651	0,2381775	0,4039610	0,8511774	0,7135372	0,1790400	0,6215103	0,1311483	0,6702930	0,2283167
620	0,4947326	0,3063488	0,3175036	0,5067761	0,6793917	0,1963799	0,2736840	0,2090925	0,4012453	0,7941839	0,7045244	0,2066152	0,5101997	0,1493316	0,6554280	0,2426911
640	0,4370117	0,3493832	0,2838178	0,5661347	0,5987386	0,1229724	0,2801937	0,1846262	0,5618181	0,6754501	0,5736904	0,3032408	0,7053227	0,1913131	0,6012051	0,2090965
660	0,5365758	0,2755253	0,2794741	0,5726627	0,6144159	0,1054512	0,1855820	0,2321345	0,5845889	0,7628974	0,4941772	0,2851461	0,6012322	0,2406504	0,6675766	0,3262128
680	0,4521759	0,2902223	0,2235650	0,4870335	0,6551255	0,1632437	0,2369913	0,1803505	0,4654375	0,8280067	0,6739133	0,2877411	0,5262122	0,1178382	0,7694849	0,1614407
700	0,6845610	0,1926814	0,2672533	0,4260077	0,4809982	0,1623484	0,2090529	0,1807911	0,5491794	0,7081660	0,5544204	0,2722366	0,5492377	0,1373645	0,7017129	0,2463323
720	0,5097534	0,1919800	0,3525243	0,3980338	0,5241262	0,1236442	0,1875333	0,1807942	0,5329420	0,8307437	0,6860373	0,3327275	0,5514070	0,1244356	0,7589622	0,3125433
740	0,4928541	0,3196388	0,2771251	0,5526676	0,5781231	0,1417930	0,2009993	0,1842297	0,5588499	0,7497948	0,5653778	0,2332850	0,5719993	0,1381410	0,7046380	0,3912497
760	0,4586093	0,2683983	0,2232895	0,5742050	0,4648335	0,1377576	0,1468065	0,1630114	0,4844287	0,7640995	0,6264448	0,2280398	0,5647884	0,1775421	0,7376888	0,2017136
780	0,4469947	0,3649812	0,2435750	0,6052715	0,5602439	0,1571332	0,1741670	0,1639294	0,4398307	0,8507978	0,7968027	0,2199611	0,6196279	0,1496765	0,7921936	0,2583808
800	0,5336140	0,2753590	0,3660285	0,5183862	0,6896663	0,1678552	0,0938597	0,0877121	0,4252531	0,8230132	0,5447458	0,2571606	0,6330359	0,0856837	0,7077135	0,2047497
820	0,5891821	0,1519995	0,2090453	0,5055868	0,4728030	0,1616201	0,1210463	0,0911752	0,4137526	0,9436727	0,5820832	0,3269017	0,6155852	0,1481642	0,7231206	0,1940361
840	0,4846330	0,2334796	0,2572066	0,4408805	0,5013141	0,1539967	0,0998760	0,1602288	0,4540841	0,8432683	0,5728394	0,2542363	0,6171160	0,1157492	0,6626367	0,2098253
860	0,5243710	0,2687994	0,2850229	0,4366041	0,5527810	0,1774069	0,1859905	0,1814218	0,5191373	0,8324247	0,6821767	0,2914859	0,5906617	0,1392195	0,5421145	0,2788353
880	0,5363391	0,3742825	0,2267874	0,6084196	0,4515476	0,1958419	0,2262013	0,1454087	0,5436068	0,7504171	0,5497141	0,2893330	0,5064916	0,1377134	0,7338662	0,2683856
900	0,5514965	0,3176380	0,1848969	0,3833639	0,3803906	0,1818462	0,1901087	0,1407371	0,4532279	0,7737405	0,5332861	0,2318251	0,6746711	0,2143191	0,5860876	0,1964988
920	0,5651058	0,2698129	0,2706712	0,3884666	0,4803401	0,1524719	0,2462998	0,1534957	0,4802375	0,6999073	0,7108995	0,3562548	0,7329160	0,1107441	0,6577566	0,2282691
940	0,5006942	0,3065574	0,3441550	0,5343723	0,6312728	0,1869831	0,2172514	0,1118955	0,4064908	0,7323897	0,6164616	0,2454532	0,5837245	0,1364466	0,6303495	0,1858170
960	0,5922730	0,2256707	0,3028901	0,4975756	0,5250725	0,1689551	0,2440829	0,1569802	0,4339354	0,6578017	0,5013637	0,3219804	0,5639408	0,1799532	0,6346116	0,2471923
980	0,4857761	0,3066578	0,3566019	0,5717826	0,5514510	0,1373033	0,2223792	0,0984205	0,3854563	0,6512354	0,6299247	0,3916297	0,7131127	0,1534158	0,7019697	0,2172866
1000	0,4931829	0,3051110	0,3398410	0,5070475	0,6430445	0,1699985	0,1723984	0,0695875	0,3844914	0,7352368	0,6144194	0,3675013	0,6836882	0,1804211	0,6472623	0,1265185
1020	0,7033135	0,3061520	0,3583616	0,5384040	0,4997965	0,2997331	0,2170288	0,1660835	0,4689542	0,8069745	0,6385125	0,2489780	0,7197045	0,1641957	0,5289958	0,1573047
1040	0,6646151	0,3026433	0,2287276	0,5672136	0,4162756	0,1929835	0,1992998	0,1563284	0,4968763	0,7369287	0,7145896	0,2221606	0,6100694	0,1149692	0,7097319	0,3186009
1060	0,5413319	0,4022031	0,2062929	0,6133760	0,4456548	0,1776032	0,2299469	0,2282242	0,3621799	0,7992770	0,7383657	0,1951447	0,5012608	0,1373129	0,6104578	0,1970355
1080	0,7295081	0,2673327	0,2587651	0,4658397	0,5065120	0,1754661	0,1832004	0,1176251	0,4158595	0,8278095	0,6495370	0,2207988	0,6174706	0,1469658	0,7354598	0,2016697
1100	0,6155555	0,3236562	0,2967785	0,5180355	0,5606894	0,1628742	0,2326255	0,1586807	0,4203253	0,7119017	0,7115192	0,2619690	0,7812591	0,1488004	0,5416311	0,2097378

0	0,4657779	0,2004906	0,3424249	0,5053997	0,5728107	0,1863376	0,0879557	0,1647056	0,3716506	0,7794943	0,5031280	0,3625702	0,6934554	0,1954664	0,7333002	0,1886834
20	0,4467897	0,2219788	0,2935882	0,5453920	0,4643125	0,5410179	0,3081775	0,2560675	0,5688690	0,7227286	0,8003198	0,2553232	0,5140780	0,2243944	0,7184746	0,2694213
40	0,4207413	0,2728747	0,3154225	0,4528738	0,4373684	0,5207289	0,3977988	0,2603725	0,4243570	0,6918796	0,5871193	0,2824512	0,6192832	0,1432116	0,6579916	0,1626613
60	0,5364691	0,2552846	0,3005709	0,7113919	0,4585592	0,5938599	0,5008563	0,3435779	0,4670416	0,7118483	0,5639966	0,3517167	0,6079163	0,1343031	0,6929697	0,2602586
80	0,5990549	0,2959271	0,2588439	0,7600321	0,4966281	0,6912675	0,6545336	0,5023740	0,4377447	0,7648427	0,5238801	0,3182291	0,6221182	0,1985881	0,7919406	0,1835212
100	0,5400615	0,2185867	0,2844165	0,6609987	0,5273899	0,7138568	0,5844002	0,4408823	0,4430039	0,6091972	0,5035393	0,2417330	0,6028359	0,1141510	0,6234598	0,2409495
120	0,6052316	0,2486582	0,2892710	0,6763333	0,4550765	0,5770460	0,7214763	0,3942069	0,5024171	0,6591234	0,4986944	0,2340781	0,6683890	0,1551039	0,6486684	0,1889777
140	0,6310815	0,2535879	0,2787572	0,5561606	0,6113598	0,6836804	0,6185686	0,6448925	0,4758410	0,7188334	0,6921426	0,2731745	0,7440635	0,0956881	0,7887187	0,2288281
160	0,5966529	0,3009865	0,2359515	0,5668964	0,6183535	0,6187814	0,7393486	0,4084400	0,4366868	0,6669459	0,5641449	0,2310368	0,6179957	0,1671531	0,6246603	0,2024604
180	0,5162446	0,2466174	0,2646721	0,6617223	0,6026026	0,5387786	0,6079632	0,4962869	0,5001244	0,6316095	0,5471299	0,2433821	0,6470318	0,1384202	0,5989338	0,2222926
200	0,5299483	0,3165293	0,2445010	0,6398579	0,6139324	0,5481343	0,5716171	0,3697513	0,4753413	0,6605905	0,6614382	0,2545143	0,6424464	0,1748897	0,7155112	0,1638710
220	0,6349526	0,2816469	0,1912133	0,7474094	0,4782558	0,6934553	0,6141365	0,3321964	0,4498033	0,7349640	0,5767121	0,2855639	0,6397744	0,1446133	0,6654763	0,2026427
240	0,5015143	0,2527220	0,3355942	0,6572407	0,5197430	0,6409001	0,5458107	0,3916431	0,5393793	0,6304315	0,5647911	0,2667185	0,6908573	0,1242161	0,6569874	0,1559464
260	0,4981629	0,2726486	0,3823930	0,5437952	0,5936513	0,6635957	0,6567789	0,4527792	0,3535772	0,5420399	0,6341503	0,2550915	0,5353101	0,1175435	0,7793753	0,1468684
280	0,6218324	0,3450433	0,3494479	0,6414560	0,5491828	0,6450670	0,6248636	0,3194211	0,5218400	0,7063262	0,6944443	0,3038138	0,6650914	0,1353663	0,6259929	0,1979124
300	0,5120780	0,3176385	0,2967716	0,6385782	0,5812632	0,6954349	0,6452844	0,5363601	0,3209993	0,6245366	0,5835741	0,2390033	0,6559186	0,1167835	0,6400466	0,2676802
320	0,5818089	0,3094462	0,2016490	0,5095385	0,7041143	0,6536528	0,6208163	0,3840225	0,4688569	0,6770422	0,6378083	0,2619801	0,6069068	0,1646534	0,6715212	0,2384925
340	0,6897619	0,2362943	0,3243350	0,4948688	0,5649365	0,7848727	0,6548152	0,3545679	0,3940729	0,7072278	0,5881819	0,3695368	0,5960618	0,1558287	0,6809017	0,1908032
360	0,5521073	0,2714626	0,2571597	0,5442578	0,4821156	0,7099128	0,6353099	0,4348927	0,5018179	0,7054976	0,8411057	0,2901474	0,6556895	0,0903663	0,6661069	0,1747940
380	0,7727825	0,2049446	0,2520550	0,6305132	0,5360828	0,5751531	0,5625011	0,3791704	0,4838472	0,7609515	0,7148184	0,2840959	0,5921853	0,1589876	0,6624173	0,2303355
400	0,6050198	0,3236614	0,2022602	0,7163670	0,5815931	0,5725820	0,5029415	0,3605365	0,4868719	0,8307202	0,6751039	0,2888039	0,5467879	0,1345401	0,7080860	0,1928218
420	0,5604488	0,1978989	0,2507573	0,6111775	0,7010440	0,5171992	0,6087134	0,4599487	0,3993600	0,7359878	0,6351781	0,2220403	0,5943687	0,1475686	0,7536671	0,2210635
440	0,4590520	0,2089667	0,2267056	0,5627174	0,5416524	0,5774933	0,7156585	0,4753547	0,4782255	0,7723949	0,5869714	0,2914074	0,5512595	0,1416594	0,6665967	0,2463653
460	0,5992325	0,3748442	0,3539517	0,6551805	0,5326936	0,6033775	0,7752810	0,4197549	0,3718183	0,6145732	0,6186876	0,2705170	0,5064005	0,1804467	0,6846995	0,2238910
480	0,5886332	0,2416168	0,3273111	0,6270160	0,5630516	0,6819977	0,6559362	0,4203213	0,5201837	0,6378670	0,7031097	0,2325143	0,6372410	0,1282582	0,7331683	0,1986365
500	0,6727602	0,2659481	0,3109445	0,6750816	0,4681720	0,6766889	0,6148953	0,4643198	0,4581631	0,6442810	0,6379252	0,2922562	0,6292342	0,2179757	0,8150469	0,2072711
520	0,5288987	0,2809818	0,2282600	0,7239092	0,5920730	0,5484715	0,5881595	0,4041773	0,5168985	0,7550697	0,5830571	0,2920091	0,6997286	0,1869934	0,6796276	0,1936825
540	0,5730337	0,2553060	0,2327369	0,5293207	0,6304545	0,5948591	0,5983918	0,4756458	0,4724740	0,7326395	0,5220354	0,2315424	0,4847365	0,1482649	0,7404098	0,2201521
560	0,5621290	0,2344773	0,2279737	0,6694039	0,5435213	0,6127215	0,6863297	0,3733918	0,3975821	0,6267851	0,6244762	0,3586779	0,5809657	0,1342271	0,7562677	0,2000831
