isTs	is1stLast	prevCol	del.t	condName
True	m	"""187"""	20.0	"""188"""
True	m	"""188"""	20.0	"""189"""
True	m	"""189"""	20.0	"""190"""
True	m	"""190"""	20.0	"""191"""
True	m	"""191"""	20.0	"""192"""
True	m	"""192"""	20.0	"""193"""
True	m	"""193"""	20.0	"""194"""
True	m	"""194"""	20.0	"""195"""
True	m	"""195"""	20.0	"""196"""
True	m	"""196"""	20.0	"""197"""
True	m	"""197"""	20.0	"""198"""
True	m	"""198"""	20.0	"""199"""
True	m	"""199"""	20.0	"""200"""
True	m	"""200"""	20.0	"""201"""
True	m	"""201"""	20.0	"""202"""
True	m	"""202"""	20.0	"""203"""
True	m	"""203"""	20.0	"""204"""
True	m	"""204"""	20.0	"""205"""
True	m	"""205"""	20.0	"""206"""
True	m	"""206"""	20.0	"""207"""
True	m	"""207"""	20.0	"""208"""
True	m	"""208"""	20.0	"""209"""
True	m	"""209"""	20.0	"""210"""
True	m	"""210"""	20.0	"""211"""
True	m	"""211"""	20.0	"""212"""
True	m	"""212"""	20.0	"""213"""
True	m	"""213"""	20.0	"""214"""
True	m	"""214"""	20.0	"""215"""
True	m	"""215"""	20.0	"""216"""
True	m	"""216"""	20.0	"""217"""
True	m	"""217"""	20.0	"""218"""
True	m	"""218"""	20.0	"""219"""
True	m	"""219"""	20.0	"""220"""
True	m	"""220"""	20.0	"""221"""
True	m	"""221"""	20.0	"""222"""
True	l	"""222"""	20.0	"""223"""
True	f	NA	NA	"""224"""
True	m	"""224"""	20.0	"""225"""
True	m	"""225"""	20.0	"""226"""
True	m	"""226"""	20.0	"""227"""
True	m	"""227"""	20.0	"""228"""
True	m	"""228"""	20.0	"""229"""
True	m	"""229"""	20.0	"""230"""
True	m	"""230"""	20.0	"""231"""
True	m	"""231"""	20.0	"""232"""
True	m	"""232"""	20.0	"""233"""
True	m	"""233"""	20.0	"""234"""
True	m	"""234"""	20.0	"""235"""
True	m	"""235"""	20.0	"""236"""
True	m	"""236"""	20.0	"""237"""
True	m	"""237"""	20.0	"""238"""
True	m	"""238"""	20.0	"""239"""
True	m	"""239"""	20.0	"""240"""
True	m	"""240"""	20.0	"""241"""
True	m	"""241"""	20.0	"""242"""
True	m	"""242"""	20.0	"""243"""
True	m	"""243"""	20.0	"""244"""
True	m	"""244"""	20.0	"""245"""
True	m	"""245"""	20.0	"""246"""
True	m	"""246"""	20.0	"""247"""
True	m	"""247"""	20.0	"""248"""
True	m	"""248"""	20.0	"""249"""
True	m	"""249"""	20.0	"""250"""
True	m	"""250"""	20.0	"""251"""
True	m	"""251"""	20.0	"""252"""
True	m	"""252"""	20.0	"""253"""
True	m	"""253"""	20.0	"""254"""
True	m	"""254"""	20.0	"""255"""
True	m	"""255"""	20.0	"""256"""
True	m	"""256"""	20.0	"""257"""
True	m	"""257"""	20.0	"""258"""
True	m	"""258"""	20.0	"""259"""
True	m	"""259"""	20.0	"""260"""
True	m	"""260"""	20.0	"""261"""
True	m	"""261"""	20.0	"""262"""
True	m	"""262"""	20.0	"""263"""
True	m	"""263"""	20.0	"""264"""
True	m	"""264"""	20.0	"""265"""
True	m	"""265"""	20.0	"""266"""
True	m	"""266"""	20.0	"""267"""
True	m	"""267"""	20.0	"""268"""
True	m	"""268"""	20.0	"""269"""
True	m	"""269"""	20.0	"""270"""
True	m	"""270"""	20.0	"""271"""
True	m	"""271"""	20.0	"""272"""
True	m	"""272"""	20.0	"""273"""
True	m	"""273"""	20.0	"""274"""
True	m	"""274"""	20.0	"""275"""
True	m	"""275"""	20.0	"""276"""
True	m	"""276"""	20.0	"""277"""
True	m	"""277"""	20.0	"""278"""
True	l	"""278"""	20.0	"""279"""
True	f	NA	NA	"""280"""
True	m	"""280"""	20.0	"""281"""
True	m	"""281"""	20.0	"""282"""
True	m	"""282"""	20.0	"""283"""
True	m	"""283"""	20.0	"""284"""
True	m	"""284"""	20.0	"""285"""
True	m	"""285"""	20.0	"""286"""
True	m	"""286"""	20.0	"""287"""
True	m	"""287"""	20.0	"""288"""
True	m	"""288"""	20.0	"""289"""
True	m	"""289"""	20.0	"""290"""
True	m	"""290"""	20.0	"""291"""
True	m	"""291"""	20.0	"""292"""
True	m	"""292"""	20.0	"""293"""
True	m	"""293"""	20.0	"""294"""
True	m	"""294"""	20.0	"""295"""
True	m	"""295"""	20.0	"""296"""
True	m	"""296"""	20.0	"""297"""
True	m	"""297"""	20.0	"""298"""
True	m	"""298"""	20.0	"""299"""
True	m	"""299"""	20.0	"""300"""
True	m	"""300"""	20.0	"""301"""
True	m	"""301"""	20.0	"""302"""
True	m	"""302"""	20.0	"""303"""
True	m	"""303"""	20.0	"""304"""
True	m	"""304"""	20.0	"""305"""
True	m	"""305"""	20.0	"""306"""
True	m	"""306"""	20.0	"""307"""
True	m	"""307"""	20.0	"""308"""
True	m	"""308"""	20.0	"""309"""
True	m	"""309"""	20.0	"""310"""
True	m	"""310"""	20.0	"""311"""
True	m	"""311"""	20.0	"""312"""
True	m	"""312"""	20.0	"""313"""
True	m	"""313"""	20.0	"""314"""
True	m	"""314"""	20.0	"""315"""
True	m	"""315"""	20.0	"""316"""
True	m	"""316"""	20.0	"""317"""
True	m	"""317"""	20.0	"""318"""
True	m	"""318"""	20.0	"""319"""
True	m	"""319"""	20.0	"""320"""
True	m	"""320"""	20.0	"""321"""
True	m	"""321"""	20.0	"""322"""
True	m	"""322"""	20.0	"""323"""
True	m	"""323"""	20.0	"""324"""
True	m	"""324"""	20.0	"""325"""
True	m	"""325"""	20.0	"""326"""
True	m	"""326"""	20.0	"""327"""
True	m	"""327"""	20.0	"""328"""
True	m	"""328"""	20.0	"""329"""
True	m	"""329"""	20.0	"""330"""
True	m	"""330"""	20.0	"""331"""
True	m	"""331"""	20.0	"""332"""
True	m	"""332"""	20.0	"""333"""
True	m	"""333"""	20.0	"""334"""
True	l	"""334"""	20.0	"""335"""
True	f	NA	NA	"""336"""
True	m	"""336"""	20.0	"""337"""
True	m	"""337"""	20.0	"""338"""
True	m	"""338"""	20.0	"""339"""
True	m	"""339"""	20.0	"""340"""
True	m	"""340"""	20.0	"""341"""
True	m	"""341"""	20.0	"""342"""
True	m	"""342"""	20.0	"""343"""
True	m	"""343"""	20.0	"""344"""
True	m	"""344"""	20.0	"""345"""
True	m	"""345"""	20.0	"""346"""
True	m	"""346"""	20.0	"""347"""
True	m	"""347"""	20.0	"""348"""
True	m	"""348"""	20.0	"""349"""
True	m	"""349"""	20.0	"""350"""
True	m	"""350"""	20.0	"""351"""
True	m	"""351"""	20.0	"""352"""
True	m	"""352"""	20.0	"""353"""
True	m	"""353"""	20.0	"""354"""
True	m	"""354"""	20.0	"""355"""
True	m	"""355"""	20.0	"""356"""
True	m	"""356"""	20.0	"""357"""
True	m	"""357"""	20.0	"""358"""
True	m	"""358"""	20.0	"""359"""
True	m	"""359"""	20.0	"""360"""
True	m	"""360"""	20.0	"""361"""
True	m	"""361"""	20.0	"""362"""
True	m	"""362"""	20.0	"""363"""
True	m	"""363"""	20.0	"""364"""
True	m	"""364"""	20.0	"""365"""
True	m	"""365"""	20.0	"""366"""
True	m	"""366"""	20.0	"""367"""
True	m	"""367"""	20.0	"""368"""
True	m	"""368"""	20.0	"""369"""
True	m	"""369"""	20.0	"""370"""
True	m	"""370"""	20.0	"""371"""
True	m	"""371"""	20.0	"""372"""
True	m	"""372"""	20.0	"""373"""
True	m	"""373"""	20.0	"""374"""
True	m	"""374"""	20.0	"""375"""
True	m	"""375"""	20.0	"""376"""
True	m	"""376"""	20.0	"""377"""
True	m	"""377"""	20.0	"""378"""
True	m	"""378"""	20.0	"""379"""
True	m	"""379"""	20.0	"""380"""
True	m	"""380"""	20.0	"""381"""
True	m	"""381"""	20.0	"""382"""
True	m	"""382"""	20.0	"""383"""
True	m	"""383"""	20.0	"""384"""
True	m	"""384"""	20.0	"""385"""
True	m	"""385"""	20.0	"""386"""
True	m	"""386"""	20.0	"""387"""
True	m	"""387"""	20.0	"""388"""
True	m	"""388"""	20.0	"""389"""
True	m	"""389"""	20.0	"""390"""
True	l	"""390"""	20.0	"""391"""
True	f	NA	NA	"""392"""
True	m	"""392"""	20.0	"""393"""
True	m	"""393"""	20.0	"""394"""
True	m	"""394"""	20.0	"""395"""
True	m	"""395"""	20.0	"""396"""
True	m	"""396"""	20.0	"""397"""
True	m	"""397"""	20.0	"""398"""
True	m	"""398"""	20.0	"""399"""
True	m	"""399"""	20.0	"""400"""
True	m	"""400"""	20.0	"""401"""
True	m	"""401"""	20.0	"""402"""
True	m	"""402"""	20.0	"""403"""
True	m	"""403"""	20.0	"""404"""
True	m	"""404"""	20.0	"""405"""
True	m	"""405"""	20.0	"""406"""
True	m	"""406"""	20.0	"""407"""
True	m	"""407"""	20.0	"""408"""
True	m	"""408"""	20.0	"""409"""
True	m	"""409"""	20.0	"""410"""
True	m	"""410"""	20.0	"""411"""
True	m	"""411"""	20.0	"""412"""
True	m	"""412"""	20.0	"""413"""
True	m	"""413"""	20.0	"""414"""
True	m	"""414"""	20.0	"""415"""
True	m	"""415"""	20.0	"""416"""
True	m	"""416"""	20.0	"""417"""
True	m	"""417"""	20.0	"""418"""
True	m	"""418"""	20.0	"""419"""
True	m	"""419"""	20.0	"""420"""
True	m	"""420"""	20.0	"""421"""
True	m	"""421"""	20.0	"""422"""
True	m	"""422"""	20.0	"""423"""
True	m	"""423"""	20.0	"""424"""
True	m	"""424"""	20.0	"""425"""
True	m	"""425"""	20.0	"""426"""
True	m	"""426"""	20.0	"""427"""
True	m	"""427"""	20.0	"""428"""
True	m	"""428"""	20.0	"""429"""
True	m	"""429"""	20.0	"""430"""
True	m	"""430"""	20.0	"""431"""
True	m	"""431"""	20.0	"""432"""
True	m	"""432"""	20.0	"""433"""
True	m	"""433"""	20.0	"""434"""
True	m	"""434"""	20.0	"""435"""
True	m	"""435"""	20.0	"""436"""
True	m	"""436"""	20.0	"""437"""
True	m	"""437"""	20.0	"""438"""
True	m	"""438"""	20.0	"""439"""
True	m	"""439"""	20.0	"""440"""
True	m	"""440"""	20.0	"""441"""
True	m	"""441"""	20.0	"""442"""
True	m	"""442"""	20.0	"""443"""
True	m	"""443"""	20.0	"""444"""
True	m	"""444"""	20.0	"""445"""
True	m	"""445"""	20.0	"""446"""
True	l	"""446"""	20.0	"""447"""
True	f	NA	NA	"""448"""
True	m	"""448"""	20.0	"""449"""
True	m	"""449"""	20.0	"""450"""
True	m	"""450"""	20.0	"""451"""
True	m	"""451"""	20.0	"""452"""
True	m	"""452"""	20.0	"""453"""
True	m	"""453"""	20.0	"""454"""
True	m	"""454"""	20.0	"""455"""
True	m	"""455"""	20.0	"""456"""
True	m	"""456"""	20.0	"""457"""
True	m	"""457"""	20.0	"""458"""
True	m	"""458"""	20.0	"""459"""
True	m	"""459"""	20.0	"""460"""
True	m	"""460"""	20.0	"""461"""
True	m	"""461"""	20.0	"""462"""
True	m	"""462"""	20.0	"""463"""
True	m	"""463"""	20.0	"""464"""
True	m	"""464"""	20.0	"""465"""
True	m	"""465"""	20.0	"""466"""
True	m	"""466"""	20.0	"""467"""
True	m	"""467"""	20.0	"""468"""
True	m	"""468"""	20.0	"""469"""
True	m	"""469"""	20.0	"""470"""
True	m	"""470"""	20.0	"""471"""
True	m	"""471"""	20.0	"""472"""
True	m	"""472"""	20.0	"""473"""
True	m	"""473"""	20.0	"""474"""
True	m	"""474"""	20.0	"""475"""
True	m	"""475"""	20.0	"""476"""
True	m	"""476"""	20.0	"""477"""
True	m	"""477"""	20.0	"""478"""
True	m	"""478"""	20.0	"""479"""
True	m	"""479"""	20.0	"""480"""
True	m	"""480"""	20.0	"""481"""
True	m	"""481"""	20.0	"""482"""
True	m	"""482"""	20.0	"""483"""
True	m	"""483"""	20.0	"""484"""
True	m	"""484"""	20.0	"""485"""
True	m	"""485"""	20.0	"""486"""
True	m	"""486"""	20.0	"""487"""
True	m	"""487"""	20.0	"""488"""
True	m	"""488"""	20.0	"""489"""
True	m	"""489"""	20.0	"""490"""
True	m	"""490"""	20.0	"""491"""
True	m	"""491"""	20.0	"""492"""
True	m	"""492"""	20.0	"""493"""
True	m	"""493"""	20.0	"""494"""
True	m	"""494"""	20.0	"""495"""
True	m	"""495"""	20.0	"""496"""
True	m	"""496"""	20.0	"""497"""
True	m	"""497"""	20.0	"""498"""
True	m	"""498"""	20.0	"""499"""
True	m	"""499"""	20.0	"""500"""
True	m	"""500"""	20.0	"""501"""
True	m	"""501"""	20.0	"""502"""
True	l	"""502"""	20.0	"""503"""
True	f	NA	NA	"""504"""
True	m	"""504"""	20.0	"""505"""
True	m	"""505"""	20.0	"""506"""
True	m	"""506"""	20.0	"""507"""
True	m	"""507"""	20.0	"""508"""
True	m	"""508"""	20.0	"""509"""
True	m	"""509"""	20.0	"""510"""
True	m	"""510"""	20.0	"""511"""
True	m	"""511"""	20.0	"""512"""
True	m	"""512"""	20.0	"""513"""
True	m	"""513"""	20.0	"""514"""
True	m	"""514"""	20.0	"""515"""
True	m	"""515"""	20.0	"""516"""
True	m	"""516"""	20.0	"""517"""
True	m	"""517"""	20.0	"""518"""
True	m	"""518"""	20.0	"""519"""
True	m	"""519"""	20.0	"""520"""
True	m	"""520"""	20.0	"""521"""
True	m	"""521"""	20.0	"""522"""
True	m	"""522"""	20.0	"""523"""
True	m	"""523"""	20.0	"""524"""
True	m	"""524"""	20.0	"""525"""
True	m	"""525"""	20.0	"""526"""
True	m	"""526"""	20.0	"""527"""
True	m	"""527"""	20.0	"""528"""
True	m	"""528"""	20.0	"""529"""
True	m	"""529"""	20.0	"""530"""
True	m	"""530"""	20.0	"""531"""
True	m	"""531"""	20.0	"""532"""
True	m	"""532"""	20.0	"""533"""
True	m	"""533"""	20.0	"""534"""
True	m	"""534"""	20.0	"""535"""
True	m	"""535"""	20.0	"""536"""
True	m	"""536"""	20.0	"""537"""
True	m	"""537"""	20.0	"""538"""
True	m	"""538"""	20.0	"""539"""
True	m	"""539"""	20.0	"""540"""
True	m	"""540"""	20.0	"""541"""
True	m	"""541"""	20.0	"""542"""
True	m	"""542"""	20.0	"""543"""
True	m	"""543"""	20.0	"""544"""
True	m	"""544"""	20.0	"""545"""
True	m	"""545"""	20.0	"""546"""
True	m	"""546"""	20.0	"""547"""
True	m	"""547"""	20.0	"""548"""
True	m	"""548"""	20.0	"""549"""
True	m	"""549"""	20.0	"""550"""
True	m	"""550"""	20.0	"""551"""
True	m	"""551"""	20.0	"""552"""
True	m	"""552"""	20.0	"""553"""
True	m	"""553"""	20.0	"""554"""
True	m	"""554"""	20.0	"""555"""
True	m	"""555"""	20.0	"""556"""
True	m	"""556"""	20.0	"""557"""
True	m	"""557"""	20.0	"""558"""
True	l	"""558"""	20.0	"""559"""
