Time	Gene1	Gene2	Gene3	Gene4	Gene5	Gene6	Gene7	Gene8	Gene9	Gene10	Gene11	Gene12	Gene13	Gene14	Gene15	Gene16
820	0.1143733	0.7071727	0.2790605	0.2790714	0.0006517	0.3981014	0.0295989	0.0307983	0.0835412	0.3625098	0.0955195	0.2215136	0.004796	0.0001588	0.0061061	0.0646685
840	0.119732	0.6997148	0.3257566	0.293305	0.0004546	0.3699257	0.02199	0.0109091	0.104328	0.2361215	0.0612836	0.2396585	0.006967	3.68e-05	0.0142854	0.07974
860	0.1364582	0.6820178	0.4457649	0.2369516	0.0036941	0.3481479	0.0045108	0.0310467	0.0573268	0.319216	0.112509	0.2136541	0.0050766	0.0003848	0.0101842	0.0661976
880	0.1208486	0.6313455	0.4158887	0.239706	0.0056593	0.2920568	0.0029048	0.0111268	0.054449	0.3148088	0.1037399	0.2392234	0.015066	0.0011967	0.0093449	0.0548875
900	0.1193297	0.7465951	0.2964558	0.2670856	0.0003384	0.3421682	0.0070807	0.0275145	0.061275	0.2652997	0.2001982	0.2366596	0.0126434	0.0002515	0.0101909	0.1075655
920	0.1133968	0.675537	0.3103728	0.2648378	0.0005592	0.3696827	0.010652	0.0372681	0.1218399	0.2971741	0.1014457	0.2875724	0.0161313	0.0002768	0.0058638	0.0665681
940	0.13325	0.7869851	0.2836721	0.231415	0.0002469	0.3522616	0.0102731	0.036626	0.0566394	0.2872296	0.1087559	0.269573	0.0225487	5.5e-05	0.0050359	0.0425411
960	0.2112271	0.7749157	0.2925847	0.2620254	0.0002437	0.3038467	0.0285911	0.0206603	0.0995821	0.2743283	0.0785753	0.2502147	0.0090487	0.0001566	0.0095811	0.064608
980	0.1260183	0.8596608	0.2597275	0.2756726	0.0009077	0.4402512	0.0074811	0.0166873	0.0513146	0.3373703	0.1132726	0.2064984	0.0055669	3.45e-05	0.0225838	0.1213031
1000	0.1544588	0.7111246	0.325369	0.1899009	0.0011163	0.3645661	0.0073569	0.0530008	0.0821192	0.2587436	0.0765308	0.2169261	0.018714	0.0004004	0.0073426	0.087131
1020	0.1314275	0.750559	0.251475	0.229934	0.000943	0.4786389	0.0005132	0.0175312	0.0608879	0.2033915	0.0858399	0.2144272	0.0119938	0.0030898	0.0260438	0.1070585
1040	0.1349788	0.59146	0.2309928	0.2144962	0.0006644	0.3662672	0.0050469	0.0163673	0.0552346	0.2330286	0.0798404	0.128399	0.0160355	0.0001367	0.0027846	0.091431
1060	0.1781545	0.6423639	0.2680473	0.1670079	3.58e-05	0.2208597	0.0029164	0.0242046	0.0517842	0.3108429	0.0874827	0.1798294	0.0042981	0.0001006	0.0037007	0.1053426
1080	0.2028544	0.7977293	0.3193546	0.2114428	0.0	0.3548323	0.0069425	0.0212611	0.0616181	0.2941246	0.0915967	0.205897	0.0060148	3.2e-05	0.0038744	0.0686458
1100	0.1132418	0.6558366	0.3485302	0.1879294	1.85e-05	0.3179886	0.0082668	0.0211273	0.0819602	0.2633016	0.1312554	0.2864133	0.0130257	0.0001006	0.0188329	0.060162
0	0.2312164	0.6786421	0.317504	0.2719481	4.15e-05	0.4240455	0.0048999	0.0239478	0.0957232	0.286924	0.089592	0.2854155	0.0430617	0.0021342	0.0081389	0.054256
20	0.1838441	0.7886379	0.2746063	0.2433788	0.0001348	0.2544969	0.0218939	0.0534593	0.0179294	0.1849631	0.1271438	0.2123064	0.0469248	0.001021	0.0680186	0.0744192
40	0.1641696	0.7976591	0.285737	0.2749471	3.7e-05	0.3823341	0.0462527	0.0348305	0.0420818	0.1189802	0.0616917	0.2415038	0.0816577	0.001351	0.0396672	0.0820373
60	0.1825536	0.9271736	0.3278187	0.2447177	0.0	0.3002349	0.0131217	0.0432295	0.0497159	0.0547014	0.0759248	0.2215826	0.0616654	0.0003501	0.0764449	0.0529728
80	0.1365227	0.8357325	0.3006045	0.2134671	0.0	0.3620918	0.0183478	0.0375957	0.0279894	0.0585569	0.0621894	0.1727254	0.0969964	0.0007652	0.072695	0.0703231
100	0.1931993	0.6995564	0.3742995	0.2832389	8.9e-06	0.3313722	0.0100717	0.0263041	0.0679037	0.0367597	0.0526332	0.1929106	0.1150073	1.5e-06	0.0856576	0.0541276
120	0.1438404	0.6815961	0.3007433	0.2426023	5.26e-05	0.3470702	0.0112581	0.0187786	0.0322761	0.0532419	0.0855978	0.1341165	0.0751421	0.0004928	0.0844907	0.0527312
140	0.1146423	0.6561886	0.2858188	0.2415091	0.0	0.3363006	0.0051369	0.0625522	0.041107	0.0368645	0.0557599	0.1451847	0.1322597	0.0006142	0.1736162	0.0858757
160	0.1448003	0.8767269	0.2412497	0.3750887	0.0	0.3439597	0.0057635	0.0349035	0.0328706	0.0499092	0.0888173	0.2259339	0.0863758	2.17e-05	0.0946455	0.0984319
180	0.1932797	0.7767564	0.2638506	0.2137521	0.0	0.2930513	0.0034415	0.082337	0.0401989	0.0350815	0.1045788	0.2212614	0.1740834	0.0009206	0.0740969	0.0649841
200	0.2633234	0.619066	0.2541553	0.2410648	7.9e-06	0.3795259	0.016429	0.0362985	0.0416601	0.0397183	0.0728021	0.1830631	0.2189358	0.0003167	0.0804261	0.0603645
220	0.2205026	0.8692322	0.3698246	0.278348	0.0002554	0.4582652	0.0103923	0.0291094	0.030323	0.0356587	0.1234013	0.2448064	0.1166492	0.0013331	0.0679975	0.0867926
240	0.1748198	0.8252178	0.3263531	0.291702	0.0	0.3281502	0.0133332	0.0167304	0.0269187	0.0367245	0.0566117	0.1997714	0.1738083	0.0002691	0.0860261	0.0396117
260	0.1822991	0.683957	0.2287433	0.3445329	0.0005794	0.2841221	0.0150533	0.0149868	0.047282	0.0647691	0.0865563	0.1898762	0.1361593	0.0004877	0.1029237	0.1095507
280	0.1418109	0.7436566	0.2464287	0.2121941	0.0008024	0.3328993	0.0193722	0.0104046	0.0376399	0.0483542	0.0751978	0.2247709	0.2276567	0.0	0.0601531	0.0748807
300	0.1512519	0.7370297	0.3133991	0.2504653	0.0009201	0.3640516	0.0207452	0.0246069	0.024863	0.0425491	0.0883778	0.1648282	0.1685415	1.23e-05	0.0864846	0.0840326
320	0.1889827	0.6799954	0.2585962	0.2574011	0.0004972	0.3607698	0.008521	0.0195598	0.02573	0.0445837	0.0845572	0.2194023	0.1254023	1.82e-05	0.1174738	0.0877637
340	0.1999679	0.7780988	0.2787153	0.292821	0.0042887	0.2914097	0.0150805	0.0378447	0.0521587	0.0455255	0.0475186	0.176606	0.2078936	0.000873	0.1407278	0.0666003
360	0.2347392	0.7751125	0.2413445	0.297592	0.001089	0.3554325	0.0110329	0.0374744	0.0306252	0.04832	0.07517	0.2129989	0.2255737	4.27e-05	0.0955559	0.0898505
380	0.0944634	0.7187342	0.3832384	0.2651763	0.000414	0.3172885	0.0154326	0.0368556	0.0539673	0.0317232	0.0745872	0.2470313	0.1995411	0.0002737	0.0740922	0.1107263
400	0.2212777	0.8713257	0.3099402	0.2612001	6.3e-05	0.3982401	0.0192327	0.0388256	0.049906	0.0621447	0.0788523	0.2465203	0.1655784	0.0006453	0.0800332	0.0674069
420	0.1388126	0.7486688	0.3074335	0.266575	0.0003821	0.3839505	0.0130774	0.018028	0.0363621	0.0534482	0.1093265	0.1746447	0.1617155	0.003694	0.1094567	0.0908268
440	0.1772207	0.7094913	0.3269686	0.3129588	2.5e-05	0.3272488	0.0162921	0.0276974	0.0222987	0.0414753	0.0718099	0.2674924	0.1263191	0.0006179	0.0804159	0.0874048
460	0.1247819	0.6691085	0.3441762	0.3180422	0.0006201	0.3867156	0.0065311	0.0248836	0.0326827	0.0381371	0.0972246	0.1696329	0.1399471	0.0003431	0.0798093	0.0342454
480	0.1598434	0.8394182	0.2709027	0.2387549	0.0003854	0.3128733	0.0032648	0.0125291	0.0590829	0.0866512	0.0534977	0.249345	0.1583926	0.0013232	0.1002756	0.0540519
500	0.1284854	0.6766872	0.2595335	0.2775164	0.0005468	0.2681726	0.0118962	0.0161685	0.0644856	0.0410768	0.0657645	0.1840166	0.1252057	0.001351	0.0597486	0.0615503
520	0.1331224	0.7813475	0.3370652	0.243293	0.0008022	0.2881145	0.0186737	0.0130584	0.0470924	0.0306995	0.0655106	0.2733107	0.1366198	0.0001347	0.0833386	0.0552964
540	0.1288747	0.8744031	0.2856424	0.2834283	0.0013383	0.431961	0.024594	0.0422768	0.0538657	0.0713122	0.1102988	0.3325672	0.1390717	0.0001338	0.060965	0.0740606
560	0.1522	0.8979869	0.3826426	0.2042701	0.0003715	0.3464404	0.0035081	0.0373622	0.0636772	0.0214203	0.0849641	0.2163537	0.1436791	0.0	0.129149	0.0384803
580	0.2082045	0.69235	0.3104976	0.3330697	0.0003439	0.4051507	0.0104778	0.0470026	0.0646729	0.2128617	0.1093583	0.1677151	0.1333551	8.7e-05	0.0274748	0.0462143
600	0.2324497	0.7359727	0.3222533	0.2171953	0.0003541	0.4014574	0.0061141	0.0481443	0.0551494	0.2491526	0.0778857	0.1466274	0.0592329	6.9e-05	0.0866742	0.056515
620	0.1453437	0.7029256	0.2940138	0.2407005	0.0002769	0.3793618	0.0119317	0.0226317	0.0552478	0.2877411	0.0705593	0.1718065	0.0702013	0.0004992	0.0259268	0.0575711
640	0.1390443	0.7214366	0.3987403	0.3128414	0.0002548	0.4052384	0.023228	0.0503616	0.0620421	0.39707	0.115568	0.2384855	0.0337536	0.0002295	0.0280668	0.0538715
660	0.1543412	0.6771469	0.3781187	0.2873102	7.93e-05	0.3796563	0.0205214	0.0376737	0.0546466	0.3957179	0.1007413	0.2783834	0.0504513	3.05e-05	0.0121354	0.0442915
680	0.2279199	0.6877243	0.3111129	0.3940307	0.003444	0.3426838	0.0185306	0.0587513	0.0565769	0.3734171	0.0893737	0.2945813	0.0370455	0.0001052	0.0204891	0.0435489
700	0.1732198	0.7127653	0.362916	0.2957784	0.0004489	0.4004865	0.0228242	0.0472293	0.0493563	0.3555129	0.082466	0.2135665	0.0232506	0.0004832	0.0499789	0.0969636
720	0.1523801	0.5843245	0.2276935	0.292117	0.0005359	0.3573952	0.0101078	0.0284329	0.1064504	0.3258653	0.0960595	0.281133	0.0302001	3.9e-06	0.019808	0.0597718
740	0.1387967	0.7903653	0.314976	0.2363952	0.0005789	0.3978078	0.0166515	0.0128836	0.0767369	0.3555523	0.0739289	0.2470222	0.0129461	5.91e-05	0.0092517	0.0562411
760	0.138877	0.7872559	0.3244041	0.248979	4.59e-05	0.3531196	0.0046531	0.0295378	0.1063181	0.3273041	0.1392618	0.2566551	0.0092472	0.0005649	0.0138683	0.0499857
780	0.1545504	0.7456209	0.3658446	0.2119154	0.0004514	0.3004989	0.015913	0.0236802	0.1474576	0.3297473	0.1063373	0.3070597	0.0222793	7.97e-05	0.0149338	0.044729
800	0.1008423	0.7684964	0.3242468	0.3381605	0.0001896	0.36629	0.0183761	0.0059179	0.1335238	0.3780221	0.1205174	0.2342438	0.0102812	1.78e-05	0.0208363	0.0845231
820	0.1987577	0.8715979	0.3275375	0.2893785	0.0001192	0.3280961	0.0075336	0.0169074	0.0520795	0.3407235	0.0957785	0.2417115	0.0064397	0.0004093	0.0348033	0.0465561
840	0.1570013	0.7771766	0.2801998	0.2410409	8.56e-05	0.3916213	0.0032437	0.0793491	0.040316	0.2920467	0.0699602	0.1893875	0.0049007	0.0017987	0.014904	0.0934673
860	0.1443554	0.8153511	0.2568134	0.2495436	8.46e-05	0.3647571	0.0051226	0.0346724	0.0600103	0.3332826	0.0709125	0.2270919	0.0339794	0.003134	0.0170253	0.0984051
880	0.1840095	0.6907976	0.3216122	0.2784656	0.0004985	0.3397806	0.0007542	0.0254028	0.0629556	0.3628053	0.0734711	0.2206268	0.0334268	0.0004193	0.0049762	0.0926077
900	0.1626921	0.6896789	0.2880898	0.220831	9.78e-05	0.312966	0.0020144	0.0154856	0.0674417	0.3255677	0.0726412	0.2905257	0.0165932	0.0006432	0.0166553	0.0522681
920	0.1572758	0.5902674	0.303141	0.2802603	1.16e-05	0.3471418	0.0043605	0.0453193	0.049923	0.3639948	0.106726	0.2364284	0.0142084	0.0011013	0.0194619	0.0698229
940	0.1338863	0.7547986	0.3010916	0.2618941	0.0003802	0.3035737	0.0107807	0.03218	0.0710909	0.3953667	0.0558186	0.3108935	0.0169554	0.0	0.0096576	0.0405052
960	0.1596818	0.8525538	0.3190988	0.3404398	5e-05	0.3455081	0.0030468	0.0225514	0.0277612	0.3713402	0.0826635	0.2112845	0.0308101	0.000128	0.0113275	0.0712718
980	0.135552	0.7247319	0.277965	0.2918102	0.0	0.3133739	0.0062504	0.0342862	0.0588277	0.410439	0.0763751	0.1993675	0.0113003	0.0019253	0.0021565	0.0847531
1000	0.2187976	0.8077114	0.2976169	0.2641063	6e-07	0.3730606	0.0021411	0.0214284	0.0543626	0.302637	0.0542296	0.225711	0.0253633	0.0002272	0.0138793	0.0734359
1020	0.1518625	0.7477727	0.3392851	0.2603195	0.0009729	0.3560912	0.0104261	0.0183033	0.0780126	0.2820982	0.0635005	0.2719494	0.0231943	3.22e-05	0.0047792	0.0872208
1040	0.1448991	0.7119626	0.3217861	0.3035305	0.0	0.4390214	0.0088717	0.0441417	0.0663606	0.3255829	0.0954329	0.2108312	0.0168841	0.0	0.00794	0.0576447
1060	0.224424	0.6070487	0.3182094	0.2892246	0.0001492	0.4168906	0.025324	0.0395193	0.0487823	0.3236488	0.0523025	0.2291818	0.0281136	6.5e-06	0.0074975	0.0316686
1080	0.1678364	0.6106803	0.3975117	0.2554381	6.83e-05	0.3429256	0.0287711	0.0442357	0.0426682	0.3064572	0.0768375	0.2362433	0.0237245	0.0001773	0.033794	0.0549992
1100	0.1789955	0.6621496	0.3337182	0.2869392	0.0002237	0.3251448	0.0088826	0.0170904	0.0724686	0.3530832	0.0771432	0.3237968	0.0333528	1.1e-05	0.0112389	0.0548956
0	0.1817472	0.8616683	0.3635847	0.3556694	0.0001195	0.3515432	0.0054857	0.0211776	0.0569529	0.2899734	0.125574	0.2901718	0.0262372	0.0002396	0.0155307	0.0537098
20	0.0310863	0.5891682	0.3192403	0.1856887	0.0657003	0.2913348	0.008359	0.0323498	0.0537847	0.300266	0.0598581	0.2147026	0.0066709	0.000668	0.1120877	0.0594459
40	0.0060048	0.5658356	0.2926037	0.2316991	0.0395353	0.3092851	0.0309245	0.0477614	0.0411861	0.3280212	0.0717398	0.3345794	0.0073717	0.0004506	0.1711412	0.124663
60	0.000515	0.6354689	0.3787708	0.209008	0.043559	0.3004262	0.016595	0.0424336	0.0625884	0.3264666	0.1065512	0.2641011	0.0213985	9.48e-05	0.2278206	0.168291
80	9.23e-05	0.5724668	0.3938715	0.1664054	0.0770865	0.2868044	0.0275961	0.056339	0.0964481	0.2971321	0.1343247	0.3792131	0.0292113	0.0007451	0.2863067	0.461645
100	0.0018764	0.4626486	0.3823188	0.1487598	0.1490214	0.2863399	0.004157	0.0239794	0.1127898	0.2980408	0.2251316	0.5362132	0.0041136	0.0006493	0.2783361	0.4038696
120	0.0	0.5319153	0.3589913	0.1637736	0.0998712	0.3145598	0.0083118	0.0227959	0.1824086	0.4126235	0.2194662	0.5950745	0.0164916	0.0017072	0.3544322	0.3820268
140	0.0	0.4557995	0.4716345	0.1676214	0.1372132	0.1804668	0.0089791	0.042722	0.1633774	0.3347681	0.2357285	0.5391946	0.0045734	0.0038851	0.3716867	0.4941768
160	0.0030863	0.4233314	0.4188409	0.1161426	0.1109008	0.2666562	0.0048318	0.0476874	0.204279	0.3548695	0.2303652	0.6205006	0.0229625	0.0012267	0.5061902	0.5501506
180	0.0	0.4086938	0.4439829	0.1238799	0.0974526	0.2304581	0.0167356	0.0272107	0.2445396	0.3526477	0.2734936	0.6202828	0.0101003	0.013192	0.3640385	0.6819409
200	0.0001319	0.5226741	0.4084919	0.1209677	0.1328226	0.2281079	0.0047474	0.0254774	0.2035696	0.3755425	0.3579401	0.6152717	0.0039471	0.0198488	0.3632596	0.6268677
220	0.0042604	0.529409	0.4098308	0.1748159	0.1261992	0.302806	0.0332651	0.0270377	0.212642	0.4336387	0.2725254	0.6353943	0.0138551	0.0134464	0.4177768	0.6381799
240	0.0007759	0.4899784	0.3581386	0.1470557	0.1074397	0.2176885	0.0164821	0.0186862	0.2721326	0.3966072	0.280594	0.6368142	0.0137599	0.0127516	0.4641579	0.6673771
260	0.0050035	0.5218434	0.384389	0.1735129	0.1051784	0.2470385	0.0294769	0.0267565	0.2225348	0.3336625	0.2820219	0.6532464	0.0264693	0.0081467	0.4925142	0.5919594
280	0.007043	0.4829079	0.3803172	0.1403534	0.160802	0.3321799	0.0122811	0.0363708	0.2290874	0.440596	0.2163824	0.6683639	0.0100096	0.0019211	0.3865124	0.5934479
300	4.22e-05	0.6268581	0.4219828	0.2190791	0.1565249	0.3133789	0.0132482	0.011996	0.2075447	0.3604924	0.2546428	0.6081091	0.0186552	0.0092547	0.4124628	0.6283335
320	0.0005205	0.4949895	0.5150166	0.1627711	0.1449747	0.3772304	0.017978	0.0452625	0.1707098	0.3321796	0.2415343	0.6076963	0.0076308	0.0115346	0.5230252	0.5858319
340	0.0018679	0.5737566	0.3222774	0.185141	0.1438084	0.3109068	0.0136959	0.0144496	0.176474	0.4249672	0.2879506	0.6369998	0.0377062	0.0209379	0.3687496	0.6929792
360	0.0020145	0.436194	0.3601719	0.1926627	0.1140572	0.3654926	0.0202503	0.0237198	0.2968181	0.4702063	0.2407236	0.7287004	0.0405929	0.0362626	0.5759105	0.5881706
380	0.0021209	0.5031244	0.3470748	0.1970776	0.1205139	0.2342667	0.0218092	0.0189593	0.2064966	0.4153184	0.2395149	0.6517597	0.0288305	0.0425529	0.4821606	0.6616648
400	1.99e-05	0.7036441	0.3186901	0.1288724	0.1320228	0.2342833	0.0103871	0.0122964	0.2876896	0.3260435	0.3180809	0.786813	0.0125212	0.0330148	0.478016	0.5949929
420	0.000238	0.6338094	0.3691978	0.1466266	0.1602344	0.3088121	0.0236744	0.047274	0.2456014	0.3890926	0.3222762	0.6751518	0.0087629	0.0380354	0.5111523	0.6155868
440	0.0010259	0.465389	0.2993714	0.1748127	0.155132	0.3206493	0.0160249	0.0149896	0.248735	0.3862862	0.2649505	0.6277398	0.0043357	0.0362794	0.5435749	0.8591083
460	0.0010571	0.4794044	0.3684765	0.2110235	0.1341445	0.3315814	0.0230436	0.0258247	0.2677342	0.285733	0.3486674	0.7645254	0.0135066	0.0511692	0.4988651	0.695105
480	0.0005484	0.4621194	0.5102785	0.1675173	0.1604136	0.354937	0.0132727	0.0167569	0.3886751	0.344391	0.3611621	0.6165257	0.0121644	0.0550912	0.6611396	0.7699656
500	0.0011855	0.4650889	0.4736004	0.220668	0.1277973	0.3449862	0.0343237	0.008833	0.2849829	0.3424608	0.3072889	0.642587	0.0077793	0.0807458	0.5198166	0.5833203
520	0.0005082	0.5450025	0.4223583	0.1408116	0.1588094	0.296525	0.022746	0.0330215	0.2965069	0.3852555	0.3237904	0.7419199	0.0074048	0.0706587	0.3972019	0.6484451
540	0.0005479	0.5120232	0.4981992	0.1912971	0.1073472	0.2006983	0.0090619	0.027982	0.2845971	0.4609132	0.2996186	0.721781	0.0194781	0.1094236	0.4849594	0.7506994
560	0.0012383	0.4541498	0.4874167	0.1401798	0.1394325	0.2710607	0.007509	0.0219836	0.3192267	0.4898053	0.3497097	0.6651334	0.0130024	0.0574293	0.483712	0.7623834
580	0.2314621	0.4904967	0.4169516	0.2215904	0.1018142	0.3503548	0.0117935	0.0260557	0.3717482	0.4722057	0.3730307	0.5705013	0.0129752	0.0304005	0.4417204	0.7610173
600	0.2048657	0.5736816	0.3630517	0.3150808	0.0746886	0.2732749	0.0080207	0.0247335	0.3288056	0.4136999	0.4250499	0.6052561	0.0204115	0.0472721	0.3367597	0.7771647
