"Time"	yoeB	yefM	alaS	mngB	mngR	mngA	artJ	argR	argB	artI	artQ	argA	artM	argC	argE	artP
840	0,2926121	0,5394748	0,5052806	0,7220057	0,3443623	0,1380054	0,2474867	0,3676801	0,0121459	0,6227835	0,0934023	0,6927819	0,6637470	0,4182513	0,0270048	0,1869720
860	0,3231550	0,4587784	0,4695771	0,7048884	0,3150472	0,1678466	0,3352185	0,4130177	0,0038545	0,7528647	0,1050410	0,6799488	0,6526756	0,4696008	0,0051021	0,3239222
880	0,3390491	0,4251653	0,3951107	0,6922691	0,4357724	0,1792526	0,2649649	0,3490414	0,0005971	0,5211453	0,0819524	0,7299346	0,6453614	0,4870838	0,0047779	0,2306542
900	0,2772113	0,4346872	0,4021320	0,7323541	0,3991170	0,1391557	0,3108481	0,2773212	0,0239942	0,7020136	0,0983531	0,6948209	0,6322603	0,4122766	0,0026925	0,1943097
920	0,3333841	0,5092295	0,5054587	0,9236998	0,4314483	0,1311432	0,2595093	0,2802802	0,0123268	0,5742668	0,1175284	0,7107344	0,6791252	0,4821976	0,0097651	0,2366972
940	0,4004413	0,4531971	0,3798395	0,7624808	0,3439056	0,1447930	0,2495301	0,3255891	0,0147157	0,6649985	0,1365254	0,7827798	0,6504606	0,6929077	0,0108998	0,2740055
960	0,3087097	0,5852329	0,4296308	0,8820128	0,3561103	0,1961201	0,3413658	0,3225213	0,0068809	0,6457160	0,1439680	0,7868236	0,7048165	0,5123421	0,0165542	0,2176338
980	0,3235059	0,4805120	0,4137750	0,7857085	0,3360480	0,2076282	0,2655458	0,3016276	0,0026095	0,6997719	0,1499935	0,7766234	0,6288961	0,4534512	0,0049110	0,1892705
1000	0,3385757	0,3863336	0,4026329	0,8183948	0,3920990	0,1796611	0,2818436	0,3100023	0,0040883	0,7658114	0,1312492	0,7628130	0,6735017	0,5087132	0,0052032	0,2567424
1020	0,3207186	0,4790432	0,4627751	0,8869792	0,4433498	0,1678549	0,3052989	0,2527038	0,0129360	0,5197167	0,1151914	0,7692680	0,7690786	0,4606990	0,0049351	0,2715730
1040	0,3123794	0,5241959	0,4457212	0,8456796	0,4175498	0,2338692	0,2431509	0,2062695	0,0213408	0,5683570	0,1109422	0,6745735	0,6663448	0,5893272	0,0037058	0,2373126
1060	0,2557701	0,5333162	0,4232753	0,7599429	0,4036239	0,1912205	0,2998844	0,4354602	0,0172635	0,5582645	0,1011582	0,7646773	0,6544339	0,5304597	0,0013380	0,2850613
1080	0,3077768	0,4280666	0,4756533	0,6268821	0,4453151	0,2046912	0,2633508	0,2218265	0,0113162	0,5738272	0,1292591	0,6212703	0,6618355	0,5942315	0,0030308	0,2351669
1100	0,3455343	0,4268105	0,4957861	0,6771644	0,4791115	0,1874949	0,2157366	0,3791057	0,0103373	0,5832861	0,0994064	0,7102293	0,6890149	0,5128451	0,0020938	0,2068513

0	0,3513876	0,5988292	0,4138279	0,9265934	0,3664179	0,1278899	0,2838889	0,3587810	0,0090878	0,8707260	0,1293070	0,8116448	0,6855856	0,6095905	0,0086366	0,2519063
20	0,1824907	0,4536146	0,5155467	0,7467046	0,2650201	0,1641249	0,2561400	0,2365387	0,0014777	0,7247099	0,0564083	0,8404889	0,7410864	0,5396578	0,0108467	0,2000474
40	0,1673681	0,4562523	0,3983506	0,7521920	0,1509722	0,1244005	0,2315576	0,2502172	0,0024260	0,6867075	0,0582336	0,8230808	0,7174562	0,5570176	0,0066634	0,2338178
60	0,1564039	0,4641211	0,5791388	0,7382270	0,1317710	0,2166293	0,2461466	0,3705764	0,0049252	0,7483358	0,0620294	0,6789239	0,7193359	0,4177151	0,0012572	0,1900174
80	0,1438100	0,6853043	0,5112471	0,7189130	0,0583712	0,2348485	0,2592588	0,3195028	0,0029792	0,6974101	0,0390094	0,7833754	0,7965761	0,5287728	0,0008547	0,1821102
100	0,1558662	0,5197795	0,5375515	0,8359623	0,0461323	0,3006114	0,2850179	0,3550709	0,0018145	0,7098962	0,0405972	0,7390119	0,7564814	0,4387072	0,0000000	0,2631243
120	0,1202973	0,4764540	0,5026905	0,8462253	0,0396120	0,4754635	0,2347750	0,3028710	0,0000949	0,5918534	0,0486144	0,7792186	0,6760664	0,4337310	0,0003143	0,2506009
140	0,1057558	0,7186893	0,4817046	0,7876724	0,0169076	0,5967191	0,2875466	0,2676506	0,0002100	0,6210871	0,0348789	0,7164623	0,7045402	0,6214816	0,0000524	0,2289007
160	0,0908525	0,6471212	0,4441822	0,8085807	0,0216950	0,5638491	0,2955945	0,2579991	0,0003497	0,6717776	0,0275113	0,8513065	0,5594926	0,5709159	0,0001741	0,2938986
180	0,0885665	0,6142958	0,4787696	0,6764305	0,0630599	0,6533091	0,2661931	0,2435533	0,0018880	0,6401304	0,0395861	0,6446127	0,7273280	0,5925352	0,0001672	0,3631091
200	0,0745696	0,5657831	0,4114368	0,7953655	0,0280541	0,6698744	0,3478578	0,2882301	0,0070568	0,6420895	0,0812780	0,7092752	0,6899426	0,5618752	0,0006672	0,2844574
220	0,1326933	0,6435504	0,5630024	0,6460498	0,0494439	0,6559026	0,3115132	0,3496839	0,0102227	0,7513451	0,0613282	0,7082908	0,7677677	0,5989062	0,0004627	0,2685919
240	0,0442426	0,6048937	0,4018524	0,6873441	0,0213646	0,7641746	0,2933412	0,3281344	0,0016435	0,7176794	0,0432775	0,9461942	0,8491745	0,6122541	0,0017645	0,2328686
260	0,0634198	0,6442466	0,5070005	0,7405467	0,0415812	0,7190047	0,2423051	0,2390186	0,0091720	0,6918952	0,0413235	0,9069565	0,7979664	0,5750095	0,0000000	0,2909864
280	0,0732224	0,6789266	0,4627845	0,7246894	0,0700463	0,9648150	0,2466422	0,2664802	0,0072201	0,7392135	0,0612365	0,8244388	0,8014444	0,4902157	0,0024909	0,2663688
300	0,1032790	0,6480496	0,4254399	0,6805575	0,0100866	0,7786364	0,3213986	0,2130019	0,0010376	0,7895540	0,0393358	0,6952225	0,8104046	0,6354034	0,0015204	0,3116349
320	0,1038591	0,8183325	0,4749185	0,7518906	0,0308815	0,7339457	0,2258910	0,2390650	0,0006290	0,7391180	0,0484730	0,6740440	0,7669263	0,4960989	0,0023594	0,3319086
340	0,0750946	0,7431261	0,4629011	0,8060340	0,0254757	0,7048542	0,2315089	0,3046587	0,0012901	0,7549953	0,0545348	0,6742610	0,7622597	0,5133233	0,0037608	0,2066775
360	0,0543718	0,6356492	0,4639012	0,6952350	0,0290542	0,7843777	0,2154654	0,2505261	0,0020646	0,7326360	0,0301530	0,6386258	0,7247097	0,6694738	0,0009069	0,2602565
380	0,0766663	0,5631540	0,5992959	0,6340824	0,0346847	0,6406729	0,2461276	0,2413259	0,0102299	0,7375473	0,0369246	0,7415800	0,7086100	0,5404699	0,0020053	0,2571767
400	0,0777873	0,6347234	0,4344244	0,6337572	0,0462640	0,7530963	0,2490266	0,2681045	0,0004429	0,7522300	0,0415381	0,7573371	0,8662358	0,5848177	0,0002208	0,2408532
420	0,0549774	0,6601796	0,4838128	0,7940905	0,0252964	0,7487312	0,2577769	0,2134479	0,0006466	0,6229583	0,0361682	0,6824596	0,8643079	0,5418303	0,0006480	0,3690039
440	0,0611843	0,5510114	0,5258739	0,6275244	0,0138787	0,7379302	0,2442522	0,2554820	0,0017210	0,8066124	0,0343081	0,7208294	0,6843668	0,4739481	0,0010843	0,2779416
460	0,0565895	0,6896800	0,4952674	0,8354722	0,0085655	0,6691767	0,2522249	0,2311775	0,0018361	0,8623431	0,0313167	0,7573817	0,7079527	0,5638470	0,0006424	0,3040246
480	0,0491311	0,6978146	0,6605234	0,6478251	0,0109306	0,8066751	0,3199231	0,2519728	0,0015955	0,6741131	0,0250390	0,8499026	0,6578956	0,6273466	0,0000652	0,2303204
500	0,0915722	0,6485806	0,4561021	0,7209974	0,0234351	0,7274185	0,3193014	0,1871455	0,0004375	0,7359565	0,0341838	0,7070007	0,7167328	0,6017944	0,0008388	0,3310074
520	0,1111777	0,6956192	0,4647948	0,7959551	0,0373610	0,7453647	0,3821767	0,2726600	0,0021819	0,6948905	0,0174284	0,6882438	0,6789112	0,4780930	0,0004106	0,2247408
540	0,1074339	0,7287597	0,4377849	0,7443524	0,0121642	0,7002603	0,2241921	0,2137727	0,0074828	0,6347967	0,0391136	0,6570892	0,7088592	0,6217687	0,0000798	0,2714825
560	0,0775749	0,6088177	0,4353876	0,7490650	0,0293215	0,7627355	0,2770809	0,3189830	0,0038692	0,6138263	0,0193334	0,6531686	0,7149310	0,5728305	0,0005962	0,2981591
580	0,1153895	0,6128351	0,5476798	0,6896227	0,2133408	0,8718923	0,2918657	0,4338669	0,0125480	0,7640397	0,0488104	0,6468503	0,7387877	0,5862625	0,0137499	0,2596465
600	0,1902287	0,6722945	0,5418211	0,7257875	0,4328599	0,7055403	0,2910057	0,3578344	0,0082234	0,6544811	0,0557851	0,7776031	0,7264984	0,6022689	0,0076148	0,2214976
620	0,2766127	0,6049242	0,4476013	0,6708574	0,4596545	0,5468015	0,2183625	0,3279191	0,0097551	0,7420260	0,0764636	0,8151495	0,6367996	0,4962364	0,0073699	0,2430896
640	0,2527260	0,7920388	0,5328679	0,7359432	0,4757663	0,4512536	0,3615432	0,3396055	0,0200342	0,6165550	0,0494624	0,8013956	0,5407265	0,5540787	0,0015753	0,2313055
660	0,2588239	0,6707407	0,5635402	0,7525563	0,5058810	0,3382631	0,1758788	0,3558964	0,0175358	0,7116546	0,0913895	0,8343774	0,5483226	0,4806890	0,0015531	0,2163614
680	0,2401092	0,6314164	0,4493592	0,7988384	0,3644139	0,1582888	0,1882038	0,3283437	0,0174899	0,6817621	0,0830406	0,7848758	0,6268644	0,4972216	0,0160350	0,2203170
700	0,1970019	0,5516968	0,4265693	0,8592113	0,3331310	0,2289795	0,2355055	0,3581612	0,0219711	0,6622875	0,0836477	0,7884618	0,4828208	0,5213544	0,0129326	0,2026756
720	0,3613796	0,5651560	0,5718677	0,6442184	0,2338349	0,1283197	0,2247430	0,2861640	0,0095907	0,6266764	0,0841409	0,8054040	0,6135340	0,4306274	0,0272684	0,2463436
740	0,2752645	0,6808579	0,5169740	0,8745622	0,3932457	0,1505122	0,2709914	0,2830637	0,0165940	0,8294942	0,1129876	0,6658339	0,6443263	0,4210126	0,0070227	0,3044363
760	0,2444363	0,5425307	0,5561658	0,7295533	0,4625305	0,1391985	0,3062143	0,3190475	0,0129774	0,7950865	0,0501778	0,7499071	0,7002868	0,4829277	0,0047040	0,1745088
780	0,3018407	0,5846851	0,5493554	0,7515920	0,3428571	0,1532690	0,3480896	0,3460157	0,0079114	0,6595396	0,1116113	0,7067519	0,5882889	0,4760414	0,0122579	0,1782170
800	0,2942872	0,4748471	0,5413261	0,6962957	0,4301102	0,1503495	0,2578582	0,4703793	0,0190724	0,7124633	0,1045705	0,7641005	0,7361510	0,5625290	0,0200591	0,1821353
820	0,2870684	0,4444231	0,5081956	0,7701621	0,3519494	0,1621204	0,3003026	0,3008434	0,0129243	0,6645464	0,1308498	0,8944580	0,6674447	0,4032482	0,0073755	0,2053528
840	0,3365591	0,6052243	0,4701142	0,7264110	0,3916739	0,1732893	0,2183175	0,4584726	0,0092682	0,6878744	0,0988269	0,7769676	0,7432916	0,4556939	0,0072505	0,2273487
860	0,2686053	0,4535334	0,5453129	0,8202382	0,4146220	0,2380803	0,2360179	0,3084180	0,0360878	0,6269570	0,0921467	0,6509139	0,7047373	0,5166083	0,0064385	0,2159705
880	0,3254921	0,5073925	0,4768024	0,7778980	0,4369140	0,1764330	0,2131919	0,2778608	0,0178538	0,5979356	0,1082383	0,7076818	0,7023049	0,3926609	0,0033685	0,1734743
900	0,2920682	0,5498866	0,4497484	0,8099626	0,4403768	0,1475630	0,2553333	0,3162061	0,0154796	0,6574054	0,0828507	0,7172570	0,6413064	0,5268995	0,0019890	0,2180247
920	0,2620705	0,4406027	0,5016754	0,7834409	0,3618343	0,1219814	0,2280970	0,2266611	0,0211708	0,6540448	0,1210639	0,7396325	0,8025541	0,4075366	0,0033375	0,2442785
940	0,2762883	0,4922867	0,4826901	0,6878565	0,3870575	0,2029684	0,3150044	0,3008633	0,0210880	0,5394006	0,1408279	0,7047414	0,8311595	0,5850454	0,0396275	0,1534997
960	0,2812774	0,4637421	0,5229156	0,8201557	0,4166731	0,1467756	0,2967354	0,4279934	0,0092472	0,6051812	0,1252939	0,9083383	0,7195474	0,5616061	0,0077103	0,1821510
980	0,2523144	0,5231872	0,4976209	0,9198925	0,3801522	0,1858879	0,2983041	0,3505216	0,0107627	0,7329039	0,1203434	0,7079425	0,7941506	0,5937970	0,0031058	0,2944531
1000	0,2441486	0,4769758	0,4350467	0,8147370	0,3289684	0,1803958	0,3186836	0,3151903	0,0131753	0,7449935	0,1293984	0,7633175	0,6492098	0,5292850	0,0004702	0,2454057
1020	0,3074522	0,5848238	0,4858782	0,6808616	0,3556143	0,1387795	0,2579175	0,3547597	0,0155827	0,7706259	0,1046989	0,7951750	0,8208532	0,5903031	0,0000000	0,2185671
1040	0,2859449	0,5468684	0,4342743	0,7685202	0,3136256	0,1705724	0,2739204	0,2830366	0,0153935	0,6866321	0,1314851	0,8032558	0,6672384	0,5135021	0,0045706	0,3098104
1060	0,2937130	0,4908143	0,5002601	0,6533001	0,3459414	0,1432295	0,2407423	0,3484729	0,0112228	0,5708573	0,0933355	0,6546159	0,6363329	0,5172934	0,0030769	0,2422081
1080	0,2754019	0,6245764	0,4070951	0,8018114	0,4182820	0,1864200	0,2611610	0,2899567	0,0301766	0,7138000	0,0991213	0,6184221	0,6676671	0,5594973	0,0057869	0,1877986
1100	0,2850204	0,4999761	0,5674058	0,6832387	0,4363488	0,0866289	0,2084345	0,3582359	0,0403469	0,5340018	0,0885900	0,7720559	0,7989031	0,6020501	0,0154068	0,1989651

0	0,3136586	0,4863653	0,3960880	0,8527140	0,3666540	0,1154412	0,3285689	0,4091585	0,0024483	0,8099111	0,1251342	0,8254974	0,6561027	0,4610501	0,0221174	0,1946215
20	0,3501722	0,4965604	0,3432435	0,7826910	0,3554188	0,1639406	0,3060453	0,3358946	0,0076931	0,6144704	0,1465273	0,8220231	0,5951429	0,3401751	0,0263609	0,2429544
40	0,3390505	0,4693854	0,2661391	0,5369031	0,4908626	0,1784399	0,2770396	0,3025560	0,0212029	0,5312292	0,0764959	0,7351589	0,5555655	0,4070287	0,0200375	0,1636700
60	0,2879395	0,5730675	0,2773832	0,5566958	0,4114041	0,1182038	0,2492182	0,2998555	0,0033514	0,4214668	0,1057013	0,7883784	0,4601263	0,3996106	0,0089343	0,1885220
80	0,3201894	0,4805153	0,3094409	0,5968227	0,4327270	0,1508815	0,2334072	0,2255832	0,0119657	0,3988453	0,0849123	0,7786348	0,5092492	0,4841713	0,0060750	0,1604018
100	0,2948857	0,5433191	0,2493425	0,5524552	0,3836046	0,1053032	0,2162796	0,3464433	0,0024520	0,4152219	0,0913100	0,7734098	0,4840565	0,6690406	0,0165878	0,2471807
120	0,3139278	0,5260543	0,2673146	0,6081322	0,4092670	0,1705043	0,2260124	0,4356282	0,0052514	0,5153115	0,1039158	0,7902417	0,5636281	0,5117979	0,0074904	0,2523293
140	0,3164190	0,4806429	0,2326948	0,5912707	0,4300353	0,1387790	0,2436694	0,2956196	0,0033440	0,4214977	0,0757327	0,7829701	0,4369643	0,4186320	0,0105443	0,2560483
160	0,2720409	0,4142532	0,2815183	0,5658271	0,3655575	0,1418202	0,2448511	0,3322713	0,0002536	0,4320728	0,0836298	0,9004480	0,4858781	0,5658478	0,0082616	0,4111041
180	0,3288333	0,3939948	0,2991075	0,6138014	0,4498433	0,1228703	0,2425367	0,3081144	0,0002883	0,5961986	0,1553965	0,8647747	0,5267699	0,5887803	0,0161055	0,2134525
200	0,2632557	0,5388055	0,2640597	0,6240327	0,3685926	0,1772842	0,2136869	0,3544226	0,0008727	0,4222346	0,1275694	0,8706237	0,5256884	0,3919650	0,0080336	0,2164832
220	0,3306473	0,5656931	0,2483738	0,6758328	0,2956356	0,0896193	0,2376694	0,3439941	0,0038919	0,4979873	0,1168867	0,7902784	0,3995128	0,5013447	0,0151458	0,1629390
240	0,2541676	0,4590489	0,2526019	0,5548498	0,3071933	0,1891008	0,2482818	0,2679567	0,0001444	0,5006736	0,0997258	0,7325139	0,4019339	0,4565763	0,0080734	0,1750022
260	0,2409737	0,3464115	0,2432592	0,6164869	0,3901176	0,1444144	0,1878642	0,2697515	0,0013697	0,4095608	0,0746822	0,7108313	0,3981379	0,3434427	0,0185532	0,1579229
280	0,2135962	0,4266252	0,2755819	0,5446326	0,4667290	0,1436574	0,2286281	0,2671407	0,0029187	0,4248055	0,0552384	0,9448427	0,4801993	0,4601333	0,0055357	0,3319171
300	0,2376914	0,5414211	0,3247023	0,5641353	0,3918363	0,1442053	0,2512281	0,2886977	0,0000000	0,4447037	0,0889330	0,7043022	0,4482171	0,4505929	0,0038246	0,2488426
320	0,3155963	0,4858129	0,3444912	0,6540350	0,2974688	0,1302125	0,2986015	0,2527345	0,0007991	0,5125624	0,0803925	0,6982862	0,5470033	0,4888400	0,0075098	0,1638761
340	0,3073426	0,5490816	0,2858246	0,5993653	0,2650080	0,1703553	0,2893437	0,2982666	0,0011762	0,4771716	0,0960127	0,7026056	0,4757079	0,4376485	0,0055158	0,2315690
360	0,2860253	0,4651733	0,2937737	0,6808628	0,2655385	0,1677804	0,2367608	0,2464963	0,0008898	0,5964394	0,0550828	0,9575889	0,3680920	0,5804657	0,0268578	0,2272463
380	0,3318803	0,4049762	0,2389235	0,6686467	0,3393024	0,1551208	0,2648278	0,3049474	0,0023398	0,4107684	0,1139750	0,9290987	0,4760648	0,5111675	0,0188883	0,2406608
400	0,2881099	0,5767950	0,2942187	0,5806245	0,3499768	0,2098979	0,2776298	0,3214357	0,0044698	0,5126472	0,1568642	0,6898749	0,5359229	0,4031660	0,0229317	0,2463995
420	0,2502787	0,4983835	0,3313847	0,5182045	0,3382357	0,1255778	0,3595030	0,3066061	0,0039612	0,5220415	0,0932006	0,7318384	0,4247258	0,5567530	0,0058247	0,2543478
440	0,3284512	0,5351495	0,2749719	0,4436951	0,2820404	0,1610424	0,4083324	0,3493879	0,0014980	0,5325340	0,0968530	0,8010775	0,5768185	0,5219719	0,0097776	0,2052833
460	0,2883866	0,5425267	0,3401467	0,4645063	0,2534731	0,1190591	0,3199941	0,3357281	0,0022234	0,5421353	0,0740882	0,6440747	0,5311034	0,4579837	0,0121946	0,2448990
480	0,2967789	0,4741882	0,2867446	0,4555275	0,3103105	0,1904116	0,2832447	0,3089584	0,0026334	0,5339867	0,1439758	0,7695553	0,5060295	0,5964292	0,0183555	0,2544292
500	0,2233348	0,5991944	0,2847507	0,5469173	0,3579811	0,1750273	0,3107774	0,3263883	0,0147399	0,5461368	0,1472868	0,8127487	0,4527630	0,4946780	0,0134723	0,2568458
520	0,3715413	0,4730866	0,2895881	0,5755978	0,3677922	0,1969099	0,2131583	0,3489932	0,0030084	0,5496622	0,1122989	0,6879668	0,4061909	0,5919347	0,0054327	0,2784879
540	0,2625903	0,5509722	0,2438638	0,6010933	0,3616285	0,1829902	0,2101170	0,3016014	0,0036218	0,5135530	0,1291136	0,8650519	0,5315491	0,5111915	0,0022462	0,2689326
560	0,2443296	0,5088687	0,3311407	0,5771071	0,3762043	0,2868821	0,2496571	0,2992447	0,0010895	0,4274722	0,0694284	0,7727117	0,4932883	0,5092706	0,0181867	0,2658308
