"Time"	paaX	maoC	ihfB	hipA	hipB	paaE	paaC	paaH	paaD	paaA	paaF	paaJ	paaI	paaB	paaG	paaK
960	0,9381721	0,5196638	0,2200605	0,9617704	0,3415647	0,4049714	0,0089601	0,1092102	0,2361430	0,0940380	0,3261989	0,0178444	0,4083183	0,1941115	0,1337408	0,0545226
980	1,0229859	0,5052894	0,2219443	0,9301621	0,3716067	0,4508931	0,0040299	0,1075194	0,2405699	0,0954338	0,3210159	0,0112306	0,4263616	0,1910205	0,1629186	0,0487251
1000	1,0574423	0,5492443	0,2377562	0,8880979	0,3945358	0,4361331	0,0123464	0,1258899	0,2395719	0,0712453	0,3451385	0,0103034	0,4232542	0,1762683	0,1686925	0,0321904
1020	1,0399208	0,5786474	0,2213842	0,9418660	0,3590824	0,4518924	0,0031208	0,1178460	0,2410086	0,0719153	0,3823515	0,0123666	0,3591320	0,1516335	0,1535856	0,0425489
1040	0,9849570	0,5440327	0,2320916	0,9370791	0,3465670	0,4287272	0,0035154	0,1212281	0,2289865	0,0758171	0,3725509	0,0100726	0,3532545	0,1642516	0,1640304	0,0327371
1060	0,9802190	0,5266127	0,2591369	0,9256285	0,3218371	0,4478009	0,0042338	0,1278809	0,2181288	0,0977837	0,3813137	0,0089900	0,3886700	0,1656747	0,1376474	0,0397906
1080	1,0305535	0,5520077	0,2471327	0,9491203	0,3456879	0,4558330	0,0028513	0,1063096	0,2231637	0,0909978	0,3706395	0,0127048	0,4077801	0,1658972	0,1310325	0,0258130
1100	1,0402024	0,5809962	0,1981369	0,9518309	0,3629862	0,4558123	0,0041929	0,0864015	0,2705244	0,0872257	0,3485794	0,0116929	0,3953010	0,1836026	0,1453932	0,0261836

0	1,0452188	0,5218371	0,2431001	0,9937943	0,3502292	0,4619982	0,0154682	0,1587941	0,3179983	0,1064183	0,4190559	0,0202205	0,4101721	0,1783405	0,1809217	0,0357007
20	0,9286294	0,5642378	0,2356550	0,9089330	0,3285121	0,6590976	0,2855009	0,3948449	0,2511756	0,3502824	0,3249615	0,2017138	0,2379314	0,1397105	0,1797395	0,0266408
40	1,0295430	0,6348789	0,2175367	0,9318749	0,3648574	0,8205288	0,4184593	0,6478778	0,2650220	0,4833979	0,3490548	0,3180246	0,1644336	0,1938446	0,1755276	0,0351117
60	1,0442532	0,6194892	0,2427053	0,9911670	0,3163807	0,7966964	0,4743159	0,7918316	0,2943281	0,6123025	0,3588096	0,3976807	0,0957646	0,1892429	0,1853843	0,0443788
80	1,0605417	0,5948955	0,2122818	0,9550167	0,3481294	0,7785226	0,5500054	0,8378900	0,3041376	0,6414391	0,3526363	0,4619113	0,0913752	0,1682330	0,1585475	0,0424932
100	1,0091999	0,5093807	0,2506282	0,9845306	0,3617006	0,7675750	0,5165329	0,8542829	0,2758271	0,6192563	0,3225641	0,5189133	0,0513564	0,1613121	0,1505656	0,0327625
120	0,9900597	0,5573895	0,2930466	0,8943705	0,3306846	0,7400678	0,5093283	0,8834951	0,2973166	0,6494799	0,3039753	0,5210179	0,0375426	0,1923438	0,1526508	0,0298207
140	1,0745207	0,6068142	0,3035037	0,8951501	0,3716224	0,6926172	0,5136205	0,8822041	0,2994212	0,6665314	0,3061867	0,5386162	0,0338185	0,2058655	0,1501321	0,0302669
160	1,0359834	0,5476996	0,2758934	0,8876809	0,4121061	0,7878718	0,5064636	0,9686262	0,3251437	0,6596619	0,3129317	0,5706338	0,0318446	0,1967680	0,1705091	0,0287867
180	1,0210792	0,5270153	0,2345787	0,9143798	0,3457046	0,7741130	0,5620150	0,9770626	0,3185203	0,6742985	0,3184165	0,5768209	0,0177011	0,1782340	0,1680820	0,0393728
200	1,0681391	0,5880701	0,2486804	0,8701251	0,3440373	0,7585050	0,5629754	0,9874254	0,3093115	0,7226532	0,3242168	0,6346766	0,0189489	0,1777292	0,1872959	0,0520476
220	1,0599353	0,5831459	0,2633440	0,8512124	0,3404536	0,7730111	0,5032468	0,9473660	0,2853703	0,7061071	0,3350997	0,6682359	0,0143388	0,1534350	0,1567775	0,0342455
240	1,0071188	0,4941131	0,2692606	0,8348231	0,2771695	0,8064089	0,5307266	0,9335230	0,2471624	0,6947178	0,3532175	0,6976600	0,0196045	0,1539308	0,1466890	0,0392421
260	0,9923629	0,5615472	0,2416679	0,8520960	0,2707047	0,8651775	0,5760570	0,9916828	0,2378755	0,7201201	0,3847885	0,6633790	0,0221075	0,1524440	0,1816374	0,0466834
280	1,0349994	0,6143080	0,2144632	0,8460765	0,3278487	0,8522577	0,5417034	0,9646512	0,2347103	0,7247772	0,3926006	0,6257674	0,0138065	0,1457477	0,1766766	0,0544253
300	1,0414573	0,5949495	0,2100696	0,8860186	0,3228426	0,7613872	0,5760590	0,8524257	0,2622426	0,7720595	0,3730296	0,6237188	0,0169766	0,1873579	0,1822667	0,0673203
320	1,0227481	0,5696920	0,2231582	0,9693111	0,3252403	0,7772944	0,5420424	0,8998656	0,2202744	0,7870086	0,3620201	0,6649296	0,0212045	0,1677518	0,1766890	0,0615357
340	1,0055135	0,6038726	0,2169393	0,9675318	0,3744143	0,7727706	0,5262550	0,9269867	0,2115324	0,7114945	0,3763546	0,6860628	0,0235399	0,1322163	0,1879200	0,0525741
360	1,0015392	0,5893043	0,2552826	0,9613138	0,3913443	0,7801017	0,5468396	0,9366731	0,2655319	0,6819122	0,3844867	0,7163349	0,0247265	0,1422495	0,1964465	0,0419426
380	1,0203802	0,5878672	0,2269897	0,8666241	0,3651672	0,8019992	0,6003640	0,8852153	0,2519570	0,6952339	0,3744470	0,7384611	0,0245409	0,1450553	0,1947304	0,0276926
400	1,1660145	0,5847473	0,2624450	0,8778671	0,2966042	0,8020898	0,6167801	0,9525605	0,2759692	0,7065444	0,3865179	0,7503458	0,0210076	0,1447409	0,2002708	0,0277818
420	1,0212202	0,5668144	0,2607972	0,8670647	0,3167940	0,7898523	0,5633407	0,9284102	0,2595491	0,6687751	0,3209175	0,7484805	0,0216661	0,1108195	0,1954381	0,0500623
440	0,9424606	0,5341694	0,2648149	0,8597243	0,3081190	0,8088770	0,5909239	0,9597383	0,2635996	0,6852007	0,3438278	0,6939687	0,0238128	0,1015116	0,1723867	0,0433945
460	0,9337765	0,5671496	0,2729181	0,8864566	0,3607974	0,7501618	0,5379938	0,9747995	0,2407584	0,7415348	0,3587275	0,6672661	0,0180123	0,1195636	0,1878939	0,0415231
480	0,9653126	0,5637306	0,2600265	0,9138256	0,4209125	0,7786994	0,5613537	0,9845813	0,2802324	0,7026756	0,4075105	0,6722140	0,0192202	0,1337673	0,1912890	0,0530092
500	1,0182270	0,5271965	0,2799815	0,9722779	0,3993732	0,7843104	0,4854748	0,9605573	0,2639259	0,6927555	0,3851629	0,7098366	0,0303792	0,1698847	0,1695382	0,0508647
520	0,9723599	0,4936210	0,2094562	0,9564386	0,3075068	0,8000604	0,5637844	0,9535876	0,2388145	0,6680961	0,3708072	0,7618671	0,0237025	0,1483999	0,1572649	0,0394713
540	1,0053504	0,4936470	0,2248411	0,9069953	0,3243575	0,7669079	0,5754025	0,9489756	0,2419205	0,6911898	0,3772001	0,7481045	0,0148396	0,2009019	0,1755118	0,0412540
560	1,0370521	0,5177468	0,2136545	0,8788650	0,3421276	0,7738088	0,5611859	0,9205910	0,2687680	0,6557263	0,3653997	0,6907804	0,0140100	0,2180233	0,1639705	0,0340727
580	1,0221447	0,5735672	0,2359431	0,9464371	0,3471237	0,5751953	0,2932835	0,6029316	0,2828168	0,4368667	0,3992147	0,5078890	0,1767755	0,1932445	0,1958677	0,0364905
600	1,0303443	0,6134434	0,2432874	0,9016635	0,3156782	0,5184902	0,1685849	0,3987197	0,2575767	0,2898968	0,4012814	0,4143663	0,2146581	0,2241828	0,2046881	0,0340286
620	1,0222006	0,5984061	0,2244867	0,8541518	0,2612232	0,4392348	0,0905254	0,2763186	0,2653089	0,1923483	0,3917946	0,2996053	0,2898894	0,1910573	0,1911042	0,0407350
640	1,0790287	0,5465548	0,2269109	0,8760375	0,3695967	0,4256889	0,0324563	0,2156481	0,2553649	0,1787517	0,3986111	0,2291714	0,3582339	0,1460545	0,1990484	0,0377951
660	0,9592249	0,4799210	0,2470067	0,9535125	0,3329981	0,4011932	0,0181427	0,1547172	0,2525474	0,1229097	0,4299231	0,1485225	0,3527127	0,1463154	0,1894300	0,0382056
680	0,9891294	0,5550574	0,2286452	0,9872544	0,3721403	0,3818418	0,0179901	0,1648702	0,2771352	0,1064634	0,4460988	0,1122178	0,3599500	0,1537558	0,1898143	0,0432204
700	0,9623996	0,5738173	0,2189877	0,8747041	0,3260790	0,4453612	0,0133039	0,1541348	0,2504850	0,1209761	0,4254035	0,0910301	0,4039762	0,1960288	0,1898196	0,0434721
720	1,0880512	0,6313847	0,2255369	0,8509529	0,3576360	0,4624001	0,0131789	0,1220696	0,2803346	0,1113122	0,3891618	0,0830079	0,4128086	0,2053347	0,1547722	0,0421406
740	1,0378924	0,5948568	0,2195600	0,9010895	0,3463715	0,4473849	0,0060247	0,0979950	0,2793726	0,0999546	0,3607122	0,0693122	0,4323322	0,1811875	0,1894998	0,0480694
760	0,9827583	0,5410286	0,1638750	0,8679380	0,3279996	0,4573068	0,0041670	0,1044507	0,2791836	0,0898899	0,3964802	0,0629032	0,4355004	0,1638759	0,1891433	0,0539545
780	1,0243311	0,5493154	0,2082834	0,8965067	0,3186007	0,4131033	0,0061120	0,1195479	0,2845737	0,0849594	0,3854699	0,0594776	0,4310754	0,1616577	0,1811539	0,0586720
800	1,0106969	0,5339466	0,2200977	0,8663986	0,3176376	0,3884640	0,0109223	0,1107100	0,3037759	0,0876319	0,3932690	0,0495883	0,4531611	0,1398234	0,1816415	0,0658073
820	1,0370948	0,5030921	0,1918716	0,8218227	0,3342782	0,3810106	0,0017573	0,1215525	0,2868811	0,0793507	0,3889077	0,0441012	0,4186796	0,1477750	0,1792565	0,0637341
840	1,0140279	0,5030475	0,2321478	0,8633277	0,3053850	0,3947253	0,0070746	0,1445831	0,3141932	0,0862096	0,3748541	0,0295275	0,3665808	0,1597263	0,1606104	0,0550653
860	0,9720307	0,4875969	0,2300184	0,9440219	0,3540889	0,4142033	0,0069012	0,1093924	0,2808639	0,0701520	0,3496182	0,0242922	0,3904640	0,1442844	0,1372897	0,0467539
880	1,0502573	0,4465779	0,2346821	1,0022169	0,4075285	0,4568451	0,0052690	0,1134023	0,2420274	0,0752125	0,3489077	0,0213773	0,3775165	0,1402068	0,1363568	0,0498071
900	0,9694218	0,4798253	0,2054871	1,0161925	0,4158716	0,4489608	0,0071663	0,1133793	0,2011709	0,0693423	0,3818784	0,0169188	0,3606325	0,1028463	0,1376529	0,0512855
920	0,9490087	0,5046321	0,2044307	0,9376034	0,4632314	0,4282822	0,0073310	0,1197863	0,1740609	0,0815011	0,3935701	0,0202224	0,4165630	0,1116415	0,1463735	0,0356482
940	0,9242206	0,4876627	0,2011157	0,9047949	0,3085247	0,4513615	0,0021093	0,1341639	0,1725640	0,0957391	0,3840914	0,0282273	0,4153298	0,1596816	0,1376677	0,0395632
960	1,0645569	0,4840305	0,2102736	0,8484442	0,3026725	0,3932771	0,0025563	0,1237606	0,2143731	0,0964273	0,4094755	0,0109047	0,3916042	0,1521897	0,1518178	0,0437242
980	0,9972084	0,4577369	0,2143774	0,8692763	0,3255994	0,3921191	0,0068923	0,1215092	0,2215480	0,1125256	0,3808365	0,0133356	0,4132823	0,1616390	0,1902372	0,0445455
1000	0,9899951	0,4859410	0,1883294	0,8466643	0,3274452	0,4371722	0,0069618	0,1098831	0,2421968	0,1162017	0,3891781	0,0026783	0,4372192	0,1716923	0,1966409	0,0439901
1020	0,9640609	0,4958556	0,2215905	0,9155230	0,3404594	0,4448190	0,0049379	0,1018312	0,3129461	0,1015802	0,4048016	0,0114228	0,4445440	0,1798333	0,1929060	0,0447665
1040	1,0221829	0,5365594	0,2226233	0,9972906	0,4170949	0,4801576	0,0020652	0,1201900	0,2886059	0,1010400	0,3813416	0,0182365	0,4853842	0,1837103	0,2014044	0,0330339
1060	0,8966020	0,5781702	0,1829417	0,9699964	0,3846082	0,4705626	0,0053000	0,1176656	0,2689124	0,0988280	0,3965241	0,0156675	0,4206993	0,1473080	0,2049641	0,0344197
1080	0,9825582	0,5891522	0,1828207	0,9612887	0,3582481	0,3999485	0,0058180	0,1212919	0,2411338	0,0838378	0,3788493	0,0145973	0,4469383	0,1450414	0,2024746	0,0360301
1100	0,9641959	0,5589106	0,1987088	0,9416082	0,3192402	0,4482108	0,0085195	0,1097245	0,2352682	0,0732432	0,3231691	0,0204065	0,4359711	0,1275347	0,1650617	0,0317516

0	1,0452188	0,5218371	0,2431001	0,9937943	0,3502292	0,4619982	0,0154682	0,1587941	0,3179983	0,1064183	0,4190559	0,0202205	0,4101721	0,1783405	0,1809217	0,0357007
20	0,9773232	0,4904476	0,2354270	0,8525745	0,2526870	0,5235031	0,5023780	0,3625727	0,2846856	0,1114559	0,2871977	0,0141415	0,4225190	0,1397726	0,2218590	0,0286668
40	1,0335890	0,4944250	0,2445171	0,8725836	0,2919010	0,4710957	0,7110272	0,5050797	0,2905152	0,1013805	0,2721568	0,0151577	0,4066110	0,1429087	0,2002665	0,0461793
60	1,0289880	0,5136712	0,2519607	1,0274032	0,3007634	0,4990042	0,8482625	0,5634048	0,3130437	0,1103037	0,2302875	0,0101439	0,4013048	0,1343438	0,1449846	0,0339056
80	1,0479340	0,5216587	0,2789181	1,0238755	0,2682169	0,5005214	0,9112320	0,6168649	0,2972464	0,0990730	0,1854340	0,0181580	0,4234879	0,1373956	0,1592807	0,0443392
100	0,9481053	0,4868900	0,2484925	1,0193373	0,3500648	0,4514288	1,0099365	0,6150741	0,3035958	0,1150217	0,1766402	0,0111267	0,3560080	0,1429047	0,1485413	0,0346632
120	1,0455557	0,5183136	0,2361650	0,9843533	0,3469758	0,4250862	0,9087172	0,6895963	0,2671629	0,1030580	0,1518269	0,0101793	0,3700830	0,1400212	0,1523100	0,0290632
140	1,0786876	0,5489885	0,2261851	0,9739334	0,2891324	0,3928402	0,9114884	0,6787100	0,2758172	0,1239417	0,1479062	0,0053257	0,3854566	0,1359276	0,1713405	0,0326220
160	1,0351229	0,5322361	0,2196795	0,9336803	0,3042051	0,3515793	0,9291358	0,6925415	0,2728775	0,1124978	0,1630421	0,0160434	0,4221658	0,1416297	0,1659985	0,0311578
180	1,0355577	0,5264890	0,2102540	0,9304574	0,3166228	0,4262451	1,0005420	0,6620348	0,2540063	0,0901813	0,1687798	0,0171214	0,3904112	0,1483902	0,1442658	0,0308905
200	0,9668934	0,5246201	0,2211917	0,9119872	0,3011952	0,3917909	0,9742159	0,6894458	0,2435175	0,0734917	0,1528970	0,0209708	0,4080751	0,1132469	0,1736288	0,0309773
220	0,9957221	0,5069890	0,2117509	0,8362310	0,2450692	0,3461232	0,9549573	0,6823714	0,2523589	0,0786873	0,1408579	0,0251243	0,4018882	0,1307280	0,1794199	0,0399705
240	0,9698602	0,5001229	0,2322913	0,9343083	0,3347015	0,3032283	1,0020735	0,6308234	0,2684044	0,0797248	0,1311486	0,0318717	0,4141154	0,1506568	0,1519234	0,0430788
260	0,9876739	0,4866399	0,2129704	0,9835358	0,3398827	0,3571291	1,0281382	0,6565768	0,2687228	0,1030286	0,1332597	0,0258104	0,3907220	0,1505111	0,1699603	0,0409410
280	1,0170359	0,5288861	0,2540749	0,9704733	0,2910098	0,3992714	1,0060802	0,6534567	0,2631969	0,0824965	0,1267852	0,0245301	0,4320685	0,1388086	0,1987796	0,0479049
300	0,9891936	0,5269672	0,2628291	0,9261852	0,3173134	0,3849560	0,9757023	0,6591970	0,2416988	0,0723494	0,1425375	0,0157654	0,4122390	0,1285916	0,1761568	0,0520237
320	0,9944315	0,4687497	0,2348034	0,8803977	0,2620257	0,3824101	0,8576865	0,6992171	0,2331654	0,0805179	0,1314146	0,0150499	0,3849199	0,1684154	0,1976349	0,0420245
340	0,9672254	0,5007655	0,2556210	0,8744635	0,2599798	0,3526906	0,8548418	0,7557031	0,1969890	0,0860531	0,1465497	0,0209483	0,4064695	0,1497998	0,1868892	0,0356305
360	1,0470915	0,5224632	0,2667428	0,8978878	0,2486374	0,4213162	0,9098375	0,7385572	0,2296015	0,0778486	0,1575318	0,0212051	0,4209065	0,1778218	0,1748456	0,0405321
380	1,0341589	0,5490060	0,2125907	0,9239044	0,3395742	0,4512893	0,9850044	0,6559360	0,2627683	0,0775033	0,1633172	0,0155350	0,4286877	0,1520805	0,1657112	0,0405046
400	1,1130527	0,5416403	0,2283895	0,9442544	0,3179791	0,4787254	0,8995614	0,6399463	0,2306939	0,0748816	0,1567895	0,0173618	0,4252099	0,1548685	0,1532536	0,0403109
420	1,0669361	0,5477948	0,2544180	0,9942664	0,3448272	0,5459019	0,9545895	0,6521557	0,2545309	0,0678613	0,1511617	0,0144977	0,4592076	0,1904830	0,1759040	0,0498204
440	1,0483350	0,4961786	0,2335245	0,9937835	0,3520388	0,5244517	0,9463987	0,6509873	0,2206790	0,0789775	0,1340634	0,0166331	0,4268824	0,1419989	0,1893868	0,0386458
460	1,0937382	0,5262324	0,2478596	0,9394420	0,2945873	0,4504187	1,0059889	0,7018468	0,1800391	0,0889641	0,1394363	0,0071489	0,4323498	0,1319342	0,1921923	0,0338421
480	1,1890845	0,5412594	0,2144752	0,8961169	0,2532627	0,3998994	0,9920003	0,6657537	0,2035936	0,0865162	0,1574643	0,0064729	0,3704229	0,1169216	0,1960315	0,0260854
500	1,1110067	0,4781816	0,2739478	0,9102165	0,2763332	0,4175958	0,9640602	0,6383657	0,1959174	0,0926315	0,1489194	0,0090726	0,3610042	0,1179202	0,1944041	0,0254647
520	1,0169699	0,5340425	0,2630808	0,9411188	0,2637940	0,4257753	0,9993378	0,6222266	0,1838836	0,0877815	0,1380648	0,0109985	0,3932543	0,1420094	0,2263412	0,0179331
540	0,9705008	0,5510986	0,2385580	0,8940225	0,2688077	0,4569019	0,9319574	0,6676860	0,2067155	0,0930796	0,1427995	0,0098493	0,4279567	0,1660943	0,2147317	0,0360104
560	1,0078006	0,5137890	0,2227739	0,9336212	0,3214032	0,4652450	0,9793527	0,6850538	0,2417588	0,1346570	0,1520350	0,0078249	0,4023690	0,1505307	0,2146684	0,0426041
