"Time"	hipA	hipB	ihfB	yeiL	tdcA	tdcF	tdcG	tdcE	tdcC	tdcD	tdcB	hemF	amiA	ibpB	uspB	ecpD
860	0,6937989	0,3345595	0,3492908	0,6047706	0,6886799	0,2045648	0,2231071	0,1754045	0,5799012	0,9327279	0,7506237	0,3280954	0,7644073	0,1807615	0,8627472	0,2590920
880	0,6937989	0,3345595	0,3492908	0,6047711	0,6886799	0,2045648	0,2231071	0,1754045	0,5799012	0,9327279	0,7506237	0,3280954	0,7644073	0,1807615	0,8627472	0,2590920
900	0,6937989	0,3345595	0,3492908	0,6047716	0,6886799	0,2045648	0,2231071	0,1754045	0,5799012	0,9327279	0,7506237	0,3280954	0,7644073	0,1807615	0,8627472	0,2590920
920	0,6937989	0,3345595	0,3492908	0,6047720	0,6886799	0,2045648	0,2231071	0,1754045	0,5799012	0,9327279	0,7506237	0,3280954	0,7644073	0,1807615	0,8627472	0,2590920
940	0,6937989	0,3345595	0,3492908	0,6047724	0,6886799	0,2045648	0,2231071	0,1754045	0,5799012	0,9327279	0,7506237	0,3280954	0,7644073	0,1807615	0,8627472	0,2590920
960	0,6937989	0,3345595	0,3492908	0,6047727	0,6886799	0,2045648	0,2231071	0,1754045	0,5799012	0,9327279	0,7506237	0,3280954	0,7644073	0,1807615	0,8627472	0,2590920
980	0,6937989	0,3345595	0,3492908	0,6047730	0,6886799	0,2045648	0,2231071	0,1754045	0,5799012	0,9327279	0,7506237	0,3280954	0,7644073	0,1807615	0,8627472	0,2590920
1000	0,6937989	0,3345595	0,3492908	0,6047732	0,6886799	0,2045648	0,2231071	0,1754045	0,5799012	0,9327279	0,7506237	0,3280954	0,7644073	0,1807615	0,8627472	0,2590920
1020	0,6937989	0,3345595	0,3492908	0,6047734	0,6886799	0,2045648	0,2231071	0,1754045	0,5799012	0,9327279	0,7506237	0,3280954	0,7644073	0,1807615	0,8627472	0,2590920
1040	0,6937989	0,3345595	0,3492908	0,6047736	0,6886799	0,2045648	0,2231071	0,1754045	0,5799012	0,9327279	0,7506237	0,3280954	0,7644073	0,1807615	0,8627472	0,2590920
1060	0,6937989	0,3345595	0,3492908	0,6047738	0,6886799	0,2045648	0,2231071	0,1754045	0,5799012	0,9327279	0,7506237	0,3280954	0,7644073	0,1807615	0,8627472	0,2590920
1080	0,6937989	0,3345595	0,3492908	0,6047739	0,6886799	0,2045648	0,2231071	0,1754045	0,5799012	0,9327279	0,7506237	0,3280954	0,7644073	0,1807615	0,8627472	0,2590920
1100	0,6937989	0,3345595	0,3492908	0,6047740	0,6886799	0,2045648	0,2231071	0,1754045	0,5799012	0,9327279	0,7506237	0,3280954	0,7644073	0,1807615	0,8627472	0,2590920

0	0,6937970	0,3345596	0,3492908	0,6024895	0,6886799	0,2045647	0,2231066	0,1754042	0,5799005	0,9327251	0,7506237	0,3280954	0,7644073	0,1807616	0,8627472	0,2590920
20	0,6937976	0,3345596	0,3492908	0,6028013	0,6886799	0,2045647	0,4318732	0,3111824	0,5799007	0,9327259	0,7506237	0,2456954	0,7644073	0,2120988	0,7887698	0,2590920
40	0,6937980	0,3345595	0,3492908	0,6030705	0,6886799	0,2045647	0,5629459	0,4000139	0,5799009	0,9327265	0,7506237	0,1997112	0,7644073	0,2324316	0,7514235	0,2590920
60	0,6937983	0,3345595	0,3492908	0,6033031	0,6886799	0,2045647	0,6452390	0,4581309	0,5799010	0,9327269	0,7506237	0,1740491	0,7644073	0,2456243	0,7325697	0,2590920
80	0,6937984	0,3345595	0,3492908	0,6035040	0,6886799	0,2045647	0,6969061	0,4961534	0,5799010	0,9327272	0,7506237	0,1597280	0,7644073	0,2541843	0,7230516	0,2590920
100	0,6937986	0,3345595	0,3492908	0,6036775	0,6886799	0,2045648	0,7293449	0,5210291	0,5799011	0,9327274	0,7506237	0,1517360	0,7644073	0,2597383	0,7182465	0,2590920
120	0,6937987	0,3345595	0,3492908	0,6038273	0,6886799	0,2045648	0,7497114	0,5373038	0,5799011	0,9327275	0,7506237	0,1472760	0,7644073	0,2633420	0,7158208	0,2590920
140	0,6937987	0,3345595	0,3492908	0,6039566	0,6886799	0,2045648	0,7624984	0,5479514	0,5799011	0,9327276	0,7506237	0,1447870	0,7644073	0,2656802	0,7145962	0,2590920
160	0,6937988	0,3345595	0,3492908	0,6040684	0,6886799	0,2045648	0,7705266	0,5549174	0,5799011	0,9327277	0,7506237	0,1433980	0,7644073	0,2671973	0,7139779	0,2590920
180	0,6937988	0,3345595	0,3492908	0,6041648	0,6886799	0,2045648	0,7755670	0,5594749	0,5799011	0,9327278	0,7506237	0,1426228	0,7644073	0,2681817	0,7136658	0,2590920
200	0,6937988	0,3345595	0,3492908	0,6042481	0,6886799	0,2045648	0,7787316	0,5624566	0,5799011	0,9327278	0,7506237	0,1421902	0,7644073	0,2688204	0,7135083	0,2590920
220	0,6937989	0,3345595	0,3492908	0,6043201	0,6886799	0,2045648	0,7807185	0,5644073	0,5799012	0,9327278	0,7506237	0,1419488	0,7644073	0,2692348	0,7134287	0,2590920
240	0,6937989	0,3345595	0,3492908	0,6043822	0,6886799	0,2045648	0,7819660	0,5656835	0,5799012	0,9327278	0,7506237	0,1418141	0,7644073	0,2695037	0,7133886	0,2590920
260	0,6937989	0,3345595	0,3492908	0,6044358	0,6886799	0,2045648	0,7827492	0,5665185	0,5799012	0,9327278	0,7506237	0,1417389	0,7644073	0,2696781	0,7133683	0,2590920
280	0,6937989	0,3345595	0,3492908	0,6044821	0,6886799	0,2045648	0,7832409	0,5670648	0,5799012	0,9327278	0,7506237	0,1416970	0,7644073	0,2697913	0,7133581	0,2590920
300	0,6937989	0,3345595	0,3492908	0,6045221	0,6886799	0,2045648	0,7835496	0,5674221	0,5799012	0,9327279	0,7506237	0,1416736	0,7644073	0,2698648	0,7133529	0,2590920
320	0,6937989	0,3345595	0,3492908	0,6045566	0,6886799	0,2045648	0,7837435	0,5676560	0,5799012	0,9327279	0,7506237	0,1416605	0,7644073	0,2699124	0,7133503	0,2590920
340	0,6937989	0,3345595	0,3492908	0,6045864	0,6886799	0,2045648	0,7838652	0,5678089	0,5799012	0,9327279	0,7506237	0,1416532	0,7644073	0,2699434	0,7133490	0,2590920
360	0,6937989	0,3345595	0,3492908	0,6046121	0,6886799	0,2045648	0,7839416	0,5679090	0,5799012	0,9327279	0,7506237	0,1416491	0,7644073	0,2699634	0,7133483	0,2590920
380	0,6937989	0,3345595	0,3492908	0,6046343	0,6886799	0,2045648	0,7839895	0,5679745	0,5799012	0,9327279	0,7506237	0,1416469	0,7644073	0,2699764	0,7133480	0,2590920
400	0,6937989	0,3345595	0,3492908	0,6046535	0,6886799	0,2045648	0,7840197	0,5680173	0,5799012	0,9327279	0,7506237	0,1416456	0,7644073	0,2699849	0,7133478	0,2590920
420	0,6937989	0,3345595	0,3492908	0,6046701	0,6886799	0,2045648	0,7840386	0,5680454	0,5799012	0,9327279	0,7506237	0,1416449	0,7644073	0,2699904	0,7133477	0,2590920
440	0,6937989	0,3345595	0,3492908	0,6046844	0,6886799	0,2045648	0,7840504	0,5680637	0,5799012	0,9327279	0,7506237	0,1416445	0,7644073	0,2699939	0,7133477	0,2590920
460	0,6937989	0,3345595	0,3492908	0,6046967	0,6886799	0,2045648	0,7840579	0,5680757	0,5799012	0,9327279	0,7506237	0,1416443	0,7644073	0,2699962	0,7133477	0,2590920
480	0,6937989	0,3345595	0,3492908	0,6047074	0,6886799	0,2045648	0,7840626	0,5680835	0,5799012	0,9327279	0,7506237	0,1416442	0,7644073	0,2699977	0,7133477	0,2590920
500	0,6937989	0,3345595	0,3492908	0,6047166	0,6886799	0,2045648	0,7840655	0,5680887	0,5799012	0,9327279	0,7506237	0,1416441	0,7644073	0,2699987	0,7133476	0,2590920
520	0,6937989	0,3345595	0,3492908	0,6047245	0,6886799	0,2045648	0,7840674	0,5680920	0,5799012	0,9327279	0,7506237	0,1416440	0,7644073	0,2699993	0,7133476	0,2590920
540	0,6937989	0,3345595	0,3492908	0,6047314	0,6886799	0,2045648	0,7840685	0,5680942	0,5799012	0,9327279	0,7506237	0,1416440	0,7644073	0,2699997	0,7133476	0,2590920
560	0,6937989	0,3345595	0,3492908	0,6047373	0,6886799	0,2045648	0,7840692	0,5680957	0,5799012	0,9327279	0,7506237	0,1416440	0,7644073	0,2700000	0,7133476	0,2590920
580	0,6937989	0,3345595	0,3492908	0,6047424	0,6886799	0,2045648	0,5753032	0,4323184	0,5799012	0,9327279	0,7506237	0,2240439	0,7644073	0,2386630	0,7873250	0,2590920
600	0,6937989	0,3345595	0,3492908	0,6047468	0,6886799	0,2045648	0,4442310	0,3434877	0,5799012	0,9327279	0,7506237	0,2700282	0,7644073	0,2183303	0,8246714	0,2590920
620	0,6937989	0,3345595	0,3492908	0,6047506	0,6886799	0,2045648	0,3619382	0,2853711	0,5799012	0,9327279	0,7506237	0,2956903	0,7644073	0,2051376	0,8435252	0,2590920
640	0,6937989	0,3345595	0,3492908	0,6047539	0,6886799	0,2045648	0,3102712	0,2473489	0,5799012	0,9327279	0,7506237	0,3100113	0,7644073	0,1965777	0,8530432	0,2590920
660	0,6937989	0,3345595	0,3492908	0,6047568	0,6886799	0,2045648	0,2778325	0,2224733	0,5799012	0,9327279	0,7506237	0,3180034	0,7644073	0,1910237	0,8578483	0,2590920
680	0,6937989	0,3345595	0,3492908	0,6047592	0,6886799	0,2045648	0,2574660	0,2061988	0,5799012	0,9327279	0,7506237	0,3224634	0,7644073	0,1874200	0,8602740	0,2590920
700	0,6937989	0,3345595	0,3492908	0,6047613	0,6886799	0,2045648	0,2446791	0,1955513	0,5799012	0,9327279	0,7506237	0,3249524	0,7644073	0,1850818	0,8614987	0,2590920
720	0,6937989	0,3345595	0,3492908	0,6047632	0,6886799	0,2045648	0,2366509	0,1885853	0,5799012	0,9327279	0,7506237	0,3263414	0,7644073	0,1835647	0,8621169	0,2590920
740	0,6937989	0,3345595	0,3492908	0,6047647	0,6886799	0,2045648	0,2316105	0,1840279	0,5799012	0,9327279	0,7506237	0,3271165	0,7644073	0,1825803	0,8624290	0,2590920
760	0,6937989	0,3345595	0,3492908	0,6047661	0,6886799	0,2045648	0,2284459	0,1810462	0,5799012	0,9327279	0,7506237	0,3275491	0,7644073	0,1819416	0,8625865	0,2590920
780	0,6937989	0,3345595	0,3492908	0,6047673	0,6886799	0,2045648	0,2264590	0,1790955	0,5799012	0,9327279	0,7506237	0,3277905	0,7644073	0,1815272	0,8626661	0,2590920
800	0,6937989	0,3345595	0,3492908	0,6047683	0,6886799	0,2045648	0,2252115	0,1778193	0,5799012	0,9327279	0,7506237	0,3279253	0,7644073	0,1812584	0,8627062	0,2590920
820	0,6937989	0,3345595	0,3492908	0,6047692	0,6886799	0,2045648	0,2244284	0,1769843	0,5799012	0,9327279	0,7506237	0,3280004	0,7644073	0,1810839	0,8627265	0,2590920
840	0,6937989	0,3345595	0,3492908	0,6047699	0,6886799	0,2045648	0,2239366	0,1764381	0,5799012	0,9327279	0,7506237	0,3280424	0,7644073	0,1809707	0,8627367	0,2590920
860	0,6937989	0,3345595	0,3492908	0,6047706	0,6886799	0,2045648	0,2236279	0,1760807	0,5799012	0,9327279	0,7506237	0,3280658	0,7644073	0,1808972	0,8627419	0,2590920
880	0,6937989	0,3345595	0,3492908	0,6047711	0,6886799	0,2045648	0,2234341	0,1758469	0,5799012	0,9327279	0,7506237	0,3280789	0,7644073	0,1808496	0,8627445	0,2590920
900	0,6937989	0,3345595	0,3492908	0,6047716	0,6886799	0,2045648	0,2233124	0,1756939	0,5799012	0,9327279	0,7506237	0,3280862	0,7644073	0,1808187	0,8627458	0,2590920
920	0,6937989	0,3345595	0,3492908	0,6047720	0,6886799	0,2045648	0,2232360	0,1755938	0,5799012	0,9327279	0,7506237	0,3280902	0,7644073	0,1807986	0,8627465	0,2590920
940	0,6937989	0,3345595	0,3492908	0,6047724	0,6886799	0,2045648	0,2231880	0,1755283	0,5799012	0,9327279	0,7506237	0,3280925	0,7644073	0,1807856	0,8627468	0,2590920
960	0,6937989	0,3345595	0,3492908	0,6047727	0,6886799	0,2045648	0,2231579	0,1754855	0,5799012	0,9327279	0,7506237	0,3280938	0,7644073	0,1807771	0,8627470	0,2590920
980	0,6937989	0,3345595	0,3492908	0,6047730	0,6886799	0,2045648	0,2231390	0,1754575	0,5799012	0,9327279	0,7506237	0,3280945	0,7644073	0,1807717	0,8627471	0,2590920
1000	0,6937989	0,3345595	0,3492908	0,6047732	0,6886799	0,2045648	0,2231271	0,1754391	0,5799012	0,9327279	0,7506237	0,3280949	0,7644073	0,1807681	0,8627471	0,2590920
1020	0,6937989	0,3345595	0,3492908	0,6047734	0,6886799	0,2045648	0,2231196	0,1754272	0,5799012	0,9327279	0,7506237	0,3280951	0,7644073	0,1807658	0,8627472	0,2590920
1040	0,6937989	0,3345595	0,3492908	0,6047736	0,6886799	0,2045648	0,2231150	0,1754193	0,5799012	0,9327279	0,7506237	0,3280952	0,7644073	0,1807643	0,8627472	0,2590920
1060	0,6937989	0,3345595	0,3492908	0,6047738	0,6886799	0,2045648	0,2231120	0,1754142	0,5799012	0,9327279	0,7506237	0,3280953	0,7644073	0,1807633	0,8627472	0,2590920
1080	0,6937989	0,3345595	0,3492908	0,6047739	0,6886799	0,2045648	0,2231102	0,1754108	0,5799012	0,9327279	0,7506237	0,3280953	0,7644073	0,1807627	0,8627472	0,2590920
1100	0,6937989	0,3345595	0,3492908	0,6047740	0,6886799	0,2045648	0,2231090	0,1754086	0,5799012	0,9327279	0,7506237	0,3280953	0,7644073	0,1807623	0,8627472	0,2590920

0	0,6937970	0,3345596	0,3492908	0,6024895	0,6886799	0,2045647	0,2231066	0,1754042	0,5799005	0,9327251	0,7506237	0,3280954	0,7644073	0,1807616	0,8627472	0,2590920
20	0,6937976	0,3345596	0,3492908	0,6646541	0,6886799	0,5387161	0,4410781	0,2930220	0,5799007	0,9009752	0,7506237	0,3280954	0,7644073	0,1764581	0,8627472	0,2590920
40	0,6937980	0,3345595	0,3492908	0,7059297	0,6886799	0,6880054	0,5779300	0,3699721	0,5799009	0,8788843	0,7506237	0,3280954	0,7644073	0,1736658	0,8627472	0,2590920
60	0,6937983	0,3345595	0,3492908	0,7344784	0,6886799	0,7547035	0,6638514	0,4203160	0,5799010	0,8635141	0,7506237	0,3280954	0,7644073	0,1718540	0,8627472	0,2590920
80	0,6937984	0,3345595	0,3492908	0,7548588	0,6886799	0,7845023	0,7177966	0,4532529	0,5799010	0,8528198	0,7506237	0,3280954	0,7644073	0,1706785	0,8627472	0,2590920
100	0,6937986	0,3345595	0,3492908	0,7697482	0,6886799	0,7978156	0,7516658	0,4748015	0,5799011	0,8453789	0,7506237	0,3280954	0,7644073	0,1699158	0,8627472	0,2590920
120	0,6937987	0,3345595	0,3492908	0,7808068	0,6886799	0,8037636	0,7729303	0,4888994	0,5799011	0,8402018	0,7506237	0,3280954	0,7644073	0,1694209	0,8627472	0,2590920
140	0,6937987	0,3345595	0,3492908	0,7891164	0,6886799	0,8064210	0,7862810	0,4981228	0,5799011	0,8365996	0,7506237	0,3280954	0,7644073	0,1690998	0,8627472	0,2590920
160	0,6937988	0,3345595	0,3492908	0,7954122	0,6886799	0,8076082	0,7946632	0,5041572	0,5799011	0,8340934	0,7506237	0,3280954	0,7644073	0,1688914	0,8627472	0,2590920
180	0,6937988	0,3345595	0,3492908	0,8002107	0,6886799	0,8081386	0,7999259	0,5081051	0,5799011	0,8323495	0,7506237	0,3280954	0,7644073	0,1687562	0,8627472	0,2590920
200	0,6937988	0,3345595	0,3492908	0,8038837	0,6886799	0,8083756	0,8032300	0,5106879	0,5799011	0,8311362	0,7506237	0,3280954	0,7644073	0,1686685	0,8627472	0,2590920
220	0,6937989	0,3345595	0,3492908	0,8067038	0,6886799	0,8084815	0,8053045	0,5123777	0,5799012	0,8302920	0,7506237	0,3280954	0,7644073	0,1686116	0,8627472	0,2590920
240	0,6937989	0,3345595	0,3492908	0,8088743	0,6886799	0,8085288	0,8066070	0,5134833	0,5799012	0,8297047	0,7506237	0,3280954	0,7644073	0,1685747	0,8627472	0,2590920
260	0,6937989	0,3345595	0,3492908	0,8105476	0,6886799	0,8085499	0,8074247	0,5142066	0,5799012	0,8292960	0,7506237	0,3280954	0,7644073	0,1685507	0,8627472	0,2590920
280	0,6937989	0,3345595	0,3492908	0,8118393	0,6886799	0,8085594	0,8079381	0,5146798	0,5799012	0,8290117	0,7506237	0,3280954	0,7644073	0,1685352	0,8627472	0,2590920
300	0,6937989	0,3345595	0,3492908	0,8128374	0,6886799	0,8085636	0,8082605	0,5149894	0,5799012	0,8288138	0,7506237	0,3280954	0,7644073	0,1685251	0,8627472	0,2590920
320	0,6937989	0,3345595	0,3492908	0,8136092	0,6886799	0,8085655	0,8084628	0,5151919	0,5799012	0,8286762	0,7506237	0,3280954	0,7644073	0,1685186	0,8627472	0,2590920
340	0,6937989	0,3345595	0,3492908	0,8142063	0,6886799	0,8085663	0,8085899	0,5153244	0,5799012	0,8285804	0,7506237	0,3280954	0,7644073	0,1685143	0,8627472	0,2590920
360	0,6937989	0,3345595	0,3492908	0,8146686	0,6886799	0,8085667	0,8086697	0,5154111	0,5799012	0,8285137	0,7506237	0,3280954	0,7644073	0,1685115	0,8627472	0,2590920
380	0,6937989	0,3345595	0,3492908	0,8150265	0,6886799	0,8085668	0,8087198	0,5154678	0,5799012	0,8284674	0,7506237	0,3280954	0,7644073	0,1685098	0,8627472	0,2590920
400	0,6937989	0,3345595	0,3492908	0,8153037	0,6886799	0,8085669	0,8087512	0,5155049	0,5799012	0,8284351	0,7506237	0,3280954	0,7644073	0,1685086	0,8627472	0,2590920
420	0,6937989	0,3345595	0,3492908	0,8155184	0,6886799	0,8085670	0,8087710	0,5155292	0,5799012	0,8284127	0,7506237	0,3280954	0,7644073	0,1685078	0,8627472	0,2590920
440	0,6937989	0,3345595	0,3492908	0,8156848	0,6886799	0,8085670	0,8087834	0,5155451	0,5799012	0,8283971	0,7506237	0,3280954	0,7644073	0,1685074	0,8627472	0,2590920
460	0,6937989	0,3345595	0,3492908	0,8158138	0,6886799	0,8085670	0,8087911	0,5155555	0,5799012	0,8283862	0,7506237	0,3280954	0,7644073	0,1685070	0,8627472	0,2590920
480	0,6937989	0,3345595	0,3492908	0,8159137	0,6886799	0,8085670	0,8087960	0,5155623	0,5799012	0,8283786	0,7506237	0,3280954	0,7644073	0,1685068	0,8627472	0,2590920
500	0,6937989	0,3345595	0,3492908	0,8159911	0,6886799	0,8085670	0,8087991	0,5155667	0,5799012	0,8283734	0,7506237	0,3280954	0,7644073	0,1685067	0,8627472	0,2590920
520	0,6937989	0,3345595	0,3492908	0,8160511	0,6886799	0,8085670	0,8088010	0,5155697	0,5799012	0,8283697	0,7506237	0,3280954	0,7644073	0,1685066	0,8627472	0,2590920
540	0,6937989	0,3345595	0,3492908	0,8160976	0,6886799	0,8085670	0,8088022	0,5155716	0,5799012	0,8283672	0,7506237	0,3280954	0,7644073	0,1685066	0,8627472	0,2590920
560	0,6937989	0,3345595	0,3492908	0,8161337	0,6886799	0,8085670	0,8088030	0,5155728	0,5799012	0,8283654	0,7506237	0,3280954	0,7644073	0,1685065	0,8627472	0,2590920
