Time	Gene1	Gene2	Gene3	Gene4	Gene5	Gene6	Gene7	Gene8	Gene9	Gene10	Gene11	Gene12	Gene13	Gene14	Gene15	Gene16	Gene17	Gene18	Gene19	Gene20	Gene21	Gene22	Gene23	Gene24	Gene25	Gene26	Gene27	Gene28	Gene29	Gene30	Gene31	Gene32
1120	0.4812075	0.4546694	0.1794666	0.668608	0.7608941	0.6479599	0.0844555	0.4111322	0.5766311	0.5515646	0.7098731	0.5344497	0.157226	0.6124098	0.4886858	0.7389599	0.5228338	0.5752064	0.6364402	0.39114	0.4527914	0.4787421	0.263558	0.4311605	0.7504787	0.5905581	0.4088395	0.569283	0.4927335	0.6613134	0.5886867	0.3550624
1140	0.3139601	0.2971417	0.0881403	0.6388404	0.721253	0.6569772	0.0512659	0.4275333	0.6134557	0.5101733	0.7340341	0.7168325	0.146368	0.5673422	0.4248905	0.7555089	0.4899995	0.5513556	0.709984	0.4981825	0.5473771	0.441253	0.3145595	0.5016885	0.594713	0.4457237	0.3413635	0.6006736	0.5422107	0.6824841	0.4674183	0.386306
1160	0.1357749	0.3317415	0.0820482	0.5974911	0.5673917	0.7710526	0.0638876	0.5372023	0.5556873	0.5198428	0.6244987	0.7392208	0.1066113	0.6308287	0.4434301	0.6800158	0.5887338	0.7300043	0.5918611	0.4531979	0.4610066	0.4886259	0.2942728	0.3367747	0.7009956	0.3079762	0.336763	0.6514672	0.4353419	0.7010104	0.5850643	0.3861953
1180	0.1161978	0.2933939	0.0479397	0.5309102	0.6927403	0.6465897	0.0463172	0.476291	0.5308607	0.5094773	0.6689567	0.7326749	0.0989259	0.5869991	0.484318	0.7466014	0.6021749	0.511927	0.5878599	0.3463648	0.588072	0.5222	0.2991967	0.368602	0.6275961	0.269228	0.4166903	0.6660491	0.4673647	0.6679917	0.4592697	0.4785365
1200	0.0864339	0.1957815	0.0723619	0.5968011	0.4899978	0.7323777	0.0427218	0.4866476	0.5051552	0.4481196	0.728704	0.8994039	0.1123484	0.6073767	0.3536639	0.6374565	0.5456132	0.589499	0.5351111	0.3566423	0.4167033	0.5367055	0.3317256	0.2804902	0.7313579	0.1961388	0.4723192	0.7351822	0.4950958	0.6930706	0.4424672	0.6220999
1220	0.0872519	0.1828463	0.0829571	0.62804	0.6008918	0.9238429	0.0780691	0.5388143	0.4537139	0.4423952	0.6920722	0.7623424	0.0538181	0.4633718	0.3197639	0.4027923	0.4529034	0.6485801	0.5760326	0.3483943	0.4282118	0.5938749	0.2781985	0.2647631	0.7113512	0.2093871	0.5722356	0.5614491	0.5713416	0.7809468	0.4553014	0.7299137
1240	0.0658788	0.132778	0.0576635	0.7142834	0.5406867	0.7421069	0.0675684	0.5601347	0.4892746	0.5201152	0.630446	0.7310463	0.0567007	0.5613902	0.3759785	0.3686532	0.4675458	0.723352	0.5380015	0.3743979	0.3165295	0.6198695	0.2963006	0.1758239	0.7530625	0.1476246	0.4465406	0.6536319	0.4860144	0.6696734	0.4032039	0.8067952
1260	0.1060616	0.0880453	0.0859998	0.5491958	0.5625944	0.721547	0.0902298	0.6412732	0.3395781	0.5067373	0.4234587	0.8090836	0.0393935	0.4279223	0.4102058	0.1589654	0.353604	0.6586078	0.5199666	0.3372588	0.3047358	0.6050528	0.2572717	0.1732132	0.6302069	0.147444	0.566425	0.8196076	0.5597205	0.7277656	0.4285637	0.783355
1280	0.1171172	0.1296443	0.0571994	0.5363517	0.5021124	0.715738	0.0583037	0.5604307	0.416842	0.6801863	0.4930082	0.6123459	0.0340654	0.4737325	0.3514864	0.0658437	0.3128876	0.5643333	0.5049564	0.2482742	0.2876461	0.6150247	0.2812147	0.1682751	0.7509399	0.1892244	0.6114222	0.7322794	0.5013526	0.6092511	0.3586231	0.697552
1300	0.0682602	0.063696	0.046339	0.6911245	0.5571806	0.7700745	0.0784237	0.672478	0.3296502	0.5682684	0.4446082	0.6870692	0.0235328	0.3949188	0.2843853	0.0624334	0.3379132	0.5464171	0.5299487	0.2288764	0.3338458	0.7183631	0.3060523	0.0703112	0.7329643	0.1226468	0.5010011	0.7612322	0.421986	0.7582472	0.3476681	0.6938589
1320	0.0834083	0.1203803	0.0668554	0.5777497	0.5105755	0.8078369	0.0803734	0.7713021	0.2861586	0.6304432	0.3461085	0.6711482	0.0399937	0.4400834	0.3777272	0.0411918	0.3773469	0.563392	0.4604579	0.1993027	0.2530087	0.6233706	0.222964	0.077134	0.6583692	0.0956873	0.7438024	0.7160753	0.5423428	0.6338683	0.2544497	0.7039516
1340	0.0566625	0.1057493	0.0595597	0.6078775	0.5069376	0.6562284	0.0565719	0.7386983	0.2774006	0.7206211	0.3472709	0.663076	0.0259998	0.4152873	0.3115099	0.0216642	0.339624	0.4894254	0.4103736	0.285891	0.3033765	0.660677	0.1848124	0.0538968	0.679602	0.1559418	0.6769463	0.7693759	0.5094896	0.6945378	0.2848705	0.6155761
1360	0.0754983	0.2050368	0.0366556	0.5738635	0.417726	0.6414031	0.0959697	0.5704193	0.2530563	0.5928198	0.2388761	0.6610682	0.0167873	0.45235	0.3626266	0.0138474	0.288411	0.5212339	0.3812699	0.1705057	0.2099918	0.6657677	0.2681317	0.0640572	0.6872986	0.0786583	0.7347963	0.5665945	0.6055423	0.7074075	0.3454726	0.6288803
1380	0.1039261	0.1934913	0.0516575	0.4105363	0.4746422	0.6520974	0.0778415	0.6349476	0.2261276	0.6105809	0.2315258	0.662187	0.005184	0.5658597	0.2993338	0.0192499	0.2997644	0.4959716	0.3525749	0.1209399	0.2300069	0.6015172	0.176338	0.0457148	0.6867291	0.0845281	0.6551419	0.5507051	0.6692707	0.7517199	0.2935697	0.7890522
1400	0.0813702	0.234121	0.0417611	0.5118342	0.4729599	0.7448573	0.065473	0.6948789	0.2539906	0.6760663	0.289395	0.7932955	0.0204012	0.4527353	0.2365153	0.0183216	0.2969907	0.6172862	0.4030988	0.1916559	0.2408945	0.5408084	0.2357494	0.0311024	0.7104697	0.0814934	0.5715895	0.6455332	0.4419324	0.7158886	0.3277477	0.7068783
