"Time"	araC	crp	rhaR	rhaS	melR	malI	feaR	zraR	mtlR	rbsR	rbsD	rbsA	araA	rhaA	araB	zraS	araG	rbsB	melA	rbsK	melB	araF	rbsC	rhaB	rhaD	araJ	araD	araE	malX	araH	malY	xylA
180	0,5511139	0,7045223	0,0598031	0,0957057	0,6572454	0,9990686	0,4590286	0,0340355	0,9999499	0,2595833	0,8620457	0,6107884	0,2375835	0,4774508	0,6530092	0,7602566	0,8882914	0,8651885	0,4055448	0,9999837	0,9743004	0,4329302	0,9671301	0,4789345	0,0764491	0,8673988	0,9479951	0,7523307	0,2006486	0,6109469	0,8652150	0,1254786
200	0,5511139	0,7045223	0,0598035	0,0957173	0,6572454	0,9990686	0,4590286	0,0340355	0,9999499	0,2595833	0,8620457	0,6107884	0,2375835	0,4775288	0,6532055	0,7611714	0,8889128	0,8656651	0,4055448	0,9999837	0,9743005	0,4329302	0,9671300	0,4789347	0,0764615	0,8676376	0,9479951	0,7527980	0,2006487	0,6116892	0,8652150	0,1251027
220	0,5511139	0,7045223	0,0598039	0,0957273	0,6572454	0,9990686	0,4590286	0,0340355	0,9999499	0,2595833	0,8620457	0,6107884	0,2375835	0,4775959	0,6533318	0,7617086	0,8892487	0,8660017	0,4055448	0,9999837	0,9743005	0,4329303	0,9671300	0,4789349	0,0764722	0,8677488	0,9479951	0,7530748	0,2006487	0,6121328	0,8652150	0,1248763
240	0,5511139	0,7045223	0,0598042	0,0957359	0,6572454	0,9990686	0,4590286	0,0340355	0,9999499	0,2595833	0,8620457	0,6107884	0,2375835	0,4776538	0,6534130	0,7620241	0,8894303	0,8662394	0,4055448	0,9999837	0,9743005	0,4329303	0,9671300	0,4789351	0,0764814	0,8678006	0,9479951	0,7532388	0,2006487	0,6123979	0,8652150	0,1247399
260	0,5511139	0,7045223	0,0598045	0,0957433	0,6572454	0,9990686	0,4590286	0,0340355	0,9999499	0,2595833	0,8620457	0,6107884	0,2375835	0,4777036	0,6534652	0,7622093	0,8895285	0,8664072	0,4055448	0,9999837	0,9743005	0,4329303	0,9671299	0,4789353	0,0764893	0,8678247	0,9479951	0,7533360	0,2006487	0,6125563	0,8652150	0,1246578
280	0,5511139	0,7045223	0,0598047	0,0957498	0,6572454	0,9990686	0,4590286	0,0340355	0,9999499	0,2595833	0,8620457	0,6107884	0,2375835	0,4777465	0,6534988	0,7623180	0,8895816	0,8665258	0,4055448	0,9999837	0,9743005	0,4329303	0,9671299	0,4789354	0,0764961	0,8678360	0,9479951	0,7533935	0,2006487	0,6126510	0,8652150	0,1246083
300	0,5511139	0,7045223	0,0598049	0,0957553	0,6572454	0,9990686	0,4590286	0,0340355	0,9999499	0,2595833	0,8620457	0,6107884	0,2375835	0,4777835	0,6535204	0,7623819	0,8896103	0,8666095	0,4055448	0,9999837	0,9743005	0,4329303	0,9671299	0,4789355	0,0765021	0,8678412	0,9479951	0,7534276	0,2006487	0,6127076	0,8652150	0,1245785
320	0,5511139	0,7045223	0,0598051	0,0957601	0,6572454	0,9990686	0,4590286	0,0340355	0,9999499	0,2595833	0,8620457	0,6107884	0,2375835	0,4778154	0,6535343	0,7624194	0,8896258	0,8666686	0,4055448	0,9999837	0,9743005	0,4329303	0,9671299	0,4789356	0,0765072	0,8678436	0,9479951	0,7534478	0,2006487	0,6127414	0,8652150	0,1245605
340	0,5511139	0,7045223	0,0598052	0,0957642	0,6572454	0,9990686	0,4590286	0,0340355	0,9999499	0,2595833	0,8620457	0,6107884	0,2375835	0,4778429	0,6535432	0,7624414	0,8896342	0,8667103	0,4055448	0,9999837	0,9743005	0,4329303	0,9671299	0,4789357	0,0765116	0,8678448	0,9479951	0,7534598	0,2006487	0,6127616	0,8652150	0,1245497
360	0,5511139	0,7045223	0,0598054	0,0957677	0,6572454	0,9990686	0,4590286	0,0340355	0,9999499	0,2595833	0,8620457	0,6107884	0,2375835	0,4778666	0,6535489	0,7624544	0,8896387	0,8667398	0,4055448	0,9999837	0,9743005	0,4329303	0,9671299	0,4789357	0,0765153	0,8678453	0,9479951	0,7534669	0,2006487	0,6127737	0,8652150	0,1245432
380	0,5511139	0,7045223	0,0598055	0,0957708	0,6572454	0,9990686	0,4590286	0,0340355	0,9999499	0,2595833	0,8620457	0,6107884	0,2375835	0,4778871	0,6535526	0,7624619	0,8896412	0,8667606	0,4055448	0,9999837	0,9743005	0,4329303	0,9671299	0,4789358	0,0765186	0,8678455	0,9479951	0,7534711	0,2006487	0,6127809	0,8652150	0,1245393
400	0,5511139	0,7045223	0,0598056	0,0957734	0,6572454	0,9990685	0,4590286	0,0340355	0,9999499	0,2595833	0,8620457	0,6107884	0,2375835	0,4779047	0,6535550	0,7624664	0,8896425	0,8667753	0,4055448	0,9999837	0,9743005	0,4329303	0,9671299	0,4789358	0,0765214	0,8678456	0,9479951	0,7534736	0,2006487	0,6127852	0,8652150	0,1245369
420	0,5511139	0,7045223	0,0598057	0,0957757	0,6572454	0,9990685	0,4590286	0,0340355	0,9999499	0,2595833	0,8620457	0,6107884	0,2375835	0,4779199	0,6535565	0,7624690	0,8896432	0,8667857	0,4055448	0,9999837	0,9743005	0,4329303	0,9671299	0,4789359	0,0765239	0,8678457	0,9479951	0,7534750	0,2006487	0,6127878	0,8652150	0,1245355
440	0,5511139	0,7045223	0,0598057	0,0957777	0,6572454	0,9990685	0,4590286	0,0340355	0,9999499	0,2595833	0,8620457	0,6107884	0,2375835	0,4779330	0,6535575	0,7624706	0,8896436	0,8667930	0,4055448	0,9999837	0,9743005	0,4329303	0,9671299	0,4789359	0,0765260	0,8678457	0,9479951	0,7534759	0,2006487	0,6127893	0,8652150	0,1245347
460	0,5511139	0,7045223	0,0598058	0,0957794	0,6572454	0,9990685	0,4590286	0,0340355	0,9999499	0,2595833	0,8620457	0,6107884	0,2375835	0,4779443	0,6535581	0,7624715	0,8896438	0,8667982	0,4055448	0,9999837	0,9743005	0,4329303	0,9671299	0,4789360	0,0765278	0,8678457	0,9479951	0,7534764	0,2006487	0,6127902	0,8652150	0,1245341
480	0,5511139	0,7045223	0,0598059	0,0957808	0,6572454	0,9990685	0,4590286	0,0340355	0,9999499	0,2595833	0,8620457	0,6107884	0,2375835	0,4779540	0,6535585	0,7624720	0,8896440	0,8668018	0,4055448	0,9999837	0,9743005	0,4329303	0,9671299	0,4789360	0,0765294	0,8678457	0,9479951	0,7534767	0,2006487	0,6127908	0,8652150	0,1245338
500	0,5511139	0,7045223	0,0598059	0,0957821	0,6572454	0,9990685	0,4590286	0,0340355	0,9999499	0,2595833	0,8620457	0,6107884	0,2375835	0,4779624	0,6535588	0,7624723	0,8896440	0,8668044	0,4055448	0,9999837	0,9743005	0,4329303	0,9671299	0,4789360	0,0765307	0,8678457	0,9479951	0,7534769	0,2006487	0,6127911	0,8652150	0,1245337
520	0,5511139	0,7045223	0,0598059	0,0957832	0,6572454	0,9990685	0,4590286	0,0340355	0,9999499	0,2595833	0,8620457	0,6107884	0,2375835	0,4779697	0,6535590	0,7624725	0,8896440	0,8668062	0,4055448	0,9999837	0,9743005	0,4329303	0,9671299	0,4789360	0,0765319	0,8678457	0,9479951	0,7534770	0,2006487	0,6127913	0,8652150	0,1245335
540	0,5511139	0,7045223	0,0598060	0,0957841	0,6572454	0,9990685	0,4590286	0,0340355	0,9999499	0,2595833	0,8620457	0,6107884	0,2375835	0,4779759	0,6535591	0,7624726	0,8896441	0,8668075	0,4055448	0,9999837	0,9743005	0,4329303	0,9671299	0,4789360	0,0765329	0,8678457	0,9479951	0,7534771	0,2006487	0,6127914	0,8652150	0,1245335
560	0,5511139	0,7045223	0,0598060	0,0957849	0,6572454	0,9990685	0,4590286	0,0340355	0,9999499	0,2595833	0,8620457	0,6107884	0,2375835	0,4779813	0,6535591	0,7624727	0,8896441	0,8668084	0,4055448	0,9999837	0,9743005	0,4329303	0,9671299	0,4789361	0,0765337	0,8678457	0,9479951	0,7534771	0,2006487	0,6127915	0,8652150	0,1245334
580	0,5511139	0,7045223	0,0598060	0,0957856	0,6572454	0,9990685	0,4590286	0,0340355	0,9999499	0,2595833	0,8620457	0,6107884	0,2375835	0,4779860	0,6431165	0,6522412	0,7321492	0,8559007	0,4055448	0,9999837	0,9743005	0,4329303	0,9671299	0,4789361	0,0765345	0,6355332	0,9479951	0,7015006	0,2006487	0,5364348	0,8652150	0,1605829
600	0,5511139	0,7045223	0,0598061	0,0957862	0,6572454	0,9990685	0,4590286	0,0340355	0,9999499	0,2595833	0,8620457	0,6107884	0,2375835	0,4779900	0,6364013	0,5875139	0,6470026	0,8481982	0,4055448	0,9999837	0,9743005	0,4329303	0,9671299	0,4789361	0,0765351	0,5273692	0,9479951	0,6707080	0,2006487	0,4908035	0,8652150	0,1822949
620	0,5511139	0,7045223	0,0598061	0,0957868	0,6572454	0,9990685	0,4590286	0,0340355	0,9999499	0,2595833	0,8620457	0,6107884	0,2375835	0,4779935	0,6320830	0,5495064	0,6009698	0,8427589	0,4055448	0,9999837	0,9743005	0,4329303	0,9671299	0,4789361	0,0765357	0,4770085	0,9479951	0,6524655	0,2006487	0,4635340	0,8652150	0,1953718
640	0,5511139	0,7045223	0,0598061	0,0957872	0,6572454	0,9990685	0,4590286	0,0340355	0,9999499	0,2595833	0,8620457	0,6107884	0,2375835	0,4779964	0,6293062	0,5271886	0,5760830	0,8389180	0,4055448	0,9999837	0,9743005	0,4329303	0,9671299	0,4789361	0,0765362	0,4535607	0,9479951	0,6416580	0,2006487	0,4472376	0,8652150	0,2032478
660	0,5511139	0,7045223	0,0598061	0,0957876	0,6572454	0,9990685	0,4590286	0,0340355	0,9999499	0,2595833	0,8620457	0,6107884	0,2375835	0,4779990	0,6275205	0,5140837	0,5626285	0,8362057	0,4055448	0,9999837	0,9743005	0,4329303	0,9671299	0,4789361	0,0765366	0,4426435	0,9479951	0,6352553	0,2006487	0,4374988	0,8652150	0,2079914
680	0,5511139	0,7045223	0,0598061	0,0957879	0,6572454	0,9990685	0,4590286	0,0340355	0,9999499	0,2595833	0,8620457	0,6107884	0,2375835	0,4780012	0,6263722	0,5063885	0,5553545	0,8342904	0,4055448	0,9999837	0,9743005	0,4329303	0,9671299	0,4789361	0,0765369	0,4375605	0,9479951	0,6314622	0,2006487	0,4316788	0,8652150	0,2108484
700	0,5511139	0,7045223	0,0598061	0,0957882	0,6572454	0,9990685	0,4590286	0,0340355	0,9999499	0,2595833	0,8620457	0,6107884	0,2375835	0,4780031	0,6256338	0,5018700	0,5514220	0,8329378	0,4055448	0,9999837	0,9743005	0,4329303	0,9671299	0,4789361	0,0765372	0,4351939	0,9479951	0,6292150	0,2006487	0,4282007	0,8652150	0,2125691
720	0,5511139	0,7045223	0,0598061	0,0957885	0,6572454	0,9990685	0,4590286	0,0340355	0,9999499	0,2595833	0,8620457	0,6107884	0,2375835	0,4780048	0,6251590	0,4992167	0,5492959	0,8319827	0,4055448	0,9999837	0,9743005	0,4329303	0,9671299	0,4789361	0,0765375	0,4340920	0,9479951	0,6278836	0,2006487	0,4261222	0,8652150	0,2136055
740	0,5511139	0,7045223	0,0598061	0,0957887	0,6572454	0,9990685	0,4590286	0,0340355	0,9999499	0,2595833	0,8620457	0,6107884	0,2375835	0,4780062	0,6248537	0,4976588	0,5481465	0,8313083	0,4055448	0,9999837	0,9743005	0,4329303	0,9671299	0,4789361	0,0765377	0,4335790	0,9479951	0,6270949	0,2006487	0,4248801	0,8652150	0,2142297
760	0,5511139	0,7045223	0,0598061	0,0957889	0,6572454	0,9990685	0,4590286	0,0340355	0,9999499	0,2595833	0,8620457	0,6107884	0,2375835	0,4780074	0,6246573	0,4967439	0,5475251	0,8308320	0,4055448	0,9999837	0,9743005	0,4329303	0,9671299	0,4789361	0,0765379	0,4333401	0,9479951	0,6266277	0,2006487	0,4241377	0,8652150	0,2146056
780	0,5511139	0,7045223	0,0598062	0,0957890	0,6572454	0,9990685	0,4590286	0,0340355	0,9999499	0,2595833	0,8620457	0,6107884	0,2375835	0,4780085	0,6245310	0,4962067	0,5471892	0,8304957	0,4055448	0,9999837	0,9743005	0,4329303	0,9671299	0,4789361	0,0765381	0,4332289	0,9479951	0,6263509	0,2006487	0,4236941	0,8652150	0,2148321
800	0,5511139	0,7045223	0,0598062	0,0957892	0,6572454	0,9990685	0,4590286	0,0340355	0,9999499	0,2595833	0,8620457	0,6107884	0,2375835	0,4780094	0,6244499	0,4958913	0,5470076	0,8302582	0,4055448	0,9999837	0,9743005	0,4329303	0,9671299	0,4789361	0,0765383	0,4331771	0,9479951	0,6261869	0,2006487	0,4234290	0,8652150	0,2149684
820	0,5511139	0,7045223	0,0598062	0,0957893	0,6572454	0,9990685	0,4590286	0,0340355	0,9999499	0,2595833	0,8620457	0,6107884	0,2375835	0,4780102	0,6243976	0,4957061	0,5469094	0,8300905	0,4055448	0,9999837	0,9743005	0,4329303	0,9671299	0,4789362	0,0765384	0,4331530	0,9479951	0,6260897	0,2006487	0,4232706	0,8652150	0,2150506
840	0,5511139	0,7045223	0,0598062	0,0957894	0,6572454	0,9990685	0,4590286	0,0340355	0,9999499	0,2595833	0,8620457	0,6107884	0,2375835	0,4780109	0,6243641	0,4955973	0,5468563	0,8299721	0,4055448	0,9999837	0,9743005	0,4329303	0,9671299	0,4789362	0,0765385	0,4331418	0,9479951	0,6260321	0,2006487	0,4231759	0,8652150	0,2151000
860	0,5511139	0,7045223	0,0598062	0,0957895	0,6572454	0,9990685	0,4590286	0,0340355	0,9999499	0,2595833	0,8620457	0,6107884	0,2375835	0,4780115	0,6243425	0,4955334	0,5468276	0,8298885	0,4055448	0,9999837	0,9743005	0,4329303	0,9671299	0,4789362	0,0765386	0,4331365	0,9479951	0,6259980	0,2006487	0,4231194	0,8652150	0,2151298
880	0,5511139	0,7045223	0,0598062	0,0957895	0,6572454	0,9990685	0,4590286	0,0340355	0,9999499	0,2595833	0,8620457	0,6107884	0,2375835	0,4780120	0,6243286	0,4954959	0,5468121	0,8298294	0,4055448	0,9999837	0,9743005	0,4329303	0,9671299	0,4789362	0,0765387	0,4331341	0,9479951	0,6259778	0,2006487	0,4230855	0,8652150	0,2151478
900	0,5511139	0,7045223	0,0598062	0,0957896	0,6572454	0,9990685	0,4590286	0,0340355	0,9999499	0,2595833	0,8620457	0,6107884	0,2375835	0,4780124	0,6243197	0,4954739	0,5468037	0,8297877	0,4055448	0,9999837	0,9743005	0,4329303	0,9671299	0,4789362	0,0765387	0,4331330	0,9479951	0,6259659	0,2006487	0,4230653	0,8652150	0,2151586
920	0,5511139	0,7045223	0,0598062	0,0957897	0,6572454	0,9990685	0,4590286	0,0340355	0,9999499	0,2595833	0,8620457	0,6107884	0,2375835	0,4780128	0,6243139	0,4954610	0,5467992	0,8297583	0,4055448	0,9999837	0,9743005	0,4329303	0,9671299	0,4789362	0,0765388	0,4331324	0,9479951	0,6259588	0,2006487	0,4230533	0,8652150	0,2151651
940	0,5511139	0,7045223	0,0598062	0,0957897	0,6572454	0,9990685	0,4590286	0,0340355	0,9999499	0,2595833	0,8620457	0,6107884	0,2375835	0,4780131	0,6243102	0,4954534	0,5467967	0,8297375	0,4055448	0,9999837	0,9743005	0,4329303	0,9671299	0,4789362	0,0765389	0,4331322	0,9479951	0,6259546	0,2006487	0,4230460	0,8652150	0,2151690
960	0,5511139	0,7045223	0,0598062	0,0957897	0,6572454	0,9990685	0,4590286	0,0340355	0,9999499	0,2595833	0,8620457	0,6107884	0,2375835	0,4780134	0,6243079	0,4954489	0,5467954	0,8297228	0,4055448	0,9999837	0,9743005	0,4329303	0,9671299	0,4789362	0,0765389	0,4331321	0,9479951	0,6259521	0,2006487	0,4230417	0,8652150	0,2151714
980	0,5511139	0,7045223	0,0598062	0,0957898	0,6572454	0,9990685	0,4590286	0,0340355	0,9999499	0,2595833	0,8620457	0,6107884	0,2375835	0,4780136	0,6243063	0,4954463	0,5467947	0,8297124	0,4055448	0,9999837	0,9743005	0,4329303	0,9671299	0,4789362	0,0765389	0,4331320	0,9479951	0,6259506	0,2006487	0,4230392	0,8652150	0,2151728
1000	0,5511139	0,7045223	0,0598062	0,0957898	0,6572454	0,9990685	0,4590286	0,0340355	0,9999499	0,2595833	0,8620457	0,6107884	0,2375835	0,4780138	0,6243053	0,4954448	0,5467943	0,8297051	0,4055448	0,9999837	0,9743005	0,4329303	0,9671299	0,4789362	0,0765390	0,4331320	0,9479951	0,6259497	0,2006487	0,4230376	0,8652150	0,2151736
1020	0,5511139	0,7045223	0,0598062	0,0957898	0,6572454	0,9990685	0,4590286	0,0340355	0,9999499	0,2595833	0,8620457	0,6107884	0,2375835	0,4780140	0,6243047	0,4954439	0,5467941	0,8296999	0,4055448	0,9999837	0,9743005	0,4329303	0,9671299	0,4789362	0,0765390	0,4331320	0,9479951	0,6259492	0,2006487	0,4230367	0,8652150	0,2151742
1040	0,5511139	0,7045223	0,0598062	0,0957899	0,6572454	0,9990685	0,4590286	0,0340355	0,9999499	0,2595833	0,8620457	0,6107884	0,2375835	0,4780142	0,6243043	0,4954434	0,5467939	0,8296963	0,4055448	0,9999837	0,9743005	0,4329303	0,9671299	0,4789362	0,0765390	0,4331320	0,9479951	0,6259489	0,2006487	0,4230361	0,8652150	0,2151745
1060	0,5511139	0,7045223	0,0598062	0,0957899	0,6572454	0,9990685	0,4590286	0,0340355	0,9999499	0,2595833	0,8620457	0,6107884	0,2375835	0,4780143	0,6243040	0,4954430	0,5467939	0,8296937	0,4055448	0,9999837	0,9743005	0,4329303	0,9671299	0,4789362	0,0765390	0,4331320	0,9479951	0,6259487	0,2006487	0,4230358	0,8652150	0,2151747
1080	0,5511139	0,7045223	0,0598062	0,0957899	0,6572454	0,9990685	0,4590286	0,0340355	0,9999499	0,2595833	0,8620457	0,6107884	0,2375835	0,4780144	0,6243039	0,4954429	0,5467939	0,8296919	0,4055448	0,9999837	0,9743005	0,4329303	0,9671299	0,4789362	0,0765391	0,4331320	0,9479951	0,6259486	0,2006487	0,4230356	0,8652150	0,2151748
1100	0,5511139	0,7045223	0,0598062	0,0957899	0,6572454	0,9990685	0,4590286	0,0340355	0,9999499	0,2595833	0,8620457	0,6107884	0,2375835	0,4780145	0,6243038	0,4954428	0,5467938	0,8296906	0,4055448	0,9999837	0,9743005	0,4329303	0,9671299	0,4789362	0,0765391	0,4331320	0,9479951	0,6259486	0,2006487	0,4230355	0,8652150	0,2151748

0	0,5511139	0,7045223	0,0597944	0,0954711	0,6572454	0,9990688	0,4590286	0,0340355	0,9999499	0,2595834	0,8620457	0,6107890	0,2375846	0,4758414	0,6243029	0,4954425	0,5467938	0,8296595	0,4055448	0,9999837	0,9742957	0,4329245	0,9671359	0,4789299	0,0762002	0,4331320	0,9479943	0,6259483	0,2006485	0,4230351	0,8652150	0,2151753
20	0,5511139	0,7045223	0,0679882	0,2891834	0,6572454	0,9990688	0,4590286	0,0340355	0,9999499	0,2595834	0,8620457	0,6107887	0,2375842	0,5219353	0,6243031	0,4954426	0,5467938	0,8257055	0,4055448	0,9999837	0,9742974	0,4329264	0,9202339	0,5610067	0,0793303	0,4331320	0,9479946	0,6259484	0,2006486	0,4230352	0,8652150	0,2151751
40	0,5511139	0,7045223	0,0738851	0,3880784	0,6572454	0,9990687	0,4590286	0,0340355	0,9999499	0,2595834	0,8620457	0,6107886	0,2375840	0,5602684	0,6243033	0,4954426	0,5467938	0,8229133	0,4055448	0,9999837	0,9742985	0,4329277	0,8886872	0,6092206	0,0997958	0,4331320	0,9479948	0,6259484	0,2006486	0,4230353	0,8652150	0,2151751
60	0,5511139	0,7045223	0,0795590	0,4457604	0,6572454	0,9990687	0,4590286	0,0340355	0,9999499	0,2595833	0,8620457	0,6107885	0,2375838	0,5850708	0,6243034	0,4954426	0,5467938	0,8209416	0,4055448	0,9999837	0,9742992	0,4329286	0,8674686	0,6383413	0,1493581	0,4331320	0,9479949	0,6259484	0,2006486	0,4230353	0,8652150	0,2151750
80	0,5511139	0,7045223	0,0865983	0,4839756	0,6572454	0,9990686	0,4590286	0,0340355	0,9999499	0,2595833	0,8620457	0,6107884	0,2375837	0,6002724	0,6243035	0,4954426	0,5467938	0,8195492	0,4055448	0,9999837	0,9742996	0,4329291	0,8531967	0,6572155	0,2246976	0,4331320	0,9479950	0,6259484	0,2006486	0,4230353	0,8652150	0,2151750
100	0,5511139	0,7045223	0,0957249	0,5117855	0,6572454	0,9990686	0,4590286	0,0340355	0,9999499	0,2595833	0,8620457	0,6107884	0,2375836	0,6094944	0,6243035	0,4954426	0,5467938	0,8185660	0,4055448	0,9999837	0,9742999	0,4329295	0,8435974	0,6708818	0,3117922	0,4331320	0,9479950	0,6259485	0,2006486	0,4230353	0,8652150	0,2151750
120	0,5511139	0,7045223	0,1068396	0,5332537	0,6572454	0,9990686	0,4590286	0,0340355	0,9999499	0,2595833	0,8620457	0,6107884	0,2375835	0,6150729	0,6243035	0,4954426	0,5467938	0,8178717	0,4055448	0,9999837	0,9743002	0,4329298	0,8371408	0,6819421	0,3973678	0,4331320	0,9479950	0,6259485	0,2006486	0,4230353	0,8652150	0,2151750
140	0,5511139	0,7045223	0,1193527	0,5503608	0,6572454	0,9990686	0,4590286	0,0340355	0,9999499	0,2595833	0,8620457	0,6107884	0,2375835	0,6184438	0,6243035	0,4954426	0,5467938	0,8173814	0,4055448	0,9999837	0,9743003	0,4329300	0,8327980	0,6915718	0,4737035	0,4331320	0,9479950	0,6259485	0,2006486	0,4230353	0,8652150	0,2151750
160	0,5511139	0,7045223	0,1325183	0,5641649	0,6572454	0,9990686	0,4590286	0,0340355	0,9999499	0,2595833	0,8620457	0,6107884	0,2375835	0,6204798	0,6243036	0,4954426	0,5467938	0,8170352	0,4055448	0,9999837	0,9743004	0,4329301	0,8298770	0,7002125	0,5379620	0,4331320	0,9479951	0,6259485	0,2006486	0,4230353	0,8652150	0,2151749
180	0,5511139	0,7045223	0,1456493	0,5753191	0,6572454	0,9990686	0,4590286	0,0340355	0,9999499	0,2595833	0,8620457	0,6107884	0,2375835	0,6217094	0,6243036	0,4954426	0,5467938	0,8167907	0,4055448	0,9999837	0,9743004	0,4329302	0,8279123	0,7079871	0,5901957	0,4331320	0,9479951	0,6259485	0,2006486	0,4230353	0,8652150	0,2151749
200	0,5511139	0,7045223	0,1582127	0,5843024	0,6572454	0,9990686	0,4590286	0,0340355	0,9999499	0,2595833	0,8620457	0,6107884	0,2375835	0,6224520	0,6243036	0,4954426	0,5467938	0,8166181	0,4055448	0,9999837	0,9743005	0,4329302	0,8265908	0,7149121	0,6317755	0,4331320	0,9479951	0,6259485	0,2006487	0,4230353	0,8652150	0,2151749
220	0,5511139	0,7045223	0,1698496	0,5915081	0,6572454	0,9990686	0,4590286	0,0340355	0,9999499	0,2595833	0,8620457	0,6107884	0,2375835	0,6229006	0,6243036	0,4954426	0,5467938	0,8164962	0,4055448	0,9999837	0,9743005	0,4329303	0,8257020	0,7209922	0,6644744	0,4331320	0,9479951	0,6259485	0,2006487	0,4230353	0,8652150	0,2151749
240	0,5511139	0,7045223	0,1803566	0,5972697	0,6572454	0,9990686	0,4590286	0,0340355	0,9999499	0,2595833	0,8620457	0,6107884	0,2375835	0,6231716	0,6243036	0,4954426	0,5467938	0,8164101	0,4055448	0,9999837	0,9743005	0,4329303	0,8251042	0,7262528	0,6900218	0,4331320	0,9479951	0,6259485	0,2006487	0,4230353	0,8652150	0,2151749
260	0,5511139	0,7045223	0,1896528	0,6018679	0,6572454	0,9990686	0,4590286	0,0340355	0,9999499	0,2595833	0,8620457	0,6107884	0,2375835	0,6233354	0,6243036	0,4954426	0,5467938	0,8163493	0,4055448	0,9999837	0,9743005	0,4329303	0,8247021	0,7307436	0,7099236	0,4331320	0,9479951	0,6259485	0,2006487	0,4230353	0,8652150	0,2151749
