"Time"	slyA	hlyE	hns	cspA	bolA	stpA	bglJ	leuO	cadC	nhaR	bglF	bglB	bglG	yjjQ	nhaA	osmC	cadB	cadA	gspB	leuA	ampC	yciF	proW	smtA	leuC	gspO	yciG	pgaC	proV	pgaA	leuL	pgaB
180	1,0000000	0,9800837	0,8340001	1,0000000	0,0822956	0,5117656	0,0121808	0,0400821	0,6426693	0,7068186	0,0508540	0,0271144	0,3480164	0,0707120	0,1467154	0,1579427	0,5887329	0,3545733	0,6826985	0,0073216	0,9998406	0,4227492	0,1008728	0,7608712	0,0370099	0,1419811	0,0551275	0,9560457	0,0416028	0,8709107	0,0190640	0,2774167
200	1,0000000	0,9800837	0,8340001	1,0000000	0,0822956	0,5117656	0,0121808	0,0400821	0,6426804	0,7068176	0,0508540	0,0271144	0,3480164	0,0697869	0,1467122	0,1540528	0,5887678	0,3528225	0,6826985	0,0073216	0,9998406	0,4227492	0,1008728	0,7608712	0,0370099	0,1419811	0,0551275	0,9560838	0,0416028	0,8711384	0,0190640	0,2774085
220	1,0000000	0,9800837	0,8340001	1,0000000	0,0822956	0,5117656	0,0121808	0,0400821	0,6426897	0,7068168	0,0508540	0,0271144	0,3480164	0,0691788	0,1467098	0,1513872	0,5887973	0,3517442	0,6826985	0,0073216	0,9998406	0,4227492	0,1008728	0,7608712	0,0370099	0,1419811	0,0551275	0,9561036	0,0416028	0,8712650	0,0190640	0,2774022
240	1,0000000	0,9800837	0,8340001	1,0000000	0,0822956	0,5117656	0,0121808	0,0400821	0,6426976	0,7068162	0,0508540	0,0271144	0,3480164	0,0687792	0,1467079	0,1495605	0,5888222	0,3510808	0,6826985	0,0073216	0,9998406	0,4227492	0,1008728	0,7608712	0,0370099	0,1419811	0,0551275	0,9561138	0,0416028	0,8713353	0,0190640	0,2773972
260	1,0000000	0,9800837	0,8340001	1,0000000	0,0822956	0,5117656	0,0121808	0,0400821	0,6427042	0,7068157	0,0508540	0,0271144	0,3480164	0,0685165	0,1467064	0,1483087	0,5888431	0,3506733	0,6826985	0,0073216	0,9998407	0,4227492	0,1008728	0,7608712	0,0370099	0,1419811	0,0551275	0,9561189	0,0416028	0,8713743	0,0190640	0,2773934
280	1,0000000	0,9800837	0,8340001	1,0000000	0,0822956	0,5117656	0,0121808	0,0400821	0,6427097	0,7068154	0,0508540	0,0271144	0,3480164	0,0683438	0,1467053	0,1474508	0,5888607	0,3504233	0,6826985	0,0073216	0,9998407	0,4227492	0,1008728	0,7608712	0,0370099	0,1419811	0,0551275	0,9561215	0,0416028	0,8713959	0,0190640	0,2773904
300	1,0000000	0,9800837	0,8340001	1,0000000	0,0822956	0,5117656	0,0121808	0,0400821	0,6427144	0,7068151	0,0508540	0,0271144	0,3480164	0,0682303	0,1467044	0,1468629	0,5888755	0,3502705	0,6826985	0,0073216	0,9998407	0,4227492	0,1008728	0,7608712	0,0370099	0,1419811	0,0551275	0,9561227	0,0416028	0,8714079	0,0190640	0,2773881
320	1,0000000	0,9800837	0,8340001	1,0000000	0,0822956	0,5117656	0,0121808	0,0400821	0,6427184	0,7068149	0,0508540	0,0271144	0,3480164	0,0681558	0,1467037	0,1464600	0,5888880	0,3501773	0,6826985	0,0073216	0,9998407	0,4227492	0,1008728	0,7608712	0,0370099	0,1419811	0,0551275	0,9561233	0,0416028	0,8714145	0,0190640	0,2773863
340	1,0000000	0,9800837	0,8340001	1,0000000	0,0822956	0,5117656	0,0121808	0,0400821	0,6427217	0,7068147	0,0508540	0,0271144	0,3480164	0,0681067	0,1467032	0,1461839	0,5888986	0,3501208	0,6826985	0,0073216	0,9998407	0,4227492	0,1008728	0,7608712	0,0370099	0,1419811	0,0551275	0,9561235	0,0416028	0,8714181	0,0190640	0,2773850
360	1,0000000	0,9800837	0,8340001	1,0000000	0,0822956	0,5117656	0,0121808	0,0400821	0,6427245	0,7068146	0,0508540	0,0271144	0,3480164	0,0680745	0,1467027	0,1459947	0,5889074	0,3500868	0,6826985	0,0073216	0,9998407	0,4227492	0,1008728	0,7608712	0,0370099	0,1419811	0,0551275	0,9561236	0,0416028	0,8714201	0,0190640	0,2773839
380	1,0000000	0,9800837	0,8340001	1,0000000	0,0822956	0,5117656	0,0121808	0,0400821	0,6427269	0,7068145	0,0508540	0,0271144	0,3480164	0,0680533	0,1467024	0,1458650	0,5889149	0,3500666	0,6826985	0,0073216	0,9998407	0,4227492	0,1008728	0,7608712	0,0370099	0,1419811	0,0551275	0,9561236	0,0416028	0,8714212	0,0190640	0,2773830
400	1,0000000	0,9800837	0,8340001	1,0000000	0,0822956	0,5117656	0,0121808	0,0400821	0,6427289	0,7068144	0,0508540	0,0271144	0,3480164	0,0680394	0,1467022	0,1457761	0,5889212	0,3500547	0,6826985	0,0073216	0,9998407	0,4227492	0,1008728	0,7608712	0,0370099	0,1419811	0,0551275	0,9561235	0,0416028	0,8714217	0,0190640	0,2773824
420	1,0000000	0,9800837	0,8340001	1,0000000	0,0822956	0,5117656	0,0121808	0,0400821	0,6427306	0,7068143	0,0508540	0,0271144	0,3480164	0,0680302	0,1467020	0,1457152	0,5889265	0,3500479	0,6826985	0,0073216	0,9998407	0,4227492	0,1008728	0,7608712	0,0370099	0,1419811	0,0551275	0,9561235	0,0416028	0,8714220	0,0190640	0,2773819
440	1,0000000	0,9800837	0,8340001	1,0000000	0,0822956	0,5117656	0,0121808	0,0400821	0,6427320	0,7068143	0,0508540	0,0271144	0,3480164	0,0680242	0,1467018	0,1456735	0,5889310	0,3500441	0,6826985	0,0073216	0,9998407	0,4227492	0,1008728	0,7608712	0,0370099	0,1419811	0,0551275	0,9561235	0,0416028	0,8714222	0,0190640	0,2773815
460	1,0000000	0,9800837	0,8340001	1,0000000	0,0822956	0,5117656	0,0121808	0,0400821	0,6427332	0,7068143	0,0508540	0,0271144	0,3480164	0,0680203	0,1467017	0,1456449	0,5889347	0,3500422	0,6826985	0,0073216	0,9998407	0,4227492	0,1008728	0,7608712	0,0370099	0,1419811	0,0551275	0,9561234	0,0416028	0,8714222	0,0190640	0,2773812
480	1,0000000	0,9800837	0,8340001	1,0000000	0,0822956	0,5117656	0,0121808	0,0400821	0,6427342	0,7068142	0,0508540	0,0271144	0,3480164	0,0680177	0,1467016	0,1456253	0,5889379	0,3500413	0,6826985	0,0073216	0,9998407	0,4227492	0,1008728	0,7608712	0,0370099	0,1419811	0,0551275	0,9561234	0,0416028	0,8714223	0,0190640	0,2773810
500	1,0000000	0,9800837	0,8340001	1,0000000	0,0822956	0,5117656	0,0121808	0,0400821	0,6427350	0,7068142	0,0508540	0,0271144	0,3480164	0,0680160	0,1467015	0,1456118	0,5889406	0,3500410	0,6826985	0,0073216	0,9998407	0,4227492	0,1008728	0,7608712	0,0370099	0,1419811	0,0551275	0,9561234	0,0416028	0,8714223	0,0190640	0,2773808
520	1,0000000	0,9800837	0,8340001	1,0000000	0,0822956	0,5117656	0,0121808	0,0400821	0,6427357	0,7068142	0,0508540	0,0271144	0,3480164	0,0680149	0,1467015	0,1456026	0,5889428	0,3500410	0,6826985	0,0073216	0,9998407	0,4227492	0,1008728	0,7608712	0,0370099	0,1419811	0,0551275	0,9561233	0,0416028	0,8714223	0,0190640	0,2773806
540	1,0000000	0,9800837	0,8340001	1,0000000	0,0822956	0,5117656	0,0121808	0,0400821	0,6427363	0,7068142	0,0508540	0,0271144	0,3480164	0,0680141	0,1467015	0,1455963	0,5889447	0,3500412	0,6826985	0,0073216	0,9998407	0,4227492	0,1008728	0,7608712	0,0370099	0,1419811	0,0551275	0,9561233	0,0416028	0,8714223	0,0190640	0,2773805
560	1,0000000	0,9800837	0,8340001	1,0000000	0,0822956	0,5117656	0,0121808	0,0400821	0,6427368	0,7068142	0,0508540	0,0271144	0,3480164	0,0680136	0,1467014	0,1455919	0,5889463	0,3500415	0,6826985	0,0073216	0,9998407	0,4227492	0,1008728	0,7608712	0,0370099	0,1419811	0,0551275	0,9561233	0,0416028	0,8714223	0,0190640	0,2773804
580	1,0000000	0,9800837	0,8340001	1,0000000	0,0822956	0,5117656	0,0121808	0,0400821	0,6427372	0,7068142	0,0508540	0,0271144	0,3480164	0,1084168	0,1467014	0,2622662	0,5889477	0,4852468	0,6826985	0,0073216	0,9998407	0,4227492	0,1008728	0,7608712	0,0370099	0,1419811	0,0551275	0,9434590	0,0416028	0,8271233	0,0190640	0,2773804
600	1,0000000	0,9800837	0,8340001	1,0000000	0,0822956	0,5117656	0,0121808	0,0400821	0,6427376	0,7068141	0,0508540	0,0271144	0,3480164	0,1349731	0,1467014	0,3422156	0,5889488	0,5687379	0,6826985	0,0073216	0,9998407	0,4227492	0,1008728	0,7608712	0,0370099	0,1419811	0,0551275	0,9367902	0,0416028	0,8024452	0,0190640	0,2773803
620	1,0000000	0,9800837	0,8340001	1,0000000	0,0822956	0,5117656	0,0121808	0,0400821	0,6427379	0,7068141	0,0508540	0,0271144	0,3480164	0,1524281	0,1467014	0,3969997	0,5889498	0,6202948	0,6826985	0,0073216	0,9998407	0,4227492	0,1008728	0,7608712	0,0370099	0,1419811	0,0551275	0,9332786	0,0416028	0,7886976	0,0190640	0,2773803
640	1,0000000	0,9800837	0,8340001	1,0000000	0,0822956	0,5117656	0,0121808	0,0400821	0,6427382	0,7068141	0,0508540	0,0271144	0,3480164	0,1639010	0,1467013	0,4345398	0,5889506	0,6521320	0,6826985	0,0073216	0,9998407	0,4227492	0,1008728	0,7608712	0,0370099	0,1419811	0,0551275	0,9314295	0,0416028	0,7810391	0,0190640	0,2773803
660	1,0000000	0,9800837	0,8340001	1,0000000	0,0822956	0,5117656	0,0121808	0,0400821	0,6427384	0,7068141	0,0508540	0,0271144	0,3480164	0,1714419	0,1467013	0,4602635	0,5889512	0,6717919	0,6826985	0,0073216	0,9998407	0,4227492	0,1008728	0,7608712	0,0370099	0,1419811	0,0551275	0,9304558	0,0416028	0,7767727	0,0190640	0,2773802
680	1,0000000	0,9800837	0,8340001	1,0000000	0,0822956	0,5117656	0,0121808	0,0400821	0,6427386	0,7068141	0,0508540	0,0271144	0,3480164	0,1763984	0,1467013	0,4778904	0,5889518	0,6839323	0,6826985	0,0073216	0,9998407	0,4227492	0,1008728	0,7608712	0,0370099	0,1419811	0,0551275	0,9299431	0,0416028	0,7743960	0,0190640	0,2773802
700	1,0000000	0,9800837	0,8340001	1,0000000	0,0822956	0,5117656	0,0121808	0,0400821	0,6427387	0,7068141	0,0508540	0,0271144	0,3480164	0,1796562	0,1467013	0,4899689	0,5889523	0,6914292	0,6826985	0,0073216	0,9998407	0,4227492	0,1008728	0,7608712	0,0370099	0,1419811	0,0551275	0,9296731	0,0416028	0,7730719	0,0190640	0,2773802
720	1,0000000	0,9800837	0,8340001	1,0000000	0,0822956	0,5117656	0,0121808	0,0400821	0,6427388	0,7068141	0,0508540	0,0271144	0,3480164	0,1817975	0,1467013	0,4982456	0,5889527	0,6960587	0,6826985	0,0073216	0,9998407	0,4227492	0,1008728	0,7608712	0,0370099	0,1419811	0,0551275	0,9295309	0,0416028	0,7723344	0,0190640	0,2773802
740	1,0000000	0,9800837	0,8340001	1,0000000	0,0822956	0,5117656	0,0121808	0,0400821	0,6427389	0,7068141	0,0508540	0,0271144	0,3480164	0,1832049	0,1467013	0,5039170	0,5889530	0,6989175	0,6826985	0,0073216	0,9998407	0,4227492	0,1008728	0,7608712	0,0370099	0,1419811	0,0551275	0,9294561	0,0416028	0,7719235	0,0190640	0,2773802
760	1,0000000	0,9800837	0,8340001	1,0000000	0,0822956	0,5117656	0,0121808	0,0400821	0,6427390	0,7068141	0,0508540	0,0271144	0,3480164	0,1841300	0,1467013	0,5078033	0,5889533	0,7006830	0,6826985	0,0073216	0,9998407	0,4227492	0,1008728	0,7608712	0,0370099	0,1419811	0,0551275	0,9294167	0,0416028	0,7716946	0,0190640	0,2773802
780	1,0000000	0,9800837	0,8340001	1,0000000	0,0822956	0,5117656	0,0121808	0,0400821	0,6427391	0,7068141	0,0508540	0,0271144	0,3480164	0,1847381	0,1467013	0,5104663	0,5889536	0,7017732	0,6826985	0,0073216	0,9998407	0,4227492	0,1008728	0,7608712	0,0370099	0,1419811	0,0551275	0,9293959	0,0416028	0,7715671	0,0190640	0,2773802
800	1,0000000	0,9800837	0,8340001	1,0000000	0,0822956	0,5117656	0,0121808	0,0400821	0,6427392	0,7068141	0,0508540	0,0271144	0,3480164	0,1851377	0,1467013	0,5122911	0,5889538	0,7024464	0,6826985	0,0073216	0,9998407	0,4227492	0,1008728	0,7608712	0,0370099	0,1419811	0,0551275	0,9293850	0,0416028	0,7714960	0,0190640	0,2773802
820	1,0000000	0,9800837	0,8340001	1,0000000	0,0822956	0,5117656	0,0121808	0,0400821	0,6427392	0,7068141	0,0508540	0,0271144	0,3480164	0,1854004	0,1467013	0,5135415	0,5889539	0,7028622	0,6826985	0,0073216	0,9998407	0,4227492	0,1008728	0,7608712	0,0370099	0,1419811	0,0551275	0,9293792	0,0416028	0,7714564	0,0190640	0,2773802
840	1,0000000	0,9800837	0,8340001	1,0000000	0,0822956	0,5117656	0,0121808	0,0400821	0,6427393	0,7068141	0,0508540	0,0271144	0,3480164	0,1855731	0,1467013	0,5143984	0,5889541	0,7031189	0,6826985	0,0073216	0,9998407	0,4227492	0,1008728	0,7608712	0,0370099	0,1419811	0,0551275	0,9293762	0,0416028	0,7714344	0,0190640	0,2773802
860	1,0000000	0,9800837	0,8340001	1,0000000	0,0822956	0,5117656	0,0121808	0,0400821	0,6427393	0,7068141	0,0508540	0,0271144	0,3480164	0,1856866	0,1467013	0,5149855	0,5889542	0,7032775	0,6826985	0,0073216	0,9998407	0,4227492	0,1008728	0,7608712	0,0370099	0,1419811	0,0551275	0,9293746	0,0416028	0,7714221	0,0190640	0,2773801
880	1,0000000	0,9800837	0,8340001	1,0000000	0,0822956	0,5117656	0,0121808	0,0400821	0,6427393	0,7068141	0,0508540	0,0271144	0,3480164	0,1857612	0,1467013	0,5153878	0,5889543	0,7033755	0,6826985	0,0073216	0,9998407	0,4227492	0,1008728	0,7608712	0,0370099	0,1419811	0,0551275	0,9293737	0,0416028	0,7714153	0,0190640	0,2773801
900	1,0000000	0,9800837	0,8340001	1,0000000	0,0822956	0,5117656	0,0121808	0,0400821	0,6427394	0,7068141	0,0508540	0,0271144	0,3480164	0,1858102	0,1467013	0,5156635	0,5889544	0,7034360	0,6826985	0,0073216	0,9998407	0,4227492	0,1008728	0,7608712	0,0370099	0,1419811	0,0551275	0,9293733	0,0416028	0,7714115	0,0190640	0,2773801
920	1,0000000	0,9800837	0,8340001	1,0000000	0,0822956	0,5117656	0,0121808	0,0400821	0,6427394	0,7068141	0,0508540	0,0271144	0,3480164	0,1858424	0,1467013	0,5158524	0,5889545	0,7034733	0,6826985	0,0073216	0,9998407	0,4227492	0,1008728	0,7608712	0,0370099	0,1419811	0,0551275	0,9293731	0,0416028	0,7714093	0,0190640	0,2773801
940	1,0000000	0,9800837	0,8340001	1,0000000	0,0822956	0,5117656	0,0121808	0,0400821	0,6427394	0,7068141	0,0508540	0,0271144	0,3480164	0,1858636	0,1467013	0,5159818	0,5889545	0,7034964	0,6826985	0,0073216	0,9998407	0,4227492	0,1008728	0,7608712	0,0370099	0,1419811	0,0551275	0,9293729	0,0416028	0,7714082	0,0190640	0,2773801
960	1,0000000	0,9800837	0,8340001	1,0000000	0,0822956	0,5117656	0,0121808	0,0400821	0,6427394	0,7068141	0,0508540	0,0271144	0,3480164	0,1858775	0,1467013	0,5160705	0,5889546	0,7035107	0,6826985	0,0073216	0,9998407	0,4227492	0,1008728	0,7608712	0,0370099	0,1419811	0,0551275	0,9293729	0,0416028	0,7714075	0,0190640	0,2773801
980	1,0000000	0,9800837	0,8340001	1,0000000	0,0822956	0,5117656	0,0121808	0,0400821	0,6427394	0,7068141	0,0508540	0,0271144	0,3480164	0,1858867	0,1467013	0,5161313	0,5889546	0,7035195	0,6826985	0,0073216	0,9998407	0,4227492	0,1008728	0,7608712	0,0370099	0,1419811	0,0551275	0,9293728	0,0416028	0,7714071	0,0190640	0,2773801
1000	1,0000000	0,9800837	0,8340001	1,0000000	0,0822956	0,5117656	0,0121808	0,0400821	0,6427395	0,7068141	0,0508540	0,0271144	0,3480164	0,1858927	0,1467013	0,5161730	0,5889547	0,7035249	0,6826985	0,0073216	0,9998407	0,4227492	0,1008728	0,7608712	0,0370099	0,1419811	0,0551275	0,9293728	0,0416028	0,7714069	0,0190640	0,2773801
1020	1,0000000	0,9800837	0,8340001	1,0000000	0,0822956	0,5117656	0,0121808	0,0400821	0,6427395	0,7068141	0,0508540	0,0271144	0,3480164	0,1858966	0,1467013	0,5162015	0,5889547	0,7035283	0,6826985	0,0073216	0,9998407	0,4227492	0,1008728	0,7608712	0,0370099	0,1419811	0,0551275	0,9293728	0,0416028	0,7714068	0,0190640	0,2773801
1040	1,0000000	0,9800837	0,8340001	1,0000000	0,0822956	0,5117656	0,0121808	0,0400821	0,6427395	0,7068141	0,0508540	0,0271144	0,3480164	0,1858992	0,1467013	0,5162211	0,5889547	0,7035304	0,6826985	0,0073216	0,9998407	0,4227492	0,1008728	0,7608712	0,0370099	0,1419811	0,0551275	0,9293728	0,0416028	0,7714068	0,0190640	0,2773801
1060	1,0000000	0,9800837	0,8340001	1,0000000	0,0822956	0,5117656	0,0121808	0,0400821	0,6427395	0,7068141	0,0508540	0,0271144	0,3480164	0,1859009	0,1467013	0,5162345	0,5889547	0,7035317	0,6826985	0,0073216	0,9998407	0,4227492	0,1008728	0,7608712	0,0370099	0,1419811	0,0551275	0,9293728	0,0416028	0,7714067	0,0190640	0,2773801
1080	1,0000000	0,9800837	0,8340001	1,0000000	0,0822956	0,5117656	0,0121808	0,0400821	0,6427395	0,7068141	0,0508540	0,0271144	0,3480164	0,1859021	0,1467013	0,5162437	0,5889548	0,7035325	0,6826985	0,0073216	0,9998407	0,4227492	0,1008728	0,7608712	0,0370099	0,1419811	0,0551275	0,9293728	0,0416028	0,7714067	0,0190640	0,2773801
1100	1,0000000	0,9800837	0,8340001	1,0000000	0,0822956	0,5117656	0,0121808	0,0400821	0,6427395	0,7068141	0,0508540	0,0271144	0,3480164	0,1859028	0,1467013	0,5162500	0,5889548	0,7035330	0,6826985	0,0073216	0,9998407	0,4227492	0,1008728	0,7608712	0,0370099	0,1419811	0,0551275	0,9293728	0,0416028	0,7714067	0,0190640	0,2773801

0	1,0000000	0,9800837	0,8340001	1,0000000	0,0822960	0,5117656	0,0121808	0,0400821	0,6424109	0,7068579	0,0508540	0,0271144	0,3480163	0,1859045	0,1468393	0,5165100	0,5879153	0,7028633	0,6826989	0,0073216	0,9998388	0,4227492	0,1008731	0,7608712	0,0370099	0,1419811	0,0551275	0,9294615	0,0416030	0,7714943	0,0190640	0,2777379
20	1,0000000	0,9910005	0,8403615	0,5853674	0,0563851	0,5116153	0,3405701	0,1573882	0,6553298	0,7066710	0,0536234	0,0270986	0,3706627	0,1878949	0,1468044	0,5164544	0,5885162	0,4502268	0,6824238	0,0215138	0,7878816	0,3231184	0,1008563	0,7609794	0,0392779	0,0837440	0,0551181	0,9294409	0,0416026	0,7714740	0,0190732	0,5787619
40	1,0000000	0,9958224	0,8442235	0,3675985	0,0392365	0,5109807	0,5494389	0,2379217	0,6611646	0,7058417	0,2320238	0,0274120	0,4947604	0,2002735	0,1467414	0,5163947	0,5906493	0,2942845	0,6811296	0,0321257	0,6481617	0,2617972	0,1007776	0,7614420	0,0572346	0,0558507	0,0550763	0,9294090	0,0416011	0,7714447	0,0192999	0,7475855
60	1,0000000	0,9979548	0,8458132	0,2532244	0,0278699	0,5100815	0,6828460	0,2933489	0,6600074	0,7044661	0,4256772	0,0307695	0,6601743	0,2264977	0,1465888	0,5162866	0,5938060	0,1980566	0,6789464	0,0458708	0,5560595	0,2239779	0,1006450	0,7621395	0,1035008	0,0424294	0,0550106	0,9293264	0,0415986	0,7713716	0,0208640	0,8422575
80	1,0000000	0,9988991	0,8450365	0,1931540	0,0203319	0,5093081	0,7684733	0,3318207	0,6535626	0,7029281	0,5528591	0,0451660	0,7845612	0,2618744	0,1462947	0,5160836	0,5966098	0,1386685	0,6764848	0,0659585	0,4953449	0,2006284	0,1004955	0,7628303	0,1728493	0,0359425	0,0549423	0,9291564	0,0415957	0,7712218	0,0258649	0,8953315
100	1,0000000	0,9993170	0,8413413	0,1616045	0,0153411	0,5089710	0,8236381	0,3589372	0,6440021	0,7016731	0,6359920	0,0772085	0,8634566	0,2997621	0,1458548	0,5157654	0,5978282	0,1019792	0,6744756	0,0911683	0,4553204	0,1862403	0,1003724	0,7632872	0,2502728	0,0328154	0,0548927	0,9288905	0,0415934	0,7709868	0,0358208	0,9250670
120	1,0000000	0,9994998	0,8339025	0,1450344	0,0120591	0,5092945	0,8592747	0,3784051	0,6331069	0,7011746	0,6908389	0,1208686	0,9109101	0,3355381	0,1453259	0,5153528	0,5968364	0,0792607	0,6736949	0,1182745	0,4289351	0,1774660	0,1003218	0,7632992	0,3237196	0,0313643	0,0548826	0,9285586	0,0415925	0,7706913	0,0505329	0,9417107
140	1,0000000	0,9995750	0,8222443	0,1363317	0,0099422	0,5104677	0,8823645	0,3926208	0,6220588	0,7019442	0,7278220	0,1653501	0,9389658	0,3670146	0,1448246	0,5149132	0,5936717	0,0651394	0,6749624	0,1443442	0,4115410	0,1722878	0,1003940	0,7626512	0,3872134	0,0308106	0,0549341	0,9282288	0,0415939	0,7703940	0,0684766	0,9510185
160	1,0000000	0,9995975	0,8069441	0,1317609	0,0086424	0,5126386	0,8973961	0,4031438	0,6115379	0,7044827	0,7537999	0,2044530	0,9555183	0,3936599	0,1445194	0,5145607	0,5888747	0,0563178	0,6790470	0,1675894	0,4000743	0,1694994	0,1006408	0,7611420	0,4391632	0,0308060	0,0550706	0,9280051	0,0415985	0,7701852	0,0877628	0,9562300
180	1,0000000	0,9995907	0,7896954	0,1293603	0,0079387	0,5158331	0,9072617	0,4110176	0,6018831	0,7091385	0,7731689	0,2366239	0,9653502	0,4158081	0,1446175	0,5144493	0,5832449	0,0507796	0,6864326	0,1872879	0,3925150	0,1683682	0,1011051	0,7586499	0,4802614	0,0311935	0,0553119	0,9280177	0,0416073	0,7701792	0,1067964	0,9591750
200	1,0000000	0,9995647	0,7725997	0,1280995	0,0076874	0,5198775	0,9138198	0,4169625	0,5932246	0,7159481	0,7885576	0,2625290	0,9712692	0,4341210	0,1453368	0,5147550	0,5775915	0,0472941	0,6970763	0,2034196	0,3875317	0,1684146	0,1018061	0,7552028	0,5121029	0,0318841	0,0556679	0,9284022	0,0416206	0,7704991	0,1245035	0,9608920
220	1,0000000	0,9995247	0,7573513	0,1274373	0,0077866	0,5244085	0,9182557	0,4214871	0,5855739	0,7245741	0,8013587	0,2834339	0,9749003	0,4492877	0,1468671	0,5156452	0,5725362	0,0451070	0,7103461	0,2163322	0,3842465	0,1692821	0,1027295	0,7509983	0,5364584	0,0327984	0,0561327	0,9292673	0,0416381	0,7712512	0,1403021	0,9619724
240	1,0000000	0,9994747	0,7448609	0,1270895	0,0081525	0,5289738	0,9213186	0,4249555	0,5788805	0,7343855	0,8121964	0,3004888	0,9771795	0,4618916	0,1493273	0,5172423	0,5684068	0,0437500	0,7251927	0,2265150	0,3820808	0,1706761	0,1038277	0,7463592	0,5549495	0,0338491	0,0566836	0,9306613	0,0416590	0,7724980	0,1539784	0,9627509
260	1,0000000	0,9994189	0,7353178	0,1269068	0,0087071	0,5331617	0,9234784	0,4276300	0,5730642	0,7446295	0,8213068	0,3145245	0,9786459	0,4723799	0,1527360	0,5195938	0,5652338	0,0429247	0,7404434	0,2344707	0,3806531	0,1723466	0,1050300	0,7416509	0,5689356	0,0349448	0,0572847	0,9325545	0,0416819	0,7742401	0,1655585	0,9634115
