"Time"	araC	crp	rhaR	rhaS	melR	malI	feaR	zraR	mtlR	rbsR	rbsD	rbsA	araA	rhaA	araB	zraS	araG	rbsB	melA	rbsK	melB	araF	rbsC	rhaB	rhaD	araJ	araD	araE	malX	araH	malY	xylA
180	0,3694904	0,5069088	0,0933371	0,0810492	0,3440295	0,6066626	0,2747249	0,0271885	0,7081058	0,1655581	0,6170502	0,3388646	0,1501645	0,1374117	0,3993031	0,4759433	0,6310947	0,6084624	0,2347726	0,7814709	0,7612730	0,2693631	0,6484506	0,3402056	0,0397218	0,5317511	0,6096689	0,5860165	0,1200545	0,4189771	0,5527622	0,0924769
200	0,3653420	0,4711367	0,0443705	0,0741754	0,5204883	0,6474598	0,3055592	0,0494116	0,6969994	0,1195401	0,6723831	0,3478537	0,1858839	0,1862565	0,5253192	0,5714085	0,6839717	0,5674275	0,2791090	0,7038691	0,7361843	0,3361307	0,6314607	0,4037480	0,0416222	0,4566693	0,6719255	0,5979788	0,1624297	0,3945819	0,7040118	0,0683804
220	0,4040675	0,5110327	0,0374884	0,0505515	0,4152766	0,7478194	0,3323087	0,0161803	0,6981029	0,1549979	0,7121435	0,4519467	0,1515426	0,2003253	0,5750153	0,4723934	0,5868813	0,6065084	0,3351885	0,6259534	0,7878329	0,3089139	0,6839825	0,4031390	0,0358940	0,5536998	0,6747167	0,6713402	0,1608938	0,5288849	0,5880521	0,1197794
240	0,4985121	0,5554171	0,0627334	0,0804790	0,4482742	0,6593711	0,2761820	0,0184447	0,7100649	0,1834079	0,6288361	0,5683256	0,1659524	0,2633293	0,4317077	0,4129683	0,5759828	0,5997412	0,2064515	0,6919307	0,8113172	0,3568393	0,7236065	0,3320018	0,0377884	0,6775119	0,6647835	0,6119579	0,1652131	0,4285925	0,5537654	0,1047993
260	0,5319608	0,4445592	0,0202065	0,0973022	0,4991950	0,8110322	0,3307954	0,0161920	0,7157868	0,1734692	0,5325242	0,4826442	0,1538119	0,2687614	0,4730362	0,6070654	0,5279831	0,6581991	0,2669912	0,7730024	0,7603562	0,2990570	0,6670180	0,3824754	0,1005267	0,6620989	0,6837761	0,6387110	0,1901102	0,4757510	0,5921733	0,1251707
280	0,4132685	0,5482510	0,0717313	0,0865011	0,4972807	0,7679056	0,3276491	0,0180400	0,7060625	0,2412468	0,6043253	0,4782942	0,1425251	0,3164170	0,4969029	0,4954102	0,6814129	0,6079532	0,2494948	0,7327674	0,6324889	0,3449853	0,6338794	0,4115285	0,0574380	0,6534576	0,6305953	0,5883311	0,1604012	0,3862554	0,5053321	0,0849869
300	0,3798485	0,4756179	0,0637667	0,0782974	0,5267973	0,8672301	0,3442413	0,0266414	0,8562519	0,2288682	0,7389788	0,4291176	0,1464336	0,4143834	0,5541413	0,5250481	0,7216356	0,6896732	0,2832021	0,6782657	0,7339651	0,2870666	0,5082664	0,4619016	0,0845459	0,7081989	0,6600321	0,5459105	0,1329386	0,4432609	0,7008980	0,0727328
320	0,4844497	0,5057677	0,0620355	0,0587651	0,4335084	0,6368646	0,3769152	0,0400319	0,6294044	0,2314403	0,5336762	0,5419526	0,1883912	0,3217450	0,4804053	0,4886831	0,7592569	0,6356127	0,2778006	0,6783142	0,7328448	0,2495511	0,5798817	0,3245802	0,0789762	0,6034445	0,7035830	0,6125875	0,1022142	0,5026240	0,5840131	0,0861424
340	0,3760085	0,5587044	0,0419375	0,0672537	0,5257441	0,6966749	0,3962408	0,0175697	0,6447189	0,2022977	0,6919382	0,4493487	0,1704545	0,3336345	0,5106688	0,5443102	0,5913834	0,7363661	0,2531357	0,6960701	0,7222812	0,2077609	0,5286251	0,4023671	0,0546012	0,5591529	0,6620448	0,4853065	0,1275253	0,3558110	0,5475326	0,1313644
360	0,4325815	0,3808330	0,0585163	0,0732674	0,4291960	0,7435614	0,3221253	0,0185803	0,6305313	0,2395631	0,6080354	0,4098870	0,1115727	0,4248357	0,4911468	0,5972782	0,6779951	0,6109688	0,3059123	0,8785193	0,7742401	0,2794925	0,5867908	0,3391548	0,0674023	0,6505899	0,5981757	0,5423544	0,1215599	0,4498958	0,5052847	0,0870079
380	0,3853003	0,4630919	0,0299842	0,1410687	0,4499707	0,7441518	0,2584803	0,0215212	0,6887330	0,1860534	0,5708019	0,4082392	0,1400643	0,3286664	0,5137802	0,6076278	0,5633439	0,7774176	0,2684627	0,7581354	0,7659169	0,2975746	0,6159437	0,2831697	0,0723198	0,5945465	0,5469399	0,5285795	0,1863907	0,4438510	0,6412937	0,0490838
400	0,2817623	0,5694261	0,0928951	0,1002252	0,4513801	0,6429716	0,2516860	0,0149728	0,8258235	0,1822614	0,6186042	0,4276248	0,1312001	0,3379164	0,4687513	0,6235259	0,6879823	0,6292329	0,2281718	0,7111835	0,6915355	0,3731504	0,6915077	0,3374651	0,0584729	0,6408960	0,6448740	0,4397751	0,1248043	0,5181392	0,6003293	0,0353048
420	0,3717048	0,4789296	0,0517158	0,0808538	0,5174247	0,8253670	0,3054702	0,0205492	0,7640278	0,2295383	0,6661333	0,4198521	0,1502593	0,3486987	0,4428991	0,4943389	0,6176692	0,5749057	0,2469394	0,8193930	0,7701761	0,3038018	0,6752127	0,2730711	0,0827419	0,7066963	0,6919997	0,4492118	0,1733811	0,3681233	0,6150029	0,0543659
440	0,3941245	0,3795360	0,0517770	0,0934933	0,4677795	0,7392135	0,3677642	0,0336372	0,7130502	0,3321566	0,7332150	0,4124418	0,1554463	0,3689867	0,4968272	0,6412121	0,7296941	0,6540020	0,3403741	0,6648028	0,8085021	0,2912124	0,6494687	0,3537059	0,0556691	0,5455685	0,6722233	0,4229621	0,1652711	0,4353752	0,6400563	0,0927281
460	0,3696246	0,4991189	0,0889844	0,0520249	0,4161477	0,6380799	0,3226375	0,0317284	0,6546169	0,1922777	0,5311101	0,3759644	0,1838873	0,3589214	0,4912579	0,4950263	0,6410901	0,7795119	0,2338451	0,6708562	0,8388604	0,2644061	0,6549360	0,2795764	0,0709365	0,6094589	0,5814343	0,4203078	0,1761180	0,4954431	0,5766745	0,1681786
480	0,4747188	0,5173908	0,0295673	0,0676833	0,4147130	0,7401569	0,2759148	0,0121655	0,6920540	0,2160820	0,7025859	0,4212789	0,2344400	0,4187687	0,5296656	0,5073276	0,6129885	0,6927472	0,3614995	0,6486329	0,6880323	0,3544087	0,7082738	0,2682829	0,0747075	0,7910424	0,6752149	0,4747341	0,1580555	0,5292303	0,6946328	0,0731347
500	0,3688204	0,5379023	0,0190107	0,0535379	0,4176035	0,7552887	0,2199223	0,0187507	0,7512086	0,2127172	0,6590549	0,3737071	0,2099575	0,3566706	0,4999212	0,4688226	0,5212397	0,6509992	0,3830754	0,6788102	0,6912479	0,2699390	0,5683582	0,3113842	0,0732339	0,5817005	0,7055739	0,5193177	0,1314869	0,3860372	0,6678300	0,1036986
520	0,4150610	0,4389262	0,0621413	0,0706193	0,4449663	0,8169939	0,3611015	0,0282157	0,7273473	0,1740811	0,5777730	0,3591455	0,1545947	0,2683230	0,4358154	0,6803849	0,5841690	0,5293032	0,3036918	0,6512395	0,6411712	0,4084206	0,7233356	0,3561877	0,0413518	0,6163221	0,6297926	0,5868127	0,1494144	0,4441356	0,6273068	0,1014222
540	0,3081660	0,5266257	0,0440009	0,0675479	0,4842850	0,7201101	0,3733190	0,0299308	0,7135535	0,2284740	0,5858303	0,3136791	0,1340364	0,2240097	0,4188020	0,4885138	0,5436953	0,7252439	0,3225897	0,7995020	0,6743372	0,2939985	0,6281079	0,4566786	0,0331040	0,6086866	0,7242299	0,5739668	0,1922319	0,4335504	0,5387723	0,1719116
560	0,3519671	0,6769925	0,0227958	0,0695371	0,4643587	0,6739266	0,2855830	0,0235785	0,7430634	0,2137461	0,5946943	0,4289675	0,1402009	0,2617100	0,4608519	0,5066507	0,5473464	0,5398422	0,3240744	0,7580050	0,5994485	0,2891177	0,6800061	0,3188580	0,0255092	0,6859781	0,7172909	0,5460132	0,1206036	0,4965282	0,6311555	0,0770683
580	0,3728926	0,5187784	0,0213385	0,0522295	0,4047256	0,6914997	0,2525702	0,0189928	0,6726107	0,2037255	0,5371259	0,5057767	0,1651755	0,2953981	0,5436873	0,5084005	0,5658393	0,6424323	0,2651654	0,7567182	0,7658283	0,3345419	0,7129054	0,3172666	0,0564761	0,4287912	0,6105469	0,4561653	0,1529735	0,4371083	0,6761915	0,1125185
600	0,4855999	0,4409967	0,0389724	0,0595297	0,4417594	0,6297527	0,5017400	0,0183965	0,6743190	0,2191821	0,5505885	0,3595342	0,1637257	0,3436911	0,4426885	0,3909102	0,4646425	0,5795553	0,3220123	0,7409409	0,6955383	0,2392349	0,6608041	0,2742051	0,0572814	0,3361733	0,6832224	0,4546013	0,1445939	0,3493445	0,5963342	0,1382636
620	0,3567496	0,5211916	0,0188282	0,1165118	0,4758449	0,7792196	0,3142668	0,0147237	0,7503524	0,2035041	0,6596827	0,4086989	0,1507691	0,3916661	0,4010556	0,3950747	0,4518170	0,5697012	0,2768809	0,8996078	0,7544502	0,3082801	0,6586479	0,2302747	0,0651745	0,2801496	0,6443831	0,4655004	0,1855403	0,4387327	0,6167709	0,1943800
640	0,4040998	0,4794485	0,0820558	0,0661746	0,5065567	0,7390914	0,3300877	0,0127257	0,8911775	0,1786612	0,6795548	0,4132641	0,1995932	0,2887226	0,4133709	0,3330793	0,4052012	0,6163686	0,3565915	0,6772314	0,7162280	0,4764401	0,6970621	0,3335603	0,0445950	0,3159867	0,7137523	0,4309426	0,1965717	0,3714311	0,5852499	0,1577296
660	0,4011640	0,5345202	0,0329229	0,0700293	0,4586725	0,6917920	0,2970195	0,0540028	0,8267864	0,1830902	0,5813869	0,4273151	0,1691792	0,2338534	0,4843730	0,4954316	0,3466004	0,5667827	0,2460127	0,7282343	0,8325971	0,3973686	0,6001517	0,3776783	0,0472150	0,3387820	0,7169251	0,3893839	0,1311809	0,2726370	0,5195140	0,1703388
680	0,4295977	0,5255227	0,0388975	0,0315280	0,4765436	0,6967483	0,3704716	0,0149613	0,7737571	0,1567706	0,5591423	0,4025868	0,1600638	0,2192469	0,5173107	0,3343376	0,3691278	0,6184094	0,2618454	0,7330619	0,6552634	0,4736746	0,6552823	0,3503539	0,0452629	0,2230694	0,6923090	0,5222760	0,1278180	0,2497970	0,7138790	0,1475017
700	0,4013242	0,4676727	0,0411052	0,0614544	0,4170822	0,7482922	0,3416185	0,0102462	0,8728489	0,1454846	0,5842404	0,4307900	0,2080605	0,3246097	0,4283243	0,4890571	0,2861306	0,6474373	0,4044110	0,7487848	0,7096582	0,3895579	0,5979422	0,3582035	0,0436575	0,3193950	0,6881236	0,4092438	0,1634259	0,3459993	0,5737500	0,1164078
720	0,4346974	0,4988297	0,0545964	0,0368736	0,4809878	0,5801106	0,3956854	0,0123021	0,7374805	0,1892320	0,5666255	0,4318515	0,1500083	0,2802868	0,4333525	0,3346248	0,4144012	0,6009685	0,2720087	0,6765889	0,7680489	0,3314679	0,7286358	0,3138811	0,0634961	0,3084824	0,7320588	0,4983076	0,1748831	0,3555154	0,6844916	0,1528758
740	0,4046723	0,4273575	0,0938102	0,0548306	0,5041209	0,8004659	0,2698882	0,0324003	0,7177643	0,1361835	0,6027877	0,4670743	0,1840163	0,3632602	0,3934348	0,3533545	0,4230442	0,6010171	0,2715851	0,6453520	0,7848207	0,3366443	0,6091131	0,4468590	0,0582566	0,4086124	0,7144593	0,5032569	0,2148819	0,3026843	0,5300842	0,1939038
760	0,4361763	0,4900137	0,0412756	0,0779207	0,3564271	0,8002157	0,3633658	0,0441836	0,7947169	0,1320198	0,6401447	0,3685230	0,1590356	0,3290967	0,5924581	0,3076217	0,3473592	0,5284135	0,3522434	0,7861286	0,7276540	0,3195984	0,6707193	0,3857083	0,0643308	0,3723515	0,5407063	0,4012614	0,1572327	0,3311117	0,5837437	0,1620624
780	0,4542928	0,4814610	0,0476180	0,0621420	0,4225790	0,7594964	0,3403038	0,0255075	0,7936518	0,1547532	0,6746011	0,4021771	0,1360981	0,3266734	0,5404674	0,3927622	0,3352969	0,5318834	0,3305440	0,6617494	0,8453992	0,3041178	0,6277083	0,3688037	0,0625371	0,2366748	0,6749474	0,3673178	0,1645317	0,3414279	0,5980440	0,1399179
800	0,4828041	0,5606202	0,0260006	0,0602584	0,5060987	0,7245349	0,2726478	0,0303631	0,7622678	0,1761818	0,5428221	0,4680934	0,1487968	0,3436153	0,4971172	0,4080399	0,3994469	0,4496822	0,3491572	0,7784335	0,7301902	0,3278564	0,6885689	0,3042799	0,0615410	0,3170762	0,7426910	0,3400583	0,2163520	0,2639179	0,6549097	0,1071648
820	0,4532100	0,5146184	0,0392717	0,0968742	0,5538849	0,7865239	0,3336272	0,0201637	0,7390274	0,2138478	0,6015755	0,4639020	0,1782585	0,2718156	0,5144134	0,3366280	0,3827791	0,5090654	0,3256755	0,7109084	0,7262646	0,3929566	0,7211670	0,3514420	0,0687601	0,4086790	0,6323755	0,3628721	0,1969369	0,3437567	0,6455679	0,1696741
840	0,4010239	0,5066556	0,0533908	0,0482835	0,5785103	0,7688796	0,2422340	0,0225138	0,7820610	0,2771068	0,6065002	0,5179437	0,1564949	0,2636376	0,4612884	0,2719265	0,4117096	0,5628413	0,2407478	0,6809229	0,8909003	0,2910584	0,7208176	0,3419070	0,0455579	0,2250284	0,7738218	0,4940301	0,2236779	0,2504298	0,6528696	0,1822114
860	0,4799484	0,5870797	0,0513788	0,0648201	0,4704927	0,6484448	0,2422707	0,0292353	0,7138569	0,1376477	0,5676901	0,3824549	0,1696990	0,2059248	0,4670454	0,4008364	0,3860518	0,4845099	0,3359027	0,7389170	0,6670594	0,2628942	0,6836853	0,2951438	0,0647015	0,2403655	0,6160213	0,4760722	0,1348898	0,2930025	0,6693457	0,1632415
880	0,4030354	0,5043631	0,0380194	0,1101620	0,4272958	0,7891088	0,2332820	0,0138907	0,6809831	0,1842147	0,5479810	0,4336614	0,2000698	0,2662759	0,4243378	0,4862527	0,4124550	0,5148490	0,3049469	0,7234520	0,7659866	0,2520156	0,8236290	0,2651133	0,0473518	0,2541823	0,5474687	0,4120156	0,1803899	0,2798820	0,5871867	0,1055249
900	0,4610439	0,4432318	0,0383535	0,0642999	0,5185097	0,6061922	0,2986472	0,0259449	0,6594007	0,1620693	0,6597174	0,5223769	0,1741992	0,3202029	0,3996498	0,4131410	0,3514702	0,6193658	0,2744253	0,7164017	0,6730852	0,4120874	0,7788309	0,3526230	0,0390524	0,3621386	0,6040099	0,4272197	0,1485519	0,3132899	0,6742764	0,1084368
920	0,3455919	0,4205288	0,0475184	0,0696693	0,4779247	0,6767465	0,3986590	0,0311634	0,7050056	0,2372181	0,6142119	0,4092625	0,1353572	0,3441291	0,4358382	0,2945507	0,4399042	0,5662614	0,3389935	0,7664141	0,6819292	0,3406211	0,7705005	0,2868617	0,0468434	0,3807404	0,7068501	0,4549606	0,1970999	0,3056996	0,5999867	0,1290562
940	0,5065962	0,5294775	0,0414322	0,0376830	0,4909314	0,7114977	0,2995030	0,0272141	0,6752491	0,1760708	0,6556410	0,6026579	0,1464744	0,3456005	0,4755328	0,3858410	0,4998475	0,5836011	0,3106568	0,7863004	0,7284925	0,2539433	0,6583003	0,3131185	0,0316975	0,2796424	0,6840743	0,3976839	0,1883084	0,2067763	0,5801173	0,1580931
960	0,3433474	0,7139509	0,0444819	0,0410362	0,4371261	0,7223270	0,2495478	0,0301807	0,6969975	0,1886436	0,6377434	0,4469375	0,1445509	0,2723924	0,4773534	0,3866503	0,4964971	0,5245304	0,3148801	0,6475286	0,6674403	0,2874128	0,6241687	0,3612353	0,0414022	0,3181157	0,7034610	0,3974439	0,1257330	0,2108704	0,5558716	0,1863800
980	0,3847983	0,5157751	0,0601340	0,0425436	0,4672519	0,8245644	0,3410169	0,0506565	0,8012957	0,2205831	0,6725894	0,4462397	0,1867399	0,2604455	0,5238395	0,3451799	0,3854768	0,5564776	0,2959928	0,6156087	0,6936201	0,2741802	0,6505758	0,3315940	0,0438962	0,3833408	0,6123918	0,4473517	0,1825081	0,3162673	0,5737297	0,1390207
1000	0,5091498	0,4993021	0,0539243	0,0638833	0,5194812	0,6338977	0,3067863	0,0178340	0,7513662	0,2143973	0,6699295	0,4765935	0,1664227	0,2217757	0,4941347	0,4595213	0,3944738	0,6506293	0,3317955	0,7777954	0,7586780	0,3290607	0,6000151	0,3139147	0,0591935	0,2794513	0,6981094	0,3606027	0,0980657	0,3481359	0,5629229	0,1785271
1020	0,4044586	0,4826103	0,0211197	0,0648114	0,3703891	0,6562678	0,2672380	0,0346772	0,6872621	0,1523526	0,6949202	0,4630684	0,2018053	0,2402400	0,3744814	0,4580404	0,3684219	0,6254788	0,2410891	0,6289711	0,7162197	0,3134426	0,5334545	0,4838402	0,0343145	0,2515536	0,6177197	0,4058294	0,1369261	0,2728308	0,5612894	0,1781180
1040	0,3978938	0,4743781	0,0453777	0,0578920	0,4473941	0,6187414	0,2833198	0,0404063	0,7962604	0,2029162	0,6492610	0,4445633	0,1544885	0,2682012	0,4407874	0,3293528	0,3595400	0,5340840	0,2516978	0,7057503	0,5787772	0,3466458	0,6219648	0,4245275	0,0341380	0,3002031	0,6303874	0,4261386	0,1487411	0,3209522	0,6282158	0,1968216
1060	0,4353886	0,4031923	0,0469864	0,0517405	0,4578887	0,5703451	0,3581098	0,0424039	0,7531528	0,2223456	0,7166033	0,4514491	0,1698951	0,3138988	0,4045111	0,3330653	0,3911844	0,4187246	0,3005555	0,6906090	0,7772694	0,2821988	0,6659421	0,3668084	0,0579851	0,3594489	0,6214386	0,4603816	0,2494963	0,4114848	0,6456066	0,1398159
1080	0,3841799	0,5379195	0,0253517	0,0603777	0,4249025	0,7087177	0,2391312	0,0177573	0,6750329	0,1679461	0,6757299	0,4420336	0,1846399	0,2935444	0,4349008	0,3762409	0,3924244	0,4914512	0,2235648	0,7743400	0,6657538	0,3086487	0,5738158	0,3362935	0,0533588	0,2844350	0,6245703	0,4910317	0,1471851	0,3024753	0,5139561	0,1633005
1100	0,3506994	0,4866560	0,0223771	0,0820593	0,5700915	0,5585539	0,4151241	0,0350373	0,7310775	0,2358586	0,6549447	0,4684026	0,2058569	0,3221558	0,4327112	0,3624727	0,3133203	0,5440565	0,2634608	0,7010032	0,6234010	0,3831243	0,7601443	0,4086349	0,0683091	0,2336493	0,7491332	0,4629556	0,1814068	0,2577719	0,6356741	0,1917872

0	0,4607701	0,4876145	0,0589356	0,0827517	0,5329706	0,6645008	0,3475788	0,0274199	0,6650223	0,3109998	0,6244432	0,5374941	0,1927910	0,2814101	0,4293735	0,3230606	0,3780216	0,5263724	0,3161108	0,6924805	0,7391568	0,3453642	0,7692054	0,2733992	0,0839928	0,2415952	0,7220444	0,4931169	0,1617545	0,2897151	0,6453772	0,1957685
20	0,3954879	0,5507538	0,0324933	0,2686025	0,4685097	0,9170980	0,3755368	0,0500171	0,7208412	0,1195740	0,6101535	0,3367821	0,1969988	0,4177532	0,5860303	0,3238998	0,3499042	0,6031502	0,2262307	0,8019888	0,8331216	0,2759250	0,7522706	0,3296681	0,0445527	0,3469807	0,7484617	0,3543334	0,1497561	0,2405412	0,5865923	0,1256356
40	0,3836822	0,5165388	0,0625692	0,2598911	0,4366591	0,7470630	0,3733952	0,0157825	0,6817648	0,1772052	0,7915306	0,3982057	0,2588140	0,3438021	0,4326714	0,3404261	0,3211041	0,6466660	0,2710357	0,6213138	0,6308885	0,3356265	0,6634531	0,4581358	0,0536829	0,3296085	0,7302242	0,4033212	0,1864376	0,3710067	0,7159008	0,1766530
60	0,4458996	0,4351098	0,0745855	0,2593097	0,5041926	0,8062065	0,4123196	0,0062128	0,8395515	0,1764607	0,6257292	0,4778804	0,1582733	0,4184589	0,5982854	0,3169512	0,3912055	0,5687743	0,2766902	0,6557584	0,8660222	0,3474000	0,6851684	0,4059745	0,0860503	0,3911701	0,6297615	0,3945332	0,2046720	0,2449116	0,5681309	0,2171903
80	0,4118652	0,5766604	0,0414290	0,2833524	0,4707521	0,8480433	0,3519906	0,0070252	0,9306743	0,2470254	0,7870025	0,4164397	0,2473357	0,3872343	0,4098641	0,2793387	0,5062213	0,5836914	0,3426504	0,7325493	0,7008230	0,3086144	0,5895646	0,4717495	0,1579949	0,2912628	0,6944179	0,4533357	0,1816992	0,3245233	0,6044859	0,1992909
100	0,4666749	0,5599291	0,0624049	0,3189304	0,3914093	0,7324276	0,3405490	0,0199685	0,8083478	0,2260156	0,6012795	0,3756223	0,1757785	0,3850275	0,3729744	0,2726606	0,3374016	0,5252625	0,2697881	0,7495802	0,6833686	0,3112158	0,5240728	0,4575064	0,1417405	0,3483032	0,7819195	0,4904651	0,1498678	0,2204375	0,6431983	0,2063292
120	0,4064514	0,5752956	0,0658486	0,3210731	0,5344900	0,7644487	0,3069967	0,0378643	0,8372504	0,1294449	0,6178101	0,3865694	0,1465100	0,3768070	0,3288673	0,3866632	0,4120204	0,4914293	0,2357157	0,6958643	0,6395484	0,4067748	0,6167744	0,4736387	0,2025731	0,3203629	0,6213875	0,5072475	0,1343190	0,3097910	0,6276111	0,2089585
140	0,4052477	0,5068709	0,0468576	0,3746520	0,5186090	0,7297735	0,3888394	0,0333311	0,7486083	0,1013388	0,6518953	0,3572770	0,1571890	0,3779713	0,4764861	0,3563597	0,4292376	0,6701871	0,3032340	0,6916733	0,6832880	0,3075095	0,6866982	0,4691265	0,2976632	0,2670257	0,7395602	0,4369791	0,1568552	0,2749421	0,7053017	0,1649398
160	0,3344184	0,5091361	0,0999294	0,3658979	0,5227687	0,7833323	0,4516845	0,0259341	0,7063931	0,1468855	0,5501687	0,3197897	0,2122651	0,5323544	0,5342921	0,4148369	0,4472523	0,4699161	0,3265008	0,6783275	0,6655892	0,2612235	0,5459038	0,4201277	0,2678392	0,2412900	0,7717086	0,3718234	0,1762943	0,3174052	0,6276958	0,1500500
180	0,3826717	0,5873155	0,0611977	0,4409172	0,5132138	0,6067523	0,3999551	0,0164146	0,6587251	0,1769370	0,5408779	0,4088292	0,1585069	0,4341959	0,4621394	0,3893591	0,4703414	0,5956416	0,2900246	0,6957135	0,7739695	0,3537775	0,5729198	0,4939088	0,2776247	0,3061643	0,7535394	0,4970439	0,0967561	0,2955916	0,6193659	0,1856465
200	0,3541933	0,4620580	0,1206307	0,3326538	0,4553847	0,7620415	0,4389017	0,0192313	0,6699985	0,2108325	0,5756011	0,4579651	0,1755305	0,5512743	0,4607202	0,3538268	0,3675042	0,6018570	0,2460688	0,7501206	0,6886418	0,4114651	0,6280555	0,3886188	0,3857185	0,2094572	0,5989786	0,4732056	0,1485960	0,2810979	0,5874627	0,0965457
220	0,4096974	0,5027992	0,0986416	0,3984273	0,5405671	0,6247776	0,2977323	0,0246411	0,7274583	0,2148974	0,4983228	0,4593536	0,2769773	0,3398737	0,4782560	0,4234538	0,3424776	0,6176892	0,2975394	0,7166752	0,6019666	0,2536295	0,5908577	0,4541700	0,4330492	0,2527330	0,5772536	0,5023593	0,1205250	0,2763699	0,6205735	0,1324937
240	0,3664023	0,4449722	0,1092256	0,5207155	0,4670338	0,7310603	0,3893704	0,0243377	0,8886240	0,2728259	0,5061909	0,4730181	0,1877105	0,4119213	0,3822780	0,3063999	0,3512329	0,5931779	0,3079355	0,5307514	0,6862524	0,2728673	0,4755348	0,5995430	0,4922824	0,3213260	0,5370783	0,4609869	0,1433993	0,3470767	0,6347180	0,1634376
260	0,3842097	0,4762014	0,1483876	0,4105781	0,4536678	0,5911948	0,3170678	0,0390179	0,8616716	0,2414233	0,6821819	0,3399896	0,1235138	0,3760797	0,4902742	0,3387583	0,3361463	0,5876988	0,3091950	0,7535106	0,8698267	0,2749725	0,4919408	0,4884942	0,4636999	0,2799743	0,5771286	0,5669219	0,1369966	0,3763002	0,5331347	0,2150638
