Time	Gene1	Gene2	Gene3	Gene4	Gene5	Gene6	Gene7	Gene8	Gene9	Gene10	Gene11	Gene12	Gene13	Gene14	Gene15	Gene16	Gene17	Gene18	Gene19	Gene20	Gene21	Gene22	Gene23	Gene24	Gene25	Gene26	Gene27	Gene28	Gene29	Gene30	Gene31	Gene32
200	0.5984259	0.3370613	0.0970681	0.1534817	0.1278502	0.0752038	0.1275106	0.4090374	0.469634	0.6145204	0.6383517	0.2202612	0.5376539	0.11203	0.0603161	0.4082934	0.427348	0.3960948	0.6973017	0.0770846	0.6009092	0.1039275	0.2472935	0.5275716	0.1503631	0.3259381	0.6006914	0.3469731	0.0197186	0.4650366	0.7332771	0.6645762
220	0.8162135	0.3200458	0.1179095	0.2001621	0.1393599	0.1982034	0.121729	0.4368746	0.4300757	0.7212065	0.6802472	0.1446815	0.4339112	0.1653322	0.1464062	0.421819	0.3705023	0.292683	0.7153684	0.1059658	0.4528069	0.0525388	0.2638102	0.5391748	0.2316246	0.3714468	0.7013172	0.3797792	0.0457496	0.3954954	0.7778312	0.5216661
240	0.7192673	0.3280667	0.0696777	0.1364425	0.164477	0.110178	0.2014159	0.3968223	0.4527947	0.781091	0.5673592	0.219312	0.5030044	0.1292669	0.0553007	0.5120486	0.4017858	0.3218085	0.8345952	0.0964252	0.5023065	0.0688087	0.2820224	0.4489971	0.2166001	0.3446867	0.7455772	0.3723248	0.0289165	0.3740121	0.6729877	0.6504086
260	0.623341	0.3553766	0.0968778	0.1822222	0.2205708	0.1008848	0.1369659	0.4622195	0.395074	0.6487657	0.7189603	0.2186798	0.3827084	0.1138677	0.0547268	0.4118853	0.3752696	0.2923261	0.5970863	0.0754716	0.5372708	0.0880875	0.3330505	0.4538829	0.2238466	0.423074	0.7493395	0.4146272	0.0196498	0.4574264	0.6837112	0.5694198
280	0.6713436	0.37542	0.1508098	0.1611834	0.1621983	0.0776797	0.1613994	0.4150643	0.4343985	0.6939853	0.5499676	0.1554304	0.4483181	0.0940146	0.0489401	0.454268	0.355125	0.3078125	0.7154154	0.0802155	0.5051782	0.0548412	0.301499	0.4757229	0.2235513	0.4005529	0.6958701	0.4375828	0.0196953	0.3873222	0.6647323	0.5449248
300	0.6846929	0.308494	0.1007797	0.2147699	0.2316571	0.0860869	0.1179465	0.4345982	0.4359206	0.6622149	0.5503939	0.2235763	0.5649723	0.1199518	0.0672195	0.4818967	0.3647789	0.3401871	0.6750942	0.0724413	0.5967948	0.0513762	0.3243486	0.5204976	0.2157503	0.3413156	0.6725798	0.4639236	0.0589625	0.3934831	0.742711	0.5178553
320	0.6614159	0.2897426	0.0924799	0.1576446	0.1435622	0.1894924	0.1289572	0.4246004	0.4748589	0.5958202	0.6955379	0.213469	0.5752091	0.0930183	0.037723	0.4251637	0.4213457	0.3418352	0.7347766	0.0734498	0.6344876	0.0437682	0.2621512	0.5038986	0.2173694	0.3102032	0.7058765	0.3290665	0.059987	0.5997473	0.6063957	0.5428526
340	0.7117663	0.2488532	0.1366288	0.1723844	0.1439926	0.1120931	0.1105959	0.3945928	0.4043841	0.6509628	0.6360466	0.1773866	0.5058634	0.1372258	0.0610289	0.4190681	0.4021242	0.3540669	0.6497526	0.0729067	0.5250238	0.0508098	0.2379715	0.5290189	0.2415694	0.3447653	0.7538407	0.4576042	0.0333817	0.3418635	0.5853597	0.5102128
360	0.7599582	0.2832743	0.1179705	0.2115802	0.0901501	0.0875159	0.1445128	0.3771128	0.5650294	0.5206521	0.5773508	0.188686	0.5426132	0.1147488	0.0520235	0.4566991	0.3500224	0.3331584	0.6532286	0.0582619	0.6094451	0.0478233	0.2064824	0.5343403	0.2154441	0.4652059	0.7273161	0.433217	0.0478745	0.4667013	0.6283477	0.6402594
380	0.6942638	0.241574	0.0930566	0.2709086	0.1241242	0.0867215	0.1091744	0.3815223	0.4225193	0.7304758	0.6416522	0.2214727	0.6349297	0.1074491	0.0747305	0.4016571	0.4363146	0.2462338	0.7136257	0.056342	0.635068	0.0637854	0.3661022	0.50166	0.181471	0.3545753	0.7141438	0.5458764	0.0338251	0.4296196	0.5976802	0.6167627
400	0.6448471	0.2958449	0.0980077	0.1938517	0.1484715	0.1186346	0.0990724	0.4236532	0.3488883	0.6374955	0.581228	0.1962059	0.3927203	0.1300725	0.0539101	0.5379684	0.3346492	0.3185951	0.8095875	0.0525203	0.5648123	0.1141355	0.2326947	0.4828045	0.1784896	0.3640687	0.7225083	0.4232398	0.0654751	0.4112285	0.626548	0.6841525
420	0.6555514	0.2697669	0.079424	0.1899926	0.1570228	0.1824225	0.1390371	0.2931981	0.3221824	0.5980213	0.5957429	0.2032711	0.5236849	0.1190838	0.0706804	0.465133	0.3430002	0.3779013	0.6637439	0.0971971	0.6232707	0.0559269	0.2606147	0.5242873	0.1920983	0.3917103	0.8465667	0.5264426	0.0427467	0.4523321	0.661914	0.5473708
440	0.5858736	0.296312	0.1321036	0.1950392	0.1736708	0.1234631	0.1017647	0.459853	0.434411	0.5382253	0.5679131	0.1393683	0.6169561	0.1114756	0.0505949	0.4452454	0.3868143	0.3350209	0.7606427	0.1105916	0.5633181	0.0404088	0.2937055	0.4028393	0.2207503	0.4304611	0.801382	0.4245654	0.051719	0.4934139	0.5993884	0.536704
460	0.6083275	0.3141214	0.1598368	0.1818485	0.1417882	0.1146105	0.1646901	0.4678449	0.4006645	0.4491104	0.4777289	0.209931	0.5144283	0.098569	0.0557632	0.4878814	0.3565518	0.399061	0.6268073	0.0539892	0.5927643	0.0426846	0.3521806	0.5412599	0.2316428	0.335112	0.6999394	0.4814522	0.0388729	0.5802688	0.6103051	0.5837358
480	0.6425731	0.2914316	0.0874423	0.1847184	0.1523224	0.1551797	0.1982411	0.4700512	0.4247699	0.6827461	0.5424784	0.1350926	0.4365285	0.1621111	0.0781279	0.5301259	0.2792503	0.4193138	0.6295717	0.0527535	0.6178964	0.0329385	0.2965122	0.5208528	0.216584	0.436415	0.6245616	0.3571006	0.0226802	0.4737438	0.6743507	0.5643683
500	0.7036491	0.2709075	0.091223	0.2139826	0.1112304	0.0897248	0.130392	0.4758772	0.3456571	0.7089902	0.6249456	0.1538187	0.45514	0.1332353	0.0527949	0.4331883	0.3517245	0.4064351	0.7813301	0.0790768	0.5706603	0.0330426	0.3057963	0.5535856	0.2402674	0.3777093	0.7838594	0.3529242	0.0362115	0.3848308	0.5828087	0.6723637
520	0.7542672	0.3671065	0.0990943	0.2225951	0.1057737	0.1184836	0.1127473	0.4121179	0.4094082	0.5130944	0.7772117	0.126467	0.5641456	0.1641931	0.0820807	0.4569868	0.4445378	0.4663472	0.6258858	0.1270427	0.5292004	0.0462956	0.2538387	0.6642652	0.220531	0.421245	0.7801733	0.4075563	0.07859	0.4426242	0.6916951	0.5555518
540	0.6069108	0.3280769	0.0745624	0.226677	0.1473944	0.1395904	0.1023357	0.40535	0.479277	0.5355599	0.6632606	0.1434881	0.4981676	0.1630849	0.0565234	0.4917115	0.3320579	0.3056458	0.5459837	0.0694324	0.5953213	0.0536232	0.2870946	0.6718559	0.2178712	0.3916455	0.7665546	0.5543787	0.0217134	0.4525442	0.729476	0.4898569
560	0.8548096	0.2806698	0.1099773	0.1858429	0.1469145	0.1073574	0.1304835	0.3792133	0.438674	0.7495276	0.8073649	0.1979614	0.4359821	0.1292681	0.0457373	0.4586661	0.3926609	0.310187	0.6551032	0.1382036	0.6322924	0.0638236	0.2158297	0.5125853	0.2130911	0.5473612	0.7949614	0.4985509	0.0308643	0.5522032	0.6702108	0.5150618
580	0.6726775	0.2042794	0.1259531	0.3188989	0.1396273	0.1241766	0.1527879	0.4798012	0.4825187	0.5770613	0.7572575	0.1596585	0.4197872	0.1352858	0.0461628	0.3396142	0.3362954	0.4127393	0.728872	0.1029339	0.4783944	0.0566319	0.2643401	0.5032671	0.2583979	0.6300904	0.71169	0.4921097	0.1069477	0.498009	0.4937299	0.4291783
600	0.5938126	0.3056921	0.0793043	0.2971578	0.1784792	0.129637	0.1346317	0.3500643	0.4801614	0.5287309	0.6055279	0.2800709	0.4159326	0.1225604	0.1036125	0.2349539	0.3517122	0.3700965	0.7047962	0.0810747	0.5376653	0.08548	0.2353904	0.6193552	0.1706451	0.6387186	0.6990332	0.4652683	0.1580026	0.5729194	0.4630007	0.4189026
620	0.75933	0.2952439	0.1089057	0.3487719	0.1876618	0.1454407	0.1322545	0.3057589	0.5141251	0.5885677	0.6307619	0.2970029	0.4481937	0.1545616	0.0455049	0.182757	0.4109935	0.3946	0.7313922	0.0768935	0.61772	0.0912457	0.2408641	0.6316601	0.1667494	0.6056577	0.6724012	0.5590079	0.1911862	0.5578156	0.4138359	0.4294963
640	0.6033973	0.2076605	0.1075802	0.3475369	0.1629204	0.1336579	0.2105474	0.3174027	0.4676644	0.4916939	0.6567362	0.181226	0.5169484	0.1844942	0.0681684	0.2359471	0.3320939	0.4129216	0.6880822	0.0844281	0.6130157	0.1372978	0.329292	0.4612276	0.1922527	0.5874192	0.7608767	0.6351422	0.2006109	0.4751474	0.3284612	0.4803717
660	0.4476977	0.3829467	0.1237103	0.3707892	0.1485509	0.1277394	0.1115137	0.3146022	0.4915181	0.4875537	0.694236	0.1542594	0.5799829	0.1554758	0.0765308	0.1766653	0.4041844	0.3350284	0.7024448	0.0696956	0.420028	0.0979083	0.2403506	0.4319212	0.146551	0.6963951	0.7294782	0.7376949	0.1766024	0.4771471	0.3557742	0.443585
680	0.4484628	0.3285357	0.1506531	0.4354293	0.1718282	0.1710645	0.1258643	0.3347996	0.455389	0.4605897	0.7346395	0.1022322	0.4371308	0.1184997	0.0551148	0.1944798	0.3247786	0.2720784	0.6819722	0.0800632	0.6783237	0.0788929	0.2891498	0.5284446	0.1300349	0.6572585	0.7756954	0.5754696	0.3074796	0.551051	0.2770443	0.4624018
700	0.4515063	0.2763605	0.1327806	0.3907435	0.105465	0.1093461	0.0856742	0.3827597	0.5234229	0.4845472	0.6187075	0.143546	0.5422103	0.1146354	0.0949457	0.1035556	0.4097621	0.4245326	0.7193462	0.0975133	0.5401569	0.1035718	0.3504292	0.5593449	0.1067644	0.5715723	0.5839984	0.7146198	0.1957287	0.4908691	0.3406208	0.5076708
720	0.5466302	0.3440144	0.150068	0.3929138	0.1532104	0.1364991	0.1218557	0.3458388	0.4773412	0.6453788	0.5198029	0.0715447	0.4565588	0.1429706	0.0883923	0.1771282	0.3004293	0.3247405	0.6224615	0.0757003	0.5942309	0.0510458	0.3282542	0.5155778	0.1332449	0.4923895	0.647941	0.734501	0.1781437	0.4916188	0.2374268	0.4050108
740	0.52775	0.2691346	0.1633586	0.4315388	0.1910247	0.1523339	0.1209627	0.4038243	0.3823323	0.5011222	0.6886649	0.1264711	0.3991644	0.238265	0.0594356	0.1594016	0.3317364	0.3410623	0.6444164	0.1124535	0.5054235	0.0803041	0.3405503	0.5807049	0.1154187	0.5848037	0.7355132	0.6242211	0.212694	0.4909756	0.2198038	0.3310378
760	0.5636985	0.3570989	0.2060181	0.4048673	0.2190167	0.1728146	0.0554827	0.3529444	0.426167	0.4296427	0.7138967	0.1161288	0.5549231	0.1451091	0.0355569	0.1944564	0.3134459	0.2814053	0.7032354	0.0644594	0.5558235	0.1167785	0.4074086	0.5041563	0.1282304	0.5898052	0.6590128	0.5652121	0.1512403	0.4847411	0.2252059	0.4036792
780	0.6095261	0.2244533	0.1150595	0.264668	0.1625154	0.1405655	0.084555	0.3710588	0.4677945	0.4916996	0.5509684	0.1333603	0.5261731	0.1319383	0.1157298	0.1787513	0.2929392	0.3204333	0.615655	0.0428564	0.703386	0.1081481	0.3696712	0.548849	0.1576054	0.5825532	0.697808	0.6075059	0.270371	0.5916817	0.2550819	0.4522209
800	0.4621367	0.2509914	0.108861	0.3412919	0.1660072	0.1412497	0.0989635	0.3891535	0.431795	0.5402005	0.6574261	0.1270523	0.5743969	0.2051211	0.0737714	0.1383979	0.3828888	0.3320751	0.6813508	0.1076465	0.4246186	0.1149418	0.4372122	0.3660217	0.1186017	0.5429082	0.687691	0.5367302	0.2135229	0.4408034	0.2132743	0.3400579
820	0.4811745	0.2858251	0.1437178	0.3166902	0.1112304	0.1414367	0.1971065	0.4629979	0.5964882	0.6181397	0.5619434	0.0992344	0.5850317	0.1922125	0.0592506	0.1258572	0.4412153	0.3869152	0.5989088	0.0928738	0.5291745	0.1402118	0.4081727	0.4202545	0.1031245	0.423206	0.894315	0.6204008	0.3309861	0.5767921	0.2340904	0.4570698
840	0.6048278	0.3118391	0.1610028	0.3104727	0.1924743	0.1270042	0.1546254	0.3425797	0.4177201	0.5446613	0.5051622	0.1252886	0.5639002	0.1495291	0.0720457	0.136984	0.4377836	0.3287706	0.541298	0.1215244	0.6272977	0.0706105	0.4334526	0.4378799	0.1177534	0.5592974	0.6864721	0.6791473	0.3224039	0.6356972	0.2790123	0.4284563
860	0.5066778	0.2739181	0.1162477	0.3099126	0.1415793	0.1400708	0.1961786	0.3396385	0.5226464	0.519035	0.6428353	0.1374472	0.6271624	0.1535206	0.0932727	0.1189146	0.3541973	0.3578382	0.5657548	0.1020708	0.566252	0.1103531	0.4083696	0.5633165	0.0796119	0.5716674	0.7959994	0.5511019	0.2660837	0.5500322	0.2275855	0.3995289
880	0.4484302	0.3786891	0.1414815	0.3644297	0.1968934	0.1280828	0.1102958	0.4179013	0.5607346	0.4611763	0.7000308	0.1373193	0.5129777	0.1692535	0.0877633	0.1449354	0.3655472	0.31856	0.5948343	0.1132795	0.7080103	0.0728909	0.3862193	0.4335207	0.0999196	0.6594425	0.5979908	0.5624155	0.2757434	0.6693961	0.3177581	0.4969635
900	0.5826183	0.257341	0.1390042	0.351408	0.1360627	0.1193702	0.14147	0.3985627	0.4125143	0.4102972	0.6776651	0.1047422	0.5386252	0.1930811	0.0795778	0.1465812	0.3541092	0.3357071	0.6212738	0.0788065	0.511902	0.1609538	0.3738396	0.5050932	0.1246384	0.5748981	0.7062651	0.6392517	0.2533206	0.6010364	0.3001548	0.4251395
920	0.5267769	0.3085927	0.1598397	0.3193651	0.1352145	0.1004308	0.1129104	0.3877364	0.3949043	0.5734177	0.5527731	0.0733745	0.5183249	0.1135439	0.0967782	0.1458469	0.28103	0.4108218	0.7164374	0.0688252	0.5308554	0.1019995	0.3979676	0.4912386	0.0854917	0.6537257	0.8577201	0.6979503	0.311594	0.6768099	0.2056225	0.601333
940	0.5483075	0.3003324	0.0746126	0.3953977	0.2498978	0.133893	0.0797897	0.4507274	0.4724558	0.581862	0.6110017	0.1228225	0.4652733	0.0964662	0.0900038	0.1372374	0.3320831	0.2938718	0.633718	0.0591921	0.5026942	0.081893	0.3175809	0.533071	0.0852789	0.6334859	0.7688487	0.607961	0.2738903	0.5440539	0.2437228	0.4056144
960	0.4750737	0.3701285	0.1350127	0.3274149	0.2315624	0.0952541	0.1660528	0.4293814	0.5011642	0.5351658	0.6066518	0.1525963	0.4748106	0.1215839	0.0669229	0.1649811	0.2844483	0.3795665	0.8098048	0.0666998	0.5173445	0.0866971	0.4075669	0.4815543	0.0883857	0.4706049	0.8218688	0.7345063	0.329292	0.5474082	0.1357729	0.3828352
980	0.4943244	0.2348537	0.1305806	0.3147277	0.1924403	0.1397663	0.1099564	0.4667504	0.5339176	0.4863201	0.5484214	0.1494273	0.4523773	0.1005891	0.0609207	0.189424	0.3604029	0.3552823	0.6847722	0.0747948	0.5856458	0.096488	0.4599322	0.3943199	0.116454	0.5801573	0.7260363	0.6423379	0.3074056	0.5954989	0.1092384	0.4025928
1000	0.6629766	0.2363035	0.167692	0.3084014	0.1343869	0.1682672	0.0982181	0.3217335	0.4871459	0.5077189	0.6506195	0.2155714	0.4197081	0.1066541	0.0642257	0.1755382	0.3133328	0.4602339	0.7389938	0.0976754	0.4878116	0.0871967	0.3090599	0.3739114	0.1083579	0.6642814	0.633642	0.6123346	0.2786787	0.6303383	0.1268165	0.4231825
1020	0.6728586	0.3070345	0.1005202	0.3261955	0.1769216	0.1224787	0.1968312	0.3530115	0.5737681	0.5506138	0.5950739	0.1772373	0.4431601	0.0830732	0.0801863	0.1350119	0.2963595	0.4312038	0.7454059	0.110916	0.5740032	0.1016733	0.3950047	0.472325	0.1263555	0.5645847	0.6172433	0.5483178	0.3314358	0.5328288	0.2183962	0.4139162
1040	0.5212934	0.2510262	0.1438554	0.321621	0.1650923	0.1554237	0.1284436	0.3728312	0.5334944	0.4805256	0.6541224	0.1608881	0.4501065	0.0952977	0.0329375	0.1391013	0.3148487	0.3503794	0.6246555	0.0792213	0.5586783	0.0847718	0.4127431	0.3942787	0.1449845	0.5151022	0.7821298	0.5429868	0.2753274	0.6040555	0.2125282	0.3878957
1060	0.4517762	0.3126774	0.1789677	0.2990043	0.1611362	0.1332346	0.1066569	0.3575987	0.476852	0.4860295	0.7138077	0.10827	0.5502988	0.1579818	0.0476686	0.1609008	0.3851361	0.3006301	0.6427737	0.099069	0.6556707	0.0602414	0.3747096	0.5734173	0.1362513	0.6408215	0.682355	0.5364823	0.2403214	0.5119509	0.1828195	0.5169841
1080	0.4950187	0.2226693	0.1360292	0.3138171	0.1403014	0.1734764	0.1167732	0.3408224	0.4013495	0.4964215	0.6358097	0.119617	0.5770575	0.1568528	0.0469107	0.1672808	0.4132826	0.4190054	0.7645881	0.0917113	0.581976	0.0706003	0.3966779	0.4802028	0.1531485	0.6332636	0.6516607	0.6870639	0.293597	0.6139545	0.2113064	0.506124
1100	0.4785986	0.3221668	0.147859	0.3502471	0.1232495	0.1682289	0.051832	0.3288508	0.4094946	0.412785	0.6153486	0.0988587	0.4605395	0.2546858	0.092403	0.103744	0.3169632	0.4953498	0.7398177	0.1013876	0.5742473	0.1287714	0.3913899	0.5847279	0.1354334	0.6016381	0.526636	0.6461295	0.2644365	0.474889	0.2626334	0.5125368
1120	0.5656739	0.3566547	0.1759499	0.3666624	0.1130589	0.1409981	0.1524272	0.3554077	0.4660896	0.475258	0.6552878	0.1360575	0.5994532	0.1835311	0.0469605	0.1424364	0.3093981	0.4742676	0.5797154	0.176246	0.6478969	0.0669029	0.447762	0.5301199	0.1201655	0.57554	0.6211452	0.6216375	0.3758497	0.6584488	0.222272	0.3864454
1140	0.59701	0.1873058	0.181202	0.3194611	0.1528381	0.1470278	0.3865512	0.180356	0.5079976	0.4312679	0.5334146	0.1153171	0.4822205	0.1674348	0.2386796	0.1992385	0.2190517	0.2712317	0.6490578	0.0764881	0.6803447	0.0517646	0.4123156	0.4073361	0.1102523	0.4986144	0.5117919	0.6607368	0.282692	0.4800958	0.129151	0.3808577
1160	0.8110328	0.1648986	0.1502618	0.253312	0.1641002	0.1157682	0.3566577	0.1600559	0.4090759	0.4716069	0.5177285	0.1204302	0.5816446	0.1782094	0.339544	0.1419296	0.296589	0.2968344	0.7728124	0.1057044	0.5908824	0.0514634	0.3387278	0.4484854	0.1022636	0.5055534	0.602539	0.5708173	0.3161073	0.6971605	0.1513452	0.4482511
1180	0.8013307	0.1951671	0.1603943	0.2708055	0.1458655	0.1380261	0.3620136	0.0910896	0.4186735	0.47354	0.6038566	0.1060703	0.7123078	0.2524917	0.3409457	0.1551815	0.2862973	0.3117129	0.5301351	0.116341	0.5523057	0.0441425	0.4003184	0.4099972	0.1195744	0.4576143	0.5428851	0.6265654	0.2752948	0.4856171	0.2184825	0.523135
1200	0.7190543	0.1245814	0.12495	0.258151	0.1394928	0.1220582	0.3515296	0.0475891	0.4277923	0.4910197	0.4991213	0.1337791	0.5964515	0.3848423	0.3188479	0.1452281	0.4206735	0.369308	0.5802561	0.1927723	0.6000931	0.0400802	0.4509012	0.4778312	0.201212	0.4687432	0.5031761	0.5613324	0.3150241	0.5389027	0.2555752	0.5669423
1220	0.601318	0.1190008	0.1229784	0.2554484	0.1701289	0.110249	0.3840202	0.0197732	0.4240749	0.5054083	0.3239154	0.1508999	0.6303605	0.3714514	0.4228711	0.1213804	0.4480457	0.2890782	0.7567436	0.1864042	0.5444496	0.024623	0.4567636	0.4433043	0.1427786	0.5163136	0.4539082	0.471133	0.3403295	0.6064974	0.1945587	0.6182881
1240	0.6610898	0.2033214	0.1303856	0.3616841	0.1801776	0.1231194	0.4131136	0.0268339	0.5811198	0.485151	0.2075477	0.1281307	0.7736735	0.4368502	0.4008878	0.1718532	0.4177349	0.3945903	0.6670206	0.0968661	0.6270573	0.0234429	0.4862201	0.3489389	0.2298659	0.5511453	0.4701743	0.7213869	0.2922988	0.5358535	0.2353869	0.6139215
1260	0.8171474	0.2113365	0.1298472	0.3111162	0.1402464	0.1126571	0.398615	0.0048234	0.3727751	0.4903996	0.1037238	0.1276593	0.6735842	0.4536218	0.4180953	0.1525105	0.4531186	0.3722895	0.7375308	0.0984034	0.6175645	0.0364596	0.3461353	0.4361822	0.3182408	0.5759169	0.5275761	0.547621	0.3130389	0.4944682	0.2835257	0.6226223
1280	0.7415032	0.1518204	0.0539415	0.3763958	0.1572423	0.0898222	0.2896521	0.0040241	0.4112647	0.5118657	0.0990214	0.0992193	0.6041757	0.3918664	0.39109	0.1664834	0.3754219	0.3788934	0.7976871	0.162481	0.5179648	0.0332931	0.3488814	0.5154722	0.2601555	0.6964818	0.5387706	0.6553875	0.3062137	0.392712	0.2881127	0.5644058
1300	0.6513686	0.2169047	0.108954	0.3506455	0.1430187	0.0772679	0.2582379	0.0023274	0.450767	0.5406931	0.0406609	0.1376234	0.7498104	0.40632	0.458898	0.1570614	0.4093929	0.346833	0.7305303	0.1185037	0.561868	0.0307718	0.4471	0.5161512	0.2435178	0.6596806	0.5680519	0.7199874	0.3101851	0.3983882	0.2559437	0.6188256
1320	0.8443945	0.2364372	0.112751	0.4189123	0.251315	0.0969004	0.3112048	0.0033432	0.5171086	0.4437294	0.0487809	0.1965315	0.7192449	0.5257918	0.4906096	0.1608419	0.3143974	0.4711565	0.6674956	0.1170434	0.5168182	0.0238663	0.3244389	0.5922069	0.2182642	0.7460295	0.5794955	0.7519165	0.3240803	0.4640685	0.2286457	0.6126334
1340	0.7566066	0.2042265	0.0729306	0.3679596	0.1661482	0.0638921	0.355556	0.0	0.5859519	0.4849764	0.0428259	0.1251794	0.7332832	0.4343582	0.4697976	0.1472497	0.385556	0.3269723	0.6815766	0.0822277	0.4832854	0.0173238	0.3238553	0.5896065	0.2262705	0.7527859	0.5500028	0.6357316	0.2403148	0.4945368	0.2411259	0.5279221
1360	0.6940234	0.1608714	0.0697494	0.3040599	0.23607	0.0784396	0.3227685	0.0077234	0.5629367	0.5284652	0.030017	0.1193075	0.6440323	0.3911243	0.436932	0.1686001	0.4051252	0.4287323	0.7180951	0.1454896	0.5193097	0.0216724	0.4913255	0.5336092	0.255648	0.6873411	0.5854937	0.6658702	0.3137429	0.3929498	0.2662486	0.5532274
1380	0.7248667	0.1731376	0.1030829	0.4438313	0.1654083	0.0769657	0.3695274	0.0013801	0.5621959	0.4860564	0.0386569	0.1601057	0.7629092	0.4889401	0.3986772	0.1746174	0.4032641	0.3707495	0.6157468	0.087818	0.6101892	0.0253645	0.3869032	0.5601315	0.3351675	0.7800318	0.5767294	0.6367512	0.3455977	0.4474209	0.2395693	0.5146092
1400	0.6939002	0.1425227	0.0566599	0.3903964	0.1619448	0.0966579	0.4035023	0.0061034	0.4135281	0.493385	0.0618896	0.1147157	0.7074582	0.3618371	0.5602412	0.1683583	0.4220401	0.346029	0.7161622	0.1372534	0.5769806	0.017569	0.4530009	0.6215159	0.3000527	0.7136675	0.4273508	0.6834494	0.3011472	0.4888646	0.2810725	0.5314069
